qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q27022370,Hepatotoxicity from antituberculous therapy in the elderly: a systematic review,DFCA1414-4C7C-4730-81B6-1892BF49B30D,Michael Lauzardo,3,0d21223ea207eed8ac68b3eae5e0ff453f7d21b1,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:25595441%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,06AE5155-B59A-4E85-BA3B-C0A431B7FCCB,Stanley Blum,6,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,0DB280E8-E3CF-416B-98B0-7C07DADB4E71,Reed Beaman,5,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,15125B35-941B-4336-B47D-C85C92E63AAF,Robert Hanner,12,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,3AE98978-0466-4C27-8373-46E241DE30B3,Shawn Bowers,7,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,3B8FD98F-5D5D-41D4-8364-A5813A76CFE1,Norman Morrison,17,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,3E19A7B1-FE4E-4411-A439-E57B1496969A,Alyssa Janning,13,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,4699A58B-EB31-4ECC-B538-F95E00AE363A,John Deck,2,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,71152C95-F441-471E-8E08-1EA1DEC61917,Maria Alejandra Gandolfo,11,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,06AE5155-B59A-4E85-BA3B-C0A431B7FCCB,Stanley Blum,6,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,0DB280E8-E3CF-416B-98B0-7C07DADB4E71,Reed Beaman,5,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,15125B35-941B-4336-B47D-C85C92E63AAF,Robert Hanner,12,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,3AE98978-0466-4C27-8373-46E241DE30B3,Shawn Bowers,7,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,3B8FD98F-5D5D-41D4-8364-A5813A76CFE1,Norman Morrison,17,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,3E19A7B1-FE4E-4411-A439-E57B1496969A,Alyssa Janning,13,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,4699A58B-EB31-4ECC-B538-F95E00AE363A,John Deck,2,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,71152C95-F441-471E-8E08-1EA1DEC61917,Maria Alejandra Gandolfo,11,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,B1738221-254A-4B67-A47F-9F2D5EA98DE0,Jamie Whitacre,24,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,C1D4E74E-8BA1-4023-B1E0-83224852FD4E,Leonard Krishtalka,14,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,C499B679-CDFF-453C-8736-80C72C249E51,Éamonn Ó Tuama,18,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,C87772A9-59A6-409A-8E4A-DA70A7D6210A,Brian J Stucky,21,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q30361251,The Lived Experience and Training Needs of Librarians Serving at the Clinical Point-of-Care.,53CA0E79-8E46-48FF-8F45-090195F873D8,Mary E Edwards,3,ce401a550f642c6c21da5e0164d007858f10e7df,,48c26565247ebc433ead45f509b6fff8,2017-08-14T00:00:00Z,11
Q30361251,The Lived Experience and Training Needs of Librarians Serving at the Clinical Point-of-Care.,681D43AD-27A5-4662-8842-D0D26E5DB2A0,Linda C Butson,4,ce401a550f642c6c21da5e0164d007858f10e7df,,48c26565247ebc433ead45f509b6fff8,2017-08-14T00:00:00Z,11
Q30361251,The Lived Experience and Training Needs of Librarians Serving at the Clinical Point-of-Care.,683C75BE-80C3-438B-A800-BF4FAD573BFC,Gretchen M Kuntz,2,ce401a550f642c6c21da5e0164d007858f10e7df,,48c26565247ebc433ead45f509b6fff8,2017-08-14T00:00:00Z,11
Q34361615,"Changing the face of reference: adapting biomedical and health information services for the classroom, clinic, and beyond.",60E13537-F345-493F-AC9D-41BADD163FC6,Michele R Tennant,1,869042c45ec8f78593b08318092bfe0771e097cc,,f4b9f524d0b5d7e42dfa89525c8506c8,2017-08-01T00:00:00Z,11
Q34361615,"Changing the face of reference: adapting biomedical and health information services for the classroom, clinic, and beyond.",75C602CF-1DFE-4135-ADE3-91EF63A67814,Mary E Edwards,5,869042c45ec8f78593b08318092bfe0771e097cc,,f4b9f524d0b5d7e42dfa89525c8506c8,2017-08-01T00:00:00Z,11
Q34361615,"Changing the face of reference: adapting biomedical and health information services for the classroom, clinic, and beyond.",CEEA5446-4D57-411F-9F21-1A7B48DB00FF,Cecilia E Botero,3,869042c45ec8f78593b08318092bfe0771e097cc,,f4b9f524d0b5d7e42dfa89525c8506c8,2017-08-01T00:00:00Z,11
Q34361615,"Changing the face of reference: adapting biomedical and health information services for the classroom, clinic, and beyond.",E260B49A-9F0A-482C-8626-D1591FDB6357,Linda C Butson,4,869042c45ec8f78593b08318092bfe0771e097cc,,f4b9f524d0b5d7e42dfa89525c8506c8,2017-08-01T00:00:00Z,11
Q35027033,Library-based clinical and translational research support.,2CB9156A-0BC3-41D0-AA9E-1DD919F60066,Layne M Johnson,3,576ba3145570d7474826ed8b8b17be2fd0e24ea0,,5d056783fa5cb8101613b3eeb0fd1a00,2017-08-05T00:00:00Z,11
Q35121230,Treatments for reversing warfarin anticoagulation in patients with acute intracranial hemorrhage: a structured literature review.,33B20655-D73F-499A-95E9-E0F08E60AC55,Bryan A Cotton,4,52456ef58f2b66dc217f0e546c47ab37682c2f49,,c0e3bc798bf1b1c9d8102eba68c00a74,2017-08-06T00:00:00Z,11
Q35121230,Treatments for reversing warfarin anticoagulation in patients with acute intracranial hemorrhage: a structured literature review.,617CC4C8-C955-4D3D-8859-806BC4B0D2CC,Timothy C Nunez,2,52456ef58f2b66dc217f0e546c47ab37682c2f49,,c0e3bc798bf1b1c9d8102eba68c00a74,2017-08-06T00:00:00Z,11
Q35121230,Treatments for reversing warfarin anticoagulation in patients with acute intracranial hemorrhage: a structured literature review.,8F467E02-46D4-4EB4-A73B-97FB21F80E4C,Tyler W Barrett,5,52456ef58f2b66dc217f0e546c47ab37682c2f49,,c0e3bc798bf1b1c9d8102eba68c00a74,2017-08-06T00:00:00Z,11
Q35121230,Treatments for reversing warfarin anticoagulation in patients with acute intracranial hemorrhage: a structured literature review.,CD308557-88A3-4741-BE76-D8F88EEA1428,Brett F Bechtel,1,52456ef58f2b66dc217f0e546c47ab37682c2f49,,c0e3bc798bf1b1c9d8102eba68c00a74,2017-08-06T00:00:00Z,11
Q35206636,The use of Research Electronic Data Capture (REDCap) software to create a database of librarian-mediated literature searches.,51477FF3-6930-40FB-A17F-A1696D3A2521,Michele R Tennant,4,a36fa15254d5765b9727173cd3b313ed0c7ddd22,,585d17415acb6162b3b6b00830571bbd,2017-08-07T00:00:00Z,11
Q35206636,The use of Research Electronic Data Capture (REDCap) software to create a database of librarian-mediated literature searches.,C3BFBB89-2D9B-450F-8206-281B49542390,Rolando Garcia-Milian,2,a36fa15254d5765b9727173cd3b313ed0c7ddd22,,585d17415acb6162b3b6b00830571bbd,2017-08-07T00:00:00Z,11
Q35752223,Using the literature to evaluate diagnostic tests: amylase or lipase for diagnosing acute pancreatitis?,919BBD58-C906-448C-A3DF-5E23F12F2AA3,Corey Slovis,3,48da73f65cb736b8412f97cd94777e78cdc61b7d,,4e51f5ec5562be6dfd0b2eb51e0c1fc8,2017-08-10T00:00:00Z,11
Q35752223,Using the literature to evaluate diagnostic tests: amylase or lipase for diagnosing acute pancreatitis?,A46748B9-CD03-42FC-861D-304D8F4776F8,Julie M Beauregard,1,48da73f65cb736b8412f97cd94777e78cdc61b7d,,4e51f5ec5562be6dfd0b2eb51e0c1fc8,2017-08-10T00:00:00Z,11
Q35989299,Flipping one-shot library instruction: using Canvas and Pecha Kucha for peer teaching.,8CCD5E15-A50A-4B1F-9F7D-086A066F269A,Nedelina Tchangalova,2,7b1091d3b00a2bb8c330e7cf31c3f167a57adf22,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27076799%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11
Q35989299,Flipping one-shot library instruction: using Canvas and Pecha Kucha for peer teaching.,AD01755B-6BBC-4621-A230-CAC69614440C,Eileen G Harrington,3,7b1091d3b00a2bb8c330e7cf31c3f167a57adf22,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:27076799%20AND%20SRC:MED&resulttype=core&format=json,3c2a1b4f8f8ff05f493e1e67095f0ace,2020-06-03T00:00:00Z,11
Q37310056,Management of penetrating neck injury in the emergency department: a structured literature review.,7CA2E742-883B-44B4-96C6-3040378304B6,B A Cotton,4,d73ec730b6949970a105c8ff0cf69ce844ea1d2f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:18955599%20AND%20SRC:MED&resulttype=core&format=json,168868901f54290520405ee5b8780e56,2019-12-25T00:00:00Z,11
Q37310056,Management of penetrating neck injury in the emergency department: a structured literature review.,889BC550-EEDE-4671-B1FE-64F2CA9DA3ED,J J Brywczynski,1,d73ec730b6949970a105c8ff0cf69ce844ea1d2f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:18955599%20AND%20SRC:MED&resulttype=core&format=json,168868901f54290520405ee5b8780e56,2019-12-25T00:00:00Z,11
Q37310056,Management of penetrating neck injury in the emergency department: a structured literature review.,D02138DD-BBBB-4C27-9EBB-F605034D8CFE,T W Barrett,2,d73ec730b6949970a105c8ff0cf69ce844ea1d2f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:18955599%20AND%20SRC:MED&resulttype=core&format=json,168868901f54290520405ee5b8780e56,2019-12-25T00:00:00Z,11
Q38114063,Is video review of patient encounters an effective tool for medical student learning? A review of the literature.,6BE9E752-161A-43F3-92B5-4E7817A04F34,Casey White,5,dc75464a277791e8daf6c00e405a7876f81214ed,,e9343c5d5ea197356738a05f2625fc64,2017-08-29T00:00:00Z,11
Q38114063,Is video review of patient encounters an effective tool for medical student learning? A review of the literature.,72BE6B21-32CD-4929-8FAE-1F06D8A8ABC0,Helen K Morgan,2,dc75464a277791e8daf6c00e405a7876f81214ed,,e9343c5d5ea197356738a05f2625fc64,2017-08-29T00:00:00Z,11
Q38114063,Is video review of patient encounters an effective tool for medical student learning? A review of the literature.,82112BF2-E794-48E9-A51C-19923A178A84,Mary E Edwards,3,dc75464a277791e8daf6c00e405a7876f81214ed,,e9343c5d5ea197356738a05f2625fc64,2017-08-29T00:00:00Z,11
Q38114063,Is video review of patient encounters an effective tool for medical student learning? A review of the literature.,F34AE002-93CE-40B2-9823-06546022455F,Maya M Hammoud,1,dc75464a277791e8daf6c00e405a7876f81214ed,,e9343c5d5ea197356738a05f2625fc64,2017-08-29T00:00:00Z,11
Q40637817,Defining the Proton Topology of the Zr6-Based Metal-Organic Framework NU-1000.,30060EA4-6B51-4B13-BAAD-8214F34E92E1,Nora Planas,1,5beb4a0ef78640cdc0efc00c985a75f7dc489465,,185a532e5cf988e2fbe94f45d9f55cc1,2017-09-22T00:00:00Z,11
Q40637817,Defining the Proton Topology of the Zr6-Based Metal-Organic Framework NU-1000.,C6FB4D65-C21D-4628-B9E2-8288DD2AD80C,Joseph E Mondloch,2,5beb4a0ef78640cdc0efc00c985a75f7dc489465,,185a532e5cf988e2fbe94f45d9f55cc1,2017-09-22T00:00:00Z,11
Q42611374,Single-ion magnetic anisotropy and isotropic magnetic couplings in the metal-organic framework Fe2(dobdc).,9E7929AC-1D2E-4DE0-97F4-F8811F6A0510,Sijie Luo,4,f4c847e0cc57b53572d120325c631b6dc87d1a21,,af6339f15233beae3d638168dc19727f,2017-11-03T00:00:00Z,11
Q42611374,Single-ion magnetic anisotropy and isotropic magnetic couplings in the metal-organic framework Fe2(dobdc).,A443FF6F-6C37-4361-90F4-B9E6AD177603,Pragya Verma,2,f4c847e0cc57b53572d120325c631b6dc87d1a21,,af6339f15233beae3d638168dc19727f,2017-11-03T00:00:00Z,11
Q42611374,Single-ion magnetic anisotropy and isotropic magnetic couplings in the metal-organic framework Fe2(dobdc).,A691643E-22CF-4920-B40E-7150A89F084B,Joseph M Zadrozny,3,f4c847e0cc57b53572d120325c631b6dc87d1a21,,af6339f15233beae3d638168dc19727f,2017-11-03T00:00:00Z,11
Q44943965,Darwin-SW: Darwin Core-based terms for expressing biodiversity data as RDF,,,,,,,,
Q46119607,Structural and Electronic Effects on the Properties of Fe2(dobdc) upon Oxidation with N2O.,365AE8E0-6297-43C2-8EEB-1A4C2B240933,Dianne J Xiao,5,78764147fbb74ec4603a1baea4af025415882ba4,http://europepmc.org/abstract/MED/27136308,616584bdc249302578916e11583cbd8e,2017-12-19T00:00:00Z,11
Q46119607,Structural and Electronic Effects on the Properties of Fe2(dobdc) upon Oxidation with N2O.,E7095EFD-5AC8-47D7-8EFE-F8E01C635EB5,Pragya Verma,3,78764147fbb74ec4603a1baea4af025415882ba4,http://europepmc.org/abstract/MED/27136308,616584bdc249302578916e11583cbd8e,2017-12-19T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,1A8BC966-71B7-4E67-A8F5-9D4DC8309F1D,Jarad A Mason,3,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,22FC5FB4-0F0D-412C-ACF4-85737A809B1C,Matthew R Hudson,5,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,424AD077-C7BF-4DEE-B4D1-294CBD1B6113,Pragya Verma,9,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,53F7828F-1831-4772-A476-7124774E2145,Nora Planas,6,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,6923A1DC-94B3-408B-BA6F-B2EF948FCE93,Junko Yano,13,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,7C81B4E6-9E70-447C-BA19-30FF25197340,Eric D Bloch,2,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,8407C9AD-FD1A-4F5E-A584-DFE7CCABC8AE,Dianne J Xiao,1,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46159368,Oxidation of ethane to ethanol by N2O in a metal-organic framework with coordinatively unsaturated iron(II) sites.,9AC90A24-BFAC-4DF8-A77C-4B1889BB84A1,Kyuho Lee,10,fb08f299fd9e038ad3a758f2a81cb83e5d77074f,http://europepmc.org/abstract/MED/24950328,ebfd7a02875d19e7712df6b29ba0fcae,2017-12-20T00:00:00Z,11
Q46742315,Mechanism of Oxidation of Ethane to Ethanol at Iron(IV)-Oxo Sites in Magnesium-Diluted Fe2(dobdc).,0181E5E9-3B91-45BA-B2F2-89C59D4126DD,Dianne J Xiao,5,16ff1d2325cf4a71b930dd2ceb8c58f958d136c8,http://europepmc.org/abstract/MED/25882096,62bf63951ed81df4281dac055b37ae20,2017-12-24T00:00:00Z,11
Q46742315,Mechanism of Oxidation of Ethane to Ethanol at Iron(IV)-Oxo Sites in Magnesium-Diluted Fe2(dobdc).,0FC62458-CF2A-41D4-B742-7F2F24055C64,Pragya Verma,1,16ff1d2325cf4a71b930dd2ceb8c58f958d136c8,http://europepmc.org/abstract/MED/25882096,62bf63951ed81df4281dac055b37ae20,2017-12-24T00:00:00Z,11
Q46742315,Mechanism of Oxidation of Ethane to Ethanol at Iron(IV)-Oxo Sites in Magnesium-Diluted Fe2(dobdc).,24363266-1D5D-4850-A26E-D60D505A93B9,Nora Planas,3,16ff1d2325cf4a71b930dd2ceb8c58f958d136c8,http://europepmc.org/abstract/MED/25882096,62bf63951ed81df4281dac055b37ae20,2017-12-24T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,1F362AEB-C7F6-48C1-A959-26BBC79548AA,Nila S Radhakrishnan,13,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,26FB2115-04D5-4819-B435-D6AA9B3696EB,Erin M Wright,11,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,2A690890-8F6D-4E22-88C4-BBE55E497F98,Michelle Robinson Rener,4,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,329241EA-BACE-4378-AB26-F1F8524F9FD7,Kari Cassel,8,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,3A022790-A0D5-41A4-92B4-B4B443EC3B58,Irene Alexaitis,7,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,3E665680-CDCC-4597-A158-B4AFF13E2FCD,Kacy Ealy,9,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,542B188A-4725-4063-91FF-4360A5D4C832,Betty Jax,6,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,8B17D2CE-4FA3-4754-AC90-438D1C145B27,Myron Chang,12,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,8DDC5561-DC60-4628-AFB8-0349A9120E10,Robert R Leverence,14,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,A896BE58-7EB8-4C45-9BB6-0B807284C750,Elaine D Delvo-Favre,3,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,B38E262B-EB11-4C65-AEBC-5DED2C1D571A,Carrie D Warring,1,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,DE8FE70D-9A08-4D39-B8A1-2D89C8267484,Melanie Gross Hagen,10,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q49797163,Implementation of a Routine Health Literacy Assessment at an Academic Medical Center.,FAF89CD1-A17B-46FA-B1E4-244608DFF985,Jacqueline R Pinkney,2,697528d7a3a80e1139d791bf4d04805804523bd3,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:29166290%20AND%20SRC:MED&resulttype=core&format=json,b42d82f3867bf98741834d3844e364a1,2020-04-04T00:00:00Z,11
Q50187306,Evidence-Based Use of Perioperative Antibiotics in Otolaryngology.,02EB6067-985C-429D-B0C4-C54FE8F7C693,Edward B Penn,4,d4bc6e156dcde267ea8d929cba99dd4d795c38a1,http://europepmc.org/abstract/MED/29405833,0b0724c54b5d1a86833775b2358d24a5,2018-02-26T00:00:00Z,11
Q50187306,Evidence-Based Use of Perioperative Antibiotics in Otolaryngology.,559153BD-962F-4E45-89F9-88B1663BBCCF,David O Francis,5,d4bc6e156dcde267ea8d929cba99dd4d795c38a1,http://europepmc.org/abstract/MED/29405833,0b0724c54b5d1a86833775b2358d24a5,2018-02-26T00:00:00Z,11
Q50187306,Evidence-Based Use of Perioperative Antibiotics in Otolaryngology.,9DCFD039-C90A-47DE-8C86-C77DE15488D2,Asitha D L Jayawardena,2,d4bc6e156dcde267ea8d929cba99dd4d795c38a1,http://europepmc.org/abstract/MED/29405833,0b0724c54b5d1a86833775b2358d24a5,2018-02-26T00:00:00Z,11
Q50187306,Evidence-Based Use of Perioperative Antibiotics in Otolaryngology.,A0897B35-9B25-4A6E-9729-59E4BFBA3F3F,Priyesh N Patel,1,d4bc6e156dcde267ea8d929cba99dd4d795c38a1,http://europepmc.org/abstract/MED/29405833,0b0724c54b5d1a86833775b2358d24a5,2018-02-26T00:00:00Z,11
