qid,label_en,description_en,instance_of_uuid,instance_of,doi_uuid,doi,doi_ref1_hash,doi_ref1_referenceUrl,doi_ref1_retrieved_nodeId,doi_ref1_retrieved_val,doi_ref1_retrieved_prec,pmid_uuid,pmid,pmid_ref1_hash,pmid_ref1_referenceUrl,pmid_ref1_retrieved_nodeId,pmid_ref1_retrieved_val,pmid_ref1_retrieved_prec,published_uuid,published_nodeId,published_val,published_prec,published_ref1_hash,published_ref1_referenceUrl,published_ref1_retrieved_nodeId,published_ref1_retrieved_val,published_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,journal_uuid,journal,journal_ref1_hash,journal_ref1_referenceUrl,journal_ref1_retrieved_nodeId,journal_ref1_retrieved_val,journal_ref1_retrieved_prec,volume_uuid,volume,volume_ref1_hash,volume_ref1_referenceUrl,volume_ref1_retrieved_nodeId,volume_ref1_retrieved_val,volume_ref1_retrieved_prec,page_uuid,page,page_ref1_hash,page_ref1_referenceUrl,page_ref1_retrieved_nodeId,page_ref1_retrieved_val,page_ref1_retrieved_prec,issue_uuid,issue,issue_ref1_hash,issue_ref1_referenceUrl,issue_ref1_retrieved_nodeId,issue_ref1_retrieved_val,issue_ref1_retrieved_prec
Q105423346,Using OER to Promote Inclusion in Higher Education Institutions,journal article,d065c770-4aa1-6e53-1bac-aea5474b5d18,Q18918145,,,,,,,,,,,,,,,6f1d44ce-4a18-bc8f-7f5e-d07d37e86361,960cfbee4b1595f13401e824a055f4d0,2021-01-01T00:00:00Z,10,,,,,,594bb7a9-4cab-c36a-8b16-2cbd7de947f1,Using OER to Promote Inclusion in Higher Education Institutions,,,,,,87ce2308-4785-92f3-edde-5b0988355039,Q15816686,,,,,,7edcab04-4c2e-4f39-b867-1d72f8c22176,12,,,,,,80e49a60-4a55-c54d-2c16-8c6e9126e49b,20,,,,,,5ca2fa39-43bb-ba93-4d39-3949c565ed60,2,,,,,
Q105529868,Cooperative Strategies for European Libraries,trade journal article,cd7b4d9c-413d-6aea-514d-d36087816466,Q30070590,,,,,,,,,,,,,,,523d4be3-4a8e-c872-40c5-2ff8f436a15f,fae90ae887694281598b37cac588e012,2008-09-01T00:00:00Z,10,,,,,,6fd8b2b1-491b-d345-334e-6b71f3742266,Cooperative Strategies for European Libraries,,,,,,711e327c-4da3-46c2-7dad-05f1a48735ab,Q5146313,,,,,,df82ef44-46f5-3f4f-be8c-49e287bb1817,69,,,,,,ebd3688f-4ceb-287d-8216-cd4cfbeac066,456-456,,,,,,5e035e0e-4574-0a5f-bcb1-5224d2047e32,8,,,,,
Q105530032,"Finding the ""B"" in Lgbtq+: Collections and Practices That Support the Bisexual and Pansexual Communities",book chapter,ca8457c7-4ef3-1bad-2adc-be33bbc73e2b,Q21481766,2ee462b3-4f6d-c7fc-17ba-cc54a700988a,10.1108/S0065-283020190000045013,,,,,,,,,,,,,011fea89-413d-f399-30e2-6d743f9554cd,1c9551a398cfb51623c28b80416004d3,2019-01-01T00:00:00Z,9,,,,,,c0109748-4aa1-0c2c-72f5-354b07b56483,"Finding the ""B"" in Lgbtq+: Collections and Practices That Support the Bisexual and Pansexual Communities",,,,,,4201a3f2-4080-764d-9e13-703971e36575,Q64225675,,,,,,10f13746-4ecd-5ade-ee45-2e66c160f94e,45,,,,,,13d487a9-40ab-bdaf-a2d1-0149de0d725a,143-165,,,,,,,,,,,,
Q105572763,"“Scholarship is a Conversation”: Discourse, Attribution, and Twitter’s Role in Information Literacy Instruction",journal article,5f0f0df4-44a6-59ec-a750-0f95c25363e9,Q18918145,819d7368-4b87-a739-cac8-62163fcc8edb,10.13016/M2N32B,,,,,,,,,,,,,36b4ac19-421a-11d9-b943-a1999096c60c,6fa67d23025f7a9ffc03042f5bb78278,2015-03-11T00:00:00Z,11,,,,,,6ee1e307-46cc-7c13-2709-d55b66eb010f,"“Scholarship is a Conversation”: Discourse, Attribution, and Twitter’s Role in Information Literacy Instruction",,,,,,5ede413e-4466-6125-a5f8-6765b9a31015,Q105572569,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105572865,“Why Do We Need an Engineering Library?”: Designing Team-Based Liaison Services for STEM Educators and Researchers,journal article,ac2c8823-4e45-7f3f-7e89-dbe61e64e755,Q18918145,0bedbaad-41ce-40d1-ee21-f6fa11a5a2d8,10.1353/PLA.2020.0038,,,,,,,,,,,,,1fce06a7-442e-950c-e802-fa2703646d2a,f9bfab13ddd31d10064186d033a10841,2020-10-01T00:00:00Z,10,,,,,,52d8578c-4e1b-7b2a-8e6d-48e7e9091e39,“Why Do We Need an Engineering Library?”: Designing Team-Based Liaison Services for STEM Educators and Researchers,,,,,,c5ae6bca-4f27-6207-5de5-54943907ce1f,Q7231500,,,,,,d205a10c-4a9c-8b76-dbc5-e1e7a924e39c,20,,,,,,3fad7d2c-4ecd-1ee7-6a95-1549c2a811fd,565-584,,,,,,078c4e26-4ac7-e05d-aa9f-8e5cc183442d,4,,,,,
Q105573030,A Booster Shot for Health Science Librarianship : Using Canvas and PechaKucha to Flip the Library Classroom,presentation at the Foundations to Frontiers: 2014 MAC/MLA Annual Meeting,02fbfc89-494b-1bb4-8bfd-61c5cd2e1aa6,Q603773,,,,,,,,,,,,,,,f9da7c7c-4851-4552-0de3-93d49ad020ac,e1b2ff4f950cf2714ef6f93e8008f6c2,2014-10-21T00:00:00Z,11,,,,,,d09e45f9-46f4-63ff-52cc-644641d55224,A Booster Shot for Health Science Librarianship : Using Canvas and PechaKucha to Flip the Library Classroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105573632,A Case Study of Narrative Marketing and Appreciative Inquiry in a Special Library,master's thesis,c7b026c7-4322-3bf6-423b-33987212a86a,Q1907875,2cf86865-497f-fbf7-a345-24fa8ddd09b9,10.17615/CZPE-W985,,,,,,,,,,,,,edede140-4d37-5320-d5c1-92bb61d04fef,1c664815762a7c08484d4738d2eb2f4f,2013-05-01T00:00:00Z,10,,,,,,3d5b4912-438f-78f0-14fd-433e6166866e,A Case Study of Narrative Marketing and Appreciative Inquiry in a Special Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105574298,A Cohort Study of Entry Level Librarians and the Academic Job Search,journal article,34b5a509-47e5-97e1-1057-5c732c644c15,Q18918145,584fbb2b-4521-2a92-043b-efdfc52eaa8c,10.13016/M2RG9Q,,,,,,,,,,,,,0e81328a-4ad2-a3bb-7618-1a7d603b5ff2,1098a30c582a0b4745d7e42cd5ba2216,2015-06-01T00:00:00Z,10,,,,,,fb3bc88a-410d-adbd-77bb-a4930356892f,A Cohort Study of Entry Level Librarians and the Academic Job Search,,,,,,45b8f221-42ae-de58-270f-56f906ae6b5d,Q105574078,,,,,,411ed14c-4d3b-a2c7-60fd-2bb8a32579f5,6,,,,,,,,,,,,,6bcc3c34-495b-78b3-81fc-568ad3281d79,1,,,,,
Q105574523,"A Study of Research Support Service Needs for Civil, Construction, and Environmental Engineering Researchers at North Carolina State University",report,66ce4a55-4120-dd23-5c7d-71b308f38fb6,Q10870555,,,,,,,,,,,,,,,869b2157-4bff-6acc-f64d-a1d152a93ec9,53c6945d22e4e2bbc5c1a9add0454bb5,2018-10-01T00:00:00Z,10,,,,,,632cdcec-48ca-e8da-a08a-699035ae5462,"A Study of Research Support Service Needs for Civil, Construction, and Environmental Engineering Researchers at North Carolina State University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105575935,A Case Study of Narrative Marketing and Appreciative Inquiry in a Special Library,presentation at the Librarian’s Association at the University of North Carolina at Chapel Hill Annual Research Forum,aeca6261-4360-96e4-5cc2-459820fdb102,Q603773,,,,,,,,,,,,,,,66a298d3-486d-72d5-348d-628ad566c096,657843b9f1d6665d1c614c68da8ad38b,2013-05-09T00:00:00Z,11,,,,,,6fd019f1-43b1-961b-351e-c867cdc7dc22,A Case Study of Narrative Marketing and Appreciative Inquiry in a Special Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105575952,A Very Embedded Librarian: Using Captive Audiences (and a Bus) to Build Collaborative Relationships,presentation at the 2014 Science Boot Camp Southeast,b44dd751-4cdc-811c-b34b-4a16cb2cd882,Q603773,,,,,,,,,,,,,,,b25d331d-4886-0a83-20e4-6a03e28552fe,addafa39153ca4b7092f0a109649b9e2,2014-07-16T00:00:00Z,11,,,,,,b5467700-4236-852e-a8c3-1192e56898c0,A Very Embedded Librarian: Using Captive Audiences (and a Bus) to Build Collaborative Relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105575961,Are Ebooks Used Equally Across the Disciplines?,presentation at the Triangle Research Library Network Annual Meeting,8b75a5e7-42c2-e770-0304-b87aa92782ac,Q603773,,,,,,,,,,,,,,,8dbd32e6-4f36-1f3f-6b1a-3c6a4df53536,a00f109fda882fb4afa56649a80b54c7,2013-07-22T00:00:00Z,11,,,,,,4d2ff35f-4235-ddce-45c8-571b946edc52,Are Ebooks Used Equally Across the Disciplines?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105575971,Better together: combining research and writing support for student scholars,poster presentation at the Medical Library Association Annual Meeting 2016,28b63e81-4da0-57c9-507e-93266c6b3588,Q2894989,0fa378a5-43b3-1124-d8ed-a014448b196e,10.31229/OSF.IO/6ATYH,,,,,,,,,,,,,b83b4df6-4ab2-612a-baec-014cd47758f4,4064eccdb98b45c061d9b90531df1b9a,2016-05-16T00:00:00Z,11,,,,,,e46167c5-40c5-b30f-31d6-316e3364b114,Better together: combining research and writing support for student scholars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105635784,Board #2: Integrating Medical Economic Perspectives through Information Literacy in a Biomedical Clinical Immersion Design Course (Work in Progress),conference paper for the 2017 ASEE Annual Conference & Exposition,f9a84fe7-4946-0d60-e785-ad3b1bad6b3a,Q23927052,,,,,,,,,,,,,,,fda538bd-4ad3-6428-3b19-f6a2c4aad147,4a195a0f0946c1c78afc45c693e0c7b0,2017-06-24T00:00:00Z,11,,,,,,8075420f-4810-427f-70cf-535862fe11bd,Board #2: Integrating Medical Economic Perspectives through Information Literacy in a Biomedical Clinical Immersion Design Course (Work in Progress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105635799,Board 9 : Work in Progress: Healthcare Economics and Information Literacy - Resources for Success in Undergraduate Biomedical Engineering Education,conference paper for the 2018 ASEE Annual Conference & Exposition,1ff185d9-4d71-c3b5-9fc3-782ebf4d0592,Q23927052,,,,,,,,,,,,,,,ad9cefb6-4da3-0bf1-572e-d08fb0f41c62,8965658a3366eca0a7ef3785d733823b,2018-06-23T00:00:00Z,11,,,,,,183a905b-4a23-8439-a6ab-6bd1aca5c563,Board 9 : Work in Progress: Healthcare Economics and Information Literacy - Resources for Success in Undergraduate Biomedical Engineering Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105635805,Champagne Information Literacy Workshops on a Beer Budget,"presentation at The Innovative Library Classroom 2015, Virginia Chapter of the Association of College & Research Libraries (VLACRL)",68e2a123-4120-855e-2a8f-1ff5a6633e2d,Q603773,,,,,,,,,,,,,,,95e5be23-43c0-2296-b863-b2f1dedc6e4b,06cd1305cece626cfd4e3c4596ee1b6d,2015-03-12T00:00:00Z,11,,,,,,0f47bfd8-4c7f-304e-a7fa-d3a22270d677,Champagne Information Literacy Workshops on a Beer Budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105635809,"Collaborating for Success: A Case Study on Mentoring, Partnering, and Teaching",journal article,cba0144f-4d76-3cf5-81b9-d8278e8f5aa9,Q18918145,,,,,,,,,,,,,,,576b3565-4bc1-6e84-273d-47c5d8e307ab,864c28093f3e70d5e1967de207df801e,2016-01-01T00:00:00Z,9,,,,,,f49b99d0-4e1b-0b4e-6fd1-6866ff1404c4,"Collaborating for Success: A Case Study on Mentoring, Partnering, and Teaching",,,,,,72e43f18-457e-1223-224c-ae2cb37e40b8,Q96701775,,,,,,e3078156-47c4-99c5-ae29-a41bbe34854a,8,,,,,,,,,,,,,a27abbbc-4c84-8b8d-ed0b-fa46b56f90d5,4,,,,,
Q105635815,E-Book Perceptions and Use in STEM and Non-STEM Disciplines: A Comparative Follow-Up Study,journal article,72bf06af-4b4f-8b3d-f85b-461fbd808881,Q18918145,d0d5e098-4725-3bd7-bf95-c5a923ef7efe,10.1353/pla.2016.0002,,,,,,,,,,,,,9d2572ff-4199-8316-9f74-8ca40b25cbd4,864c28093f3e70d5e1967de207df801e,2016-01-01T00:00:00Z,9,,,,,,a013a346-497d-964b-230a-94e63530598a,E-Book Perceptions and Use in STEM and Non-STEM Disciplines: A Comparative Follow-Up Study,,,,,,4c389095-451e-cf73-e612-77ba3424d0ae,Q7231500,,,,,,b0560d2b-482f-faf7-3d13-2711d29a7293,16,,,,,,00135f5e-4ad8-846a-1aa0-55a8f0172a99,131-162,,,,,,47d8ec42-46a1-aee9-39c2-df715493ba0c,1,,,,,
Q105889905,E-Book Use and Opinions at UMD,presentation at the Association of College and Research Libraries 2015 Conference,60b04a92-46af-832b-9b87-b6123994d400,Q603773,,,,,,,,,,,,,,,aa8db544-4919-1a13-9860-56b7d418cf75,00376636cda433a419a71d1c513377bb,2015-06-04T00:00:00Z,11,,,,,,9d76af89-4e62-0cde-cb01-daad7eb56c18,E-Book Use and Opinions at UMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105899588,Evaluation of Low Temperature Mortality as a Range-limiting Factor for the Southwestern Corn Borer (Lepidoptera: Crambidae),insect ecology journal article,8CF96757-93B5-4E62-BF12-3EBBC7F8FAED,Q13442814,83E7B3A4-8109-419B-AB59-829586DCAB1A,10.1603/0046-225X-30.2.181,3eb61d9d40c372cd602838293b8eb42d42482b1f,https://doi.org/10.1603/0046-225X-30.2.181,8a1b1c38ddaee1da42a7aa399ab0742a,2021-03-11T00:00:00Z,11,,,,,,,,2E2200F7-5E27-42D5-AAD6-5D14AE23D8E3,9c41b5c4c966c79b24c6bb90bd001d5c,2001-04-01T00:00:00Z,11,3eb61d9d40c372cd602838293b8eb42d42482b1f,https://doi.org/10.1603/0046-225X-30.2.181,8a1b1c38ddaee1da42a7aa399ab0742a,2021-03-11T00:00:00Z,11,486683F8-0208-4AE9-ADA1-9A4A9E294074,Evaluation of Low Temperature Mortality as a Range-limiting Factor for the Southwestern Corn Borer (Lepidoptera: Crambidae),3eb61d9d40c372cd602838293b8eb42d42482b1f,https://doi.org/10.1603/0046-225X-30.2.181,8a1b1c38ddaee1da42a7aa399ab0742a,2021-03-11T00:00:00Z,11,A1A2C378-563E-4B2B-AF9B-162961A6803A,Q15763071,3eb61d9d40c372cd602838293b8eb42d42482b1f,https://doi.org/10.1603/0046-225X-30.2.181,8a1b1c38ddaee1da42a7aa399ab0742a,2021-03-11T00:00:00Z,11,A62E20AA-FCB9-4F2E-93E2-A8E4808A7D22,30,3eb61d9d40c372cd602838293b8eb42d42482b1f,https://doi.org/10.1603/0046-225X-30.2.181,8a1b1c38ddaee1da42a7aa399ab0742a,2021-03-11T00:00:00Z,11,6830F0E2-450F-4B92-8032-1350DC056037,181-188,3eb61d9d40c372cd602838293b8eb42d42482b1f,https://doi.org/10.1603/0046-225X-30.2.181,8a1b1c38ddaee1da42a7aa399ab0742a,2021-03-11T00:00:00Z,11,3617D26E-9CA0-42BF-8D30-B0A1B7713508,2,3eb61d9d40c372cd602838293b8eb42d42482b1f,https://doi.org/10.1603/0046-225X-30.2.181,8a1b1c38ddaee1da42a7aa399ab0742a,2021-03-11T00:00:00Z,11
Q105949854,A new partner in the process: The role of a librarian on a faculty research team,scholarly article,65FC8859-FA96-45AD-85E6-93F25ACD32AF,Q13442814,,,,,,,,,,,,,,,0EBC06D7-E10D-489B-92CF-EC0EEB5C02AA,864c28093f3e70d5e1967de207df801e,2016-01-01T00:00:00Z,9,91113cc16ee2adb025d5d7e9e628ee08447f0978,https://digitalcommons.du.edu/collaborativelibrarianship/vol8/iss2/6,19022b66a6d2e931e1fa371c885b3ed3,2021-03-13T00:00:00Z,11,37063CC7-EFAB-496E-A817-67E9D345308A,A new partner in the process: The role of a librarian on a faculty research team,91113cc16ee2adb025d5d7e9e628ee08447f0978,https://digitalcommons.du.edu/collaborativelibrarianship/vol8/iss2/6,19022b66a6d2e931e1fa371c885b3ed3,2021-03-13T00:00:00Z,11,32DD98B7-1F16-461E-A7AE-3546372C71D7,Q96701775,91113cc16ee2adb025d5d7e9e628ee08447f0978,https://digitalcommons.du.edu/collaborativelibrarianship/vol8/iss2/6,19022b66a6d2e931e1fa371c885b3ed3,2021-03-13T00:00:00Z,11,52C689F5-5BDA-4E6E-86B4-C6C5119E4A40,8,91113cc16ee2adb025d5d7e9e628ee08447f0978,https://digitalcommons.du.edu/collaborativelibrarianship/vol8/iss2/6,19022b66a6d2e931e1fa371c885b3ed3,2021-03-13T00:00:00Z,11,918775EC-CB21-4F25-B65F-B84E2CEE84D3,80-83,91113cc16ee2adb025d5d7e9e628ee08447f0978,https://digitalcommons.du.edu/collaborativelibrarianship/vol8/iss2/6,19022b66a6d2e931e1fa371c885b3ed3,2021-03-13T00:00:00Z,11,C33F12C1-E711-40B4-993B-3C2C39F8350B,2,91113cc16ee2adb025d5d7e9e628ee08447f0978,https://digitalcommons.du.edu/collaborativelibrarianship/vol8/iss2/6,19022b66a6d2e931e1fa371c885b3ed3,2021-03-13T00:00:00Z,11
Q28658282,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,scientific article,FA11C7E3-042E-4338-A999-B3719EFC8765,Q13442814,36B8D8B0-F321-4690-A115-32877B85EBA5,10.1371/JOURNAL.PONE.0089606,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11,,,,,,,,C503A1D2-072B-4252-A3A4-78144CCACC88,91da0defbd400af47697817313d0cd4d,2014-03-03T00:00:00Z,11,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11,E6F84D4D-DA9F-4B15-AAF4-AFE7A2C44A9B,Semantics in support of biodiversity knowledge discovery: an introduction to the biological collections ontology and related ontologies.,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11,C6307865-BACE-4D85-994E-D29EC0C661B0,Q564954,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11,A2D406BD-718F-41D4-ACDB-8D16749EF2A6,9,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11,DDFFD1AA-2C73-461E-9905-70446F4F765E,e89606,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11,98BAD256-4EB7-4897-B21B-F47AB9551A53,3,9406c09c4f684715dc719e34d341fc8ebbd50568,,edd9cb9ea85a1c9f5a9c2c9815fa1279,2017-06-21T00:00:00Z,11
Q33201997,A model for training the new bioinformationist.,scientific article,9665F710-3490-4181-98B1-295C3D6ED6D9,Q13442814,,,,,,,,,,,,,,,9B6B8B62-FCCA-462F-8132-EDC493EDE7A1,ef4b1058620fb7f6d1f61bd1bce79660,2004-04-01T00:00:00Z,11,7816a268641606997209ea44afd5b1ac745d93ef,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:15098047%20AND%20SRC:MED&resulttype=core&format=json,a1f808347877fd06749cf518ec6a2cf8,2019-12-27T00:00:00Z,11,A67EE1F5-F649-4581-9843-905B318FC413,A model for training the new bioinformationist,7816a268641606997209ea44afd5b1ac745d93ef,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:15098047%20AND%20SRC:MED&resulttype=core&format=json,a1f808347877fd06749cf518ec6a2cf8,2019-12-27T00:00:00Z,11,FDBA67CB-4BB2-4026-9495-01D8F92A52DA,Q15752795,7816a268641606997209ea44afd5b1ac745d93ef,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:15098047%20AND%20SRC:MED&resulttype=core&format=json,a1f808347877fd06749cf518ec6a2cf8,2019-12-27T00:00:00Z,11,665BC89F-BB79-4AAB-AE0A-DF7F326EE517,92,7816a268641606997209ea44afd5b1ac745d93ef,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:15098047%20AND%20SRC:MED&resulttype=core&format=json,a1f808347877fd06749cf518ec6a2cf8,2019-12-27T00:00:00Z,11,B0E9BCEB-FF46-48CC-AD88-9B4EE8937FB2,188-195,7816a268641606997209ea44afd5b1ac745d93ef,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:15098047%20AND%20SRC:MED&resulttype=core&format=json,a1f808347877fd06749cf518ec6a2cf8,2019-12-27T00:00:00Z,11,C48CCB9D-1EE6-453D-A707-72204D4FDE3E,2,7816a268641606997209ea44afd5b1ac745d93ef,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:15098047%20AND%20SRC:MED&resulttype=core&format=json,a1f808347877fd06749cf518ec6a2cf8,2019-12-27T00:00:00Z,11
Q35026999,Strategically aligning a mandala of competencies to advance a transformative vision.,scientific article,E2ED22B8-757F-40AC-A54E-5E65563B94C6,Q13442814,22BC04D3-673A-40E6-9515-5B090EA35782,10.3163/1536-5050.101.4.007,1c9439a85b6363e3e319c4f5eb67c569f7b2e677,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24163597%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11,,,,,,,,66B1018D-022D-485F-B314-9EB3FC170F07,16f66ce3e13936f66de69d3aecf87bd4,2013-10-01T00:00:00Z,11,1c9439a85b6363e3e319c4f5eb67c569f7b2e677,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24163597%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11,BEACDDE1-7BFD-4B2D-8680-FAF7763E1FEB,Strategically aligning a mandala of competencies to advance a transformative vision,1c9439a85b6363e3e319c4f5eb67c569f7b2e677,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24163597%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11,915FDFEF-ADD9-4E72-9C6E-D7A8F20A4B74,Q15752795,1c9439a85b6363e3e319c4f5eb67c569f7b2e677,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24163597%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11,8B885370-43C9-4629-A991-9B48382ED637,101,1c9439a85b6363e3e319c4f5eb67c569f7b2e677,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24163597%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11,A865E686-9488-43F6-8A5A-3AA367CC013C,261-267,1c9439a85b6363e3e319c4f5eb67c569f7b2e677,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24163597%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11,33E26E8B-3AA3-4624-8011-4D2ED8F9EBEC,4,1c9439a85b6363e3e319c4f5eb67c569f7b2e677,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24163597%20AND%20SRC:MED&resulttype=core&format=json,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q35072154,Nitrous oxide for the management of labor pain: a systematic review.,scientific article,4611D230-E3C7-46F3-9E70-3FAD3EEE8AB2,Q13442814,1449B04D-8E83-4009-948F-6ADB228243CA,10.1213/ANE.0B013E3182A7F73C,e206945bd99a45c1f5db4cb5b8dc0c4dbf188d4f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24356165%20AND%20SRC:MED&resulttype=core&format=json,ab3b402b6f07a39b81df83cc13aca66d,2020-03-03T00:00:00Z,11,,,,,,,,9196C908-0F76-4B1B-911C-37F885240B30,867dd64466aae4fb2a651732ec5a1744,2014-01-01T00:00:00Z,11,e206945bd99a45c1f5db4cb5b8dc0c4dbf188d4f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24356165%20AND%20SRC:MED&resulttype=core&format=json,ab3b402b6f07a39b81df83cc13aca66d,2020-03-03T00:00:00Z,11,40091201-3E46-47E0-B26C-BEE7CEBBEF19,Nitrous oxide for the management of labor pain: a systematic review,e206945bd99a45c1f5db4cb5b8dc0c4dbf188d4f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24356165%20AND%20SRC:MED&resulttype=core&format=json,ab3b402b6f07a39b81df83cc13aca66d,2020-03-03T00:00:00Z,11,DF08C752-1980-4809-8014-F2D6CA05CF3F,Q72225,e206945bd99a45c1f5db4cb5b8dc0c4dbf188d4f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24356165%20AND%20SRC:MED&resulttype=core&format=json,ab3b402b6f07a39b81df83cc13aca66d,2020-03-03T00:00:00Z,11,B37B1D9C-E590-4D47-A09F-048A9F3E6418,118,e206945bd99a45c1f5db4cb5b8dc0c4dbf188d4f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24356165%20AND%20SRC:MED&resulttype=core&format=json,ab3b402b6f07a39b81df83cc13aca66d,2020-03-03T00:00:00Z,11,B859B538-94C4-4045-8F40-6A8AB2C6376C,153-167,e206945bd99a45c1f5db4cb5b8dc0c4dbf188d4f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24356165%20AND%20SRC:MED&resulttype=core&format=json,ab3b402b6f07a39b81df83cc13aca66d,2020-03-03T00:00:00Z,11,A30093D2-8BAB-4E38-AFAB-20FA56D64711,1,e206945bd99a45c1f5db4cb5b8dc0c4dbf188d4f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24356165%20AND%20SRC:MED&resulttype=core&format=json,ab3b402b6f07a39b81df83cc13aca66d,2020-03-03T00:00:00Z,11
