Key,Divinity Faculty,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
3UEL7ZVF,"Quigley, Jennifer",bookSection,2021,"Quigley, Jennifer",Class-ifying the Gods: The Christ Commodity in Philippians 3,The struggle over class: socioeconomic analysis of ancient Christian texts,978-0-88414-545-5,,,,"The Struggle over Class brings together scholars from the fields of New Testament and early Christianity to examine Christian texts in light of the category of class. Historically rigorous and theoretically sophisticated, this collection presents a range of approaches to, and applications of, class in the study of the epistles, the gospels, Acts, apocalyptic texts, and patristic literature. Contributors Alicia J. Batten, Alan H. Cadwallader, Cavan W. Concannon, Zeba Crook, James Crossley, Lorenzo DiTommaso, Philip F. Esler, Michael Flexsenhar III, Steven J. Friesen, Caroline Johnson Hodge, G. Anthony Keddie, Jaclyn Maxwell, Christina Petterson, Jennifer Quigley, Elisabeth Schüssler Fiorenza, Daniëlle Slootjes, and Emma Wasserman challenge both scholars and students to articulate their own positions in the ongoing scholarly struggle over class as an analytical category. --Back Cover.",2021,11/16/22 16:17,11/16/22 16:38,,123-148,,,,,,,Writings from the Greco-Roman world Supplement series,19,,,SBL Press,"Atlanta, Georgia",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,"Religious aspects; Christianity; Biblical teaching; History and criticism; Social classes; Social conflict; Christian literature, Early","Keddie, G. Anthony; Flexsenhar, Michael; Friesen, Steven J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCNBAVXX,"Knight, Douglas A.",bookSection,1990,"Knight, Douglas A.",Ancient Israelite Cosmology: Images and Evaluations,"The Church and Contemporary Cosmology: Proceedings of a Consultation of the Presbyterian Church, USA",978-0-88748-101-7,,,,,1990,5/16/14 16:34,7/30/20 18:04,,29-46,,,,,,,,,,,Carnegie Mellon University Press,Pittsburgh,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000132969&site=ehost-live&scope=cite,,Reformed/Calvinist Churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ECTYSQA,"Rieger, Joerg",bookSection,2019,Joerg Rieger,Grassroots Social Movements and Political Theology,Wiley Blackwell Companion to Political Theology,978-1-119-13376-6,,,,,2019,6/11/20 19:00,6/11/20 19:00,,558-569,,,,,,,,,,,Wiley-Blackwell,Chichester,English,,,,,,,,,,,,,William Cavanaugh and Peter Scott,,,,,,,,,,,,,,,,,,,Second,,,,,,,,,,,,,,,,,,,,,,,,,,
YWQAIAVC,"Rieger, Joerg",bookSection,2013,"Rieger, Joerg","Preface: Religion, theology, and class: fresh engagements after long silence","Religion, theology, and class: fresh engagements after long silence",978-1-137-33924-9,,,,,2013,11/15/22 21:40,11/15/22 21:40,,vii-viii,,,,,,Preface,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4776522&site=ehost-live&scope=site&scope=cite,,Economics and Christianity; Economics and religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISQT4L3L,"Rieger, Joerg",bookSection,2017,"Rieger, Jeorg",Why Movements Matter Most: A Conversation with the New Materialism,Socialism in Process,978-1-137-56843-4,,,https://catalog.library.vanderbilt.edu,Socialism in process -book,2017,9/30/20 18:25,9/30/20 18:28,9/30/20 18:25,205-228,,,,,,,,,,,Process Century Press,"Anoka, Minnesota",en,,,,,,,,,C:\Users\xus12\Zotero\storage\9F5GHPU6\fulldisplay.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6UCASUQ3,"Anderson, Victor",dictionaryEntry,2010,"Anderson, Victor","African American Theologies; Black Theology; Dewey,John; Du Bois, W.E.B.; Pragmatism and Christian Theologies; Introductory Entry: Racism and Christianity: Ethnocentrism; Thurman, Howard",Cambridge Dictionary of Christianity,978-1-139-00792-4,,,http://dx.doi.org/10.1017/CBO9780511780165,,2010,12/10/14 21:21,12/12/14 15:19,,,,,,,,,,,,,Cambridge University Press,"New York, NY",,,,,,,,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IURCAQGA,"DeHart, Paul J.",dictionaryEntry,2010,"DeHart, Paul",Radical Orthodoxy,The Cambridge dictionary of Christianity,978-1-139-00792-4,,,,,2010,6/27/14 18:44,6/27/14 18:46,,,,,,,,,,,,,Cambridge University Press,,,,,,,,,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX34MJJT,"Hudnut-Beumler, Jim",dictionaryEntry,2010,"Hudnut-Beumler, Jim",The Church in North America,The Cambridge dictionary of Christianity,978-1-139-00792-4,,,,,2010,1/22/15 15:17,1/22/15 15:34,,232-233,,,,,,,,,,,Cambridge University Press,Cambridge : New York,,,,,,,,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37F7AAI3,"Hudnut-Beumler, Jim",dictionaryEntry,2010,"Hudnut-Beumler, Jim",Economy and Christianity: Economic studies of the history of Christianity in the United States,The Cambridge dictionary of Christianity / edited by Daniel Patte.,978-1-139-00792-4,,,,,2010,1/22/15 15:27,1/22/15 15:34,,348-349,,,,,,,,,,,Cambridge University Press,Cambridge : New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWS4PSPG,"Rieger, Joerg",dictionaryEntry,2010,"Rieger, Jeorg",Decolonizing Theology and Postmodernism and Liberation Theologies,The Cambridge Dictionary of Christianity Bibliography,978-1-139-00792-4,,,http://hdl.handle.net/1803/4166,,2010,6/27/18 17:40,9/21/20 16:30,6/27/18 17:40,313-314 & 290,,,,,,The Cambridge Dictionary of Christianity Bibliography,,,,,Vanderbilt University.Department of Religious Studies,,eng,,,,,discoverlibrary.vanderbilt.edu,,,,,,,Christianity -- Bibliography of bibliographies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVK2SSUN,"DeHart, Paul J.",dictionaryEntry,2011,"DeHart, Paul",Postliberal Theology,The Cambridge dictionary of Christian theology,978-1-139-06895-6,,,,,2011,6/27/14 18:45,6/27/14 18:48,,,,,,,,,,,,,Cambridge University Press,,,,,,,,,,,,,,,"McFarland, Ian A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4V2LFQEC,"Rieger, Joerg",dictionaryEntry,2011,"Rieger, Jeorg",Materialism,The Cambridge dictionary of Christian theology,978-1-139-06895-6,,,,,2011,9/30/20 20:18,9/30/20 20:19,,308,,,,,,,,,,,Cambridge University Press,Cambridge,,,,,,EBSCOhost,,,,,,,"Christianity/Church History; Historical Theology, Christian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUGAWRGX,"Rieger, Joerg",dictionaryEntry,2011,"Rieger, Jeorg",Sanctification,The Cambridge dictionary of Christian theology,978-1-139-06895-6,,,,,2011,6/26/18 20:30,9/30/20 20:19,,458-460,,,,,,,,,,,Cambridge University Press,Cambridge,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001848950&site=ehost-live&scope=site&scope=cite,,"Christianity/Church History; Historical Theology, Christian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4UNYLZY,"Floyd-Thomas, Juan Marcial",bookSection,2018,"Floyd-Thomas, Juan Marcial",Black prophetic discourse and just war theory in the age of Obama: Religion in the age of Obama,Religion in the age of Obama,978-1-350-04103-5,,,,,2018,11/9/22 19:44,11/9/22 19:44,,108-127,,,,,,Black prophetic discourse and just war theory in the age of Obama,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4937370&site=ehost-live&scope=site&scope=cite,,"United States; Preaching, African American; Fiasco, Lupe; Hip-hop; International relations; Just war doctrine; Military policy; Obama, Barack,   , 1961-; Wright, Jeremiah A,   Jr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLNAB3M6,"Floyd-Thomas, Juan Marcial",bookSection,2018,"Floyd-Thomas, Juan Marcial; Pinn, Anthony B",Introduction: Religion in the age of Obama,Religion in the age of Obama,978-1-350-04103-5,,,,,2018,11/9/22 19:44,11/9/22 19:44,,1-16,,,,,,Introduction,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4937351&site=ehost-live&scope=site&scope=cite,,"United States; Religion and politics; Politicians -- Religious life; Obama, Barack,   , 1961-; 2009-2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S6G8MAAQ,"Morrill, Bruce T.",bookSection,2006,"Morrill, Bruce T.","Christ the Healer: An Investigation of Liturgical, Pastoral, and Biblical Approaches","Practicing Catholic ritual, body, and contestation in Catholic faith",978-1-4039-8296-4,,,,"$$CReproduction: $$VElectronic reproduction. Palo Alto, Calif. : ebrary, 2009. Available via World Wide Web., ""... outgrowth of a conference by the same title held at the College of the Holy Cross in November of 2002""--Introd.",2006,10/30/14 17:40,10/30/14 17:41,,115-129,,,,,,,,,,,Palgrave Macmillan,New York,eng,,,,,Primo,BX1969,,,,,,nne Catholic Church. Liturgy and ritual; nne Liturgics Catholic Church; Catholic Church Customs and practices Congresses; Catholic Church Liturgy Congresses; Ceremonies; Ecclesiastical rites and ceremonies; nne Catholic Church Ceremonies and practices; nne Cult; nne Cultus; Religious ceremonies; Religious rites; Rites and ceremonies; Rites of passage; Traditions,"Ziegler, Joanna E.; Rodgers, Susan",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTTCETVS,"Morrill, Bruce T.",bookSection,2006,"Morrill, Bruce T.",Ritual Practice: The View from Liturgical Theology,"Practicing Catholic ritual, body, and contestation in Catholic faith",978-1-4039-8296-4,,,,"$$CReproduction: $$VElectronic reproduction. Palo Alto, Calif. : ebrary, 2009. Available via World Wide Web., ""... outgrowth of a conference by the same title held at the College of the Holy Cross in November of 2002""--Introd.",2006,10/30/14 17:40,10/30/14 17:40,,99-114,,,,,,,,,,,Palgrave Macmillan,New York,eng,,,,,Primo,BX1969,,,,,,nne Catholic Church. Liturgy and ritual; nne Liturgics Catholic Church; Catholic Church Customs and practices Congresses; Catholic Church Liturgy Congresses; Ceremonies; Ecclesiastical rites and ceremonies; nne Catholic Church Ceremonies and practices; nne Cult; nne Cultus; Religious ceremonies; Religious rites; Rites and ceremonies; Rites of passage; Traditions,"Ziegler, Joanna E.; Rodgers, Susan",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,
UM3PKNXP,"Morrill, Bruce T.",bookSection,2006,"Morrill, Bruce T.",Practicing the Pastoral Care of the Sick: The Sacramental Body in Liturgical Motion,"Practicing Catholic ritual, body, and contestation in Catholic faith",978-1-4039-8296-4,,,,"$$CReproduction: $$VElectronic reproduction. Palo Alto, Calif. : ebrary, 2009. Available via World Wide Web., ""... outgrowth of a conference by the same title held at the College of the Holy Cross in November of 2002""--Introd.",2006,10/30/14 17:38,10/30/14 17:38,,99-114,,,,,,,,,,,Palgrave Macmillan,New York,eng,,,,,Primo,BX1969,,,,,,nne Catholic Church. Liturgy and ritual; nne Liturgics Catholic Church; Catholic Church Customs and practices Congresses; Catholic Church Liturgy Congresses; Ceremonies; Ecclesiastical rites and ceremonies; nne Catholic Church Ceremonies and practices; nne Cult; nne Cultus; Religious ceremonies; Religious rites; Rites and ceremonies; Rites of passage; Traditions,"Ziegler, Joanna E.; Rodgers, Susan",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,
M8T6RPW2,"Marbury, Herbert",bookSection,2007,"Marbury, Herbert",The Strange Woman in Persian Yehud: A Reading of Proverbs 7,Approaching Yehud new approaches to the study of the Persian period,978-1-4356-2695-9,,,,,2007,10/22/14 15:02,10/30/14 13:35,,167-182,,,,,,,,,,,Society of Biblical Literature,Atlanta,eng,,,,,Primo,DS121.65,,,,,,"Judaism, Hellenistic; Antico Testamento; Bible. Antico Testamento; Bible. Hebrew Bible; Bible. Hebrew Scriptures; Bible. Kitve-ḳodesh; Bible. Miḳra; Bible. Palaia Diathēkē; Bible. Pentateuch, Prophets, and Hagiographa; Bible. Phanthasanyā D̄œm; Bible. Sean-Tiomna; Bible. Stary Testament; Bible. Tanakh; Bible. Tawrāt; Bible. Torah, Neviʼim u-Khetuvim; Bible. Torah, Neviʼim, Ketuvim; Bible. Velho Testamento; Hebrew Bible; Hebrew Scriptures; Kitve-ḳodesh; Miḳra; nnea Bible. O.T; Old Testament; Palaia Diathēkē; Pentateuch, Prophets, and Hagiographa; Sean-Tiomna; Stary Testament; Tanakh; Tawrāt; Torah, Neviʼim u-Khetuvim; Torah, Neviʼim, Ketuvim; Velho Testamento; Bible. Old Testament Historiography; Bible History of inter-testamental events; Erets Yehudah (Region); Ereẓ Yehudah (Region); Hellenistic Judaism; Jews History 586 B.C.-70 A.D; Jews History 586 B.C.-70 A.D. Historiography; Judaea (Region); Judaea (Region) Historiography; Judah, Land of (Region); Judaism History Greco-Roman period, 332 B.C.-210 A.D; Judaism History Inter-testamental period, 140 B.C.-30 A.D; Judaism History Post-exilic period, 586 B.C.-210 A.D; Judaism History Post-exilic period, 586 B.C.-210 A.D. Historiography; Judaism History Pre-Talmudic period, 586 B.C.-10 A.D; Judea (Region); Land of Judah (Region); Yahūdhā (Region); Yehud (Persian province) Historiography; Yehuda (Region)","Berquist, Jon L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBKWPFU2,"Anderson, Victor",bookSection,2011,"Anderson, Victor",Is America Possible?,Wading through many voices,978-1-4422-0585-7,,,,,2011,12/10/14 0:52,6/29/20 15:31,,179-193,,,,,,,,,,,Rowman & Littlefield,"Lanham, MD",,,,,,,,,,,,,,"Recinos, Harold J",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA7SSXZI,"Hudnut-Beumler, Jim",encyclopediaArticle,2016,"Hudnut-Beumler, James",Christianity in the United States Since 1900,Encyclopedia of Christianity in theUnited Statess-5-Volumes,978-1-4422-4432-0,,,https://rowman.com/ISBN/9781442244320/Encyclopedia-of-Christianity-in-the-United-States-5-Volumes,"From the Founding Fathers through the present, Christianity has exercised powerful influence in America—from its role in shaping politics and social institutions to its hand in art and culture. The...",2016,6/14/18 19:40,11/30/18 20:24,6/14/18 19:40,,,,,5,,,,,,,Rowan and Littlefield,"New York, N.Y.",,,,,,rowman.com,,,,C:\Users\xus12\Zotero\storage\IGJRSRP3\Encyclopedia-of-Christianity-in-the-United-States-5-Volumes.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6JKVZEJI,"Anderson, Victor",bookSection,2015,"Anderson, Victor",Three versions of human sexuality: QUEER CHRISTIANITIES: LIVED RELIGION IN TRANSGRESSIVE FORMS,QUEER CHRISTIANITIES: LIVED RELIGION IN TRANSGRESSIVE FORMS,978-1-4798-1912-6,,,,,2015,11/8/22 17:48,11/8/22 17:48,,172-183,,,,,,Three versions of human sexuality,,,,,,New York,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4919825&site=ehost-live&scope=site&scope=cite,,"Turner, Philip; Sexual ethics; Goodman, Nelson,   , 1906-1998; Natural law; Personalism; Rice, Charles E,   , 1931-2015; Sex -- Religious aspects -- Christianity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZUZ4V4,"Anderson, Victor",bookSection,2018,"Baldwin, Lewis V; Anderson, Victor",The Promptings of Some Beneficent Force: Dimensions of the “Spiritual” in the Life and Language of Martin Luther King Jr: Revives My Soul Again: The Spirituality of Martin Luther King Jr,Revives My Soul Again: The Spirituality of Martin Luther King Jr,978-1-5064-2471-2,,,,,2018,11/8/22 18:03,11/8/22 18:03,,61-90,,,,,,The Promptings of Some Beneficent Force,,,,,,"Minneapolis, MN",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5065716&site=ehost-live&scope=site&scope=cite,,"King, Martin Luther,   Jr        , 1929-1968; Christianity -- Essence; Church and social problems -- African American churches; Experience (Religion) -- Christianity; Spirituality -- Christianity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9D4ZXIPL,"Anderson, Victor",bookSection,2018,"Anderson, Victor",Blessed Assurance: Martin Luther King Jr. and the Consolation of the Soul: Revives My Soul Again: The Spirituality of Martin Luther King Jr,Revives My Soul Again: The Spirituality of Martin Luther King Jr,978-1-5064-2471-2,,,,,2018,11/8/22 18:02,11/8/22 18:02,,19-38,,,,,,Blessed Assurance,,,,,,"Minneapolis, MN",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5065714&site=ehost-live&scope=site&scope=cite,,"Race relations and church; Soul; King, Martin Luther,   Jr        , 1929-1968; Experience (Religion) -- Christianity; Assurance (Theology); James, William,   , 1842-1910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9LM9XEEB,"Rieger, Joerg",bookSection,1999,"Rieger, Jeorg",Introduction: Whaling Our Way into the Twenty-First Century,Theology from the Belly of the Whale: A Frederick Herzog Reader,978-1-56338-265-9,,,,,1999,6/28/18 18:30,6/28/18 18:31,,1-19,,,,,,,,,,,Trinity Press International,"Harrisburg, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDD35V7C,"Sasson, Jack",bookSection,2010,"Sasson, Jack M.",Where angels fearlessly tread: Mari insights on Genesis 19,Language in the ancient Near East : proceedings of the 53e Rencontre assyriologique international,978-1-57506-639-4,,,https://www.eisenbrauns.com/ECOM/_48C0JMZOZ.HTM,"Proceedings of the 53e Rencontre Assyriologique Internationale Vol. 1: Language in the Ancient Near East (2 parts) <i>Members</i> of the International Association of Assyriology (IAA) are eligible for a <b>30% discount from the list price </b>of this title. If you are an IAA member, please enter “IAA Member” in the “purchase order” field in the payment information section; the 30% discount will be granted when the order is processed and shipped. You will receive an immediate confirmation e-mail regarding your order, but this confirmation will not reflect the IAA member discount; the invoice (and the charge to your credit card) will, however, reflect the discount. <p> <i>Contributors</i> who have an essay in the RAI 53 volumes are eligible for a <b>50% discount from the list price</b> of all RAI 53 publications. To claim your contributor discount, please enter “RAI contributor” in the “purchase order” field on your order; the 50% discounted will be granted for all RAI 53 publications that you order, when the order is processed and shipped. You will receive an immediate confirmation e-mail regarding your order, but this confirmation will not reflect the RAI contributor discount; the invoice (and the charge to your credit card) will, however, reflect the discount.<br> Rencontre Assyriologique Internationale - RAI 4A+4B Edited by Leonid Kogan, et al. ISBN: 9781575061672 Eisenbrauns, 2010, , x + 520 pages (part 1); 521-1226 pages (part 2), Cloth, English, German, and French $143.55",2010,12/12/14 14:09,7/9/20 21:18,12/12/14 14:09,1163-1183,,,,2,,Proceedings of the 53e Rencontre Assyriologique Internationale Vol. 1-Vol.2,,,,,Eisenbrauns,"Winona Lake, Indiana",,,,,,,,,,C:\Users\xus12\Zotero\storage\X38ADX62\_48C0JMZOZ.html,,,,"Kogan, Leonid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIJBJDH3,"Sasson, Jack",bookSection,2013,"Sasson, Jack M.",Jephthah: Chutzpah and overreach in a Hebrew judge,"Literature as Politics, Politics as Literature: Essays on the Ancient Near East in Honor of Peter Machinist (Eds. D. S. Vanderhooft and A. Winitzer)",978-1-57506-867-1,,,http://www.academia.edu/4989815/Literature_as_Politics_Politics_as_Literature_Essays_on_the_Ancient_Near_East_in_Honor_of_Peter_Machinist_Eds._D._S._Vanderhooft_and_A._Winitzer_,"Literature as Politics, Politics as Literature: Essays on the Ancient Near East in Honor of Peter Machinist (Eds. D. S. Vanderhooft and A. Winitzer)",2013,12/11/14 20:13,12/11/14 20:18,12/11/14 20:13,405-420,,,,,,,,,,,Eisenbrauns,"Winona Lake, Indiana",,,,,,www.academia.edu,,,,C:\Users\xus12\Zotero\storage\UNRFGPCG\Literature_as_Politics_Politics_as_Literature_Essays_on_the_Ancient_Near_East_in_Honor_of_Peter.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25JMXR4P,"Hudnut-Beumler, Jim",bookSection,2004,"Hudnut-Beumler, James David",Shock and Awe: Life in Mr. Rumsfeld’s Neighborhood,Anxious about empire,978-1-58743-119-7,,,,,2004,6/24/14 17:14,11/18/14 21:41,,49-55,,,,,,,,,,,Brazos Press,"Grand Rapids, Mich",,,,,,,BR526 .A58 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC4TWW3U,"Rieger, Joerg",bookSection,2017,"Rieger, Jeorg",National Capitalism: Religious Resonances and Alternatives,Faith and resistance in the age of Trump,978-1-60833-712-5,,,https://catalog.library.vanderbilt.edu,"For many people of faith, the election of Donald Trump represents not just a political crisis -- a threat to our republic and a danger for the entire world -- but also a confessional crisis, a moment that calls into question the deepest meaning of our religious claims and values. Reflections by notable religious scholars, ministers, and activists address this crisis. With chapters treating issues of gender, race, disability, LGBT justice, immigration, the environment, peace, and poverty, the contributors seek to name our situation and to set forth an agenda for faith and resistance.",2017,9/30/20 16:34,9/30/20 16:38,9/30/20 16:34,28-36,,,,,,,,,,,Orbis Books,"Maryknoll, New York",en,,,,,,,,,C:\Users\xus12\Zotero\storage\VESAI63H\fulldisplay.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBLPNBXI,"Azzoni, Annalisa",bookSection,2014,"Azzoni, Annalisa; Dusinberre, Elspeth R.",Persepolis Fortification Aramaic Tablet Seal 0002 and the Keeping of Horses,Extraction & Control: Studies in Honor of Matthew W. Stolper,978-1-61491-001-5,,,,,2014,1/31/18 22:06,1/31/18 22:08,,1-16,,,,,,,Studies in Ancient Oriental Civilization,68,,,Oriental Institute of the University of Chicago,Chicago,,,,,,,,,,,,,,"Kozuh, Michael G.; Henkelman, Wouter F.; Jones, Charles E.; Woods, Christopher; Stolper, Matthew W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7EDTXFNP,"Michelson, David A.",bookSection,2019,"Michelson, David A.",Introduction: Dynamics of Faith and Community around the Mediterranean,"Faith and Community around the Mediterranean: In Honor of Peter R. L. Brown,",978-1-61491-001-5,,,https://ir.vanderbilt.edu/handle/1803/16324,"Over the past century, the work of Peter R.L. Brown has repeatedly broken new ground as a model for understanding the centrality of religion in the Mediterranean cultures of Late Antiquity and the Middle Ages. This article is the introduction to a special issue of Études byzantines et post-byzantines in honor of Peter Brown. The article summarizes the findings of essays by an international group of scholars whose work both refines and challenges Brown’s legacy.",2019,7/27/21 22:39,6/30/22 18:46,7/27/21 22:39,,,,,,,Introduction,Études Byzantines et Post Byzantines,"new series, vol. I",,,Heidelberg: Herlo Verlag UG,Heidelberg: Herlo Verlag UG,en_US,,,,,ir.vanderbilt.edu,,Accepted: 2020-12-16T22:20:21Z Publisher: Académie Roumaine,,C:\Users\xus12\Zotero\storage\L6SHPBK4\Guran and Michelson - 2019 - Introduction Dynamics of Faith and Community arou.pdf; C:\Users\xus12\Zotero\storage\LTUNHQQF\16324.html,,,,"Guran, Petre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2C7FHW7,"Barnes, Sandra L.",bookSection,2014,"Barnes, Sandra L.",Religion and Rap Music: An Analysis of Black Church Usage,Readings in African American Church Music and Worship,978-1-62277-100-4,,,,,2014,12/11/14 19:26,7/7/20 18:09,12/11/14 19:26,,,,2,,,,,,,,"Chicago, IL",GIA Publications,,,,,,,,,,C:\Users\xus12\Zotero\storage\HHB8JTJM\search_details.html,,,,"Abbington, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMRWQGEN,"Budwey, Stephanie A.",bookSection,2018,"Budwey, Stephanie; Glenn, Sean","Tempered Bodies, Tempered Voices: Giving Voice to Queer Creation","Queering Freedom: Music, Identity, and Spirituality",978-1-78874-508-6,,,,,2018,4/4/22 18:24,4/4/22 18:24,,323-340,,,6,,,,Music and Spirituality Series,,,,Oxford: Peter Lang,England,,,,,,,,,,,,,,"Hendricks, Karin; Boyce-Tillman, June",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3SWC6EL9,"Rieger, Joerg",encyclopediaArticle,2005,"Rieger, Joerg",Dualism,Encyclopedia of Religion and Nature,978-1-84706-273-4,,,,"Will be shipped from US. Used books may not include companion materials, may have some shelf wear, may contain highlighting/notes, may not include CDs or access codes. 100% money back guarantee.",2005,6/27/18 20:16,10/1/20 16:37,,510-512,,,,,,,,,,,Bloomsbury Academic,,,,,,,Amazon,,,,,https://www.amazon.com/Encyclopedia-Religion-Nature-2005-05-31/dp/B01JXSD92U/ref=sr_1_1?s=books&ie=UTF8&qid=1530130494&sr=1-1&keywords=Encyclopedia+of+Religion+and+Nature+2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4NDPGZEP,"Rieger, Joerg",encyclopediaArticle,2005,"Rieger, Joerg","Economics, Religion, and Nature",Encyclopedia of Religion and Nature,978-1-84706-273-4,,,,"Will be shipped from US. Used books may not include companion materials, may have some shelf wear, may contain highlighting/notes, may not include CDs or access codes. 100% money back guarantee.",2005,10/1/20 16:36,10/1/20 16:37,,555-556,,,,,,,,,,,Bloomsbury Academic,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
