Key,skipped,Divinity Faculty,Publication Year,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title
450,,"Quigley, Jennifer",2021,,,,,"The Struggle over Class brings together scholars from the fields of New Testament and early Christianity to examine Christian texts in light of the category of class. Historically rigorous and theoretically sophisticated, this collection presents a range of approaches to, and applications of, class in the study of the epistles, the gospels, Acts, apocalyptic texts, and patristic literature. Contributors Alicia J. Batten, Alan H. Cadwallader, Cavan W. Concannon, Zeba Crook, James Crossley, Lorenzo DiTommaso, Philip F. Esler, Michael Flexsenhar III, Steven J. Friesen, Caroline Johnson Hodge, G. Anthony Keddie, Jaclyn Maxwell, Christina Petterson, Jennifer Quigley, Elisabeth Schüssler Fiorenza, Daniëlle Slootjes, and Emma Wasserman challenge both scholars and students to articulate their own positions in the ongoing scholarly struggle over class as an analytical category. --Back Cover.",2021,11/16/22 16:17,11/16/22 16:38,,,,,,,,,Writings from the Greco-Roman world Supplement series,19,,,SBL Press,"Atlanta, Georgia",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,"Religious aspects; Christianity; Biblical teaching; History and criticism; Social classes; Social conflict; Christian literature, Early","Keddie, G. Anthony; Flexsenhar, Michael; Friesen, Steven J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The struggle over class: socioeconomic analysis of ancient Christian texts
451,,"Rieger, Joerg",2011,978-0-230-11975-8,,,,,2011,6/27/18 17:07,6/27/18 17:10,,,,,,,,,,,,,Palgrave Macmillan,New York,English,,,,,acorn.library.vanderbilt.edu Library Catalog,BT83.57 .S865 2011,,,,,,,,,,,,,,,,,,,,,,,,,,1st ed,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"The subject, capitalism, and religion: horizons of hope in complex societies"
452,,"Rieger, Joerg",2002,,,,,The Sunday after Tuesday : college pulpits respond to 9/11 -book,2002,9/29/20 17:24,9/29/20 17:27,9/29/20 17:24,,,,,,,The Sunday after Tuesday,,,,,Abingdon Press,Nashville TN,en,,,,,,,,,C:\Users\xus12\Zotero\storage\9FNAA8NL\fulldisplay.pdf,,,,"Willimon, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Sunday after Tuesday : college pulpits respond to 9/11
453,,"Michelson, David A.",2020,978-0-367-73236-3 978-1-138-89901-8,,,,,2020,7/27/21 22:22,7/27/21 22:27,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,"King, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Syriac world
454,,"Levine, Amy-Jill",2008,978-0-8074-1081-3,,,,"The Lucius N. Littauer Book Fund., $$Cbibliography_note$$VIncludes bibliographical references (p. 1295-1299) and indexes., $$Clanguage_note$$VIncludes the text of the Pentateuch in Hebrew and English.",2008,11/1/16 18:47,11/1/16 18:47,,,,,,,,,,,,,URJ Press,New York,eng;heb,,,,,discoverlibrary.vanderbilt.edu,BS1225.53 .T675 2008,,,,,,Women in the Bible; Bible. Five Books of Moses; Bible. Ḥumash; Bible. Mose Ogyŏng; Bible. Old Testament. Five Books of Moses; Bible. Old Testament. Ḥumash; Bible. Old Testament. Mose Ogyŏng; Bible. Old Testament. Pentateuch; Bible. Old Testament. Pi͡atoknizhīe Moiseevo; Bible. Old Testament. Tawrāh; Bible. Old Testament. Tʻora; Bible. Old Testament. Tʻoris xutʻcigneuli; Bible. Old Testament. Torah; Bible. Old Testament. Ureta; Bible. Pentateuch Commentaries; Bible. Pentateuch Feminist criticism; Bible. Pi͡atoknizhīe Moiseevo; Bible. Tawrāh; Bible. Tʻora; Bible. Tʻoris xutʻcigneuli; Bible. Torah; Bible. Ureta; Chumash; Five Books of Moses; Ḥamishah ḥumshe Torah; Ḥumash; Kitāb-i Muqqadas; Mose Ogyŏng (Book of the Old Testament); nnea Bible. O.T. Pentateuch; Pentateuch; Pi͡atoknizhīe Moiseevo; Sefer Ḥamishah ḥumshe Torah; Tawrāh; Tʻoris xutʻcigneuli; Torà (Pentateuch); Torah (Pentateuch); Ureta; תורה,"Eskenazi, Tamara Cohn; Weiss, Andrea L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Torah: a women's commentary
455,,"Miller-McLemore, Mark",1994,978-0-8028-0745-8,,,,"A humorous and somewhat irreverent look at theology, with a particular poke directed toward Lutheran theologians.",1994-11,1/5/15 20:04,9/1/20 19:04,,,,,,,,,,,,,William B. Eerdmans Publishing Company,"Grand Rapids, Michigan",English,,,,,Amazon.com,,,,,http://www.amazon.com/The-Unrelieved-Paradox-Theology-Bibfeldt/dp/0802807453,,,"Marty, Martin E.; Brauer, Jerald C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Unrelieved Paradox: Studies in the Theology of Franz Bibfeldt
456,,"Pennel, Joe",2012,,,,,,2012,6/11/20 18:59,7/8/20 20:45,,,,,,,,,,,,,Upper Room Books,"Nashville, TN",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Upper Room Disciplines 2013
457,,"Pennel, Joe",2016,978-0-8358-1330-3,,,,,2016,6/11/20 18:59,7/8/20 20:51,,,,,,,,,,,,,Upper Room Books,"Nashville, TN",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Upper Room Disciplines 2017
458,,"Morrill, Bruce T.",2013,978-0-8358-1181-1,,,,"You probably know the benefits of rest, relaxation, and meditation for your physical health. But what about your spiritual health? What if you could escape every day to a tranquil retreat to restore your soul? You can find this kind of peace and rejuvenation in The Upper Room Disciplines, the best-selling book of daily devotions based on scripture passages from the Revised Common Lectionary. Fifty-three writers from diverse locales, ethnicities, and Christian traditions help you grow in your knowledge of the Bible and how to apply its truths to your life. Sample of 2014 Topics & Writers Choose Love Amie H. Vaughan What Only Faith Can See Kwasi Kena Voices of Holy Week Michael E. Williams Trust in God Luis F. Reyes Letting Go Missy Buchanan The Gift of Faith Jonathan Wilson-Hartgrove Heeding God s Direction Claudio Carvalhaes Where Heaven and Earth Meet Jan L. Richardson Enrich your daily walk with God with The Upper Room Disciplines. If you want to share the journey with a small group, each week offers an overview of the scripture for that week plus questions and thoughts for reflection and discussion. With Disciplines, your escape to a spiritual retreat is always nearby.  Also available in Enlarged Print.",2013,7/11/18 18:17,7/8/20 19:52,,,,,,,,,,,,,Upper Room Books,Nashville,English,,,,,Amazon,,,,,https://www.amazon.com/Upper-Room-Disciplines-Daily-Devotions/dp/0835811816/ref=sr_1_1?s=books&ie=UTF8&qid=1531332960&sr=1-1&keywords=The+Upper+Room+Disciplines+2014,,,"Collett, Rita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Upper Room Disciplines: A Book of Daily Devotions 2014
459,,"Morrill, Bruce T.",2003,978-0-8198-8034-5,,,,,2003,7/31/14 16:49,9/8/20 19:14,,,,,,,,,,,,,Pauline Books & Media,"Boston, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Vatican II Weekday Missal
460,,"Miller-McLemore, Bonnie",2008,978-0-8028-6240-2,,,,,2008,10/14/14 2:18,10/14/14 2:18,,,,,,,,,"Religion, marriage, and family",,,,William B. Eerdmans Pub. Co.,"Grand Rapids, Mich.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Christianity; Children; Christianity. Christentum. Kind. Theologie. Berufung. Sendung. Children,"Brennan, Patrick M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The vocation of the child
461,,"Rieger, Joerg",2009,978-0-687-64503-9,,,,"Love God with a warmed heart. Serve God with active hands. Lead an abundant life, grow as a faithful disciple, and find new avenues to serve. By studying the Wesley Study Bible you will share God s grace and find the good gifts God has for you. As God transforms you through study, you will be inspired to transform the world. Contributors from across the Wesleyan family join together to help you experience God in fresh ways.  Special Features:  Comprehensive study notes on NRSV text by over 50 biblical scholars  Accessibly written life application and inspiration by over 50 key pastors Easy-to-understand explanations of core terms by over 60 Wesley experts, including: eternal life, forgiveness, grace, heaven, holiness, justice, and mission  Extended reference to works by John Wesley 19 pages of full-color maps; cross references; and summary of each biblical book",2/1/09,9/30/20 20:33,9/30/20 20:34,,,,,,,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,Amazon,,,,,,,,"Green, Joel B.; Willimon, William H.",,,,,,,,,,,,,,,,,,,1st edition,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Wesley Study Bible
462,,"Andrews, Dale P.",2012,1-4443-3082-9,,,,,2012,5/22/14 13:42,5/22/14 13:44,,,,,,,,,,,,,Wiley-Blackwell,"Malden, MA",,,,,,acorn.library.vanderbilt.edu Library Catalog,BV3 .W53 2012,,,,,,,"Miller-McLemore, Bonnie J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Wiley-Blackwell companion to practical theology
463,,"Hudnut-Beumler, Jim",1988,0-8298-0773-X,,,,,1988,7/3/14 16:32,1/22/15 15:40,,,,,,,,,,,,,Pilgrim Press,New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Theology; Congrès. Church and social problems. Theology; Congrès. Église et problèmes sociaux; Congresses. Church and social problems; Congresses. Théologie; États-Unis; Étude et enseignement; Study and teaching; Study and teaching. Genre/Form: Conference proceedings,"Hessel, Dieter T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Theological education for social ministry
464,,"Morrill, Bruce T.",2021,978-1-4934-3108-3,,,,An ecumenical team of scholars presents key theological concepts related to worship to help readers articulate their own theology of worship.,2021,6/23/22 18:31,6/23/22 18:33,6/23/22 18:31,,,,,,,,,,,,Baker Academic,Grand Rapids,English,,,,,Open WorldCat,,,,,,,,"Williams, Khalia J; Lamport, Mark A; Ross, Melanie; Lamport, Mark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Theological Foundations of Worship (Worship Foundations) Biblical, Systematic, and Practical Perspectives."
465,,"Meeks, M. Douglas",1999,1-886513-16-3,,,,,1999,4/30/14 16:01,4/30/14 16:01,,,,,,,,,,,,,Kirk House Publishers,Minneapolis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001230663&site=ehost-live&scope=cite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Theology & corporate conscience
466,,"Segovia, Fernando F.",1980,0-87462-521-1,,,,,1980,5/26/14 18:01,11/18/14 22:28,,,,,,,,,,,,,Marquette University Press,Milwaukee,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001035189&site=ehost-live&scope=cite,,"Festschriften; Conference proceedings; Theology--1980-; Theology, Catholic; Conference proceedings--Theology; Rahner, Karl, 1904-1984",,,"Segovia, Fernando F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Theology and discovery: essays in honor of Karl Rahner, S.J."
467,,"Meeks, M. Douglas",1990,0-8298-0807-8,,,,,1990,4/30/14 16:06,12/19/14 18:54,,,,,,,,,,,,,Pilgrim Press,New York,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001172175&site=ehost-live&scope=cite,,"Liberation theology; Theology, United Church of Christ; United Church of Christ","Johnson, Daniel L.; Hambrick-Stowe, Charles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Theology and identity: Traditions, movements, and polity in the United Church of Christ"
468,,"Levine, Amy-Jill",2002,978-1-57075-411-1,,,,"$$Ccontents$$VThe Particularity of Interpretation: Three Perspectives -- Surviving the Storm in a Multi-Cultural World / Kathleen M. O'Connor -- A Particular Problem: Jewish Perspectives on Christian Bible Study / Amy-Jill Levine -- The Art of Interpretation: Contexts, Challenges, and Interconnections / Diana L. Hayes -- Scripture and Biblical Theology -- Creation-in-Crisis: Biblical Creation Theology and the Disclosure of God / Russell A. Butkus -- From Malachi to Matthew: A Gift of the Tradition / Patricia McDonald -- Paul the Enforcer: Using Rhetoric to Deconstruct an Image and to Reconstruct Theology / Maria Pascuzzi -- Scripture in Tradition -- Is the End of the Empire the End of the World? Exegetical Traditions / Daniel Van Slyke -- Scripture and Systematic Theology -- What Does Systematic Theology Say to New Testament Interpetation? / John Topel -- Balthasar's Theodramatic Hermeneutics: Trinitarian and Ecclesial Dimensions of Scriptural Interpretation / Jason Bourgeois -- ""O Caesarea Philippi"": On Starting Christology in the Right Place / Terrence W. Tilley -- Scripture and Liturgical-Pastoral Theology -- Conflicting Messages? The Sunday Lectionaries and Official Church Teachings / Regina A. Boisclair -- The Choice and Function of Biblical Texts in the Post-Conciliar Rites for the Commendation of the Dying / James M. Donohue -- Broadening Horizons: Scripture and Comparative Theology -- Theology and Sacred Scripture Reconsidered in Light of a Hindu Text / Francis X. Clooney., John Louis Kesler Circulating Library., $$Cbibliography_note$$VIncludes bibliographical references.",2002,11/1/16 16:48,11/1/16 16:49,,,,,,,,,Annual publication of the College Theology Society ; 2001. ^A103831,,,,Orbis Books,"Maryknoll, N.Y.",eng,,,,,discoverlibrary.vanderbilt.edu,BT89 .T47 2002,,,,,,"Bible Authority; Bible Evidences, authority, etc; Bible Inerrancy; Canonical authority; Evidences of the Bible; nnnn Christian doctrines; nnnn Christianity Doctrines; nnnn Doctrinal theology; nnnn Doctrines, Christian; nnnn Dogmatic theology; nnnn Fundamental theology; nnnn Systematic theology; nnnn Theology, Dogmatic; nnnn Theology, Systematic; Theology, Doctrinal; Bible Teachings; Bible Theology; Biblical teachings; Teachings of the Bible; Theology, Biblical","Dempsey, Carol J.; Loewe, William P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Theology and sacred scripture
469,,"Miller-McLemore, Bonnie",1994,0-913552-48-8,,,,,1994,10/15/14 0:38,10/15/14 0:55,,,,,,,,,Studies in ministry and parish life,,,,Exploration Press,"Chicago, Ill.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Christianity; Theological anthropology; Christianity Pastoral theology. Pastoral theology. Theological anthropology,"LeFevre, Perry D. Thistlethwaite; Thistlethwaite, Susan Brooks; Jennings, Theodore W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Theology and the human spirit: essays in honor of Perry D. LeFevre
470,,"Rieger, Joerg",2006,978-0-8006-3794-1,,,,,2006,6/27/18 19:47,9/22/20 14:35,,,,,,,,,,,,,Fortress Press,Minneapolis,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001536592&site=ehost-live&scope=site&scope=cite,,Power (Social sciences); Church and social problems; Bible. Kings I 12-22; Indians of North America -- Government relations,"Ray, Darby Kathleen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Theology that Matters: Ecology, Economy, and God"
471,,"Segovia, Fernando F.",2009,1-58983-245-0,,,,,2009,5/21/14 16:17,5/21/14 16:17,,,,,,,,Toward Latino/a American biblical criticism,,,,,Society of Biblical Literature,Atlanta,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001715602&site=ehost-live&scope=cite,,Hispanic Americans; Race awareness; Bible --Hispanic interpretations; Group identity,"Bailey, Randall C.; Liew, Tat-siong Benny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,They were all together in one place? toward minority biblical criticism
472,,"Thompson, Lisa L.",2010,978-1-57312-554-3,,,,,2010,3/30/20 19:00,10/20/20 14:29,3/30/20 19:00,,,,,,,,Baptist women in ministry,,,,Smyth & Helwys Pub,Macon,,,,,,,,,,C:\Users\xus12\Zotero\storage\5LJI5ZHA\fulldisplay.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,This is what a preacher looks like : sermons by Baptist women in ministry
473,,"Miller-McLemore, Bonnie",1996,0-8006-2928-0,,,,,1996,10/15/14 0:28,10/15/14 0:31,,,,,,,,,,,,,Fortress Press,"Minneapolis, MN",eng,,,,,Primo,BV4445 .T57 1996,,,,,,"Women; Feminist theology; Theology, Feminist; Church work with adults; Church work with women; nnen Woman; nnnn Human females; nnnn Wimmin; nnnn Womon; nnnn Womyn; Women Pastoral counseling of; Women Religious life","Moessner, Jeanne Stevenson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Through the eyes of women : insights for pastoral care
474,,"Segovia, Fernando F.",1999,,,,,,1999,5/28/14 19:01,5/28/14 19:03,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky",eng,,,,,Primo,BS476 .T6 1999,,,,,,"Bible Exegesis; Bible Interpretation; Bible Criticism, interpretation, etc. Theory, methods, etc; Bible Hermeneutics; Hermeneutics, Biblical","Haynes, Stephen R.; McKenzie, Steven L.",,,,,,,,,,,,,,,,,,,Rev. and expanded.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,To each its own meaning : an introduction to biblical criticisms and their applications
475,,"Townes, Emilie",1988,,,,,Produced by American Baptist Churches in Solidarity with Women group,1988,12/16/14 19:50,10/21/20 18:45,,,,,,,,,,,,,American Baptist Churches in Solidarity with Women group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Together We Stand: Resources for the Ecumenical Decade
476,,"Knight, Douglas A.",1982,,,,,,1982,12/12/14 16:13,12/12/14 16:15,,,,,,,,,,,,,Cerf,Paris,,,,,,EBSCOhost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Tradition et Théologie dans l'Ancien Testament
477,,"Armour, Ellen T.",1993,,,,,,1993,5/7/14 19:31,6/7/18 19:56,,,,,,,,,,,,,Fortress Press,Philadelphia,,,,,,,,,,,,,,"Kim, Maggie; St. Ville, Susan M.; Simonaitis, Susan M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Transfigurations: Feminist Theology and the French Feminists.
478,,"Levine, Amy-Jill",1999,978-90-04-11311-4,,,,$$Cbibliography_note$$VIncludes bibliographical references and index.,1999,10/28/16 19:04,10/28/16 19:05,,,,,,,,,"Biblical interpretation series, v. 43",,,,Brill,Boston,eng,,,,,discoverlibrary.vanderbilt.edu,BT590 .W6 T73 1999,,,,,,"Jesus Christ; Women in the Bible; Al-Masih, Isa; Christ; Christ, Jesus; Christo; Christos; Chrystus; Cristo; Gesù; Gesú Cristo; Hisus Kʻristos; Ieso Kriʻste; Iēsous; Iēsous Christos; Iēsous, ho Nazōraios; Iisus; Iisus Khristos; Isa Al-Masih; Isa, Nabi; Jeschua ben Joseph; Jesucristo; Jesuo; Jesus Cristo; Jesus, de Nazaré; Jesus, of Nazareth; Ježíš; Jezus; Jezus Chrystus; Jíizis; Khristos; Kʻristos; Kristus; Masīḥ; Masih, Isa Al-; Nabi Isa; Yeh-su; Yeh-su Chi-tu; Yéshoua; Yeshua; Yeshua ben Yoseph; Yeshuʻa ben Yosef; Yesu; Yesus; ישו; ישו הנוצרי; ישו הנצרי; ישוע; ישוע בן יוסף; المسيح; مسيح; يسوع المسيح; 耶稣; 耶稣基督; Iėsu̇s; Khrist Iėsu̇s; Jesus Christ Views on women; عيسى; 예수그 oO\oSwoM>","Kitzberger, Ingrid R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Transformative encounters: Jesus and women re-viewed
479,,"Sheppard, Phillis",2015,,,,,,2015,7/12/18 19:31,7/12/18 19:31,,,,,,,,,,,,,Cascade Books,"Eugene, OR",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAiGFE161107001561&site=ehost-live&scope=site&scope=cite,,Christian; Practical/Pastoral Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Transforming Wisdom: Pastoral Psychotherapy in Theological Perspective
480,,"McClure, John S.",2011,978-0-664-23543-7,,,,,2011,7/5/18 15:50,10/11/18 17:10,7/5/18 15:50,,,,,,,,,,,,Westminster John Knox Press,,,,,,,,,,,C:\Users\xus12\Zotero\storage\FDSLD7KW\transitions.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Transitions: Leading Churches Through Change
481,,"Levine, Amy-Jill",1996,978-0-7885-0220-0,,,,"$$Ccontents$$V""Sitz im Leben"" of the Gospel of Matthew / Donald A. Hagner -- Matthew's understanding of the temple tax / David E. Garland -- Matthew and the law / Klyne Snodgrass -- Literary and theological function of the genealogy in Matthew's Gospel / David R. Bauer -- Characterization on the phraseological plane in the Gospel of Matthew / Mark Allan Powell -- Power and powerlessness : Matthew's use of irony in the portrayal of political leaders / Dorothy Jean Weaver -- Wisdom passages in Matthew / Russell Pregeant --, $$Ccontents$$VMatthew : sermon and story / Janice Capel Anderson -- Matthew's Gospel as a test case for hermeneutical reflection / Rudolf Schnackenburg -- Final judgement (Matt 25:31-46) : an exercise in ""history of influence"" exegesis / Ulrich Luz -- Sound map of the Sermon on the Mount / Bernard Brandon Scott and Margaret E. Dean -- Discharging responsibility : Matthean Jesus, biblical law, and hemorrhaging woman / Amy-Jill Levine., $$Cbibliography_note$$VIncludes bibliographical references (p. 399-425) and indexes.",1996,10/28/16 18:52,10/28/16 18:57,,,,,,,,,Symposium series (Society of Biblical Literature) ; no. 1. ^A723684,,,,Scholars Press,Atlanta,eng,,,,,discoverlibrary.vanderbilt.edu,BS2575.2 .T74 1996,,,,,,"Bible. Matthew Criticism, interpretation, etc",,,,,,"Bauer, David R.; Powell, Mark Allan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Treasures new and old: recent contributions to Matthean studies
482,,"Sasson, Jack",1981,0-931464-07-2 978-0-931464-07-2,,,,,1981,12/12/14 3:55,5/1/15 15:50,,,,,,,,,,,,,Eisenbrauns,"Winona Lake, Ind.",English,,,,,Open WorldCat,,,,,,,,"Young, Gordon Douglas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Ugarit in retrospect: fifty years of Ugarit and Ugaritic
483,,"Miller-McLemore, Bonnie",2015,978-0-8261-3005-1,,,,,2015,3/21/16 20:03,8/3/21 16:04,,,,,,,,,,,,,Springer Publishing Company,New York,English,,,,,WorldCat Discovery Service,,,,,,,,"Maynard, Elizabeth A.; Snodgrass, Jill Lynnae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Understanding pastoral counseling
484,,"Townes, Emilie",2018,,,,,Lisa Stenmark and Whitney Bauman,2018,6/11/20 19:04,8/31/21 19:07,,,,,,,,,,,,,Lexington Books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Unsettling Science and Religion: Contributions and Questions From Queer Studies
485,,"Rieger, Joerg",2018,978-1-62698-311-3,,,,,2018,6/11/20 19:00,6/11/20 19:00,,,,,,,,,,,,,Orbis Books,"Maryknoll, New York",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,Postcolonialism; Bible; Decolonization; Postcolonial criticism,"Heinrichs, Steve",,,,,,,,,,,,,,,,,,,First U.S. edition.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Unsettling the word: biblical experiments in decolonization
486,,"Levine, Amy-Jill",2003,978-0-8358-0990-0,,,,,2003,11/1/16 17:17,11/1/16 17:18,,,,,,,,,,,,,Abingdon,,eng,,,,,discoverlibrary.vanderbilt.edu,,,,,,,,"Hansen, Ole Steen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Upper room disciplines 2004: a book of daily devotions.
487,,"Sasson, Jack",2006,,,,,,2006,12/15/14 16:18,5/1/15 17:59,,,,,92,,,,Suomen Eksegeettisen Seuran julkaisuja,,,,Finnish Exegetical Society,Helsinki,en_US,,,,,Primo,,,,,,,Middle Eastern literature; Mari (Extinct city) -- History -- Sources; Akkadian language -- Texts; Dystopias in literature; Sumerian literature; Utopias in literature,"Ben Zvi, Ehud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Utopia and Dystopia in Prophetic Literature
488,,"Morrill, Bruce T.",2002,978-0-8198-8033-8,,,,This Beautiful Vatican II Weekday Missal is actually in a Zipper Case. The pages have Golden Edges. Four colored ribbons are attached to mark each page you are reading. Offers many meaningful commentaries. You will love this Missal.,5/1/02,7/11/18 19:27,7/17/18 18:38,,,,,,,,,,,,,Pauline Books & Media,Boston,English,,,,,Amazon,,,,,https://www.amazon.com/Vatican-Weekday-Missal-Daughters-Paul/dp/0819880337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Vatican II Weekday Missal
489,,"Morrill, Bruce T.",2012,978-1-57075-993-2,,,,"This year marks the fiftieth anniversary of the beginning of Vatican II (1962-65), a watershed event in the history of the church whose meaning and interpretation continue to inspire heated debate. In this book fifty leading theologians, scholars, and pastoral leaders offer their own assessment of the meaning of the Council, in many cases drawing on their personal experience as witnesses or participants. The contributors are a who s- who of modern Catholic voices: Francis Murphy (who, as Xavier Rynne, penned an inside account of the Council for The New Yorker, Lisa Sowle Cahill, John O Malley, Joan Chittister, Gregory Baum, Michael Novak, Basil Pennington, Richard McBrien, Cardinal Avery Dulles, John Dominic Crossan, Joseph Komonchak, Brother Roger of TaizÃ©, Cardinal Francis Arinze, Elizabeth Johnson, David Hollenbach, and many more. Beginning with an overview of the Council in context, successive chapters cover the liturgy; the understanding of the church; revelation, scripture, and tradition; ecumenism and interreligious dialogue; world issues and social justice. Many of the stories provide behind-the-scenes details of what went on at the Council as well as what went on in the lives of those it affected. For those who want to understand what happened at the Council, as well as those concerned about the state of the church today and the agenda for the future, these fifty personal stories provide an invaluable, and inspiring resource.",7/25/12,10/30/14 15:34,10/30/14 15:35,,,,,,,,,,,,,Orbis Books,"Maryknoll, NY",English,,,,,Amazon.com,,,,,http://www.amazon.com/Vatican-II-Fifty-Personal-Stories/dp/1570759936,,,"Madges, William; Daley, Michael J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Vatican II: Fifty Personal Stories
