skipped,Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
,WR7P5NF9,"Meeks, M. Douglas",2006,"Meeks, M Douglas",0-8028-3395-0,,,,,2006,4/30/14 15:53,4/30/14 15:53,,196-214,,,,,,The economy of grace,,,,,William B Eerdmans,Grand Rapids,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001541338&site=ehost-live&scope=cite,,Economic development--Ethical aspects; Theological anthropology; Economics and Christianity; Markets; Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The economy of grace: human dignity in the market system,God and human dignity
,LPJCHX4S,"Rieger, Joerg",2013,"Rieger, Jeorg",978-0-7391-7318-3,,,,"$$C contents$$V About God -- God Is Diversity and Justice: A Feminist Sikh Perspective / Nikky-Guninder Kaur Singh -- As Long as You Are Doing Something: A Secular Feminist Perspective from Canada / Pamela Milne -- I am, Who Loves the Prophets, Loves You: Meditations on the Progressive/Prophetic at the End of Jewish History / Marc H. Ellis -- About Love -- A World without Tags: A Progressive Palestinian Muslim Scholar Speaks / Isam Shihada -- Class Matters in an Age of Empire: A White Feminist Working-Class American Speaks / Susanne Johnson -- About Diversity -- Celebrating Diversity Is Not What It's All About: A Progressive White Male German American Theologian Speaks / Joerg Rieger -- Does God Really Love Diversity?: A Chinese American New Testament Scholar Speaks / Sze-kar Wan -- About Justice -- Diversity, Justice, and the Bible for Grown-Ups: A Jewish Russian-Israeli-American Hebrew Bible Scholar Speaks / Serge Frolov -- The Exiled Native: The Paradox of the Black Scholar / Marin Dixon -- Justice Is at the Core: Law, Justice, and Gender Equality in Islamic Feminism / Qudsia Mirza -- Transgender Spirituality: Finding Justice through Activism and Love / Gordene MacKenzie, Nancy Nangeroni -- Two Responses -- Reflections on ""God Loves Diversity and Justice"": A (Modern) Human Rights Perspective / Patricia H. Davis -- Should God Remain?: A Response from the Perspective of Peace and Conflict Studies / Victoria Fontan., John Louis Kesler Circulating Library., $$C bibliography_note$$V Includes bibliographical references and index.",2013,6/26/18 18:53,6/26/18 18:54,,,,,,,,,,,,,Lexington Books,Lanham,eng,,,,,discoverlibrary.vanderbilt.edu,BL65 .J87 G63 2013,,,,,,Justice and religion; Religion and justice,"Scholz, Susanne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Celebrating Diversity is Not What It’s All About: A Progressive While Male German American Theologian Speaks,"God loves diversity and justice: progressive scholars speak about faith, politics, and the world"
,36HEAUAP,"Meeks, M. Douglas",2006,"Meeks, M Douglas",0-8006-3823-9,,,,,2006,4/30/14 15:53,4/30/14 15:53,,13-21,,,,,,,,,,,Fortress,Minneapolis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001541128&site=ehost-live&scope=cite,,Economics and Christianity; Trinity; Relation (Theology); Right of property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The social Trinity and property,God's life in Trinity
,Y6APQHF2,"Rieger, Joerg",2013,"Rieger, Jeorg",,,,,,2013,6/26/18 19:10,9/23/20 19:14,,,,,,,,,,,,,McFarland & Company,"Jefferson, NC",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001962620&site=ehost-live&scope=site&scope=cite,,Christianity/Church History; Art/Architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Reclaiming the Relation of Religion, Politics, and Economics",Godly heretics: essays on alternative Christianity in literature and popular culture
,ENFNCXXB,"Segovia, Fernando F.",1997,"Segovia, Fernando F.",1-56338-214-8,,,,,1997,12/18/14 16:03,10/14/20 18:46,,212-221,,,,,,,,,,,Trinity Press International,"Harrisburg, Pa",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001044608&site=ehost-live&scope=cite,,"Biblical Hermeneutics; Bible. Gospels --Criticism, Literary; Jesus Christ --Historicity","Kingsbury, Jack Dean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The significance of Social Location in Reading John's Story,Gospel interpretation : narrative-critical & social-scientific approaches
,HYTNM5SH,"Levine, Amy-Jill",2015,"Levine, Amy-Jill; Puerto, Mercedes Navarro; Perroni, Marinella",978-1-62837-086-7,,,,"An international collection of ecumenical, gender-sensitive interpretations In this volume of the Bible and Women Series, contributors examine how biblical studies intersects with feminist interpretive methods with regard to the Gospels. Authors examine the lives of women in Roman Palestine, named and unnamed women in the Gospels, and the role of gender in the reception of the Hebrew scriptures in the New Testament. Features:  Essays by scholars from scholars from around the world An introduction and twenty essays focused on women and gender relations Coverage of power relations and ideologies within the texts and in current interpretations",9/29/15,6/19/18 18:23,8/11/20 15:41,,,,,,,,,,,,,Society of Biblical Literature Press,"Atlanta, GA",en,,,,,Google Books,,Google-Books-ID: DCKTCgAAQBAJ,,,https://books.google.com/books?id=DCKTCgAAQBAJ,,"Religion / Biblical Studies / Jesus, the Gospels & Acts; Religion / Biblical Criticism & Interpretation / New Testament; Religion / Biblical Studies / Exegesis & Hermeneutics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Between Breaking and Continuity: Matthew’s Gospel,Gospels: Narrative and History
,RBDQ6XDJ,"Meeks, M. Douglas",1986,"Meeks, M Douglas",3-459-01632-9,,,,,1986,4/30/14 16:08,8/20/20 17:56,,446-456,,,,,,,,,,,Christian Kaiser Verlag,München,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001149789&site=ehost-live&scope=cite,,Politics and Christianity; Social justice; Economics and Christianity; Capitalism--Religious aspects--Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Political theology and political economy,Gottes Zukunft - Zukunft der Welt
,7JD8784T,"Miller-McLemore, Bonnie",2005,"Jensen, David Hadley; Miller-McLemore, Bonnie J.",0-8298-1621-6,,,,,2005,10/20/14 16:54,7/10/18 17:23,,,,,,,,,,,,,Pilgrim Press,Cleveland,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Christianity; Children; Christianity. Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Foreword, Graced vulnerability",Graced vulnerability: a theology of childhood
,96FEH4K9,"Marbury, Herbert",2016,"Marbury, H.R.",978-1-317-30226-1,,,,"The Interdenominational Theological Center, known as ITC by those in theological education, is known in other circles as “that radical preacher’s school down in Atlanta”. ITC envisioned itself as providing rigorous and relevant theological education that would enable Black churches and their communities to seize this new horizon. ITC would serve the age by preparing clergy to lead Black communities and their churches. As important as ITC’s history was in influencing my decision to enroll, so was my own family heritage. Long before the constituent schools came together, Gammon Theological Seminary, one of ITC’s parent institutions, had trained Black clergy for almost a century. So for ITC, the mission that began in 1958 did not end with the era of civil rights gains; it only adapted to the changing landscape of racialization. Indeed, ITC’s commitment to educate leaders extended to the entire Black church, and its many communities, not simply to those whom the church had historically privileged. © 2016 Taylor & Francis.",2016,11/22/22 20:55,11/22/22 20:55,,124-132,,,,,,A liberating spirituality,,,,,,,English,,,Scopus,,Scopus,,DOI: 10.4324/9781315648859,,C:\Users\xus12\Zotero\storage\5XYDW9JL\display.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,A liberating spirituality: Evaluating theological education at a black graduate school,Graduate Education at Historically Black Colleges and Universities (HBCUs): A Student Perspective
,QRPRIANU,"Morrill, Bruce T.",2001,"Morrill, Bruce T.",,,,,,2001,7/11/18 19:43,7/11/18 19:44,,,,,,,,,,,,,Pauline Books and Media,"Boston, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Liturgy: The Church's Spirituality,Growing in Faith
,G5IINVQJ,"Segovia, Fernando F.",2005,"Segovia, Fernando F.",2-227-47173-5,,,,,2005,5/28/14 18:47,10/13/20 19:04,,246-72,,,,,,,,,,,Bayard Presse,Paris,French,,,,,OCLC WorldCat FirstSearch,,,,,,,"""Bible"" Herméneutique (Bible) Genre/Form: Guide (Descripteur de forme); lecture",,,"Lacocque, André",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Lecture postcoloniale,"Guide des nouvelles lectures de la Bible / Prévost, Jean-Pierre,; 1947- ... ; (Translator)"
,RPIPKHZJ,"Levine, Amy-Jill",1992,"Levine, Amy-Jill",978-1-55540-803-9,,,,$$Cbibliography_note$$VIncludes bibliographical references.,1992,10/27/16 15:48,10/27/16 15:51,,75-87,,,,,,,American Academy of Religion individual volumes ; no. 2,,,,Scholars Press,"Atlanta, Ga.",eng,,,,,discoverlibrary.vanderbilt.edu,BL41 .G843 1992,,,,,,Religion Study and teaching Vocational guidance; Women Biblical scholars Vocational guidance,"Thistlethwaite, Susan; Fredriksen, Paula",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Maternity and Childcare,Guide to the perplexing: a survival manual for women in religious studies
,UCUDWITI,"Geller, Jay",2000,"Geller, Jay",0-8272-2971-2,,,,,2000,6/27/14 19:08,7/22/20 21:18,,261-267,,,,,,,,,,,Chalice Press,St. Louis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001285343&site=ehost-live&scope=cite,,"Postmodernism; Bible --Criticism, interpretation; Biblical Hermeneutics; Hermeneutics","Adam, A K M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Trauma,Handbook of postmodern biblical interpretation
,BR2AHSVN,"Floyd-Thomas, Stacey",2004,"Floyd-Thomas, Stacey M.",,,,,,2004,5/13/14 19:05,7/21/20 19:30,,59-69,,,,,,,,,,,Chalice Press,St Louis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001492323&site=ehost-live&scope=cite,,"Church--History of doctrines--1900-; Church--Marks; Church--Visibility; Community--Religious aspects; Liberation theology; Marginality, Social; Power (Theology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The Church Here and Now: Critical Reflections,Handbook of U.S. theologies of liberation
,RVWWYNED,"Floyd-Thomas, Stacey",2004,"Floyd-Thomas, Stacey M",,,,,,2004,11/9/22 20:07,11/9/22 20:07,,59-69,,,,,,Church,,,,,,St Louis,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001492323&site=ehost-live&scope=site&scope=cite,,"Liberation theology; Marginality, Social; Power (Theology); 1900-; Church -- History of doctrines; Church -- Marks; Church -- Visibility; Community -- Religious aspects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Church: Handbook of U.S. theologies of liberation,Handbook of U.S. theologies of liberation
,FV9ZWFIJ,"Miller-McLemore, Bonnie",1996,"Miller-McLemore, Bonnie J.",0-913552-60-7,,,,,1996,10/15/14 0:16,10/15/14 0:21,,15-21,,,,,,,,,,,Exploration Press,"Chicago, Ill.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Congresses. Healing; Congresses. Medicine and psychology; Congresses. Metaphor; Congresses. Spiritual healing; Healing; Psychological aspects; Psychological aspects. Medicine and psychology. Metaphor; Therapeutic use; Therapeutic use. Spiritual healing. Genre/Form: Conference proceedings,"Cairns, George F. Cairns; Pottenger, Lawrence Avery; Cairns, Nancy U.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Many gifts, one body : towards a practical, feminist, disciple view of pastoral care",Healing and the healer
,B3XNV4PC,"Segovia, Fernando F.",2005,"Segovia, Fernando F.",0-687-09813-0,,,,,2005,5/21/14 16:29,5/21/14 16:29,,55-68,,,,,,Toward a hermeneutics of the diaspora,,,,,Abingdon,Nashville,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001707235&site=ehost-live&scope=cite,,"Other, The; Colonialism and neocolonialism; Bible --Study --Methodology; Contextual Bible study; Dialogue (Theology); Diaspora; Hispanic American theology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Toward a hermeneutics of the diaspora: a hermeneutics of otherness and engagement,Hispanic Christian thought at the dawn of the 21st century
,AVDUKN4K,"Segovia, Fernando F.",1996,"Apolinaris, Yamina; Mangual-Rodriguez, Sandra (translated by Segovia, Fernando)",,,,,,1996,5/26/14 17:44,5/26/14 17:46,,,,,,,,,,,,,Fortress Pr,Minneapolis,,,,,,EBSCOhost,,,,,,,,,,"Segovia, Fernando F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Theologizing from a Puerto Rican Perspective,Hispanic/Latino theology: challenge and promise
,ZNG4AS5A,"Segovia, Fernando F.",1996,"Segovia, Fernando F.",,,,,,1996,5/21/14 18:50,10/13/20 18:40,,195-217,,,,,,,,,,,Fortress Press,Minneapolis,,,,,,EBSCOhost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,In the World but Not of It: A Theology of Exile,Hispanic/Latino theology: challenge and promise
,MB64I876,"Segovia, Fernando F.",1996,"Segovia, Fernando F.",,,,,,1996,5/21/14 18:49,10/13/20 14:49,,15-42,,,,,,,,,,,Fortress Press,Minneapolis,,,,,,EBSCOhost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Aliens in the Promised Land: The Manifest Destiny of U.S. Hispanic American  Theology,Hispanic/Latino theology: challenge and promise
,PX4QDX92,"Knight, Douglas A.",2005,"Knight, Douglas A.",87-635-0377-8,,,,,2005,5/20/14 15:51,7/30/20 18:20,,259-68,,,,,,,Forum for Bibelsk Eksegese ;; 14; Variation: Forum for bibelsk eksegese ;; 14.,,,,"Museum Tusculanums Forlag, Museum Tusculanum Press",København,Danish; Contributions in Danish and English.,,,,,OCLC WorldCat FirstSearch,,,,,,,History in the Bible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Erobring og okkupasjon: Krig ifølge Josvaboken,"Historie og konstruktion: Festskrift til Niels Peter Lemche i anledning af 60 års fødselsdagen den 6. september 2005 / Thompson, Thomas L.,; 1939-"
,IYYYLLZ4,"Knight, Douglas A.",2016,"Knight, D.A.",978-1-317-42814-5,,,,,2016,11/22/22 20:15,11/22/22 20:15,,17-34,,,,,,,,,,,,,English,,,Scopus,,Scopus,,DOI: 10.4324/9781315690780,,C:\Users\xus12\Zotero\storage\DIH7NNZI\display.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Old and new in scandinavian interpretation of the Hebrew Bible,"History, Archaeology and The Bible Forty Years After ""Historicity"": Changing Perspectives 6"
,T5JHU6H8,"Sasson, Jack",2003,"Sasson, Jack M.",978-1-57506-079-8,,,,"A tribute to America's preeminent scholar of Hittite language and culture, Professor Harry A. Hoffner Jr., of the Oriental Institute of the University of Chicago. The thirty-four contributors, students, and colleagues treat topics as diverse as Hittite contacts with the Mycenaean Greeks, the topography of the Hittite capital, and various aspects of Hittite grammar and etymology.",2003,12/15/14 17:30,12/15/14 17:34,,329-340,,,,,,,,,,,Eisenbrauns,"Winona Lake, Indiana",en,,,,,Google Books,,,,,http://books.google.com/books?id=RtMSrGe8MY0C,,History / General,"Beckman, Gary M.; Beal, Richard Henry; McMahon, John Gregory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Forcing Morals on Mesopotamian Society?,"Hittite Studies in Honor of Harry A. Hoffner, Jr: On the Occasion of His 65th Birthday"
,4IYS7XFF,"Rieger, Joerg",2015,"Rieger, Jeorg",978-1-60947-087-6,,,,,2015,6/26/18 16:26,9/24/20 17:19,,113-126,,,,,,,,,,,Emeth Press,"Lexington, KY",English,,,,,,,,,,,,,"Crawford, Nathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Speaking Truth to Power—with a Twist: Reenvisioning the Task of Theology and the Academy.,Holy Imagination: Rethinking Social Holiness
,8PTKKRPH,"Sasson, Jack",2009,"Sasson, Jack M.",,,,https://www.eisenbrauns.com/ECOM/_48C0KFZRS.HTM,"Homeland and Exile Biblical and Ancient Near Eastern Studies in Honour of Bustenay Oded Vetus Testamentum Supplements - VTS 130 Edited by Gershon Galil, Mark Geller, and Alan Millard ISBN: 9789004178892 Brill Academic Publishers, 2009, , xxiv + 643 pages, Cloth, English $248.90",2009,12/12/14 14:32,12/12/14 14:36,12/12/14 14:32,,,,130,,,,Vetus Testamentum Supplements-VTS,,,,Brill,Leiden,,,,,,,,,,C:\Users\xus12\Zotero\storage\7JFBCJAU\_48C0KFZRS.html,,,,"Galil, Gershon; Geller, Mark; Millard, Alan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Ethically Cultured Interpretations: The Case of Eglon’s Murder (Judges 3),Homeland and Exile Biblical and Ancient Near Eastern Studies in Honour of Bustenay Oded
,GFQ55FRD,"McClure, John S.",2015,"McClure, John S.",1-62564-565-1,,,,,2015,9/14/15 18:44,10/11/16 15:28,,,,,,,,,Promise of homiletical theology ; v. 1. UNAUTHORIZED,,,,Cascade Books,"Eugene, Oregon",eng,,,,,Primo,BV4211.3 .H656 2015,,,,,,History; Preaching; Christian preaching; Homiletics; Speaking; 1900 - 1999; Postmodernism Religious aspects Christianity; Preaching History 20th century,"Jacobsen, David Schnasa",,,,,"Jacobsen, David Schnasa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Preaching as Soft Heresy: Liturgy and The Dialogical Dimension of Homiletical Theology,Homiletical theology: preaching as doing theology
,BIFJSKQW,"McClure, John S.",2015,"McClure, John S.",978-1-62564-565-4,,,,"$$C contents$$V Homiletical Theology: Constructive Visions -- What is Homiletical Theology?: An Invitation to Constructive Theological Dialogue in North American Homiletics / David Schnasa Jacobsen -- The Unfinished Task of Homiletical Theology: A Practical-Constructive Vision / David Schnasa Jacobsen -- Preaching as Soft Heresy: Liturgy and the Communicative Dimension of Homiletical Theology / John S. McClure -- In Our Own Native Tongue: Toward a Pentecostalization of Homiletical Theology / Luke A. Powery -- Homiletical Theology as Practical Wisdom -- The Company of Sages: Homiletical Theology as a Sapiential Hermeneutic / Alyce M. McKenzie -- Dietrich Bonhoeffer: On Becoming a Homiletic Theolog / Michael Pasquarelto III -- Homiletical Theology and Method -- Preaching as Spark for Discovery in Theology / Ronald J. Allen -- The Way and the Way of Homiletic Theology / Teresa Stricklen Eisenlohr., John Louis Kesler Circulating Library., $$Cbibliography_note$$VIncludes bibliographical references (pages 177-186).",2015,7/5/18 16:34,7/5/18 16:35,,,,,,,,,Promise of homiletical theology ; v. 1.,,,,Cascade Books,"Eugene, Oregon",eng,,,,,discoverlibrary.vanderbilt.edu,BV4211.3 .H656 2015,,,,,,History; Preaching; Christian preaching; Homiletics; Speaking; 1900 - 1999; Postmodernism Religious aspects Christianity; Preaching History 20th century,"Jacobsen, David Schnasa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Preaching as Soft Heresy: Liturgy and the Communicative Dimension of Homiletical Theology,Homiletical theology: preaching as doing theology
,PFTZREUJ,"Miller-McLemore, Bonnie",2012,"McCleneghan, Bromleigh; Miller-McLemore, Bonnie J.; Moses, Lee Hull",978-1-56699-431-6,,,,,2012,10/20/14 16:54,7/10/18 17:22,,,,,,,,,,,,,Alban Institute,"Herndon, Va.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Religious life; Religious life. Parenting; Christianity. Child rearing; Christianity. Parenting; Christianity. Parents; Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Foreword, Hopes and fears","Hopes and fears: everyday theology for new parents and other tired, anxious people"
,V8698SKM,"Hudnut-Beumler, Jim",2003,"Hudnut-Beumler, Jim",978-0-9725644-1-0,,,,,2003,7/29/20 15:43,7/29/20 15:48,,,,,,,,,Pulpit & pew research reports ; no. 2 (Winter 2003),,,,Duke Divinity School,"Durham, N.C",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,"Clergy; Salaries, etc",,,,,,"Price, Matthew J.; McMillan, Becky R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,More Evidence of a Leaking Ship,How much should we pay the pastor: a fresh look at clergy salaries in the 21st century
,P7JZFGAT,"Townes, Emilie",2004,"Townes, Emilie M.",0-8006-3685-6,,,,,2004,9/24/14 1:25,9/24/14 1:25,,37-52,,,,,,,,,,,Fortress Press,Minneapolis,eng,,,,,Primo,E185.97 .K5 I17 2004,,,,,,"African Americans Relations with whites; nne United States Race question; United States Race relations; African Americans Civil rights; Civil rights movements United States History 20th century; Cultural pluralism United States; Kiṅ, Mārṭṭiṉ Lūtar, 1929-1968; King, Martin Luther, Jr., 1929-1968; King, Martin Luther, Jr., 1929-1968 Influence; King, Martin Luther, Jr., 1929-1968 Philosophy","Echols, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Growing like topsy : solidarity in a multicultural U.S.A.,I have a dream : Martin Luther King Jr. and the future of multicultural America
,5CZ5XTXZ,"McClure, John S.",1992,"McClure, John S.",0-312-07993-1 978-0-312-07993-2 0-333-55327-6 978-0-333-55327-5,,,,,1992,5/9/14 18:10,8/12/20 20:38,,,,,,,,,,,,,St. Martin's press,New York; Basingstoke,English,,,,,Open WorldCat,,,,,,,,"Urban, Michael E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Discourse, Ideology, and Party Formation on the Democratic Left in the USSR",Ideology and system change in the USSR and East Europe: selected papers from the
,ARU5LSNS,"Armour, Ellen T.",2018,"Armour, Ellen; Garland-Thomson, Rosemarie",978-1-5326-4029-2,,,http://ebookcentral.proquest.com/lib/vand/detail.action?docID=5325025,,2018,6/11/20 18:41,7/1/20 15:28,3/30/20 19:55,74-90,,,,,,,,,,,Wipf and Stock,"Eugene, UNITED STATES",,,,,,ProQuest Ebook Central,,,,C:\Users\xus12\Zotero\storage\TJAUND84\reader.html,,,Chronic diseases-Psychological aspects.; Sick-Psychology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Artful Self-Reflection as Bio-medical Intervention: Some Theological Musings,Imaging and Imagining Illness: Becoming Whole in a Broken Body
,MW36MJD2,"Sasson, Jack",1995,"Sasson, Jack M.",90-6831-727-X 978-90-6831-727-5,,,,,1995,12/15/14 20:38,7/14/15 14:49,,285-295,,,,,,,,,,,Uitgeverij Peeters en Departement Oriëntalistiek,Leuven,"English, German, French or Italian.",,,,,Open WorldCat,,,,,,,,"Lerberghe, Karel van.; Schoors, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Mari Apocalypticism Revisited,Immigration and emigration within the ancient Near East: Festschrift E. Lipiński
,MFS2K8I9,"Miller-McLemore, Bonnie",2000,"Treadway, Carolyn W.; Miller-McLemore, Bonnie J.; Moessner, Jeanne Stevenson",0-8006-3137-4,,,,,2000,10/13/14 22:28,10/13/14 22:28,,169-189,,,,,,,,,,,Fortress Press,Minneapolis,English,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000001662&site=ehost-live&scope=cite,,Childbirth; Motherhood,"Moessner, Jeanne Stevenson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Two views on mothering :  becoming a mother and birthing and mothering as powerful rites of passage,In her own time: women and developmental issues in pastoral care
,GP68SJGD,"Miller-McLemore, Bonnie",2000,"Miller-McLemore, Bonnie J.",0-8006-3137-4,,,,,2000,10/20/14 18:04,10/20/14 18:04,,175-189,,,,,,,,,,,Fortress Press,Minneapolis,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Church work with women. Women; Religious life; Religious life. Feminist theology. Church work with women. Feminist theology. Women,"Moessner, Jeanne Stevenson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Birthing and mothering as powerful rites of passage,In her own time: women and developmental issues in pastoral care
,IP5ESDXI,"Townes, Emilie",1995,"Townes, Emilie M.",0-06-066840-7,,,,,1995,10/13/14 11:38,10/20/20 15:32,,153-205,,,,,,,,,,,Harper,San Francisco,eng,,,,,Primo,BR515 .I45 1995,,,,,,Women in Judaism; Women in Christianity; Women in Christianity United States History Sources; Women in Judaism United States History Sources,"Ruether, Rosemary Radford; Keller, Rosemary Skinner",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Black women : from slavery to Womanist liberation,In our own voices : four centuries of American women's religious writing
