qid,label_en,author_uuid,author,author_stated_as,author_ref1_hash,author_ref1_referenceUrl,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
Q111638390,"(A)musicality in Williams syndrome: Examining relationships among auditory perception, musical skill, and emotional responsiveness to music",5AE8B17D-387B-4074-8C57-1EF17D828384,Q57596495,Miriam Diane Lense,23c5b5e9c0f2af0e51ae0d2314c2149a3233a103,http://hdl.handle.net/1803/12243,924a8f18-fb28-4a36-97e3-e1f687412e86,2022-02-18T00:00:00Z,11
Q111638393,On the asymptotic behavior of the optimal error of spline interpolation of multivariate functions,4C1233BB-93E4-4E0E-8454-6491A1DF06E7,Q102243388,Yuliya Babenko,9abf8dd52386974c317b0db3342a6c1f9f3bc3c4,http://hdl.handle.net/1803/12246,75091c1a-8d9b-4bc7-9861-b2cdcc6b70ce,2022-02-18T00:00:00Z,11
Q111638409,Some Results in Universal Algebra,72B4BAFC-6AD5-4216-A502-F5290CC20FE9,Q102426142,Alexander Duane Wires,c37791cf1832bd76cc18ed021df8931d40ba1ef7,http://hdl.handle.net/1803/12260,e0371347-f107-4ede-b10c-d5ef0d13242e,2022-02-18T00:00:00Z,11
Q111638414,Effects of Progressive Delay Self-Control Training on Impulsive Choices of Elementary Students with Emotional and Behavioral Disorders,1900705C-5A27-4778-A5F6-B1A7919072B7,Q83564230,Johanna Lee Staubitz,56fe3ba09109620d5e01893ad2d4149a0753831d,http://hdl.handle.net/1803/12264,b528344d-49a5-43ba-a233-2fcce46f5a4a,2022-02-18T00:00:00Z,11
Q111638415,"Exploring Computational Thinking Concepts, Practices, and Dispositions in K-12 Computer Science and Engineering",EF1C95DD-F477-48B3-AC0D-E9D2141441E3,Q106395961,Amanda Marie Bell,d3e44b52d382cab08251cd7e4233a9551d779863,http://hdl.handle.net/1803/12265,40f3c948-d111-48ad-bb47-4339d26762b5,2022-02-18T00:00:00Z,11
Q111638423,Control Methodologies for Powered Prosthetic Interventions in Unilateral and Bilateral Transfemoral Amputees,7D94F249-6D22-45AE-8ED1-E92B64F8FB0C,Q86873597,Brian Edward Lawson,e076d52a5bc5923b53ff410b90f763e23e53bf19,http://hdl.handle.net/1803/12271,f11cccad-36cd-4c2b-9c1c-5f318e88a635,2022-02-18T00:00:00Z,11
Q111638436,"Transcriptional plasticity in a specialist, non-model insect associated with living in a toxic environment",004B7277-6589-4B0E-B17C-BB3DB818E7DD,Q77516173,Stephanie Sue Ling Birnbaum,15ff8767c82cd997ea68dcd7e01b48302f6a1021,http://hdl.handle.net/1803/12282,d618888a-ec27-4af5-88f8-c7afbde7b5be,2022-02-18T00:00:00Z,11
Q111638461,Pharmacological WDR5 WIN site inhibition as an anti-leukemia target,5AEBB4B8-3E1F-48B7-8ADB-7AC8E891BA3E,Q106396127,Erin Renee Aho,f85168ecce0f582694e4aa33b0cfe5a4c524fd35,http://hdl.handle.net/1803/12303,89ab3dec-270c-4653-ac63-04a230dd668b,2022-02-18T00:00:00Z,11
Q111638473,Affiliation and Entry in First-Price Auctions,12FA3B21-0ADD-49CF-9713-0F14C42BB8B5,Q87787480,Bingyu Zhang,1999b337465c603f8fafb48093b842c745e3cacf,http://hdl.handle.net/1803/12313,2b060560-a91b-408d-9f88-ebd080c3f44b,2022-02-18T00:00:00Z,11
Q111638475,Trivariate polynomial splines on 3D T-meshes,150735DB-0B6A-4F3F-8FA4-5A4A733C0627,Q102398768,Lujun Wang,76ade15c2dd513351df13e6c1e3cb7a2d1a1a25b,http://hdl.handle.net/1803/12315,e35bc50b-ffd4-45f9-8d0f-d25367e71332,2022-02-18T00:00:00Z,11
Q111638494,Dynamical Sampling and Systems of Vectors from Iterative Actions of Operators,598F5223-A39E-4AFC-884A-CD764908CE2A,Q102662150,Armenak Petrosyan,e74ea790534da3dd13901e7901726f0af62294f3,http://hdl.handle.net/1803/12331,9a1a1a7b-0563-45e3-a7f8-7d72e29975bb,2022-02-18T00:00:00Z,11
Q111638508,Topic on Shift-Invariant Spaces with Extra Invariance,DBB4255F-9B1B-4585-A156-6481D89B1C58,Q102398767,Haichao Wang,256d5dcc1e8730115ecd8d2fce749a011b66949f,http://hdl.handle.net/1803/12343,e2f4162d-5021-4eba-bc07-01adce8997fa,2022-02-18T00:00:00Z,11
Q111638511,"Long-Term Resilience in Cultural Systems: An Araucanian Example from Santa Sylvia, South-Central Chile",F9BFD32E-0ED4-4911-BC19-6F88858F36BB,Q83196596,Jacob James Sauer,108923230bc3bbadfb2adefdae47ff78cabc6d98,http://hdl.handle.net/1803/12345,68543278-aacf-4609-82c2-864bbabcb3f1,2022-02-18T00:00:00Z,11
Q111638519,Spatio-Temporal Awareness in Mobile Wireless Sensor Networks,125E0FE0-41C9-49A2-B565-6B90C1958849,Q102994767,Isaac Amundson,ab1298c80c95664ffe458e2e5a6ddfa014be1d7f,http://hdl.handle.net/1803/12351,25833215-0bac-41b8-8e57-59b0aed1b99f,2022-02-18T00:00:00Z,11
Q111638532,Strategies for Selecting Computational Protocols in Support of Small Molecule Structural Analysis by Ion Mobility-Mass Spectrometry,19280F84-1575-4F68-8915-3D62ED058D67,Q88650755,Sarah Markley Stow,9bd5089e04b956f32d71311ca22d364acebf5971,http://hdl.handle.net/1803/12363,ada7d5d4-6586-4fc9-8513-7f1b33e3034f,2022-02-18T00:00:00Z,11
Q111638552,Comparing Two Methods of Quantifying Response-Stimulus Relations: Contingency Space Analysis and Yule's Q,CE4C3DCE-6177-4DCB-8697-00D45D7BBBBC,Q83564201,Blair Lloyd,fa1e85aabca11c899ffb544e27aba05b040949c1,http://hdl.handle.net/1803/12379,5a1ba177-924f-483f-b7e8-0a40772c556d,2022-02-18T00:00:00Z,11
Q111638568,Hyperbolic Structures on groups,C333DEF1-1D69-4A16-9ECC-EFC4882C0560,Q103077952,Sahana Hassan Balasubramanya,6a5718c9b96e88fb7a50a8a7439bf3bcded7fa79,http://hdl.handle.net/1803/12391,cb37f658-453c-4ceb-933a-7fd668b86651,2022-02-18T00:00:00Z,11
Q111638580,Blood Pressure and Medication Adherence Among Patients in the Emergency Department,AC5A0BAB-CD9A-416E-8513-E086E61F8BD5,Q90443673,Candace Dorothy McNaughton,7756122ddc7196dbd111bc0104e01922675616ca,http://hdl.handle.net/1803/12401,1ebc7b7c-4ca8-4700-95bd-883e5efda1b2,2022-02-18T00:00:00Z,11
Q111638604,Supporting mathematics teachers’ learning: Building on current instructional practices to achieve a professional development agenda,CF1DD108-4460-4108-B383-26352959890E,Q102351270,Jana Visnovska,a8b8181c0c9dbb7a63a526273d8602d687eb5e7a,http://hdl.handle.net/1803/12422,ffd4bf79-e699-44ba-986f-b8379647a3f7,2022-02-18T00:00:00Z,11
Q111638613,Dynamical Sampling,679A85F7-E700-401C-8852-84B0B40AAB37,Q102452565,Sui Tang,5c84169609c5e3299caae378a41434bf6fbfe80f,http://hdl.handle.net/1803/12430,57dba064-a227-41e3-8395-590edc528ca7,2022-02-18T00:00:00Z,11
Q111638627,Essays on Wavelet Estimation of the Local Average Treatment Effect,9CCCA49F-406C-4621-8FB6-98172F22FB8F,Q103058084,Heng Chen,5ac8eb024608492a41c4728eab921c492e40e75c,http://hdl.handle.net/1803/12442,d4d5c8c2-6fdc-4257-85e4-9554a25afc7f,2022-02-18T00:00:00Z,11
Q111638628,Stability of compressed sensing for dictionaries and almost sure convergence rate for the Kaczmarz algorithm,DE04BE59-4282-4B5C-95B2-DA12848238F8,Q102405071,Xuemei Chen,6ddc8309efdde4902a4eeca6668277b302f98df4,http://hdl.handle.net/1803/12443,b07d64bb-cc58-4548-8daf-8137081a43b2,2022-02-18T00:00:00Z,11
Q111638640,"On Groups of Large Exponents n and
n-periodic Products",F2CC9376-986C-4D69-965D-65AA47CFA729,Q102180012,Dmitriy Markovich Sonkin,e4819bf456dc86b31212b1ec023f318813f95b17,http://hdl.handle.net/1803/12454,17ca2034-a258-497b-ab52-bc0b29252ba5,2022-02-18T00:00:00Z,11
Q111638642,Structural Studies of Fluxional Lesions in Deoxyribonucleic Acid,E8CE7A7E-C9B5-4166-99E6-516CCFB9B6BD,Q87780593,Kyle Lamar Brown,c51006251b346a62d5df0ff78487725749807831,http://hdl.handle.net/1803/12455,19de4f7b-2571-449e-bc71-9262c58bb689,2022-02-18T00:00:00Z,11
Q111638676,Development of a lung cancer prediction model for surgeons and factors affecting its national application,738E4FAE-D3B2-42A5-8EE6-D53120BB6A22,Q91549101,Stephen Andrew Deppen,caf857f5deb100b7ec48ac0377c59aae1256fe10,http://hdl.handle.net/1803/12484,83f5689c-522a-4ac0-bbbd-dfe90868d09d,2022-02-18T00:00:00Z,11
Q111638682,Modeling Molecular And Physiological Contributions To Dopamine-Associated Neuropsychiatric Disorders,D2072F2A-94CD-4D2A-AF00-33479023ECD3,Q88608486,Raajaram Gowrishankar,1bc0ab13bdf7cf6fe476b6ffa7aa1fa2c2b07788,http://hdl.handle.net/1803/12489,9ccde285-1980-4830-aec1-03d9d0033a43,2022-02-18T00:00:00Z,11
Q111638705,Inference on partially identified parameters: with applications to the evaluation of heterogeneous treatment effects,35968B5C-F018-45EF-A653-0BD6A4977A24,Q102604237,Sang Soo Park,85f78483a18f2ee65cf09d981747d4933c01d148,http://hdl.handle.net/1803/12509,2dfe0893-3ccd-4548-b72b-2778af1afde7,2022-02-18T00:00:00Z,11
Q111638742,Schrödinger’s Box: Reliquary Embodiment and the Paradox of Chaucer’s Pardoner,909D87C8-FE85-4446-91BE-09519C14BA7E,Q86741196,Amanda Michelle Lehr,fb271a6663c6c63640ce3196cb686ae268c0734d,http://hdl.handle.net/1803/12540,43f1962a-1c70-4ebc-812a-af8e1e1b273f,2022-02-18T00:00:00Z,11
Q111638767,Complicit Care: Health Care in Community,85393699-CF18-4E28-8A0F-682D45E287C1,Q90203832,Elizabeth Lanphier,13433a76faa9f4a9510d0ce7bbef897cc543958f,http://hdl.handle.net/1803/12562,14c89cf0-7c2f-4d7c-a732-87a266319489,2022-02-18T00:00:00Z,11
Q111638785,Sequential Rematched Randomization and Adaptive Monitoring with the Second-Generation p-Value to increase the efficiency and efficacy of Randomized Clinical Trials,76D05D2B-D5D4-440B-BBB0-51C89D0D3F77,Q103161124,Jonathan Joseph Chipman,0f4ace7f5f307e570bfd883326d7e16c5342fb2b,http://hdl.handle.net/1803/12577,e764f893-abbb-4058-ae51-59a2c8a3a89b,2022-02-18T00:00:00Z,11
Q111638787,Synthesizing and Evaluating Data-Driven Motion Transitions,3FCB6315-C93B-4F03-8133-009728F4762F,Q86916207,Jing Wang,f9e604c69e027c284efc2a7e50a028118a161500,http://hdl.handle.net/1803/12578,b3c69d60-4ac8-4623-bc06-419d0e8d8c9a,2022-02-18T00:00:00Z,11
Q111638791,Correlates of Family-School Partnerships in Special Education,48078731-3AD4-48C3-AEA3-132C6B86A1B2,Q61162491,Meghan Maureen Burke,44e1c9fed448fa426d4bf7047a65fbda3beed501,http://hdl.handle.net/1803/12582,c2724221-c604-4b20-a748-c31fc8fc29af,2022-02-18T00:00:00Z,11
Q111638793,Theory of parabolic differential equations on singular manifolds and its applications to geometric analysis,A3C3A7E3-9002-4CB0-9E70-3C409B1BC4C6,Q102442464,Yuanzhen Shao,5df07939365f49cad03510bc17f2d2f099c15ae6,http://hdl.handle.net/1803/12584,d9496279-ca84-4d90-ab06-b71914edf300,2022-02-18T00:00:00Z,11
Q111638795,"Amenable Extensions in II1
 Factors",C4CD19D8-49BD-407B-8EA7-596C92E74A5E,Q102461058,Chenxu Wen,dec46cc7b9394163b88095c66587bd1ff567dd8a,http://hdl.handle.net/1803/12585,3ce36f9e-3f66-41ac-8923-521aa159e82d,2022-02-18T00:00:00Z,11
Q111638818,Kctd12 Proteins Regulate Ulk2 to Control the Development of Asymmetric Habenular Neuropil,9ADC9F0A-A6BD-4D2A-8FCA-9CD8DD4EFCCC,Q111038687,Robert Wilson Taylor,c47047cf0766f1b6c1a91fbff6240a420ab48420,http://hdl.handle.net/1803/12604,3261cc6b-1836-4d96-9e9a-cd95f37c3790,2022-02-18T00:00:00Z,11
Q111638843,"Developing Next Generation Technologies 
for Spatially Targeted Proteomics",DBF2F808-6F48-43B5-81DD-DDDB77B7F698,Q59469244,Daniel J Joseph Ryan,c40f2612ce64049884ea3e7c147de80f75b4d20a,http://hdl.handle.net/1803/12625,352bb328-2ff3-46d2-9d89-22edc9aa515d,2022-02-18T00:00:00Z,11
Q111638847,The Impact of Condom Advertisements on Young Adults' Perceptions of Condoms,73260511-C196-420E-845F-C11B6D49E2DA,Q106396167,Hannah Rose Regan,d89c1409022fd24fd91ab650f51c705ae1a88ab7,http://hdl.handle.net/1803/12628,c4c70711-96b8-4221-932b-d13f749ff034,2022-02-18T00:00:00Z,11
Q111638851,"The Effects of Chronic Stress on Executive Function, Coping, and Prefrontal Function in Children of Depressed Parents",96F2CF86-A888-48C1-80DC-0AE2CBF75184,Q91489873,Michelle Marshall Reising,b41fc9ac8c0c029d10f739b134100d9f1d278b5a,http://hdl.handle.net/1803/12632,6b1c49c4-beda-47dd-a898-af4f0d19bb1a,2022-02-18T00:00:00Z,11
Q111638859,Enhanced Patient-Specific Brain Biomechanical Modeling: Structure and Disease,71D84B99-6A3D-4E19-AE85-724278207950,Q90138325,Saramati Narasimhan,4cbf55599e2a3de3eabe9995840e8f2e39c70ff2,http://hdl.handle.net/1803/12638,13643982-0e94-4c38-bd30-09f03a8eca5e,2022-02-18T00:00:00Z,11
Q111638871,"Asymptotic Results for the minimum energy
and Best-Packing
Problems on Rectifiable Sets",9F3DF012-350F-455C-BF96-1256B6FDA9EA,Q102243389,Sergiy Volodymyrovych Borodachov,750209097bf1be23c229fe24c38ec3cd245caa09,http://hdl.handle.net/1803/12648,0498a78a-9309-49e2-a6f6-fbca86f5877e,2022-02-18T00:00:00Z,11
Q111638874,Mathematical modeling of species-specific diacylglycerol dynamics in the raw 264.7 macrophage following P2Y6 receptor activation by uridine 5’-diphosphate,567E41FE-8533-4075-B10B-2B1417D9BA6D,Q102312567,Hannah Lea Callender,02207465f09796717d6e118a907261a9154d2e28,http://hdl.handle.net/1803/12651,1f4d5d9a-b9ae-4953-b662-0582d19c8731,2022-02-18T00:00:00Z,11
Q111638896,"Distributions of Treatment Effects in Switching Regimes Models: Partial Identification, Confidence Sets, and an Application",504141A7-DFF9-4F61-B23D-49BD2AF35410,Q102634561,Jisong Wu,ad10402309eb5892ecf3d898e237a217d6505582,http://hdl.handle.net/1803/12669,6e210a5f-8597-4284-8564-244b1b98b4c4,2022-02-18T00:00:00Z,11
Q111638900,A Disease Age Structured Model of Epidemic Population Dynamics with Public Health Interventions,0B0A1150-832E-4D31-A667-9E167580E7AC,Q102427242,Xi Huo,8c27bb2b0ded72b5342d25c716dbb82293f2cf57,http://hdl.handle.net/1803/12673,6eeec534-da50-4ce7-8030-3abd0dd8ebd8,2022-02-18T00:00:00Z,11
Q111638904,"Virtually the same: Using Bayesian methods to investigate the relationships between online course delivery and postsecondary student enrollment, course outcomes, and degree attainment",407FB12A-6D9D-404F-B990-69D5FE5B4045,Q57430352,Benjamin Thomas Skinner,74af7073f81b782048ddfd827ef2b6cf06511b41,http://hdl.handle.net/1803/12676,4667776d-baaa-46d0-8b3f-8273c4994271,2022-02-18T00:00:00Z,11
Q111638931,Replication Fork Remodeling by Helicase-Like Transcription Factor,D4191182-D7D0-4469-B37B-4C4F9462382C,Q77516215,Diana Andrea Chavez,1519a3ccd18057ad16795287a3213c4ea59dca78,http://hdl.handle.net/1803/12697,322ef77a-6896-4896-95ef-3e8996e6dd4c,2022-02-18T00:00:00Z,11
Q111638943,An Investigation of Content Knowledge for Teaching:  Understanding its Development and its Influence on Pedagogy,64F1D28C-0C6F-4CF5-8E13-450DD90E9203,Q102320598,Jason Silverman,bb806fedb7a50da04f59e5f6ef799b193e129de9,http://hdl.handle.net/1803/12706,58c4dc0b-b883-49bd-8ad6-161bad315ddb,2022-02-18T00:00:00Z,11
Q111638953,Radiation response and reliability of AlGaN/GaN HEMTS,C798E21B-365C-4299-B5F4-9A7D29B482AD,Q55189464,Jin Chen,120dee984b840b659d90dcdbe50b21c785775f3e,http://hdl.handle.net/1803/12715,c2f479fb-a7bb-4b4c-b58b-6f9d482066a5,2022-02-18T00:00:00Z,11
Q111638957,A unitary tensor product theory for unitary vertex operator algebra modules,D13A2786-3168-484D-BD47-350B9422318E,Q102960798,Bin Gui,d426204d882e4be9311334caf9855940b37808fb,http://hdl.handle.net/1803/12719,242091b1-ea9c-4dce-ab0b-45b61a0fdd85,2022-02-18T00:00:00Z,11
Q111638978,Nicotinic Treatment of Post-Chemotherapy Subjective Cognitive Impairment,C4831735-18A8-4534-9D75-D3F57F3F5DD7,Q57002794,Jennifer Nicole Vega,94dbe2ef7fda826668d0f569136279fed029b4a8,http://hdl.handle.net/1803/12736,357438b4-d830-4a3b-8a99-75f5470a825a,2022-02-18T00:00:00Z,11
Q111638988,Pediatric Red Marrow and Organ Radiation Dose Estimates in Computed Tomography from Monte Carlo Simulations,4B95BD37-577E-48D3-9DF3-85D20AE4BAEA,Q85527889,Diana Elizabeth Carver,d704e0224d1fefd1f3289ce5bb86400592ef8f53,http://hdl.handle.net/1803/12745,713969ba-660b-4e1c-8f24-00641ce12878,2022-02-18T00:00:00Z,11
Q111639036,Exploring Adverse Drug Effect Discovery from Data Mining of Clinical Notes,F626912F-6E3F-43CB-9533-E4F2B5CF5B6D,Q90330724,Joshua Carl Smith,d72bfffc847bd7ed0fa8e2e2155cdf66934d9dee,http://hdl.handle.net/1803/12783,c49cb487-9bd7-4a9f-9886-2cf1a8146ab9,2022-02-18T00:00:00Z,11
Q111639037,An Evaluation of Trial-based Functional Analyses in Classroom Settings,54A3C312-6313-4CB6-928D-6E2EDA72622A,Q83564201,Blair Parker Lloyd,fd54e314174ded7f8b9d43fc6e30e7638ab4a5b1,http://hdl.handle.net/1803/12784,958a008a-a841-494e-bf88-9171ef955bd3,2022-02-18T00:00:00Z,11
Q111639067,Regional Sprawl in the Northern Colorado Front Range,7527C8BA-3135-427D-B82D-F45368F3F353,Q40226855,Brian David Christens,f5bc76c4302e52bc4ce4b8a197327837f8ce3d42,http://hdl.handle.net/1803/12809,4a3eccf7-9c38-4135-bc32-6e420dd6e7e6,2022-02-18T00:00:00Z,11
Q111639077,Methods for Probing New Physics at High Energies,714C95B8-1BEB-4B95-BB46-6CF46193A7B3,Q59650945,Peter Bennert Denton,b86bc79d500cbf8404550b5f0af02ba70f7af3fb,http://hdl.handle.net/1803/12817,f5f21462-88ea-4256-9ee8-1d7e158f1fc3,2022-02-18T00:00:00Z,11
Q111639123,Investigating the mechanism of GABA neuron degeneration in a model of coenzyme Q deficiency,AB15A153-3BF2-4254-B7EC-1D6BCF0B9C54,Q91317022,Mallory Louise Hacker,5e0b414dea036a589e2ea09b65d702aad4f64a5c,http://hdl.handle.net/1803/12857,17cfd66d-6f1c-4020-9483-f344941a07b0,2022-02-18T00:00:00Z,11
Q111639134,Thermal transport in individual nanowires of fine structures,81BD5D21-6653-499F-BD29-84F4253E2B5D,Q91273018,Qian Zhang,1067105ab436efebd7be452806fa9f6b5c65f1b1,http://hdl.handle.net/1803/12866,e2f694b2-d9b8-4022-8761-3e0afdad63f7,2022-02-18T00:00:00Z,11
Q111639160,K-theory of uniform Roe algebras,E05A7B8B-8A27-4F86-8D24-A332D17C5AA3,Q102341430,Jan Spakula,b956f60501c9578ddee805e816a99f9bbdecd313,http://hdl.handle.net/1803/12888,9dc86384-652b-464b-ba38-8594973ca871,2022-02-18T00:00:00Z,11
Q111639164,Analysis of selected cell populations in tissues by MALDI MS,1420BBD5-C40F-40E8-81EC-D0F68C2503D2,Q79957488,Hans Rudolf Aerni,5c896c691d4c0e96a8efbacac5da699b85731084,http://hdl.handle.net/1803/12891,9c413576-4da2-4f27-8aa3-4135f971f222,2022-02-18T00:00:00Z,11
Q111639189,The Cross-Cultural Fit of the Learning-Centered Leadership Framework and Assessment for Chinese Principals,6E0ADA1E-23FF-42E9-9825-25F370655C19,Q83555553,Xiu Chen Cravens,e212e21f9199248c4849bca80f72f34e40cb992d,http://hdl.handle.net/1803/12912,76d066a1-cb21-4780-85ba-0f5fee8200b7,2022-02-18T00:00:00Z,11
Q111639208,The word and conjugacy problems in lacunary hyperbolic groups,9D594DDC-09D5-4DC8-901B-5DD12505BE9B,Q102987079,Arman Darbinyan,34e09158daa7e35f49a218aef6ed0df6ff11bef6,http://hdl.handle.net/1803/12929,92dc5bd9-1925-4b11-9c58-1611120d1390,2022-02-18T00:00:00Z,11
Q111639213,No Laughing Matter: Playfulness and a Good Life,03FF7591-EE5C-435B-AF78-16BAF493B3B2,Q106396157,Glenn Mac Trujillo,ca1c681f09ec4f6dc1b87a09ff8c6d8dbe8fefc6,http://hdl.handle.net/1803/12933,ae463acc-6d20-45c3-91e6-fbe01a578a23,2022-02-18T00:00:00Z,11
Q111639217,Investigation of stretch and curvature effects on flames,8452C9C3-CE22-4AA2-9782-F557E0BC803B,Q86864503,Peiyong Wang,fd6e903b63b119b2488f8e8ebba4ea0828ccb466,http://hdl.handle.net/1803/12937,119f278f-8a3e-435e-83ed-34c0f485f2fd,2022-02-18T00:00:00Z,11
Q111639233,A Determination of the Existence of Various Types of Positive Systems in L^p,0760F45F-00A4-43CA-8ADA-93B841F1267B,Q102410443,Anneliese Heidi Spaeth,1bd870345675e5a6e71b2a172eff225a5955ef6e,http://hdl.handle.net/1803/12950,35bc0143-79a5-4837-b288-24625c8a1da6,2022-02-18T00:00:00Z,11
Q111639237,Factors Associated with Safe-sex Behavioral Intention in People Living with HIV/AIDS,DB16C62C-57E1-4293-A602-0B9BC30ACB49,Q91250666,Robertson Nash,99cdd290f2db6e2c39ef556d4648fd5b9b6cc4a9,http://hdl.handle.net/1803/12953,78db4aa0-7af1-4edc-8f76-42bf8e218bd1,2022-02-18T00:00:00Z,11
Q111639258,Excitatory drive onto dopaminergic neurons in the rostral linear nucleus is enhanced by norepinephrine in an α1 adrenergic receptor-dependent manner,490754F9-3B75-4C2B-A044-044C8AB46015,Q91511658,Megan Ann Williams,8aaeb251430f3c0bab5624598f885f881bfa4ccf,http://hdl.handle.net/1803/12971,a3c4b3f5-7f3c-4100-a23f-d28904bb7c01,2022-02-18T00:00:00Z,11
Q111639267,"Essays on the Effectiveness of Educational Inputs and Organization on Student Achievement, Adult Behaviors and Longevity",16734983-F8B7-46F5-88B9-3B8E1F8FA96F,Q89499953,Kai Hong,b8d89f17047a7cea36435b0da365b65fcfa6f0ec,http://hdl.handle.net/1803/12977,11e3b714-6937-4277-92ad-a8aef0e0bb9f,2022-02-18T00:00:00Z,11
Q111639294,The Interactions of Two Disease-Linked Membrane Proteins with Their Bilayer Milieu,0A2A5EEB-79BB-46C1-B6C9-C9EB498B468B,Q85441545,Kathleen Frances Mittendorf,7f0564a09ff66c6efee59dc3386ecf1b4a64189b,http://hdl.handle.net/1803/12999,4b183f0c-832b-45c4-85d6-050cbd111177,2022-02-18T00:00:00Z,11
Q111639301,Extracting Detailed Tobacco Exposure From The Electronic Health Record,3FBB43E0-F41D-46D7-91EC-98085958B2A6,Q90330698,Travis John Osterman,174c9057bac8320357bc48282e31bc4b0ba32ea6,http://hdl.handle.net/1803/13004,f27a1541-7f37-4680-9cd7-a6230302a18c,2022-02-18T00:00:00Z,11
Q111639302,"Automated Mapping of Laboratory Tests to LOINC Codes using Noisy
Labels in a National Electronic Health Record System Database",B12A9FD4-0906-4BE7-B9BE-860D17727ED9,Q90330703,Sharidan Kristen Parr,59d074d812531b4364c621bf7c69527225c7f5e7,http://hdl.handle.net/1803/13005,25bbfbae-086b-4a20-8f8d-61e55ae58e14,2022-02-18T00:00:00Z,11
Q111639305,Molecular model of αB-crystallin function in the transparency of the eye lens and the stress resistance of the heart,3ACA4FD8-1E1B-4B1B-AFC0-33FCCF969307,Q81615381,Sanjay Mishra,24d6f48ba30d5fc78507f6b5b53e337be7e1e184,http://hdl.handle.net/1803/13006,64ffea85-2588-4f41-bdec-5219c12ab8aa,2022-02-18T00:00:00Z,11
Q111639308,Teachers’ understandings of probability and statistical inference and their implications for professional development,82B89BA8-292A-4553-B655-BDDE324C71CA,Q99550779,Yan Liu,2e694ee84ffba45d33d7e99942f5186130bcafc6,http://hdl.handle.net/1803/13009,ec41e523-fa9b-415f-9c44-0898ca770188,2022-02-18T00:00:00Z,11
Q111639310,An analysis of the emergence and concurrent learning of a professional teaching community,9FA4FCE5-89C1-4A12-AB14-B73D784E197B,Q102319189,Chrystal Ollis Dean,e6359fd17c087c9f9192642d14cab214f0e4bb67,http://hdl.handle.net/1803/13011,71aaf4bd-49ff-481c-9080-4c94baad0171,2022-02-18T00:00:00Z,11
Q111639312,Perception of biological motion in schizophrenia,B7E25DD1-CA0E-4A40-9B8D-9B14E95CD8DF,Q89628135,Jejoong Kim,5de5226be3810d30eef2ec71cc23ba446a1c1514,http://hdl.handle.net/1803/13013,89d09513-223e-43f7-aacf-9ec89c5a30df,2022-02-18T00:00:00Z,11
Q111639353,"The Function of MTBP in Proliferation, Tumorigenesis and Tumor Cell Maintenance",F9916281-1AF2-40A4-A1A7-C88AFD6AB205,Q91788282,Brian Charles Grieb,d4e7e7093cef48c7a05493bb5e35a0086864f6ca,http://hdl.handle.net/1803/13034,fc8ecd14-9020-4bee-bee0-914e6f52c301,2022-02-18T00:00:00Z,11
Q111639360,"Isolation On and Off the Island:
The Politics of Displacement in 
Contemporary Spanish Caribbean Fiction",71A62010-BB72-4334-9718-EC710B87AD3D,Q86607853,Gretchen Susan Selcke,beb4e3612d1a1da104d9e80dd123c518d8a2a289,http://hdl.handle.net/1803/13039,5f693244-9291-4d4a-97b6-7ff1aa9d02bb,2022-02-18T00:00:00Z,11
Q111639377,"Cavell, Skepticism, and the Ordinary Mind",1365F0AE-C48B-49EA-BEF8-1DA1E028595D,Q83432401,Eric Joseph Ritter,9bbb57666eeb5e9bf6401070de42b7fdc60346b4,http://hdl.handle.net/1803/13050,54278d32-6ab1-41d5-9a52-f270e079dd1b,2022-02-18T00:00:00Z,11
Q111639384,“Is this sample unusual?”: an investigation of students exploring connections between sampling distributions and statistical inference,99969E22-D68D-4006-A165-604AE8C28B39,Q102319122,Luis A Saldanha,fd33e9a171e9eb69fe4c784e2da55c5c7a3c511c,http://hdl.handle.net/1803/13055,e904d9a0-51af-408d-9e37-316f4d450010,2022-02-18T00:00:00Z,11
Q111639399,Global transcriptome profiling of single cells reveals key molecules involved in cellular function and development in <i>C. elegans</i>.,F8FBB846-E1AC-45C2-A8F4-47114CD3280B,Q60227478,William Clayton Spencer,44b2484a1df48500a0d9d690437f704204b41ecb,http://hdl.handle.net/1803/13062,b4f1b3f1-e659-40f7-883c-cbc04477aee0,2022-02-18T00:00:00Z,11
Q111639405,The Economic and Health Benefits of Iron Fortification in the United States,38C9D000-1FEB-4FE1-9D39-5A645558EE8B,Q102756701,Gregory Thomas Niemesh,746713fd2717b69f7cea16b4076fed003e26f81d,http://hdl.handle.net/1803/13065,51c084b9-18c1-4757-bdc2-8524aedf2637,2022-02-18T00:00:00Z,11
Q111639409,"Remembrance ""Rich and Strange"": Ariel and Reiterative Resistance in Shakespeare's The Tempest",D5469220-7B28-4ADF-ABE9-81CAC1351E4F,Q86741205,Kristen Marie Navarro,4d37be0480a4abf77169bda295a001adc2af5f87,http://hdl.handle.net/1803/13068,7ed48b65-972b-4a6b-bcdd-000f80e1f6ca,2022-02-18T00:00:00Z,11
