Title,Url,yes/no
Word-play in Gen 6:8-9,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000749763&site=ehost-live,
"Flora, Fauna, and Minerals",,
The Worship of the Golden Calf,,
Time…to Begin,,
The ENGAR/ikkarum at Mari,,
The Calendar and Festivals of Mari during the time of Zimri-Lim,,
"Literary Criticism, Folklore Scholarship and Ugaritic Literature",,
Accounting Discrepancies in the Mari NÌ.GUB [NÍG.DU],,
The Biographic Mode in Hebrew Historiography,,
Yarim-Lim’s War Declaration,,
Akkadian Documents from Mari and Babylonia (Old Babylonian Period),,
"The Vow of Mutiya, King of Shekhna",,
"The Lord of Hosts, Seated over the Cherubs",,
The Mother of All… Etiologies,,
Ancestors Divine,https://my.vanderbilt.edu/jacksasson/files/2020/07/Sasson-VeenhofFs-1.pdf,
The Burden of Scribes,,
Ritual Wisdom? On ‘Seething a Kid in its Mother’s Milk,https://ir.vanderbilt.edu/handle/1803/4755,
Scruples: Extradition in the Mari Archives,,
"Texts, Trade and Travelers",,
"On the ‘Išḫi-Addu’ Seal from Qatna, with Comments on Qatna Personal Names in OB Period",,
Coherence and Fragments: Reflections on the SKL and the Book of Judges,,
Another look at the tenth commandment,,
The Treatment of Criminals in the Ancient Near East,,
"Studies in literature from the ancient Near East by members of the American Oriental Society, dedicated to Samuel Noah Kramer",,
Civilizations of the ancient Near East,,
Mari Apocalypticism Revisited,,
Mari Theomorphism: Intimation of Sacrality in the Royal Correspondence,https://ir.vanderbilt.edu/handle/1803/4958,
Doeg's Job,,
"The ""Tower of Babel"" as a clue to the redactional structuring of the primeval history (Gen 1-11:9)",,
The Blood of Grapes: Viticulture and Intoxication in the Hebrew Bible,,
Mari and the Holy Grail,,
Casus Belli in the Mari archives,,
The King’s Table: Food and Fealty in Old Babylonian Mari,,
Utopian and Dystopian Images in Mari Prophetic Texts,,
"Jonah : a new translation with introduction, commentary, and interpretations",,
"Idrimi and Šarruwa, the Scribe",,
Canaanite Maritime Involvement in the Second Millennium B. C.,,
Circumcision in the Ancient Near East,,
Some Comments on Archive Keeping at Mari,,
A Note On Sarbit,,
Reflections on an Unusual Practice Reported in ARM X:4,,
On Pope’s Song of Songs (AB 7c),http://www.maarav.com/issue1_2.shtml,
Hurrian Personal Names in the Rimaḥ Archives,,
The Old Babylonian Tablets from Al-Rimaḥ,,
Albright as an Orientalist,,
The King and I: a Mari King in Changing Perceptions,http://www.jstor.org/stable/604782,
About Mari and the Bible,,
"Canaan-Phoenicia, Religions of,” and “Inanna",,
From the Mari archives: an anthology of Old Babylonian letters,,
Mari Notes,http://www.jstor.org/stable/23283439,
Rechōvōt ʻîr,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000935253&site=ehost-live&scope=site,
Should cheeseburgers be kosher?: a different interpretation of five Hebrew words,,
Towards A New Direction in Johannine Scholarship: The Fourth Gospel from a Literary  Perspective,,
The Journey(s) of the Word: A Reading of the Plot of the Fourth Gospel,,
The Final Farewell of Jesus: A Reading of John 20:30-21:25,,
Reading the Bible in the Ecclesial Base Communities of Latin America: A  Discussion regarding the Meaning of Social Location,,
Social Location and Biblical Interpretation: A Tropical Reading,,
Reading from this place,,
The Hermeneutics of Liberation: Toward A Communitarian Reading of the Bible,,
Theologizing from a Puerto Rican Perspective,,
A reading of the story of the Tower of Babel from the perspective of non-identity : Genesis 11:1-9 in the context of its production,,
A Feminist Theology of Liberation: A Latin American Perspective with a View  toward the Future,,
"Paper is Patient, History is Not: Readings and Unreadings of the Bible in Latin  America (1985-2005)",,
The theology of liberation: perspectives and tasks,,
Recovering the goddess: reflections on god-talk,,
Two places and no place on which to stand : mixture and otherness in Hispanic American theology,,
Towards Intercultural Criticism: Interpretation from the Diaspora,,
The Gospel at the Close of the Century: Engagement from the Diaspora,,
Reading Readers Reading John: An Exercise in Intercultural Criticism,,
Reading Readers of the Fourth Gospel and Their Readings: An Exercise in Intercultural  Criticism,,
Pedagogical Discourse and Practices in Contemporary Biblical Criticism,,
Inclusion and Exclusion in John 17,,
In the World but Not of It: A Theology of Exile,,
Cultural Studies and Contemporary Biblical Criticism: Ideological Criticism as Mode of  Discourse,,
Cultural Studies and Biblical Pedagogy: Toward a Contextual Biblical Pedagogy,,
Aliens in the Promised Land: The Manifest Destiny of U.S. Hispanic American  Theology,,
Reading-Across: Reading Strategy and Textual Posture in Intercultural Criticism,,
Reading beyond Borders: Postcolonial Studies and Diasporic Studies in Biblical  Criticism,,
"Postcolonial Biblical Criticism: Beginnings, Trajectories, Intersections",,
Minority Studies and Christian Studies,,
Melting and Dreaming in America: Visions and Re-visions,,
Mapping the Postcolonial Optic in Biblical Criticism: Meaning and Scope,,
Liberation Hermeneutics: Revisiting the Foundations in Latin America,,
Cultural Criticism: Expanding the Scope of Biblical Criticism,,
The dynamics of globalization and the university: toward a radical democratic-emancipatory transformation,,
"The Vision of Matthew: Christ, Church, and Morality in the First Gospel",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000488077&site=ehost-live,
The love and hatred of Jesus and Johannine sectarianism,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000784721&site=ehost-live,
"Exégesis de Mateo, 27, 51b-53",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000495429&site=ehost-live,
The theology and provenance of John 15:1-17,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000792358&site=ehost-live,
"La parabole du ""Pasteur"" et ses explications: Jean 10:1-18",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000498572&site=ehost-live,
John 15:18-16:4a : a first addition to the original farewell discourse?,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000929990&site=ehost-live,
La resistencia judía contra Roma en la Época de Jesús,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000511070&site=ehost-live,
La fiesta de liberación de los oprimidos: Relectura de Jn 7:1-20:21,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000513091&site=ehost-live,
Anatomy of the Fourth Gospel: A Study in Literary Design,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000524601&site=ehost-live,
The Epistles of John,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000522487&site=ehost-live,
Johannine Polemic: The Role of Tradition and Theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000525066&site=ehost-live,
"The structure, Tendenz, and Sitz im leben of John 13:31-14:31",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000957669&site=ehost-live,
"John, the Martyr's Gospel",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000537253&site=ehost-live,
Revelation Taught: The Paraclete in the Gospel of John,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000548530&site=ehost-live,
"""I Encountered God"": The Spiritual Exercises with the Gospel of Saint John",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000556219&site=ehost-live,
The Anointed Community: The Holy Spirit in the Johannine Tradition,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000565468&site=ehost-live,
The Christocentric Literary Structure of the Fourth Gospel,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000578907&site=ehost-live,
The Humanity of Jesus in the Fourth Gospel,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000592154&site=ehost-live,
Johannine Faith and Liberating Community,,
The Johannine Approach to Mission,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000593982&site=ehost-live,
"Jesus of Nazareth Yesterday and Today, V 5: An Evolutionary Approach to Jesus of Nazareth",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001351310&site=ehost-live,
The Fourth Gospel and Its Predecessor: From Narrative Source to Present Gospel,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000604583&site=ehost-live,
A new manifest destiny : the emerging theological voice of Hispanic Americans,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000836540&site=ehost-live,
A Chicano Theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000602627&site=ehost-live,
The Gospel According to John,,
The Johannine Question,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000619146&site=ehost-live,
Mañana: Christian theology from a Hispanic perspective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000611210&site=ehost-live,
Salvation History in the Porlogue of John: The Significance of John 1:3/4,http://search.ebscohost.com/login.aspx?direct=true&db=rlh&AN=9603275585&site=ehost-live,
Otto Maduro: In Remembrance and Celebration,http://jaar.oxfordjournals.org/content/82/1/30,
Discipleship in the New Testament,,
Call and Discipleship: Toward a Reexamination of the Shape and Character of  Christian Discipleship in the New Testament,,
Commentaire de la Première Epître de Jean,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000543846&site=ehost-live,
Hispanic American Theology and the Bible: Effective Weapon and Faithful Ally,,
Biblical Criticism and Postcolonial Studies: Toward a Postcolonial Optic,,
Hispanic American Biblical Interpretation,,
Reading the Bible Ideologically: Socioeconomic Criticism,,
Bible: Hispanic and Deconstruction,,
Lecture postcoloniale,,
Exegesis and Biblical Pastoral Ministry in Light of Vatican II and the Context of the  World Today,,
The Gospel of John,,
Introduction: Configurations; Approaches; Findings; Stances,,
Minority Biblical Criticism: A Reflection on Achievements and Lacunae,,
Postcolonial Biblical Criticism: Critiques and Challenges,http://booksandjournals.brillonline.com/content/journals/10.1163/156851510x524494,
A Theological Reading of Scripture? Problematic and Vision in the Aftermath and  Crossroads of Disciplinary Transformation,,
Reading ideologies : essays on the Bible and interpretation in honor of Mary Ann Tolbert,,
Latin American Liberation Theology,,
"Biblical Interpretation, Latino/a",,
Vatican II in Retrospect: A Lifetime and Welcome Companion,,
The Hermeneutics of Liberation: A Hermeneutic of the Spirit,,
Apocalyptic and the Economy: A Reading of Apocalyptic Texts from the  Experience of Economic Exclusion,,
Hispanic Americans in theology and the church,,
The Secret Identity of the Beloved Disciple,,
Understanding the Fourth Gospel,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000638698&site=ehost-live,
Born from Above: The Anthropology of the Gospel of John,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000276315&site=ehost-live,
The amnesty of grace: justification by faith from a Latin American perspective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000286234&site=ehost-live,
"Belief in the Word: Reading the Fourth Gospel, John 1-4",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000295354&site=ehost-live,
Theological Education and Scholarship as Struggle : The Life of Racial/Ethnic Minorities in the Profession,,
The Emerging Project of Asian Biblical Hermeneutics : Reading Asian Readers,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001025963&site=ehost-live,
The text as other : towards a Hispanic American hermeneutic,,
Toward a hermeneutics of the diaspora : a hermeneutics of otherness and engagement,,
Two places and no place on which to stand : mixture and otherness in Hispanic American theology,,
The Word in the World: The Cosmological Tale in the Fourth Gospel,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000299215&site=ehost-live,
Jesus in the Power of the Spirit,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000302957&site=ehost-live,
The Significance of Social Location in Reading John's Story,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000908017&site=ehost-live,
Deconstructing the New Testament,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000323119&site=ehost-live,
The tradition history of the Fourth Gospel,,
Racial and ethnic minorities in biblical studies,,
Becoming children of God: John's Gospel and radical discipleship,,
The signs source in the Fourth Gospel: historical survey and critical evaluation of the Semeia hypothesis,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000324815&site=ehost-live,
Pedagogical discourse and practices in cultural studies : toward a contextual biblical pedagogy,,
Introduction : Pedagogical discourse and practices in contemporary biblical criticism,,
The postmodern Bible: the Bible and Culture Collective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000344091&site=ehost-live,
"Postcolonial and Diasporic Criticism in Biblical Studies : Focus, Parameters, Relevance",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000917935&site=ehost-live,
My personal voice : the making of a postcolonial critic,,
Methods for studying the New Testament,,
Postcolonialism and Comparative Analysis in Biblical Studies,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000985239&site=ehost-live,
Notes Toward Refining the Postcolonial Optic,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000989851&site=ehost-live,
In the wake of liberation: postcolonial and diasporic criticisms,,
Social-science commentary on the Gospel of John,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000062799&site=ehost-live,
Melting and dreaming in America: visions and re-visions,,
Introduction: minority studies and Christian studies,,
John 1:1-18 as entrée into Johannine reality: representations and ramifications,,
Encountering biblical critics from minority communities: a response,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001354095&site=ehost-live,
The riddles of Jesus in John: a study in tradition and folklore,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001343019&site=ehost-live,
Reading the Bible from the margins,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001451076&site=ehost-live,
Reading the Bible in the global village: Helsinki,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001336523&site=ehost-live,
"Looking back, looking around, looking ahead: an interview with Elisabeth Schüssler Fiorenza",,
Toward a hermeneutics of the diaspora: a hermeneutics of otherness and engagement,,
Biblical criticism and postcolonial studies: toward a postcolonial optic,,
Johannine studies and the geopolitical: reflections upon absense and irruption,,
"From 1968, through 1988, to 2008: a call to action for Latino/a American religious and theological studies",,
Postcolonial biblical criticism: taking stock and looking ahead,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001657544&site=ehost-live,
Toward Latino/a American biblical criticism: Latin(o/a)ness as problematic,,
"Toward minority biblical criticism: framework, contours, dynamics",,
Postcolonial criticism and the gospel of Matthew,,
Tracing Sugirtharajah's voice from the margin: from liberation to postcolonialism,,
Mujerista theology: biblical interpretation and political theology,,
The Future of the Biblical Past : Envisioning Biblical Studies on a Global Key,,
Love Relationships in the Johannine Traditions: Agapē-Agapan in 1 John and the Fourth Gospel,,
The Farewell of the Word: The Johannine Call to Abide,,
Reading from this place,,
Hispanic/Latino theology: challenge and promise,,
Teaching the Bible : the discourses and politics of biblical pedagogy,,
Interpreting beyond borders,,
Decolonizing biblical studies: a view from the margins,,
A dream unfinished: theological reflections on America from the margins,,
Toward a new heaven and a new Earth: essays in honor of Elisabeth Schüssler Fiorenza,,
New paradigms for Bible study: the Bible in the third millennium,,
Postcolonial biblical criticism: interdisciplinary intersections,,
A postcolonial commentary on the New Testament writings,,
They were all together in one place? toward minority biblical criticism,,
The Globalization of Christianity: Developments and Consequences,,
"Word, theology and community in John",,
Exegesis of Deutero-Isaiah from the Perspective of the Oppressed: Paths for  Reflection,,
A Response to Jon Sobrino,,
A Poetics of Minority Criticism: Identification and Classification,,
Current Problems in Christology in Latin American Theology,,
The Journey(s) of Jesus to Jerusalem: Plotting and Gospel Intertextuality,,
The Fourth Gospel from a literary perspective,,
Theological Education in a New Context: Reflections from a Brazilian  Perspective,,
Reading the Bible as Hispanic Americans,,
Irony in the Fourth Gospel,,
"""And they began to speak in other tongues"" : competing modes of discourse in contemporary biblical criticism",,
The Gospel According to John,,
The Bible as a Text in Culture,,
Engaging the Palestinian Theological-Critical Project of Liberation: A Critical Dialogue,,
Plutarch's Ethical Writings and Early Christian Literature,,
Die Pluralität der Evangelien,,
"Hispanic Women, Prophetic Voice in the Church",,
Porfiles in Liberation,,
What is John? : literary and social readings of the Fourth Gospel,,
What is John? : readers and readings of the Fourth Gospel,,
The Passion of the Lord: African  American Reflections,https://www.sblcentral.org/home/bookDetails/4698?search=The%20Passion%20of%20the%20Lord:%20African%20%20American%20Reflections&type=0,
Globalization and Biblical Criticism,,
John 15:18-16:4a : a first addition to the original farewell discourse?,https://www.jstor.org/stable/43719005,
'Peace I Leave With You; My Peace I Give To You': Discipleship in the Fourth Gospel,,
The Stony Road as the Road of the Future and the Road of Liberation: Critical Reflections,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000892127&site=ehost-live,
The significance of Social Location in Reading John's Story,,
A Theological Reading of Scripture? Critical Problematic and Prophetic Vision in the  Aftermath and Crossroad of Disciplinary Transformation,,
Postcolonial Biblicall Criticism: Talking Stock and Looking Ahead,,
Approaching Latino/a Biblical Criticism: A Trajectory of Visions and Missions,,
Advancing Latino/a Biblical Criticism: Visions and Missions for the Future,,
"Latino/a biblical hermeneutics : problematics, objectives, strategies / edited by Francisco Lozada Jr. and Fernando F. Segovia.",,
Criticism in Critical Times: Reflections on Vision and Task,,
"[Introduction to the Society of Biblical Literature presidential address, N 23 2013]",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001985543&site=ehost-live,
John 13:1-20 : the footwashing in the Johannine tradition,,
Memorial Service for Monseñor Oscar Arnulfo Romero,,
Semeia at 40,www.sbl-site.org/assets/pdfs/SR2014_online.pdf.,
"Love One Another, My Friends: St. Augustine's Homilies on 1st John, (Notes on Recent Publications)",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-0922.1991.tb00079.x,
Recent Research in the Johannine Letters,https://onlinelibrary.wiley.com/doi/10.1111/j.1748-0922.1987.tb00286.x,
The counter empire of God: postcolonialism and John,,
Intercultural Bible Reading and Liberation  In the Steps of Dom Hélder Câmara,https://kspronk.files.wordpress.com/2007/12/spronk-judging-samson-art-2015.pdf,
Hispanic/Latino theology: challenge and promise,,
Reading and Preaching John: Essays in Honor of Robert Kysar,,
Latino/a theology and the Bible: ethnic-racial reflections on interpretation,http://public.eblib.com/choice/PublicFullRecord.aspx?p=6551906,
Colonialism and the Bible: contemporary reflections from the global south.,,
Approaching Latino/a Theology and the Bible: Doing Theological Construction and Biblical Criticism in an Ethnic-Racial Key.,http://public.eblib.com/choice/PublicFullRecord.aspx?p=6551906,
Approaching Latino/a Theology and the Bible: Doing Cultural Analysis on an Ethnic-Racial Key,http://public.eblib.com/choice/PublicFullRecord.aspx?p=6551906,
"A Call to Personal, Transformative, Autobiographical Criticism: Reflections on the Work of Ingrid Rosa Kitzberger",,
Jesus as Victim of State Terror: A Critical Reflection Twenty Years Later,https://ourarchive.otago.ac.nz/handle/10523/8558,
Colonialism and the Bible: A Critical Stock-Taking from the Global South,,
"Colonialism and the Bible: Trajectories, Evaluations, Proposals",,
A Theological Reading of Scripture? Critical Problematic and Prophetic Vision in the Aftermath and Crossroads of Disciplinary Transformation,,
Intercultural Bible Reading as Transformation for Liberation: Intercultural Hermeneutics and Biblical Studies,https://ebookcentral.proquest.com/lib/qut/detail.action?docID=4412719,
Ecclesiastes,,
Job,,
Putative Hapaxlegomena in Job,,
Job,,
"Job’s Wife, with Due Respect",,
West Semitic Sources,,
Ecclesiastes,,
A Heterotextual Perspective,,
Literature of the Ancient Near East,,
Speaking Rightly: The God-Talks of Job and His Friends,https://ttc.edu.sg/books/products-page/ttc-publications/trinity-theological-journal/,
History of Consequences: The case of Gregory's Moralia in Iob,,
An Exquisitely Poetic Introduction to the Psalter,http://muse.jhu.edu/journals/journal_of_biblical_literature/v132/132.2.seow.html,
Yhwh's Combat with the Sea: A Canaanite Tradition in the Religion of Ancient Israel,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000602589&site=ehost-live,
Qoheleth and its pessimistic theology: hermeneutical struggles in wisdom literature,,
A cumulative index to the grammar and syntax of biblical Hebrew,,
Micah - Malachi,,
"Ezra, Nehemiah",,
A History of Prophecy in Israel from the Settlement in the Land to the Hellenistic Period,,
Sinai and Zion: An Entry into the Jewish Bible,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000537512&site=ehost-live,
Divine War in the Old Testament and in the Ancient Near East,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000606153&site=ehost-live,
Qohelet's Eschatological Poem,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000985241&site=ehost-live,
Poetic closure in Job: the first cycle,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001789365&site=ehost-live,
"Orthography, textual criticism, and the poetry of Job",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001833706&site=ehost-live,
Linguistic Evidence and the Dating of Qoheleth,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001016906&site=ehost-live,
Hosea 14:10 and the foolish people motif,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000792311&site=ehost-live,
Elihu's revelation,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001932555&site=ehost-live,
Beyond mortal grasp: the usage of hebel in Ecclesiastes,,
A textual note on Lamentations 1:20,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000948587&site=ehost-live,
"The Socioeconomic Context of ""The Preacher's"" Hermeneutic",,
The Syro-Palestinian context of Solomon's dream,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000962539&site=ehost-live,
Theology when everything is out of control,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000373361&site=ehost-live,
The designation of the ark in priestly theology,,
The ineffable name of Israel's God,,
The social world of Ecclesiastes,,
The rule of God in the book of Daniel,,
Textual orientation,,
"Rehabilitating ""the preacher"": Qohelet's theological reflections in context",,
Reflections on the history of consequences: the case of Job,,
Qohelet's autobiography,,
Job's wife,,
"Job's gōʼēl, again",,
Hope in two keys: musical impact and the poetics of Job 14,,
From mountain to mountain: the reign of God in Daniel 2,,
"""Beyond them, my son, be warned"" : the epilogue of Qoheleth revisited",,
Dangerous seductress or elusive lover : the woman of Ecclesiastes 7,,
Hebrew inscriptions: texts from the biblical period of the monarchy with concordance,,
The first and second books of Kings,,
Ark processions in the politics of the monarchy,,
On the Bible and Homosexuality (in Human sexuality and Christian community: a resource for theological reflection on human sexuality and the place of homosexuals in the church),,
"Prophets and prophecy in the ancient Near East / Ritner, Robert Kriech,; 1953-",,
"Myth, drama, and the politics of David's dance",,
Job 1-21: interpretation and commentary,,
Homosexuality and Christian community,,
Daniel,,
Ecclesiastes: a new translation with introduction and commentary,,
A grammar for Biblical Hebrew,,
A grammar for Biblical Hebrew,,
"Armor (ANE, HB/OT)",,
Antinomy,,
"Angel of Death (ANE, HB/OT)",,
Aldebaran,,
"Ahijah (Ahiah, Ahio)",,
Adoniram,,
Yahweh,,
Shield of Abraham,,
Lord of Heaven,,
King of Kings,,
Holy One,,
Hashem,,
"God, Names of",,
"Gods, Goddesses",,
God of Gods,,
God of the Covenant,,
Fear of Isaac,,
El Shaddai,,
El Olam,,
Elohim,,
Eloah,,
El Elyon,,
El Elohe Israel,,
El Bethel,,
El,,
Bethel (Deity),,
Ancient of Days,,
Almighty,,
Adoniram,,
Adonai,,
Abir Ya'aqob,,
Torah,,
Lim,,
Face,,
'Am,,
Sheng jing Xibolai wen wen fa = A grammar for Biblical Hebrew,,
Encyclopedia of the Bible and its reception,,
Ugaritic and the Old Testament,,
Deuteronomic History,,
"John Emerton, ed., International Organization for the Study of the Old Testament, Salamanca, 1983",,
"Daniel J. Silver, Images of Moses",,
Review of Linguistic Evidence for the Northern Origin of Selected Psalms,http://www.jstor.org/stable/3267241,
"Review of Byzantine Illuminated Manuscripts of the Book of Job: A Preliminary Study of the Miniature Illustrations, Its Origin and Development",http://www.jstor.org/stable/23924242,
"John Sawyer, A Concise Dictionary of the Bible and its Reception",,
Revisiting Behemoth,,
Ode to an Awesome Dragon: Rendering the Joban Leviathan in Chinese,,
Text Critical Notes on 4QJoba,http://booksandjournals.brillonline.com/content/journals/10.1163/15685179-12341350,
"Hosts, Lord of",,
"Hosea, Book of",,
"Deep, The",,
Ark of the Covenant,,
"Hair (ANE, HB/OT)",,
"Hades/Hell, Gates of (HB/OT)",,
Gossip and Rumors (HB/OT),,
"Friends, Friendship (HB/OT)",,
Fraud (HB/OT),,
"Footstool (ANE, HB/OT, Reception History)",,
Exegesis,,
Cozeba,,
Cypress,,
Cyaxares,,
Cush (Person). 2. The Benjaminite,,
Cun,,
Creeds (Introduction),,
Cozbi,,
Col-Hozeh,,
Chislon,,
Chimham,,
Chidon,,
Chezib (Place),,
Chezib (Person),,
Chesulloth,,
Chesil,,
Chesed (Person),,
Cherub (Person),,
Cheran,,
Caper-berry,,
"Brown, Francis",,
"Brother, Brotherhood (ANE. HB/OT)",,
Breastplate,,
Breach,,
Boar,,
Bisitun,,
Bildad,,
Beracah (Person),,
Beer-Lahai-Roi,,
"Beast (ANE, HB/OT, Judaism)",,
"Beard (ANE, HB/OT, Greco-  Roman Antiquity; Judaism; Christianity, Islam, Visual Arts)",,
Balak (HB/OT),,
Athlete of God/Christ (HB/OT and Judaism),,
Descent into the Netherworld/Hell (HB/OT),,
"Despair (ANE, HB/OT)",,
Devil (Introduction),,
"Directions, Cardinal (ANE, HB/OT)",,
Dishan,,
Dishon,,
"Door, Doors (HB/OT)",,
Dreams and Dream Interpretation (HB/OT),,
Elizur,,
Ephod (Person),,
Emim,,
A grammar for Biblical Hebrew : handbook : answer keys and study guide,,
Lord of Hosts,,
The Kingdom that Cannot be Impaired,,
Ode to an Awesome Dragon: Rendering the Joban Leviathan in Chinese,,
1 & 2 Kings,,
Divine Justice in the Book of Job,https://doi.org/10.1017/9781108562072,
Divine Malevolence in the Book of Job,http://public.eblib.com/choice/PublicFullRecord.aspx?p=6389334,
Perspectives on a Pluriform Classic,,
"Myth, Poetry, and Cosmic Construction in Job 38:4-18",,
"MacLeish, Archibald",,
Leviathan (Visual Arts),,
Keren-Happuch; Keziah; Lamech (Visual Arts),,
"Job, Book and Person (Introduction; HB/OT; Visual Arts); Job’s Friends (HB/OT; Visual   Arts); Joshua son of Jehozadaq (HB/OT; Judaism, Christianity, Visual Art); Justice   (HB/OT)",,
"History of Interpretation (HB/OT); “Jemimah”; “Jeshua (Place)""",,
Book Review of Reception History and Biblical Studies: Theory and   Practice,https://www.sblcentral.org/home/bookDetails/10539?search=Reception%20History%20and%20Biblical%20Studies:%20Theory%20and%20%20%20Practice&type=0,
The Grace of Difference : A Dialogue Between Sisters,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000988243&site=ehost-live,
No Rose Colored Glasses: Womanist Practical Theology and Response to Sexual Violence,,
Mourning the loss of cultural selfobjects: black embodiment and religious experience after trauma,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001895024&site=ehost-live,
"Conversion Studies, Pastoral Counseling, and Cultural Studies: Engaging and Embracing a New Paradigm",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001798690&site=ehost-live,
"Religion--It's Complicated! The Convergence of Race, Class, and Sexuality in Clinicians' Reflection on Religious Experience",,
"Self, culture, and others in womanist practical theology",,
Health and Wholeness: A Womanist Perspective on the Ethical Imperatives Facing the African American Family,,
From Domestic Violence to Domestic Care,,
Culture and Pastoral Psychotherapy: A Womanist Self Psychological Perspective.,,
The Past is Not a Ghost: Intergenerational Transmission of Cultural Trauma and Public  Theology,,
