qid,label_en,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_statedIn,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec
Q1825683,The Christian Century,49E44FAC-90F8-4B6F-87D8-B21ECBFDAF96,Q41298,,,,,,
Q18350356,Humanity & Society,C54C6D72-0736-4BFE-B73D-65BC886C82C2,Q737498,,,,,,
Q18392457,Spring,29E10050-C12A-48CC-B06A-B953AFFB8B4D,Q737498,,,,,,
Q186695,Zeitschrift fuer Kirchengeschichte,8A6DF235-E6D1-4974-87A7-604735AEC233,Q1002697,,,,,,
Q186695,Zeitschrift fuer Kirchengeschichte,4bee7265-4cb4-d5b0-d848-981a9e6d2795,Q737498,,,,,,
Q186800,Zeitschrift fuer die Alttestamentliche Wissenschaft,CE87A030-06CF-451E-B962-DFC7BF454151,Q5633421,,,,,,
Q186800,Zeitschrift fuer die Alttestamentliche Wissenschaft,35bfd82b-4dba-f01e-e0e0-5637c651f1eb,Q737498,,,,,,
Q19392473,Tidsskrift for teologi og kirke,33CE34E7-3851-4D49-81E8-025B8E63E0B1,Q5633421,,,,,,
Q19392473,Tidsskrift for teologi og kirke,766c4a2d-4d86-d71e-30bd-365b0837289b,Q737498,,,,,,
Q1941982,Modern Austrian Literature,1AF0C90E-38F4-498A-8467-08B23971E76D,Q737498,,,,,,
Q1941982,Modern Austrian Literature,4E2C05A0-38DF-45CD-92C2-7F57C7AF7810,Q1002697,,,,,,
Q1952131,The International Journal of Psychoanalysis,FF3F214E-C6E8-4406-A11C-07DAD9E123D5,Q5633421,,,,,,
Q1953273,Nova Religio,6094A36D-F350-49D1-9379-8A38FB1D8220,Q737498,,,,,,
Q20081140,Church History : Studies in Christianity and Culture,8a1c9a0c-4e62-dc24-ed5c-59cf600dff82,Q737498,,,,,,
Q20925657,The American Historian,9c607b51-40c6-347e-5296-0f70e9600684,Q41298,,,,,,
Q20925657,The American Historian,034f46b8-46e3-02d7-9baf-13198d0be944,Q737498,,,,,,
Q2285224,Signs,92922D64-82C3-4758-BFD5-94383AEC828A,Q5633421,,,,,,
Q22907599,Currents in Theology and Mission,BD2C72ED-F7B5-42D3-A7C4-1686723AEC8D,Q1002697,,,,,,
Q22907599,Currents in Theology and Mission,45034a8d-45cf-2c70-392a-017110ab18a2,Q737498,,,,,,
Q22908629,Semeia,025E6937-1561-46FB-A893-872E9DE19506,Q1002697,,,,,,
Q22908629,Semeia,735b7784-4682-f850-d863-5b684a28fb9d,Q737498,,,,,,
Q24037678,H-Net Reviews,4b12e4ba-4d35-edc8-ed15-40b1c5869b86,Q5633421,,,,,,
Q24037678,H-Net Reviews,59285b43-4fdd-bbe4-fe9f-7304c145632a,Q737498,,,,,,
Q2412214,The Jewish Quarterly Review,6E7D1159-D02B-43DB-A9E0-EE384C30BBD5,Q41298,,,,,,
Q2412214,The Jewish Quarterly Review,8060602C-4135-44F7-9E1C-3BA073791E53,Q737498,,,,,,
Q27711434,Health progress,ECA32942-8C88-466E-AB2E-B5E3E992B975,Q5633421,,,,,,
Q27711434,Health progress,6D4017CB-8DEB-4774-833F-E10D028C85F6,Q737498,,,,,,
Q27713170,"Second opinion (Park Ridge, Ill.)",406B3B24-D57B-4D8C-9700-E4FF0A8A7D04,Q5633421,,,,,,
Q27713170,"Second opinion (Park Ridge, Ill.)",eb926fe2-4930-d9b5-5c0e-8aa06dcc899f,Q264238,,,,,,
Q27715539,Baptist history and heritage,B3D620BC-BFA0-478C-9729-1481E512966E,Q5633421,,,,,,
Q27715539,Baptist history and heritage,8d30fda4-4c93-8bc5-b087-9d5b2f703e30,Q737498,,,,,,
Q27715702,The Centennial review,B7FE1BCA-862F-4D44-8A03-C858D3613204,Q5633421,,,,,,
Q27715702,The Centennial review,594a96ac-47e3-1c5f-bdb2-7a43c4e1dfda,Q737498,,,,,,
Q27715950,Koinonia,298BC0BA-E517-4B2E-8363-35816B70DAA6,Q5633421,,,,,,
Q27715950,Koinonia,487aedf5-42c8-1e6b-0ada-b5fb1b7f63cd,Q737498,,,,,,
Q27716433,Soviet studies,913B1F8C-A8BD-43CF-B147-2504E061431C,Q5633421,,,,,,
Q27716433,Soviet studies,6fff3e3f-42ca-846d-fca1-8c642db39114,Q737498,,,,,,
Q27716914,Sh'ma : a journal of Jewish responsibility,60C0880B-E71A-4A62-988F-136AFF7D6F62,Q5633421,,,,,,
Q27716914,Sh'ma : a journal of Jewish responsibility,ac2fd44e-4306-1744-111e-ed3b1e239a26,Q737498,,,,,,
Q27716917,Christianity and crisis,831DDE1C-D87C-4876-8F7F-BC35A5817782,Q5633421,,,,,,
Q27716917,Christianity and crisis,1c1e1f0f-4218-cd26-ccbb-015c1358b20c,Q737498,,,,,,
Q27716963,U.S. Catholic,9F579546-1FC0-400E-822B-FDFBFC9A7353,Q5633421,,,,,,
Q27716963,U.S. Catholic,6388213e-44ac-aa6b-f9ae-0679cbc45a2e,Q737498,,,,,,
Q27717019,Church and society,FB330157-C4F5-4206-86D9-2133F5D1BF3D,Q5633421,,,,,,
Q27717019,Church and society,b38d9bba-4382-4287-a35f-f15043403ece,Q737498,,,,,,
Q27717126,Wesleyan theological journal,A2D2E94F-0EC1-4AB3-91C5-777EECBDB40B,Q5633421,,,,,,
Q27717126,Wesleyan theological journal,10aacf55-429b-8c82-e400-2cc2f711101b,Q737498,,,,,,
Q27717156,Criterion,D3E7B3F3-E50A-4AFA-8751-5A3A3E313C74,Q737498,,,,,,
Q27717207,Encounter,160C4EF5-F96F-465A-BA23-A44850A061E8,Q737498,,,,,,
Q27717700,Research in the sociology of health care,5C7C0210-3239-43F2-8932-65FF3DC85455,Q5633421,,,,,,
Q27718682,The Western journal of black studies,A02BA3FC-D672-48A2-954F-E72CC27EE14E,Q5633421,,,,,,
Q27719187,Bulletin of the Park Ridge Center,58bba551-4aac-0731-b516-bff6368e1b08,Q737498,,,,,,
Q27719187,Bulletin of the Park Ridge Center,3ef87793-45af-2bf4-0c15-22f44536ec4e,Q264238,,,,,,
Q27719353,Conscience,9A5AC95A-4281-456F-BC4E-2A2632CEA0DC,Q5633421,,,,,,
Q27719353,Conscience,861EB389-8B66-43B2-B106-7DC65DF0F520,Q737498,,,,,,
Q27722157,Simulation in healthcare,6C9B082A-3FE6-473C-8DE2-C7EF4EFE6BE8,Q5633421,,,,,,
Q27723089,American Baptist quarterly,9D412BF7-180D-4B3D-A354-F558B38164DB,Q5633421,,,,,,
Q27723089,American Baptist quarterly,796eb846-4b4d-eda7-969c-9db0bb20f93c,Q737498,,,,,,
Q27724813,Journal for social action in counseling and psychology,7178B35D-23AC-44D9-B7E2-420B90A02137,Q5633421,,,,,,
Q27724813,Journal for social action in counseling and psychology,7cb2d87a-4511-d8bf-d30f-21599380020f,Q737498,,,,,,
Q27724937,The journal of the Interdenominational Theological Center,61E45764-62FA-4345-B69A-4706AA5B56EC,Q5633421,,,,,,
Q27724937,The journal of the Interdenominational Theological Center,22999ac6-4a0d-43d7-4d57-e5441d6defcc,Q737498,,,,,,
Q27725823,International journal of social science studies,54F25F9D-B5B9-4778-8F6D-DF43AF677E6B,Q5633421,,,,,,
Q28152794,The Biblical Archaeologist,b37777f2-4cf6-e2af-67f4-3457ab7be40c,Q5633421,,,,,,
Q28152794,The Biblical Archaeologist,be1b7883-49ee-4566-c2d3-f70400ac8ba8,Q21834496,,,,,,
Q2842807,America,EB710FE8-85E5-4A36-9279-AF7A0FF2027E,Q41298,,,,,,
Q28872485,Revue germanique internationale,a3341fd9-434f-4ca9-52b0-081b3edfd036,Q5633421,,,,,,
Q303410,Concilium,8E9A95A4-7A89-4F88-B357-55B9CA43123C,Q1002697,,,,,,
Q303410,Concilium,06de59eb-475e-c5ab-5d8c-2dc6bc893b7f,Q737498,,,,,,
Q3074754,Focus,f2a94f5f-4163-5a50-6438-0171fa1f5141,Q737498,,,,,,
Q3138561,History Today,9611EF39-A95C-470E-BA7F-89613F8EF338,Q41298,,,,,,
Q3521429,The Jerusalem Report,CEE0E984-F180-472B-98A8-8321DC857447,Q41298,,,,,,
Q3523724,Theological Studies,BCC47857-027E-4850-B09D-DAE969247D84,Q737498,,,,,,
Q3656266,American Imago,FD24C909-524A-4C08-8E69-529E96BAB561,Q5633421,,,,,,
Q3669366,Perspectives in Biology and Medicine,0E7AA0DD-A3DD-4FE5-816F-0B5AA9BD8234,Q5633421,,,,,,
Q3669366,Perspectives in Biology and Medicine,3CAA78AA-00A9-4748-AB08-6008BF0E66A4,Q16024164,,,,,,
Q38312865,New Directions for Philanthropic Fundraising,28cc57d6-4614-6b50-14a5-1e07a16a1583,Q737498,,,,,,
Q389936,The American Historical Review,AC00A05C-4006-4230-B01F-722311A296D7,Q627517,,,,,,
Q389936,The American Historical Review,458e62ad-4d23-8127-7bac-0effc4eec2c3,Q737498,,,,,,
Q4041879,Journal of Biblical Literature,330CE160-8BA0-482C-ACD3-8CDFD5D50BC7,Q737498,,,,,,
Q4041903,The Journal of Theological Studies,D2065196-3273-4B99-8CC5-45B9569EA121,Q737498,,,,,,
Q4051385,HTS Theological Studies/Teologiese Studies,FAE894CD-22B9-41ED-B7CA-4E49286B0D02,Q773668,322c47de089d0de05fb32cefcfc7b1a905d1a36c,Q1227538,,34dd62720a017aebe7f40a40b91bf597,2018-06-20T00:00:00Z,11
Q4051385,HTS Theological Studies/Teologiese Studies,23662151-FE93-480D-950D-26CBBC050D6E,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q4051386,Theology Today,335755ED-59D1-4305-80B5-AEE6D1EB8DBD,Q737498,,,,,,
Q4903105,Bible Review,D4EB76B6-4A71-4767-957C-2F1517FFB19E,Q41298,,,,,,
Q4903105,Bible Review,99f23ece-4cb0-065a-245a-a60d4f0bcad7,Q737498,,,,,,
Q4903257,Biblica,0DD4967A-00A8-4EE6-A84C-081C15C89F56,Q5633421,,,,,,
Q4903257,Biblica,74f6882e-4288-37a8-066c-5344ce7fe4a8,Q737498,,,,,,
Q4903261,Biblical Archaeology Review,39125984-4304-4970-9F1F-7A0E2F6A6947,Q41298,,,,,,
Q4903261,Biblical Archaeology Review,0f0510f0-4504-69f1-8aad-2a5741f07551,Q737498,,,,,,
Q4903264,Biblical Interpretation,E88F33E8-9630-4D66-8E9B-09869E7DA8CC,Q5633421,,,,,,
Q4903264,Biblical Interpretation,0d04ce2d-44b6-fcfc-1d75-fe9114587756,Q737498,,,,,,
Q4903269,Biblical Theology Bulletin,0AEA6228-3ED9-41EA-808E-D5C1A20708BE,Q737498,,,,,,
Q4914884,Biography,9E04AB5C-08BC-48F2-A181-B0BBF1B7668C,Q5633421,,,,,,
Q4914884,Biography,00f6326a-45f8-7822-f719-ca7c031e2c48,Q737498,,,,,,
Q4984286,Buddhist-Christian Studies,721E1B7D-B056-4991-8792-1603907690D0,Q737498,,,,,,
Q5024509,Calvin Theological Journal,446CB56E-E753-4D42-99C6-0E5BFB253C9B,Q737498,,,,,,
Q50426286,Estudos Teológicos,975B042C-A24C-4F39-A802-1746A1D7CE9A,Q773668,e544413e0106f7253a231dfffe136d9d9fff837a,Q1227538,,d6393f334ebb1e3e38651406f16c1a39,2018-05-10T00:00:00Z,11
Q50426286,Estudos Teológicos,83586CB7-1672-447E-A9C1-CE3D4DE88E18,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q50426426,Estudos de Religião,CC1BBEFB-DA93-4EF8-9D9D-899A08417EC2,Q773668,e544413e0106f7253a231dfffe136d9d9fff837a,Q1227538,,d6393f334ebb1e3e38651406f16c1a39,2018-05-10T00:00:00Z,11
Q50426426,Estudos de Religião,36E0F154-110C-437A-A58F-8D24FA22AF02,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q50432461,Nederduitse Gereformeerde Teologiese Tydskrif,D1267AAF-2363-4D8C-B395-0BADD949902E,Q737498,,,,,,
Q50434867,XVII-XVIII,404F70B7-27B0-4F58-A323-820707C03D3C,Q773668,e544413e0106f7253a231dfffe136d9d9fff837a,Q1227538,,d6393f334ebb1e3e38651406f16c1a39,2018-05-10T00:00:00Z,11
Q50434867,XVII-XVIII,F0DC40E5-515E-41F4-B379-90FB7781C9A5,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q50478535,The Covenant Quarterly,4F4A0C8E-7245-4F4F-8C0E-289A66EB7B09,Q773668,e544413e0106f7253a231dfffe136d9d9fff837a,Q1227538,,d6393f334ebb1e3e38651406f16c1a39,2018-05-10T00:00:00Z,11
Q50478535,The Covenant Quarterly,13818A8D-69F9-4B4F-9E59-FFFF044B43F7,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q5053078,Catholic Biblical Quarterly,4982750B-49A3-43AF-B476-8B1F9EDD0CAB,Q41298,,,,,,
Q5053078,Catholic Biblical Quarterly,b1f53e2a-410d-2b04-b7d4-e71298c8c961,Q737498,,,,,,
Q5053078,Catholic Biblical Quarterly,1012C004-4B17-468A-A3AB-843E34347289,Q5633421,,,,,,
Q5061045,Central European History,36BECE6D-D3E7-4A08-9EF0-E19E5594F363,Q627517,,,,,,
Q5061045,Central European History,d1692e38-4617-b06c-9a27-681ad01acf55,Q737498,,,,,,
Q50814896,Studies in Christian-Jewish Relations,FDBA9022-8407-4FCE-BCEE-425E1BFB98CE,Q773668,e544413e0106f7253a231dfffe136d9d9fff837a,Q1227538,,d6393f334ebb1e3e38651406f16c1a39,2018-05-10T00:00:00Z,11
Q50814896,Studies in Christian-Jewish Relations,DF665463-9CB2-4F05-A287-D5359512EEF8,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q50815593,Journal of French and Francophone Philosophy,87C17CD1-F50C-4BDE-804C-0AC06F958B37,Q773668,e544413e0106f7253a231dfffe136d9d9fff837a,Q1227538,,d6393f334ebb1e3e38651406f16c1a39,2018-05-10T00:00:00Z,11
Q50815593,Journal of French and Francophone Philosophy,6AD43F82-C2BE-4833-9121-41225E64BF29,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q50816836,Podium,EFBD79D8-7C43-4471-B319-182E4ECD2013,Q773668,ec6abbcec5c2eb36253515a228b104f62fa97de7,Q1227538,,9f364a2f76276244629ae7a7d9aaea1d,2019-09-22T00:00:00Z,11
Q50816836,Podium,0D280C1D-8113-489E-8936-373EA0E2700E,Q737498,cfd697a99ce1b4308e5c6bc8c44ce885d5ecf865,Q1227538,,,,
Q5123518,City and Community,1F64DF65-3DED-4553-A075-E76AD0218A89,Q73364223,703cde6d90fd90f5fcae2e6c8703d2f78f828f78,Q73539606,,,,
Q5123518,City and Community,5ACFB876-0FD1-402C-B4D5-3309AC7C4206,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q5123518,City and Community,B9926668-E713-4E26-80B3-B17431648F28,Q5633421,,,,,,
Q5146365,College English,8DA20FC3-C1C1-4BB8-8CC6-97131EE9EDA1,Q5633421,,,,,,
Q5158991,Concordia Theological Quarterly,49ED8A3A-39C9-490B-95DB-0CCA0A82705F,Q737498,,,,,,
Q5165005,Contemporary Sociology,70625D57-8B8D-4719-AF83-6F2D8D68D0A1,Q5633421,,,,,,
Q5188217,CrossCurrents,1E4CDB64-60B2-443D-8DE2-AE1C6D8C7B1D,Q737498,,,,,,
Q5281463,DisciplesWorld,e5da5592-4589-d980-7211-7a790cfd3c8e,Q737498,,,,,,
Q5382167,Ephemerides Theologicae Lovanienses,FA9BB43D-B7B1-496F-AE5B-39C33AC822FF,Q737498,,,,,,
Q5419149,Ex Auditu,52DE8613-33E8-402C-A79D-0C54D2A4BB54,Q5633421,,,,,,
Q5419149,Ex Auditu,9b4551dd-4a26-ec46-9600-b47326217f09,Q737498,,,,,,
Q5421618,Expository Times,5F537D47-1C45-4F5C-BB17-0E7B2D312C07,Q5633421,,,,,,
Q5421618,Expository Times,512dfafd-4202-7ad1-5288-3a94f11907f9,Q737498,,,,,,
Q5433232,Family Relations,00608960-3EB3-422D-AA48-0870530BD6E0,Q73364223,619a61b02fa44b5979ba45ba71b3d068c0839d9b,Q73539606,,,,
Q5433232,Family Relations,CC1E4820-96DE-4407-A197-27F6035697F1,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q5442855,Feminist Criminology,FE20B578-A4A8-420B-8C55-C89F0FA8E6F3,Q5633421,,,,,,
Q5442855,Feminist Criminology,a0293524-4e10-605a-298a-1c86c27113ec,Q737498,,,,,,
Q5442869,Feminist Theology,7BB1424B-01CE-420F-A0CA-9446908723AC,Q737498,,,,,,
Q5448899,Film & History,4C071F06-91D7-4EDB-82EB-9CA65FF46A13,Q1002697,,,,,,
Q5448899,Film & History,4b6463f7-4405-29bd-d442-4297424695f4,Q737498,,,,,,
Q5551256,German Studies Review,AC10D932-410A-4C72-B9AA-0727904DEDC2,Q5633421,,,,,,
Q5551256,German Studies Review,da64725f-429e-0c92-d224-cad0f94097f4,Q737498,,,,,,
Q5618698,Holocaust and Genocide Studies,399D4AD3-7321-4868-AABE-F089F7B5C986,Q627517,,,,,,
Q5676604,Harvard Theological Review,42D3081E-A7B7-4558-ADA9-E8F5BA2BD591,Q737498,,,,,,
Q57070350,,,,,,,,,
Q5715171,Henoch,6FBC034E-6A19-4899-A252-9574791DA5C1,Q5633421,,,,,,
Q5715171,Henoch,29b29dee-4719-6f79-5c9c-7bebe9ebb584,Q737498,,,,,,
Q57615071,Critical Research on Religion,4ECB0BE4-8E89-4B3F-BC59-7D9CDDF13144,Q737498,,,,,,
Q57615071,Critical Research on Religion,F23481FD-CAAD-423A-A04D-006A629AB2A9,Q5633421,,,,,,
Q589209,Bulletin of the American Schools of Oriental Research,B8463994-6528-46B6-AC2A-0491700ED984,Q1002697,,,,,,
Q589209,Bulletin of the American Schools of Oriental Research,740e1cac-49a3-efd5-0421-3aae24c6fa6d,Q737498,,,,,,
Q5957267,Hypatia (journal),1E09A491-AD18-44D9-95D1-9D2FBCED0953,Q737498,,,,,,
Q6005495,The Historian,05335B4F-389C-4D9B-A4B4-7C5E3C73459F,Q627517,,,,,,
Q6005495,The Historian,E0D3BCC3-B2E1-4424-984E-2D6E01F57BF7,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q6005495,The Historian,E3CEBA56-5950-484E-BD61-0CA9CF5AA06C,Q73364223,5ace65fbbd27b32e7b7d1155095651eccf35781e,Q73539606,,,,
Q6071283,Irish Theological Quarterly,8B09C503-1498-4C4F-A15E-C819A1AADEFF,Q737498,,,,,,
Q6087079,Proceedings of the American Philosophical Society,24511DD8-05D2-40BE-A01E-8EED114066C8,Q5633421,,,,,,
Q6087079,Proceedings of the American Philosophical Society,5CF667AE-F364-4CFC-A9DB-9F102C076522,Q737498,,,,,,
Q62259203,Journal of Africana Religions,6E280AAE-1E0B-45B8-8F7B-32B3ECA5FF34,Q5633421,,,,,,
Q62259203,Journal of Africana Religions,80C4942D-123A-46CB-BF81-A25A6B00C307,Q737498,,,,,,
Q6294702,Journal for the Scientific Study of Religion,C571317E-2AA1-429F-89BC-0631B550B7A2,Q73364223,02f18cb56c411ef007701a027c193da838b5e38b,Q73539606,,,,
Q6294702,Journal for the Scientific Study of Religion,CF779D97-7782-4AF9-B84B-7A12FEA49122,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q6294705,Journal for the Study of the Historical Jesus,BB1E275F-FA9A-4327-993D-E53E227A3A8F,Q5633421,,,,,,
Q6294706,Journal for the Study of the New Testament,7B0627CD-88C0-449F-BDFA-986185622681,Q5633421,,,,,,
Q6294706,Journal for the Study of the New Testament,ae8f4ed1-484a-61d8-810b-a295f04640e5,Q737498,,,,,,
Q6294708,Journal for the Study of the Old Testament,FF4A46F2-E297-455F-9D26-92AABA964C14,Q5633421,,,,,,
Q6294708,Journal for the Study of the Old Testament,8b2ff22d-43d9-5cbc-5dfa-33a666d02713,Q737498,,,,,,
Q6294865,Journal of Black Studies,398890E5-24BC-483A-A671-2E98C8B0E728,Q5633421,,,,,,
Q6294876,Journal of British Studies,E3CD2B26-0D88-4EAB-B95A-9D389A93B43E,Q5633421,,,,,,
Q6294876,Journal of British Studies,c57ef830-47d3-b0ca-92cd-70e48e8ee219,Q737498,,,,,,
Q6294950,Journal of Church and State,67051412-FCA2-4789-8FC9-25C02F65CA54,Q5633421,,,,,,
Q6294950,Journal of Church and State,9f8d2e21-4991-bc79-1ce9-979767900969,Q737498,,,,,,
Q6295462,Journal of Lutheran Ethics,9F30FB9B-F7BC-4771-98FA-FA5E8C19DEA1,Q1002697,,,,,,
Q6295487,Journal of Marriage and Family,55FCF365-A9FD-4F56-A57D-E76B0DBC2F54,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q6295487,Journal of Marriage and Family,921A5745-6060-4E5F-8E9E-364E3C6C9F86,Q5633421,,,,,,
Q6295487,Journal of Marriage and Family,ADD327E2-28F3-454E-B152-A781AC354736,Q73364223,874c3a9ab69a051ded5c4fa63d6fd65089ec3799,Q73539606,,,,
Q6295630,Journal of Near Eastern Studies,E72BCD1D-10CA-435F-8DDF-6C143D27EA09,Q627517,,,,,,
Q6295630,Journal of Near Eastern Studies,bb41e7f9-4b93-4d58-da7a-29f071045d97,Q737498,,,,,,
Q6295844,Journal of Religion & Health,81007EA8-5E9B-4112-A489-842CAEB1370A,Q737498,,,,,,
Q6295853,Journal of Religious History,A4CEC5B4-0C71-48B4-87A9-0AABAAD1AA0C,Q73364223,8948fb8954a86f640e0472b8f95400b2b2db6a3a,Q73539606,,,,
Q6295853,Journal of Religious History,F418B608-F95F-43FB-9FA9-811AB1860053,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q6296105,Journal of the American Oriental Society,4C89EC2C-DACD-4F8C-A7C7-44B6CDF52432,Q5633421,,,,,,
Q635631,Archiv für Orientforschung,17CF1901-1DA1-428B-9C0A-11DA73A910AD,Q1002697,,,,,,
Q635631,Archiv für Orientforschung,3e8cd223-491b-cb2f-1ccf-8fe394f4da9c,Q737498,,,,,,
Q63871713,Journal of Pastoral Theology,EC003478-FBE5-4812-B414-868AC673033D,Q737498,,,,,,
Q63871731,Liturgy,7A024214-F5CB-425A-B167-4571CA6C7B0A,Q737498,,,,,,
Q63871802,The Review of Faith & International Affairs,E9E66F81-0778-4F51-963C-1F88FFC19382,Q737498,,,,,,
Q64596209,,,,,,,,,
Q68836075,Social Problems,524F3A33-FD71-47D6-84A6-2C4E008B4BF0,Q737498,,,,,,
Q6888731,Modern Language Quarterly,AFEEDEAB-D55A-412A-90D5-ED77721E4092,Q5633421,,,,,,
Q6888892,Modern Theology,2F708386-80F0-4BB9-9695-1FB6F3A92A57,Q737498,,,,,,
Q7186211,Philosophy East and West,CA7B97B9-9712-4175-B7FB-72E20A007032,Q737498,,,,,,
Q7256326,Psychoanalysis and History,F42D037E-EABE-4277-8651-A333EB4894A9,Q627517,,,,,,
Q7256326,Psychoanalysis and History,5a726ad6-411e-895e-5f8f-35c5012b0937,Q737498,,,,,,
Q7307444,Reformation,814AA05E-9443-40BF-9E36-9FCD0F08D07E,Q5633421,,,,,,
Q7307444,Reformation,d9405514-4ce5-fe71-093a-9a823eb2dc7b,Q737498,,,,,,
Q7311115,Religion,6DBA517C-50B9-4673-8495-4A083B8B1DE3,Q737498,,,,,,
Q7311312,Religious Studies Review,4A2184DC-ABB0-473D-BBCE-31469A8CFD01,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q7311312,Religious Studies Review,A554DB1B-FDE5-485E-BAFB-3DFC35243896,Q1002697,,,,,,
Q7311312,Religious Studies Review,ED88700E-7EAB-4315-9BC5-1A6D0A8E8BBB,Q73364223,2f0e584d4f76bc296d124f1f9ecd15126cc1ff8b,Q73539606,,,,
Q7437800,Scottish Journal of Theology,A9A1FAC9-1A68-41D0-877B-18C1BC42F690,Q737498,,,,,,
Q7500070,Shofar,AFDFA8F7-D054-4C04-B5E0-7E9C7EF0B2EE,Q5633421,,,,,,
Q7500070,Shofar,3ed42db5-43e0-bcf0-e9ca-7e5c8b2e2f7d,Q737498,,,,,,
Q7550658,Social Forces,824C83BA-E853-4F3C-A194-0FB5A6A38D40,Q5633421,,,,,,
Q7552806,Sociological Inquiry,56B7EA8D-1651-4F5E-B094-26331AB2A113,Q5633421,,,,,,
Q7552806,Sociological Inquiry,95BDBB6D-4CE4-4E07-B0FA-061C56A0CF55,Q73364223,b752a7af84ea21690d341237c4c6c9e1612c54b7,Q73539606,,,,
Q7552806,Sociological Inquiry,BE8C8BD1-52A5-4853-A710-C21677E21338,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q7578151,Spiritus,F9740E46-D512-451A-BBB6-A8DAD0B7EB5C,Q5633421,,,,,,
Q7578151,Spiritus,fcb0eb24-43e9-6403-2cb2-5ae3275eb10b,Q737498,,,,,,
Q7628032,Studia Patristica,C01D3A77-7145-4800-BE9F-59A1DFF49616,Q5633421,,,,,,
Q7628082,Studies in World Christianity,689B4A19-F3D7-4A7F-977F-9033AB9C7E33,Q737498,,,,,,
Q7718432,The Black Scholar,fc35b261-40f8-3c51-51b0-8dd454e37fb3,Q5633421,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q7718432,The Black Scholar,c51a1d83-4e53-230e-339e-c57723971f60,Q737498,,,,,,
Q7743575,The Journal of Ecclesiastical History,651C61C6-053B-4DB9-B0B5-7CD6395FD77A,Q627517,,,,,,
Q7743575,The Journal of Ecclesiastical History,d6f19721-4904-f203-0361-704abc207495,Q737498,,,,,,
Q7743622,The Journal of Religion,49CEBE44-564F-4FC1-B9FE-FC080ABA5D2D,Q737498,,,,,,
Q7758505,The Progressive Christian,2BBEA15B-04DC-4415-89B3-128BB2F54083,Q41298,,,,,,
Q7782238,Theology Digest,7F66AD74-9DCA-49E1-8A1E-D3C8919E9F6E,Q1002697,,,,,,
Q7782238,Theology Digest,AD94A538-CD6F-4260-80D8-96F0AADE659F,Q5633421,,,,,,
Q7782238,Theology Digest,bf08d7ad-48b2-6b31-3f51-ccd4f0d30fd9,Q737498,,,,,,
Q7899842,Urban Affairs Review,C13FA173-AE9C-4F6A-A1EC-E9E8D6FB37B1,Q5633421,,,,,,
Q7923855,Vetus Testamentum,FE7E91F7-0AA8-4905-B1DB-CDB9035D8897,Q5633421,,,,,,
Q7923855,Vetus Testamentum,40ff7bb5-4957-9397-90bc-edec802c2da6,Q737498,,,,,,
Q7989227,Westminster Theological Journal,84233062-36AE-48E7-9D89-EC93EA6EFE05,Q737498,,,,,,
Q8034888,WorkingUSA,FBEFB798-E1A4-4303-A8D7-B3E3E4B64CA8,Q1002697,,,,,,
Q8075881,Zygon,1ECF040F-D49A-4206-AC3B-DEAF44E76E76,Q737498,43ec912f07d5065c548c57b504a5d40cac8baf2b,Q73539606,,,,
Q8075881,Zygon,91645C5B-2728-4E8E-B1DD-204B6F3D9790,Q73364223,db4b18593ff065d408de6a2ed7d9cdc3fedc0856,Q73539606,,,,
Q8075881,Zygon,BCFF5533-57BF-4A6D-90F2-936DA8AE2C28,Q5633421,,,,,,
Q88977207,"Women, Gender, and Families of Color",735CC0AB-754A-49FE-8FF1-22799E2D58CE,Q737498,,,,,,
Q88977207,"Women, Gender, and Families of Color",2E16A3B4-91E5-4493-A549-208685861F91,Q5633421,,,,,,
Q91678397,Journal of theology,5cc36403-4360-14b0-3f4e-879b88125a8c,Q737498,,,,,,
