qid,label_en,main_subject_uuid,main_subject,main_subject_ref1_hash,main_subject_ref1_statedIn,main_subject_ref1_referenceUrl,main_subject_ref1_retrieved_nodeId,main_subject_ref1_retrieved_val,main_subject_ref1_retrieved_prec
Q5188217,CrossCurrents,23672127-4d3f-013e-8bf0-8226df296256,Q9174,,,,,,
Q5281463,DisciplesWorld,,,,,,,,
Q5382167,Ephemerides Theologicae Lovanienses,BA2C374A-D49E-4CED-9467-05792F073C1C,Q34178,,,,,,
Q5419149,Ex Auditu,C3549B7D-EB17-4B4B-A86C-D9A31EEC287F,Q34178,,,,,,
Q5421618,Expository Times,2A7B367E-6E02-462C-8265-6F606FB7B0DD,Q34187,,,,,,
Q5433232,Family Relations,4B1A7644-774D-4F3F-9364-C8C5A9F9AE1E,Q425694,,,,,,
Q5442855,Feminist Criminology,b3c9647f-45ef-d55a-dd48-ee88d62e46bb,Q161733,,,,,,
Q5442855,Feminist Criminology,64b543da-4488-5f3b-9528-6df03718b998,Q34074720,,,,,,
Q5442869,Feminist Theology,CB4E5C50-C4BB-42A4-8F97-21D7D668E1AB,Q34178,,,,,,
Q5448899,Film & History,6ce6f241-4b59-3adc-6c0f-5ad5af09321f,Q1660187,,,,,,
Q5551256,German Studies Review,5941FE7A-8AAB-45CB-84FD-A5DFF7601931,Q166153,,,,,,
Q5618698,Holocaust and Genocide Studies,6F45F385-5742-486B-A6AB-B5121FDC374A,Q309,,,,,,
Q5676604,Harvard Theological Review,F6A6C2E4-CAC7-4B44-AE68-F3996DE0A773,Q34187,,,,,,
Q57070350,,,,,,,,,
Q5715171,Henoch,C1402FD7-0E9A-4CEE-9E12-FF53535E1FA6,Q728428,,,,,,
Q57615071,Critical Research on Religion,646d127e-484d-06c2-da61-2fe7f15dffde,Q34187,,,,,,
Q589209,Bulletin of the American Schools of Oriental Research,9C39CCBC-5732-4F2E-9A03-A3CD68E7AEC2,Q34187,,,,,,
Q5957267,Hypatia (journal),BDF98186-BFFE-44F5-A267-B55227456625,Q1662673,,,,,,
Q6005495,The Historian,D604606F-D02D-4F11-9395-7C13D0F6694A,Q309,,,,,,
Q6071283,Irish Theological Quarterly,07E015CB-18B4-42EE-B2FB-22046456FA63,Q34178,,,,,,
Q6087079,Proceedings of the American Philosophical Society,38a00700-42a1-0ea8-ed61-15b7247cfc2c,Q5891,,,,,,
Q62259203,Journal of Africana Religions,183fe80c-4f26-45ac-92ac-8dc9c90efecf,Q37542,,,,,,
Q6294702,Journal for the Scientific Study of Religion,8addb362-4755-f7ff-f80f-173c5696f782,Q9174,,,,,,
Q6294702,Journal for the Scientific Study of Religion,6b8ec0fe-472b-a868-e639-985caa200e0f,Q5891,,,,,,
Q6294705,Journal for the Study of the Historical Jesus,58197D18-6553-4C66-B797-7FE4DC6233F9,Q18813,,,,,,
Q6294706,Journal for the Study of the New Testament,D6A3AD19-D5DE-422C-A35F-CC40E8251BBD,Q18813,,,,,,
Q6294708,Journal for the Study of the Old Testament,6516D891-7BFF-4B08-84C1-B6AF5A29DCA9,Q794605,,,,,,
Q6294865,Journal of Black Studies,a8a58848-4387-1db0-8423-ed1cfe34af4e,Q383968,,,,,,
Q6294876,Journal of British Studies,1EFD099E-3877-4FAE-B28E-1863E1D9247C,Q1379246,,,,,,
Q6294950,Journal of Church and State,3A7A5C40-4C17-417D-B384-2994CC94C468,Q36442,,,,,,
Q6295462,Journal of Lutheran Ethics,f332fb30-467e-99ba-38aa-a829e3f794eb,Q2665156,,,,,,
Q6295462,Journal of Lutheran Ethics,3b2f223c-4de9-d6d3-f48c-1acb34c555c4,Q75809,,,,,,
Q6295487,Journal of Marriage and Family,6C71247F-5474-4D20-8CB8-315BE7A7F698,Q2290557,,,,,,
Q6295630,Journal of Near Eastern Studies,2791f792-463a-42ef-c0e9-2c88a44b89b1,Q23019185,,,,,,
Q6295844,Journal of Religion & Health,008BE8BF-6186-4BE2-A4F9-3057E2E2243D,Q9418,,,,,,
Q6295853,Journal of Religious History,757186D2-6C50-402A-932E-D3F597C5F6D1,Q34187,,,,,,
Q6296105,Journal of the American Oriental Society,398634D5-F1E0-46F5-BFCB-03464A3E3A46,Q476294,,,,,,
Q635631,Archiv für Orientforschung,,,,,,,,
Q63871713,Journal of Pastoral Theology,,,,,,,,
Q63871731,Liturgy,3e0e3b5a-4b9e-0fdf-b3fc-e9bcee033754,Q172331,,,,,,
Q63871802,The Review of Faith & International Affairs,,,,,,,,
Q64596209,,,,,,,,,
Q68836075,Social Problems,,,,,,,,
Q6888731,Modern Language Quarterly,8beae587-49e1-7166-f134-d30b274466fd,Q4536530,,,,,,
Q6888892,Modern Theology,E9F685A0-5757-431E-9ED6-94F5DDFD3080,Q34178,,,,,,
Q7186211,Philosophy East and West,34A09B0C-FC87-4B68-9031-45139520437A,Q5891,,,,,,
Q7256326,Psychoanalysis and History,61ccc2d7-4849-34ae-ac70-ddc5bb72d0ce,Q41630,,,,,,
Q7307444,Reformation,2C81AF77-7EF0-472B-9142-C5A9CC401FEF,Q12562,,,,,,
Q7311115,Religion,5CA2469C-9576-40A3-A79E-2499A1EDE32B,Q34187,,,,,,
Q7311312,Religious Studies Review,6A4CB073-43D4-4465-807D-35808BD8A9D9,Q34187,,,,,,
Q7437800,Scottish Journal of Theology,5294D6A5-5D34-4128-9840-465163929744,Q34178,,,,,,
Q7500070,Shofar,4ED5BBAE-4905-471A-A5CE-C527E51CFD55,Q42002,,,,,,
Q7550658,Social Forces,DD200915-517C-465A-B881-FBE4FDB498F2,Q34749,,,,,,
Q7552806,Sociological Inquiry,5F72141C-F82D-4C24-A6DE-D9813F49DC3F,Q21201,,,,,,
Q7578151,Spiritus,5FBC2D4C-2FDF-47CF-B262-6FACF67C5F33,Q34187,,,,,,
Q7628032,Studia Patristica,36901D53-7336-45B0-83F7-12B280F1B4E9,Q9174,,,,,,
Q7628082,Studies in World Christianity,DD7E9A36-F200-4CDD-ADAE-EC50FA157978,Q34187,,,,,,
Q7628082,Studies in World Christianity,ef71e799-4545-3791-fd61-c9b7b903f3cf,Q5043,,,,,,
Q7718432,The Black Scholar,f055d7f5-4186-529a-b309-a4e11a9e695f,Q49085,,,,,,
Q7718432,The Black Scholar,7d543f5a-4ef4-0745-5a11-de2fcb880650,Q59061401,,,,,,
Q7743575,The Journal of Ecclesiastical History,E7E9AF98-A6AF-4C11-9723-8EC1055529D8,Q1800439,,,,,,
Q7743622,The Journal of Religion,7A9D8EF0-4B1E-4E16-9992-D834D2F44529,Q34187,,,,,,
Q7758505,The Progressive Christian,,,,,,,,
Q7782238,Theology Digest,,,,,,,,
Q7899842,Urban Affairs Review,EE784B3E-F61E-4580-AB76-11BC5123DECD,Q23578769,,,,,,
Q7923855,Vetus Testamentum,CB0FB54E-85FB-4932-807B-48133CA85785,Q19786,,,,,,
Q7989227,Westminster Theological Journal,B0B26539-58F9-4423-A54B-8AEEC6EA6B0C,Q34178,,,,,,
Q7989227,Westminster Theological Journal,bb58fd15-4ade-330b-b7e7-61d0820430ce,Q794605,,,,,,
Q8034888,WorkingUSA,94E8941B-2AA5-43BB-AC68-9ABE03246663,Q47555,,,,,,
Q8075881,Zygon,86A19053-D898-4DCB-A125-141F7247963A,Q34187,,,,,,
Q88977207,"Women, Gender, and Families of Color",903b3868-4979-5af0-7410-c40d4038a8cf,Q1662673,,,,,,
Q91678397,Journal of theology,0c32a246-4cb0-0ae3-3696-156eb00ce317,Q34178,,,,,,
Q93433869,Reflective Practice: Formation and Supervision in Ministry,361fc3e8-4a52-cf94-cd11-4cfd7c97f2aa,Q208762,,,,,,
Q93433869,Reflective Practice: Formation and Supervision in Ministry,78377a9d-4efc-1d22-b7e3-e1fac598ab30,Q2920921,,,,,,
Q96320826,Hugoye : journal of Syriac studies,08ac2002-463c-6e87-9537-567093781d63,Q7663197,,,,,,
Q96320924,"Race, Gender & Class: an interdisciplinary journal",95a1b8fb-42ec-ceed-3b96-45b5b4993924,Q1662673,,,,,,
Q96320924,"Race, Gender & Class: an interdisciplinary journal",5c01ae20-4c58-2f20-9f79-066b0996c0ef,Q21201,,,,,,
Q96329202,Journal of Religion and Abuse,938c97e9-4abc-0d31-f7b7-568ed96cfc41,Q600571,,,,,,
Q96329202,Journal of Religion and Abuse,48741092-4c4a-364a-f02e-348854429966,Q34187,,,,,,
Q96658010,Reformed Worship,5e675319-44cf-dc48-4eef-aabaf53bbe3f,Q34178,,,,,,
Q96658010,Reformed Worship,67efdebf-4d29-4080-5b27-95a2b624584b,Q172331,,,,,,
Q96658010,Reformed Worship,28f470a9-4220-0bdc-751b-b10fe19e99c7,Q533493,,,,,,
Q96699253,Caminhando,,,,,,,,
Q96701134,Class Race Corporate Power,,,,,,,,
Q96703173,Conversations in Religion and Theology,,,,,,,,
Q96710822,International Journal of Applied Sociology,5e763fc9-4d5b-ccef-390f-c84691b04742,Q21201,,,,,,
Q96720788,Kalfou,f7e44ff7-462f-7960-43c0-bb5973a4b3b6,Q49773,,,,,,
Q96720788,Kalfou,d4df6b4d-4ea3-1709-a78a-f45897177191,Q853725,,,,,,
Q96721542,Kirche und Israel,57f1f4fb-4c83-4f4f-3408-5d4ba44323ba,Q96737959,,,,,,
Q96721542,Kirche und Israel,6b76635b-4a43-2418-9712-348d06cba19b,Q42002,,,,,,
Q96722512,Korean Journal of Christian Counseling,8002746d-41cf-fbfd-24af-e4e76e4a4697,Q80083,,,,,,
Q96722512,Korean Journal of Christian Counseling,cc179857-4e81-e29f-22a0-bf39edfb96b6,Q5043,,,,,,
Q96727151,Mandrágora,,,,,,,,
Q96729370,Melilah Manchester Journal of Jewish Studies (1759-1953),f52560a1-4fc5-f4f0-e0dc-861296e49069,Q42002,,,,,,
Q96747411,Faith and Freedom,,,,,,,,
Q96747975,Evangelical Missions Quarterly,e7c42e05-4f88-0176-2951-bb9bd66f3eb5,Q910375,,,,,,
Q96747975,Evangelical Missions Quarterly,8f0e3677-4dbf-4409-0810-c56259d2fcc2,Q194253,,,,,,
Q96748292,Word & Witness,b677c3dc-4265-5a0f-75f2-9243124939c4,Q42195482,,,,,,
Q96748292,Word & Witness,7d0edeb1-4e29-7d51-5f73-4e1927073be3,Q172331,,,,,,
Q96748674,Family and Community Ministries: Empowering through Faith,8560d9b7-4803-268f-def3-1c3ed26e035c,Q93191,,,,,,
Q96748674,Family and Community Ministries: Empowering through Faith,9228b099-400a-d379-b885-59df09929ee0,Q62486472,,,,,,
Q96748958,Insights,76b17573-4af8-6320-04bf-2b080c410878,Q34178,,,,,,
Q96757401,Journal of Family Ministry,,,,,,,,
Q96758104,The African American Pulpit,72df64e5-4a80-59bb-e5be-1078bb18ae3e,Q42195482,,,,,,
Q96758104,The African American Pulpit,c7048cda-45d0-e99b-16ac-5aadf6e89c29,Q96219173,,,,,,
Q96758104,The African American Pulpit,5ea3aadb-46b5-b42d-eca5-fb903148b7de,Q49085,,,,,,
Q96758245,Biblical Preaching Journal,958c6686-4bd0-7b5c-4950-d525448402e8,Q857037,,,,,,
Q96758245,Biblical Preaching Journal,9a56818a-46d7-653c-b877-e355ac197416,Q794605,,,,,,
Q96758266,Consensus: a Canadian Lutheran journal of theology,51173648-47ef-b47c-0366-3849b6f16c01,Q34178,,,,,,
Q96758266,Consensus: a Canadian Lutheran journal of theology,0857cb38-49e0-8fd1-e5e7-5c3df8e895a1,Q51698274,,,,,,
Q96758670,philoSOPHIA,5793875f-4973-73a6-79cb-866eea756ea6,Q5891,,,,,,
Q96758670,philoSOPHIA,57a55fae-4f34-7225-cfcd-4f19a3b3854c,Q7252,,,,,,
Q96775368,The North Star,8e5aa70a-4a2a-65d6-c646-e464cc3d35c5,Q34187,,,,,,
Q96775368,The North Star,f80658fb-4eab-0fee-97b8-3e0cc2db255e,Q49085,,,,,,
Q96912729,Hebrew annual review: a journal of studies of Hebrew language and literature,2dd10e2a-4b6f-2219-c867-b2103f4cd92c,Q739465,,,,,,
Q96913548,The Asbury Journal,,,,,,,,
Q96915055,Society of Biblical Literature Seminar Papers,4218e1fd-4d19-ff12-4ee9-c0948982511d,Q794605,,,,,,
Q96915055,Society of Biblical Literature Seminar Papers,29d19c57-4233-2733-a648-f8320d50524b,Q55017318,,,,,,
Q96915452,International journal of frontier missiology,,,,,,,,
Q97013797,Kentucky Journal of Anthropology and Sociology,4f1645be-4143-3194-b89e-88a9c0ea56f6,Q21201,,,,,,
Q97013797,Kentucky Journal of Anthropology and Sociology,8cb82443-4111-ec18-71cf-33f54390fb0a,Q23404,,,,,,
Q97013797,Kentucky Journal of Anthropology and Sociology,f2451515-49f9-6a75-0ec8-3d7f654987e9,Q849359,,,,,,
Q97038484,Cityscape: A Journal of Policy Development and Research,3398033c-4d09-6aa0-1437-3103efea2a7b,Q1247867,,,,,,
Q97038484,Cityscape: A Journal of Policy Development and Research,d0f841a7-4288-e048-5cdf-909e79553c46,Q718998,,,,,,
Q97069556,Journal of Interreligious Studies,,,,,,,,
Q97102835,The Hymn: a journal of congregational song,94a41c4e-44c6-2039-f894-80077f3d0969,Q8812109,,,,,,
Q97102835,The Hymn: a journal of congregational song,2545ffd2-42b3-56e4-1027-57452c27af67,Q856713,,,,,,
Q97102835,The Hymn: a journal of congregational song,cd899b76-42d9-d14b-8f54-d1ea5e296f03,Q1539016,,,,,,
Q97320699,Contemporary Journal of Anthropology and Sociology,89d9d960-4d71-b192-cd7a-9b23f5651149,Q23404,,,,,,
Q97320699,Contemporary Journal of Anthropology and Sociology,a9b8deb7-4843-1902-e8fc-daf022a2a996,Q21201,,,,,,
Q97321411,Doxology: A Journal of Worship,880d7cc5-4441-adc7-294c-2115eb1dc2c9,Q2514663,,,,,,
Q97323392,Gathering Magazine,9631c6c2-4442-bbf7-e229-623cec2aa8d0,Q172331,,,,,,
Q97323978,The Council of Societies for the Study of Religion Bulletin,,,,,,,,
Q97326077,Theological Educator,5405217e-4091-7496-2894-0e1d67ac0cbc,Q8434,,,,,,
Q97326077,Theological Educator,887ff3e8-4d6d-ed72-58bb-ae130bab2819,Q34178,,,,,,
Q97361256,Bulletin of the Institute for Reformed Theology,5bda6d7c-4fc1-f48c-078f-fe776c157327,Q34178,,,,,,
Q97362481,The Spire,,,,,,,,
Q97388791,Lutheran Women Today,b14b1952-4b34-c369-cbf6-86e3a7cf94d4,Q20588752,,,,,,
Q97389745,Making Christ Known,,,,,,,,
Q97393882,Sightings,6badaba5-4362-7cf9-d1c0-abd57a81a83e,Q34187,,,,,,
Q97395520,"Journal of Race, Ethnicity, and Religion",3df05b3f-4a0e-5d27-a958-8380cd5c5ed0,Q34187,,,,,,
Q97395520,"Journal of Race, Ethnicity, and Religion",8a26c8f4-471c-e408-4d41-381398dfc10f,Q59061401,,,,,,
Q97397804,Journal of Unitarian Universalist History,4bda7007-4a0f-4989-d339-25484da3f373,Q1800439,,,,,,
Q97397804,Journal of Unitarian Universalist History,c56dddc6-4c65-4b0c-b7c3-1e49bc83d9fa,Q6843150,,,,,,
Q97446840,Acme: annali della Facolta di Lettere e Filosofia dell'Universita degli Studi di Milano,,,,,,,,
Q97450170,Lectionary Homiletics,e29bb875-488c-f03d-8526-afa652d7216c,Q16171154,,,,,,
Q97450170,Lectionary Homiletics,99ce6dc4-4e10-ddb4-d6b6-0e1c13a076af,Q1038158,,,,,,
Q97579679,Black Renaissance,a9dff5cd-440c-e1b1-17a5-1b391cdb97c9,Q383968,,,,,,
Q97580025,Religious Studies News,,,,,,,,
Q97581053,The African American Lectionary,,,,,,,,
Q97581124,Spotlight on Teaching,,,,,,,,
Q97584442,Clio's Psyche,695a4415-4cad-7d3e-bab4-79dddc52fd3c,Q5891,,,,,,
Q97584442,Clio's Psyche,8bda3480-4740-9e57-d50c-545a3dcec697,Q9418,,,,,,
Q97584635,Faultline,56732b9b-4aa3-3465-92a1-99a752c84f88,Q166153,,,,,,
Q97600243,Papers of the Nineteenth Century Theology Group : AAR 1986 annual meeting,f53d8ed9-43d8-884c-f8d7-f50f44ea5af1,Q34178,,,,,,
Q97622700,Critical Review of Books in Religion,,,,,,,,
Q97725240,Annals of Scholarship,6ab5acda-412d-cc35-984a-0f7adc1e72a0,Q849359,,,,,,
Q97725240,Annals of Scholarship,ed071fa9-49d0-f7d3-1f11-8268931035ac,Q34749,,,,,,
Q97725240,Annals of Scholarship,a56eb2a8-4863-73c0-626f-88f188b4c137,Q80083,,,,,,
Q97725638,Religion and Culture Web Forum,4e746b40-4a6a-220a-e119-73bc9998b957,Q64899361,,,,,,
Q97725638,Religion and Culture Web Forum,199a29e9-43d3-c0d0-cad9-d1941155b374,Q34187,,,,,,
Q97726143,Allgemeine Juedische Wochenzeitung,,,,,,,,
Q97729090,Reformed Review,,,,,,,,
Q97729464,Sacred Spaces,,,,,,,,
Q97772375,National Baptist Union-Review,,,,,,,,
Q97773782,Journal of Intergroup Relations,d636ca3c-4ce2-ffa8-4c4a-17322068ad55,Q9418,,,,,,
Q97773782,Journal of Intergroup Relations,30f98d35-46c5-c5b8-f80c-f475b55dca93,Q8458,,,,,,
Q97784372,national Baptist Voice,,,,,,,,
Q97790964,The Gospel and Our Culture Network,,,,,,,,
Q97843689,Journal for Preachers,01895d4e-45b3-600b-e0f3-96f20ea8f679,Q1038158,,,,,,
Q97843689,Journal for Preachers,fb59618e-4a7b-e630-b253-ff135a80684e,Q96219173,,,,,,
Q98073452,Biblical Review,,,,,,,,
Q98074103,Trinity Seminary Review,,,,,,,,
Q98074203,Gesher,5071a769-4d26-9c31-d3de-868cd88bacbd,Q42002,,,,,,
Q98075361,Biblical Recorder,,,,,,,,
Q98094387,Religion in the News,e76a3072-4582-a4fe-b498-04a074ba2d1e,Q11030,,,,,,
Q98094387,Religion in the News,278e91d1-4d40-c881-587e-7ebafdd597fa,Q9174,,,,,,
Q98097528,Quarterly Review: a scholarly journal for reflection on ministry,,,,,,,,
Q98109467,Echoing the Word,,,,,,,,
Q98221934,Christian Feminism Today,,,,,,,,
Q98222919,Dialogue Australasia,,,,,,,,
Q98226287,National Havurah Committee,,,,,,,,
Q98227015,IOUDAIOS Review,,,,,,,,
Q98232287,Student Organization of Yeshiva,,,,,,,,
Q98311737,Circuit Rider,b8d956be-4176-115e-3a55-ccc17ba6a8de,Q42187463,,,,,,
Q98313448,"Colloquium, Music, Worship, Arts",,,,,,,,
Q98380090,Presbyterians Today,,,,,,,,
Q98380242,Congregations,6d72593f-4fed-b066-6d62-dd10066fc1aa,Q1729207,,,,,,
Q98380311,Reformed Liturgy & Music,40877d20-4600-15bc-97e2-bb71d578409d,Q1539016,,,,,,
Q98461378,Consider This…A Newsletter for Pastors,,,,,,,,
Q98496683,Prism: a theological forum for the United Church of Christ,710034d5-43dc-94e0-04f3-7e3244e515e5,Q96737959,,,,,,
Q98497359,Journal of Religious Thought,b995d93f-4051-b4de-a85a-e89a56a85ca1,Q34187,,,,,,
Q98526055,Living Pulpit,5bbe1292-44a6-7879-a86c-1fccd1bf5068,Q857037,,,,,,
Q98526055,Living Pulpit,4d10fa43-4381-3c72-48e2-4901fd488ddf,Q1038158,,,,,,
Q98526165,Lutheran World,,,,,,,,
Q98526338,Una Sancta : Zeitschrift für ökumenische Begegnung,10cffe86-4b0d-9d5a-7ce5-c9bfd6c59042,Q1304214,,,,,,
Q98606254,Disciples Divinity House Bulletin,,,,,,,,
Q98608133,Journal of Pastoral Care,80b93ab5-4188-bc71-8827-1a3b5c88d865,Q1081988,,,,,,
Q98608602,Chicago Theological Seminary Register,,,,,,,,
Q98608890,Journal of Supervision and Training in Ministry,44590061-42e1-e24a-bc99-a70196360e0e,Q208762,,,,,,
Q98608890,Journal of Supervision and Training in Ministry,c28b29b6-4782-991b-965b-d33ce3ab2373,Q2920921,,,,,,
Q98637260,Women's VU,c7004276-4739-0d26-096c-4c800db45cb7,Q35069,,,,,,
Q98637310,Lexington Theological Quarterly,691b643f-4789-3e9d-c442-e0b94c7d950c,Q96737959,,,,,,
Q98637434,Journal of Childhood and Religion,c1c1cf78-4eec-9562-8d1e-bf9389a963d0,Q794605,,,,,,
Q98637434,Journal of Childhood and Religion,9a976d7e-4259-f1f0-b07a-999d83138d63,Q1741945,,,,,,
Q98640359,Bearings,,,,,,,,
Q98653905,The Cresset,6d1cf624-491b-78ca-0225-122def415e7b,Q75809,,,,,,
Q98653905,The Cresset,c63ffaa9-4c81-2cac-2e7d-2a4b8073f711,Q37912282,,,,,,
Q98688147,Lifelong Faith,bbba7e60-43d6-227f-0c9e-c47b5047373e,Q1395264,,,,,,
Q98821386,Net Results,c020bd41-4b6f-12bb-e396-fdd8daf820b2,Q484275,,,,,,
Q98821386,Net Results,f20fa5ce-481e-9985-781d-5bf85e3f8d84,Q2056335,,,,,,
Q98821824,Your Church,204773ba-4869-a2a1-2204-cc817678facb,Q1729207,,,,,,
Q98821922,The Disciple,8702cd10-4f3c-8d98-0a5e-011a0243be59,Q1729207,,,,,,
Q98821988,The Five Stones,a65b5c29-4944-1c87-4c7e-2901b0cdbf73,Q1729207,,,,,,
Q98822345,Journal of Religious Leadership,d2476ed2-413c-f998-abe1-2cae5ddce455,Q1729207,,,,,,
Q98822345,Journal of Religious Leadership,50648321-4185-2d4e-f2cd-d05efeeeafe8,Q484275,,,,,,
Q98833935,C21 Resources,,,,,,,,
Q98833987,Liturgical Ministry,197000fd-4f66-a4b8-c0ae-3aa7ef5af9a0,Q9592,,,,,,
Q98833987,Liturgical Ministry,59e4230b-4f3b-37ba-4b0b-b9e910d7ee88,Q172331,,,,,,
Q98834513,American Theological Inquiry,f3f88c00-47bc-bb06-a8e9-44b1003aeadb,Q5043,,,,,,
Q98834513,American Theological Inquiry,1fb48bd1-4ae5-f292-3808-ac0a07fb1f5a,Q156112,,,,,,
Q98835708,The Alaskan Shepherd,,,,,,,,
Q98844814,Studia Aloisiana,603ae543-42c2-cdf8-bf43-bab9a1ebd945,Q34178,,,,,,
Q98844814,Studia Aloisiana,a757cc8a-4f32-2610-805d-b66760e80654,Q172331,,,,,,
Q98846459,Spotlight on Theological Education,,,,,,,,
Q98850260,Proceedings of the Catholic Theological Society of America,5dde18b6-4243-363f-7e19-66a0517c5555,Q96737959,,,,,,
Q99034646,The Conversation,,,,,,,,
Q99056396,SJU Magazine,6ff1caaa-477c-154d-88b8-3a42daee7be0,Q1412471,,,,,,
Q99436853,Wort und Weg,,,,,,,,
Q99437117,Unterwegs (Stuttgart): Zeitschrift der Evangelisch-methodistischen Kirche,,,,,,,,
Q99529105,Evangelische Kommentare,,,,,,,,
Q99529437,Perkins Perspective,,,,,,,,
Q99542272,Theologie für die Praxis,d519cfb0-424f-7475-6e91-a3f776b2d94d,Q34178,,,,,,
Q99544102,Ecothology,,,,,,,,
Q99578960,Zion's Herald,,,,,,,,
Q99579301,Apuntes,,,,,,,,
Q99583037,The Clergy Journal,,,,,,,,
Q99735501,"The Ecumenist: A Journal of Theology, Culture, and Society",7cd59327-43cb-17b8-9724-af440cdaf3d1,Q96737959,,,,,,
Q99735829,Syndicate,,,,,,,,
Q99736473,INSiGHT,,,,,,,,
Q99736600,Interreligious Studies and Intercultural Theology,28fb0c08-4084-7485-b269-221e38880197,Q34187,,,,,,
Q99736600,Interreligious Studies and Intercultural Theology,3e490d3f-4c16-6c24-4a2f-b6a79a9a5543,Q96737959,,,,,,
Q99737338,Religion and Society,05f85acc-480a-c2c0-1ae5-b90f26caa8a6,Q264892,,,,,,
Q99737535,Response: the magazine of women in mission,,,,,,,,
Q99760349,Practical Matters,,,,,,,,
