qid,label_en,depicts_uuid,depicts,depicts_ref1_hash,depicts_ref1_statedIn,depicts_ref1_referenceUrl,depicts_ref1_retrieved_nodeId,depicts_ref1_retrieved_val,depicts_ref1_retrieved_prec
Q103305729,Netsuke (Toggle) in the Form of a Rooster and a Chick,,,,,,,,
Q103305737,Netsuke (Toggle) in the Form of a Seated Man Holding a Female Mask,,,,,,,,
Q103305744,Netsuke (Toggle) in the Form of a Standing Male Figure,,,,,,,,
Q103305750,"Netsuke (Toggle) in the Form of a Standing Man, Holding a Female Mask, with a Rotating Face",,,,,,,,
Q103305758,Netsuke (Toggle) in the Form of a Vase with a Design of a Peony and Bamboo Leaves,,,,,,,,
Q103305763,Netsuke (Toggle) in the Form of an Egg with a Chicken Inside,,,,,,,,
Q103305767,Netsuke depicting a man holding a book,,,,,,,,
Q103305772,Netsuke depicting a squatting man with a sleeve over his head,,,,,,,,
Q103305790,Netsuke depicting a standing man,,,,,,,,
Q103305797,Neville Chamberlain,,,,,,,,
Q103305804,New Adam,,,,,,,,
Q103305809,New Year's Card,,,,,,,,
Q103305819,New York,,,,,,,,
Q103305825,New York Central Lines,,,,,,,,
Q103305832,Niagara,,,,,,,,
Q103305837,"Nie Ja, Samuel Beckett",,,,,,,,
Q103305849,Night,,,,,,,,
Q103305861,"Night, from The Four Times of Day",,,,,,,,
Q103305869,Nijushi-Ko Zue (Pictorial Accounts of the Four Examples of Filial Piety),,,,,,,,
Q103305879,"Ninso Mizukagami Shu (On Physiognomy), Volumes 1,2 and 3",,,,,,,,
Q103305886,Ninth Hour,,,,,,,,
Q103305897,"Nkishi, carved magical power figure with nail fetish",,,,,,,,
Q103305902,"Nkishi, magical figure with horn",,,,,,,,
Q103305912,"Nkisi, carved magical figure",,,,,,,,
Q103305917,No Alpinche Fraude,,,,,,,,
Q103305929,Noah's Ark,,,,,,,,
Q103305936,Noema,,,,,,,,
Q103305946,Noon,,,,,,,,
Q103305951,North African Scene,,,,,,,,
Q103305958,Northumberland - Illustrated holiday booklet,,,,,,,,
Q103305966,Norwich on the London & North Eastern Railway of England and Scotland - The Cathedral Route,,,,,,,,
Q103305974,Not Manet's Type,,,,,,,,
Q103305982,"Noto Province: Waterfall Bay (Noto, Taki no ura)",,,,,,,,
Q103305985,Now For Some Music,,,,,,,,
Q103305994,"Nu, Buste I",,,,,,,,
Q103306004,Nude Back,,,,,,,,
Q103306011,Nude Climbing the Staircase (Homage to Marcel Duchamp),,,,,,,,
Q103306021,"Nude on a Beach, Camargue",,,,,,,,
Q103306029,Number 38,,,,,,,,
Q103306038,Nutrition Works: Critical Nutrition Practices for PLHIV,,,,,,,,
Q103306045,O.J. Simpson,,,,,,,,
Q103306053,Obelisk,,,,,,,,
Q103306060,Obese Man on Cart,,,,,,,,
Q103306073,"Ocean Without a Shore, from ""America: Now + Here"" a portfolio",,,,,,,,
Q103306088,Ocular Proofs,,,,,,,,
Q103306096,Oliver St. John Gogarty,,,,,,,,
Q103306102,One of seven plates from the National Collection of Fine Arts Portfolio,,,,,,,,
Q103306108,Op 93,,,,,,,,
Q103306115,Open Fantasy,,,,,,,,
Q103306119,Opus 123,,,,,,,,
Q103306124,Opus 37,,,,,,,,
Q103306128,Opus 6,,,,,,,,
Q103306135,Opus 95,,,,,,,,
Q103306146,"Orange Store Front (Project for Ed. Poligrafa) h. 113"" Ediciones Polígrafa, S.A. 15 Years of Graphic Work",,,,,,,,
Q103306155,"Orchid, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103306165,"Ordem e Progresso, Rio de Janeiro, Brazil",,,,,,,,
Q103306172,Ornament designs,,,,,,,,
Q103306178,"Our Good Earth-Keep It Ours, Buy War Bonds",,,,,,,,
Q103306185,Over the Brigadoon to Market,,,,,,,,
Q103306190,"Over The Top For You; Buy Gov't Bonds, Third Liberty Loan",,,,,,,,
Q103306196,Owl,,,,,,,,
Q103306205,"P/C, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103306211,"Pablo Picasso, Cannes",,,,,,,,
Q103306218,Page from a Latin Bible with Miniature of King David and Psalm 36:37-40 through Psalm 39:1-7,,,,,,,,
Q103306223,Page from The Manga,,,,,,,,
Q103306231,Painted vase,,,,,,,,
Q103306236,Pair of female golden pheasants,,,,,,,,
Q103306250,Pair of jars for tea or ginger with a design of swallows and acanthus and other blooms (Kutani ware),,,,,,,,
Q103306260,Pair of male golden pheasants,,,,,,,,
Q103306268,Pair of Signature Seals with Five Columns of Inscription,,,,,,,,
Q103306274,"Pair of Signature Seals, Each With a Lion Dog With a Sphere Beneath One Paw",,,,,,,,
Q103306279,"Pair of tiles with a design of peonies, plum blossoms, and asters (Kinkozan ware)",,,,,,,,
Q103306285,Paisley textile in reds and browns,,,,,,,,
Q103306293,Palace Garden Scene,,,,,,,,
Q103306299,Pale green bottle,,,,,,,,
Q103306305,Pale grey-green celadon ware bowl with incised decoration,,,,,,,,
Q103306316,Palm Wine Cup with incised design of Royal Insignia,,,,,,,,
Q103306322,Panama Hat,,,,,,,,
Q103306330,Papier Decoupé (reproduction),,,,,,,,
Q103306336,"Park Avenue, NYC",,,,,,,,
Q103306344,Parlor Scene,,,,,,,,
Q103306352,Part of a Kogai (Dagger Handle) with a Design of Two Kirin (Mythical Beasts),,,,,,,,
Q103306358,Parvati on Nandi,,,,,,,,
Q103306369,Pastoral Couple,,,,,,,,
Q103306374,Pastorale,,,,,,,,
Q103306382,Patene du chalice du Suger,,,,,,,,
Q103306391,"Pauvre Mere (Poor Mother), From Le Monde Dramatique (The Dramatic World)",,,,,,,,
Q103306399,Pax (baiser de paix) depicting the Crucifixion with the Virgin and Saint John the Evangelist,,,,,,,,
Q103306404,"Pax, depicting the Crucifixion with the Virgin raising her hands, Saint John the Evangelist, and two angels",,,,,,,,
Q103306414,Paysage Nocturne,,,,,,,,
Q103306420,Paysanne de Cayeaux,,,,,,,,
Q103306426,Peacock,,,,,,,,
Q103306432,Peacocks,,,,,,,,
Q103306439,Peasant Leaning on His Doorway,,,,,,,,
Q103306443,Peasant Woman,,,,,,,,
Q103306449,Peasant Woman of Boulogne,,,,,,,,
Q103306456,Peasant Woman with a Goose,,,,,,,,
Q103306462,Peasants Drinking Under an Arbor,,,,,,,,
Q103306465,"Pencils, 5 Cents",,,,,,,,
Q103306474,Perfect Future,,,,,,,,
Q103306479,Pete Rose,,,,,,,,
Q103306485,Phallic bead with skull,,,,,,,,
Q103306495,Phemie,,,,,,,,
Q103306503,"Philip IV of Spain, (after Velázquez)",,,,,,,,
Q103306509,Piano,,,,,,,,
Q103306514,"Pierced cylinder case, marriage scroll holder. Carving after painting of Li Pu descending the mountain hermitage, after the death of his companion.",,,,,,,,
Q103306524,Pieta,,,,,,,,
Q103306530,Pilgrim's flask,,,,,,,,
Q103306536,"Pillow for a child with ch'i-lin (mythical guardian animal) playing with ball, phoenixes and double coin design",,,,,,,,
Q103306543,Pincer,,,,,,,,
Q103306549,Pioneer Woman and Boy,,,,,,,,
Q103306555,Pipe bowl in the shape of a seated human,,,,,,,,
Q103306569,Pipe decorated with a leopard's face,,,,,,,,
Q103306576,Pipe Smoker,,,,,,,,
Q103306583,"PL-1-87, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103306587,"Planeta Esport / Antic Mercat del born Barcelona, 1989, Olimpiada Cultural 13 maig - 23 juliol 1989",,,,,,,,
Q103306591,Plaque with two lovers in relief,,,,,,,,
Q103306600,Plate 1 from Au Bal Masqué (4th suite) Ohé!-Fanny deguisée en femme honnete-,,,,,,,,
Q103306611,Plate 18 from Au Bal Masqué (5th suite) Comment! on t'a donc t'a laisse sortir,,,,,,,,
Q103306617,Plate 19 from Au Bal Masqué (5th suite) —Si tu veux-charmant petit cuisinier-,,,,,,,,
Q103306623,Plate 20 from Au Bal Masqué (5th suite) On vient encore de me payer un baton de sucre de pomme!,,,,,,,,
Q103306631,"Plate 21 from Au Bal Masqué (5th suite) En v'la une idée de prendre un costume pareil, et qui ne se porte plus!",,,,,,,,
Q103306643,"Plate 22 from Au Bal Masqué (5th suite) Ah! bien, tu es bonne, toi, d'apporter tes rafraichissements-",,,,,,,,
Q103306652,"Plate 23 from Au Bal Masqué (5th suite) Pamela, tu viens encore de parler a mon Alfred-",,,,,,,,
Q103306660,Plate 24 from Au Bal Masqué (5th suite) —Partons-nous  LE PIERROT (a moitie endormi),,,,,,,,
Q103306666,"Plate 25 from Au Bal Masqué (5th suite) —Je peux bien faire joujou avec lui,",,,,,,,,
Q103306679,"Plate 26 from Au Bal Masqué  ""Théophile, attends moi là-""",,,,,,,,
Q103306687,Plate 28 from Au Bal Masqué (5th suite) —Avec qui es-tu dans cette loge,,,,,,,,
Q103306694,"Plate 3 from Au Bal Masqué (4th suite) —Allons, bon!-Caroline s'est endormie sur la table,-",,,,,,,,
Q103306699,Plate 4 from Au Bal Masqué (4th suite) C'est la seconde fois depuis huit jours que je voi Georgina avec un Anglais!,,,,,,,,
Q103306705,"Plate 5 from Au Bal Masqué (4th suite) Fanny, serre-moi davantage",,,,,,,,
Q103306709,Plate 7 from Au Bal Masqué (5th suite) Combien me vendrez-vous ce costume,,,,,,,,
Q103306715,Plate 9 from Au Bal Masqué (5th suite) La premiere fois que je te verrai,,,,,,,,
Q103306720,Play the Game,,,,,,,,
Q103306723,Plum Blossoms,,,,,,,,
Q103306730,Plume a la Mer,,,,,,,,
Q103306736,Poet,,,,,,,,
Q103306749,"Point-to-Point, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103306759,Pope Clement XIV,,,,,,,,
Q103306763,Poppies in Oriental Bowl,,,,,,,,
Q103306773,Poppy Bouquet from Intimacy,,,,,,,,
Q103306781,Poppy from Intimacy,,,,,,,,
Q103306791,"Poppy, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103306803,Porcelain candle stick,,,,,,,,
Q103306809,"Portals, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103306815,Porte à Venise,,,,,,,,
Q103306822,"Porte Narbonnaise, Carcassone",,,,,,,,
Q103306830,"Portfolio cover for ""Felixmüller--Holzschnitte."" (The same self-portrait of the artist found on the title page is featured on the cover.)",,,,,,,,
Q103306836,Portrait,,,,,,,,
Q103306844,Portrait,,,,,,,,
Q103306849,Portrait of a Gentleman in a Garden,,,,,,,,
Q103306857,Portrait of a Gentleman in Profile,,,,,,,,
Q103306864,"Portrait of a Gentleman, after a portrait by van Dyck",,,,,,,,
Q103306879,Portrait of a Lady,,,,,,,,
Q103306890,Portrait of a Lady with Rose,,,,,,,,
Q103306897,Portrait of a Man,,,,,,,,
Q103306902,Portrait of a Man,,,,,,,,
Q103306908,Portrait of a Man,,,,,,,,
Q103306914,Portrait of a Man,,,,,,,,
Q103306922,Portrait of a Man in Armor,,,,,,,,
Q103306927,Portrait of a Man in Red,,,,,,,,
Q103306938,Portrait of a Woman,,,,,,,,
Q103306950,Portrait of a Woman,,,,,,,,
Q103306966,Portrait of a Young Girl,,,,,,,,
Q103306973,Portrait of a Young Man (Peabody Official),,,,,,,,
Q103306980,Portrait of a Young Woman,,,,,,,,
Q103306985,Portrait of a Young Woman in Profile,,,,,,,,
Q103306996,Portrait of Archbishop Charles-Maurice le Tellier,,,,,,,,
Q103307007,Portrait of Confederate General Edmund Kirby Smith,,,,,,,,
Q103307013,Portrait of Edward Bridgen,,,,,,,,
Q103307023,"Portrait of Francisco Thomae a Sabavdia, After van Dyck",,,,,,,,
Q103307033,"Portrait of Jacob McGavock Dickinson, Peabody Trustee, 1909-1928",,,,,,,,
Q103307038,"Portrait of Jean Delpech, Chevalier Marquis de Mereville (see Notes)",,,,,,,,
Q103307047,Portrait of Joseph Montgomery Peters,,,,,,,,
Q103307053,"Portrait of Judge James C. Bradford (1852-1914), First Chairman of the Executive Board of Directors of Peabody College",,,,,,,,
Q103307059,Portrait of Jules Aimé Dalou,,,,,,,,
Q103307064,Portrait of Kabuki actor,,,,,,,,
Q103307075,Portrait of Kabuki female actor with an umbrella,,,,,,,,
Q103307081,"Portrait of Kamilla Swoboda, No. 5, from the series Variations on a Theme",,,,,,,,
Q103307086,Portrait of Leo Tolstoy from Resurrection,,,,,,,,
Q103307095,Portrait of Lorenzo Bernini,,,,,,,,
Q103307100,Portrait of Mrs. Algernon Sidney Sullivan (Mary Mildred Hammond),,,,,,,,
Q103307108,Portrait of Nicolas Fouquet,,,,,,,,
Q103307113,Portrait of Oribe Yasubei Takeiyasu,,,,,,,,
Q103307121,Portrait of Queen Ludovica Maria Gonzaga,,,,,,,,
Q103307126,Portrait of Robert C. Winthrup,,,,,,,,
Q103307134,Portrait of Samuel Stephens Jr.,,,,,,,,
Q103307143,"Portrait of the Kabuki Actor, Seigawa Kikunojo, in the Role of a Courtesan",,,,,,,,
Q103307152,Portrait Painting,,,,,,,,
Q103307158,Portrait Study (The Artist's Wife),,,,,,,,
Q103307170,"Portrait, To Miss Webb",,,,,,,,
Q103307182,Portraits Imaginaires: Vingt neuf Lithographies Realisees par Marcel Salinas: Homenaje a Picasso (Dedicated poster),,,,,,,,
Q103307189,Poster,,,,,,,,
Q103307195,Pot with bear effigy,,,,,,,,
Q103307201,Powder Horn,,,,,,,,
Q103307207,Priest of Xipe-Totec,,,,,,,,
Q103307212,Primaries,,,,,,,,
Q103307217,"Printing block containing Confucian text, book 3, pages 7-8",,,,,,,,
Q103307224,"Procession, Rio de Contas, Brazil, 2004",,,,,,,,
Q103307233,Projects/Proposals (suite of 10 lithographs),,,,,,,,
Q103307239,"Proud of your Rooster Show It! Aug 19-29, 1999",,,,,,,,
Q103307248,Puglia,,,,,,,,
Q103307255,Qingbai ware ewer,,,,,,,,
Q103307264,"Quinta Pitanga Window, Itaparica, Brazil",,,,,,,,
Q103307270,R.W. Peckham,,,,,,,,
Q103307280,Raffia fiber textile,,,,,,,,
Q103307285,"Rafiki yangu, don't forget to take your ARVs. Jijenge. Chagua Maisha.",,,,,,,,
Q103307291,"Raleigh Tavern, Williamsburg",,,,,,,,
Q103307299,Raw Youth: Child in Coffin,,,,,,,,
Q103307304,Ready or Not,,,,,,,,
Q103307311,Rectangular Mirror with a Design of a Branch of Blossoming Plum,,,,,,,,
Q103307318,Rectangular Mirror with a Design of a Branch with Leaves and Berries,,,,,,,,
Q103307332,Rectangular Mirror with a Design of a Cherry Blossom and a Meander Pattern,,,,,,,,
Q103307342,Rectangular Mirror with a Design of a Nandina Bush and Bamboo Grass,,,,,,,,
Q103307355,Rectangular Mirror with a Design of One Large Character and a Stream with Flowers,,,,,,,,
Q103307367,"Rectangular Mirror with a Design of Pines, a Rock, and Bamboo",,,,,,,,
Q103307376,"Rectangular Mirror with a Design of Two Leaves, a Bamboo Blind, and a Cloud or Mist Motif",,,,,,,,
Q103307383,"Rectangular Mirror with Two Characters for Long Life (takasago),  and Pine Trees",,,,,,,,
Q103307388,Rectangular Pi Ring (fang pi) with display stand,,,,,,,,
Q103307395,Red and blue coverlet,,,,,,,,
Q103307400,Red and blue fabric,,,,,,,,
Q103307407,Red glazed vase,,,,,,,,
Q103307414,Red gourd-shaped bottle,,,,,,,,
Q103307421,Red Tailed Hawk,,,,,,,,
Q103307431,"Red, green, and yellow textile with purple fringe",,,,,,,,
Q103307439,"Reeds in Vaccares, Camargue",,,,,,,,
Q103307444,Refitting a Boat at Low Tide,,,,,,,,
Q103307458,Reflected Trees in Lavender Tones,,,,,,,,
Q103307464,Reigning Queens (Royal Edition) (Queen Ntombi Twala),,,,,,,,
Q103307470,"Relay Records Presents Bob Delevante, Porchlight Record Release Party, Dec. 3 99",,,,,,,,
Q103307478,Relief Portrait of a Boy,,,,,,,,
Q103307484,Relief rubbing,,,,,,,,
Q103307493,Remember! The Flag of Liberty; Support It! Buy U.S. Government Bonds; 3rd Liberty Loan,,,,,,,,
Q103307501,"Repent, It's music for everyone! Aug 19-29, 1999",,,,,,,,
Q103307508,Replica of an Eighteenth-Century Mask,,,,,,,,
Q103307515,"Reproduced from ""Knock, knock""",,,,,,,,
Q103307521,"Reproduced from ""Knock, Knock""",,,,,,,,
Q103307527,Reproduction of a Portrait of a Sumo Wrestler,,,,,,,,
Q103307533,Restored effigy figure of a Persian merchant,,,,,,,,
Q103307536,Resurrection,,,,,,,,
Q103307540,Reveil,,,,,,,,
Q103307545,Rhenish Pietà,,,,,,,,
Q103307552,Rice Cake Mold with Geometrical Designs,,,,,,,,
Q103307560,"Rigi Kuhlm, Suiza, from Fotografias de los Anõs 40, Volumen I",,,,,,,,
Q103307565,"Rinaldo and Armida, after Anthony van Dyck",,,,,,,,
Q103307571,Ringling Bros and Barnum & Bailey Circus; The Greatest Show on Earth,,,,,,,,
Q103307579,Rip Van Winkle at Home,,,,,,,,
Q103307592,"Ripon, London & North Eastern Railway of England and Scotland",,,,,,,,
Q103307598,Rock and Wild Asters from The Ten Bamboo Studio,,,,,,,,
Q103307608,Rockingham Pottery Brown Cookie Jar,,,,,,,,
Q103307613,Rocks and Flowering Branch,,,,,,,,
Q103307625,Rocks Nevada,,,,,,,,
Q103307632,Roma (Bust in a Garden),,,,,,,,
Q103307639,Roman Bust of an Emperor,,,,,,,,
Q103307643,Roman warrior in full battle dress,,,,,,,,
Q103307648,"Rooster and Crow, a page from the book One Hundred Paintings",,,,,,,,
Q103307658,"Roots of Abstract Art in America 1910-1930; National Collection of Fine Arts Dec. 2 through Jan. 9, 1966",,,,,,,,
Q103307663,Rose Bud I,,,,,,,,
Q103307667,Rose Bud II,,,,,,,,
Q103307673,Rose from Intimacy,,,,,,,,
Q103307679,"Rose, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103307685,"Rouen (also called ""The Cathedral of Notre Dame, From the South)",,,,,,,,
Q103307692,Rough-Legged Falcon,,,,,,,,
Q103307703,Round Mirror with a Design of a Chrysanthemum and a Bird in a Tree,,,,,,,,
Q103307708,Rowboat in a Cove,,,,,,,,
Q103307720,Royal guard doll,,,,,,,,
Q103307725,Rubbing of a Knight (reproduction),,,,,,,,
Q103307737,"Rudolph I; Stephen, King of Hungary; Clovis and Charlemagne",,,,,,,,
Q103307743,Ruler (Old Measurements),,,,,,,,
Q103307748,Ruler (Old Measurements) with writing on the reverse,,,,,,,,
Q103307754,Runner with a design of diamond and stylized flowers with grey border,,,,,,,,
Q103307762,Rural Landscape with Cows,,,,,,,,
Q103307768,"Ruth, Philadelphia",,,,,,,,
Q103307774,S. Diego d'Alcala,,,,,,,,
Q103307779,S. Matthias (St. Matthew),,,,,,,,
Q103307787,"S'agaro, Girona, from Fotografias de los Anõs 40, Volumen I",,,,,,,,
Q103307793,S'nieg,,,,,,,,
Q103307797,Saint Barbara (reliquary),,,,,,,,
Q103307803,Saint Roch,,,,,,,,
Q103307811,Saint Sebastian,,,,,,,,
Q103307819,Salome receiving the head of John the Baptist (after Peter Paul Rubens),,,,,,,,
Q103307826,Sam Bolton,,,,,,,,
Q103307834,Samuel Beckett,,,,,,,,
Q103307840,Samuel Beckett Radosne Dni,,,,,,,,
Q103307845,Samuel Nelson,,,,,,,,
Q103307853,"San Juan, Ibiza, from Fotografias de los Anõs 40, Volumen I",,,,,,,,
Q103307858,"San Vicente, from Fotografias de los Anõs 40, Volumen I",,,,,,,,
Q103307863,"Sandersonia, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103307871,Sankai Meisan Zue (Illustration of the Noted Products of Land & Sea),,,,,,,,
Q103307882,"Sao Joao in Salvador, Bahia, Brazil",,,,,,,,
Q103307889,Sara Smiling,,,,,,,,
Q103307899,"Sarah Augusta, 26, Finally Free from Abuse, from the series, I Am Unbeatable",,,,,,,,
Q103307905,"Sarracenia, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103307914,"Sat. Mar. 25 - 12th & Porter , Gravel CD Release with Kim's Fable",,,,,,,,
Q103307927,Save a loaf a week - help win the war,,,,,,,,
Q103307938,Sayed from Our House is On Fire,,,,,,,,
Q103307944,"Schumacher, Galeria Carl van der Voort, Ibiza",,,,,,,,
Q103307948,Scituate Harbor,,,,,,,,
Q103307955,Sculpture,,,,,,,,
Q103307961,Sculpture fragment,,,,,,,,
Q103307969,Sculpture of a head,,,,,,,,
Q103307975,"Sculpture Project from the Studio at Palma de Mallorca, from Joaquim Gomis Photographs 1941-1981.",,,,,,,,
Q103307981,"Se Réfugie En Ton Coeur, Va-Nu-Pieds De Malheur",,,,,,,,
Q103307988,Seascape,,,,,,,,
Q103307996,Season of Flowers,,,,,,,,
Q103308004,Seated Bodhisattva,,,,,,,,
Q103308012,Seated Buddha,,,,,,,,
Q103308021,"Seated Buddha with reliquary, in dhyna pose",,,,,,,,
Q103308029,Seated Female Figure,,,,,,,,
Q103308038,Seated female figure with cloth skirt,,,,,,,,
Q103308044,Seated female figure with hand on cheek,,,,,,,,
Q103308054,Seated funerary figure,,,,,,,,
Q103308059,Seated funerary figure with headdress,,,,,,,,
Q103308065,Seated Grotesque Figure,,,,,,,,
Q103308072,Seated Hunchback,,,,,,,,
Q103308083,Seated Lakshmi,,,,,,,,
Q103308094,Seated Luohan (Arhat),,,,,,,,
Q103308101,Seated male,,,,,,,,
Q103308110,Seated male figure,,,,,,,,
Q103308115,Seated Man with a Cup,,,,,,,,
Q103308120,Seated Man with a Pipe Case,,,,,,,,
Q103308130,Seated mother with child,,,,,,,,
Q103308136,Seated nude,,,,,,,,
Q103308141,Seated Woman,,,,,,,,
Q103308148,Seated Woman with a Fan in an Interior,,,,,,,,
Q103308154,Seated woman with a letter next to a smoking stand with an inscription containing a poem,,,,,,,,
Q103308164,Section of an Obi with a design of Kirin (mythical beast) and clouds,,,,,,,,
Q103308171,"Section of kimono with a design of maple leaves, chrysanthemums, baskets, water and pink needles",,,,,,,,
Q103308177,"Section of Kimono with a design of snow covered chrysanthemums, nandina and water",,,,,,,,
Q103308192,Section of kimono with a design of treasure ships,,,,,,,,
Q103308197,Section of Obi with a design of deer and pine trees,,,,,,,,
Q103308203,"Section of obi with design of silver, gold, black and grey pine trees",,,,,,,,
Q103308211,See him through - Help us to help the boys,,,,,,,,
Q103308222,"See Sunday Dinner a Week Before It's Sunday Dinner! Aug 19-29, 1999",,,,,,,,
Q103308230,Self Portrait and Model,,,,,,,,
Q103308238,Self Portrait of the Artist Sculpting a Bust of James Frazer,,,,,,,,
Q103308244,Self-Portrait,,,,,,,,
Q103308252,Self-Portrait,,,,,,,,
Q103308259,Self-portrait of the artist,,,,,,,,
Q103308265,Sepik Ancestral Mask,,,,,,,,
Q103308278,Sepik Figurine,,,,,,,,
Q103308282,Septieme Cahier de Trophées de Musique #6 (Seventh Book of Trophies of Music #6),,,,,,,,
Q103308287,Servant Cleaning Snow from a Courtesan's Geta,,,,,,,,
Q103308296,Serving Tray with a Design of a Bat and a Peach,,,,,,,,
Q103308306,Set of five albums of artist's paintings,,,,,,,,
Q103308313,"Settings for 3 Seas, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q103308321,Seven Male and Female Dancers (reproduction),,,,,,,,
Q103308329,"Seven Samurai relaxing,  with inscriptions",,,,,,,,
Q103308340,Seymour Standing Under a Tree,,,,,,,,
Q103308345,Shikatake Sasaimon Koden Mukashi,,,,,,,,
Q103308353,Shimmering Column,,,,,,,,
Q103308359,Shin Mizudori Ki,,,,,,,,
Q103308368,"Shinbai Kinmo Zui (The Illustrated Encyclopedia of the Theatre), Volumes 2,3 and 5 (Books 3,4,5, 7 and 8)",,,,,,,,
Q103308379,Shing Yu Kwang Heun,,,,,,,,
Q103308386,"Shinji Ando (Festival of Lanterns), Volume 4 of 5",,,,,,,,
Q103308391,Shinji Ando (Shohen) (Festival of Lanterns); first in series of five,,,,,,,,
Q103308402,Shinto Votive print,,,,,,,,
Q103308408,Ships in Moonlight,,,,,,,,
Q103308413,"Shodenji, Kyoto, Japan",,,,,,,,
Q103308426,Shokuni Gakyo Utaawase,,,,,,,,
Q103308432,"Sibyl Reading, Facing Left",,,,,,,,
Q103308440,Siena,,,,,,,,
Q103308446,Signature Seal in the Form of a Boar,,,,,,,,
Q103308454,Signature Seal in the Form of a Phoenix,,,,,,,,
Q103308461,Signature Seal With a Chinese Lion Dog on Top,,,,,,,,
Q103308472,Signature Seal With a Design of a Bat and Clouds,,,,,,,,
Q103308476,Signature Seal with a Design of a Building on a Mountain and Stylized Landscape,,,,,,,,
Q103308483,Signature Seal With a Design of a Lion Dog Under the Sun With Clouds,,,,,,,,
Q103308491,"Signature Seal With a Design of Tree on Hill, Mountain Path, and Hut",,,,,,,,
Q103308498,Signature Seal With a Design of Two Horses,,,,,,,,
Q103308503,Signature Seal With a Dog on Top and Initials of HDD on Seal Surface,,,,,,,,
Q103308515,Signature seal with a dragon motif,,,,,,,,
Q103308522,Signature Seal With a Floral Design,,,,,,,,
Q103308533,Signature Seal With a Kirin (Mythical Beast) on Top,,,,,,,,
Q103308543,Signature Seal With a Recumbent Mythical Beast,,,,,,,,
Q103308552,Sir Edward J. Poynter,,,,,,,,
Q103308561,Sistie Fischer (1 of 6),,,,,,,,
Q103308570,Sistie Fischer (2 of 6),,,,,,,,
Q103308577,Sistie Fischer (3 of 6),,,,,,,,
Q103308584,Sistie Fischer (4 of 6),,,,,,,,
Q103308589,Sistie Fischer (5 of 6),,,,,,,,
Q103308595,Sistie Fischer (6 of 6),,,,,,,,
Q103308599,Sixth Morning Camp,,,,,,,,
Q103308605,"Sketch for ""Devil Says Hello #3""",,,,,,,,
Q103308608,"Sketch for ""Devil Says Hello #5""",,,,,,,,
Q103308613,"Sketch for ""Devil Says Hello #7""",,,,,,,,
Q103308621,"Sketch for ""Devil Says Hello #8""",,,,,,,,
Q103308625,"Sketch for ""Devil Says Hello #9""",,,,,,,,
Q103308630,"Sketch for the Mural ""Family""  for the Chapel of Man",,,,,,,,
Q103308637,Ski Jumpers,,,,,,,,
Q103308646,Small globular vase with glaze,,,,,,,,
Q103308654,Small grey pot,,,,,,,,
Q103308662,Small pot with off-white glaze,,,,,,,,
Q103308670,Smith Thompson,,,,,,,,
Q103308676,Solaire,,,,,,,,
Q103308681,Somewhere in France,,,,,,,,
Q103308693,"Somewhere, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103308701,Sounding No. 6,,,,,,,,
Q103308706,Sphère Molle,,,,,,,,
Q103308714,"Spirit of 1917 - Join the United States Marines and be the first in defense on land or sea; Apply at 44 Arcade Building, Nashville, Tenn.",,,,,,,,
Q103308726,Spirit of the Flowers,,,,,,,,
Q103308734,Spirit Stone or Scholar's stone,,,,,,,,
Q103308742,Squatting Dwarf,,,,,,,,
Q103308752,Squatting figure with hands on chest and stripped slip patterns on face,,,,,,,,
Q103308762,Squatting male figure container with elaborate designs incised on its sides,,,,,,,,
Q103308768,St Thomas (after Georges Lallemand),,,,,,,,
Q103308784,St. Bruno,,,,,,,,
Q103308788,St. George and the Dragon,,,,,,,,
Q103308795,St. George and the Dragon; from a peasant carving workshop,,,,,,,,
Q103308802,St. Jerome Hearing the Trumpet of the Last Judgement,,,,,,,,
Q103308809,"St. Jerome, after Tintoretto (reproduction)",,,,,,,,
Q103308814,St. John Consoling the Virgin,,,,,,,,
Q103308827,"St. John preaching in the wilderness, after Salvator Rosa",,,,,,,,
Q103308834,"St. John the Baptist Preaching, after Pietro Francesco Mola",,,,,,,,
Q103308843,St. Martin and the Beggar,,,,,,,,
Q103308852,St. Thomas,,,,,,,,
Q103308863,Stabbed Pig,,,,,,,,
Q103308874,Stamp with felines,,,,,,,,
Q103308879,Standing corn goddess with elaborate headdress and ear of corn,,,,,,,,
Q103308887,Standing female figure,,,,,,,,
Q103308893,Standing female figure with painting on the back,,,,,,,,
Q103308898,Standing figure,,,,,,,,
Q103308910,Standing figure with pan pipes,,,,,,,,
