ssid,filename,title,creator_string,date,classification,medium,measurements,style_period,country_culture,seals_inscriptions,signature,description,publications,exhibitions,accession_number,date_acquired,gift_of,purchased_from,credit_line,provenance,collection,last_change,notes,rights,media_url
26758583,2000.102.tif,"6th Annual Back to School Bash - Saturday July 31, HCHS Track Infield","Bryant, Edan M. (1978-, born Nashville, TN)",1999 CE,Graphic Arts-Printmaking,Letterpress print,22.75 x 14.25 in.,,United States,,Hatch Show Print - SYN,,,,2000.102,2000,"Hatch Show Print, A division of the Country Music Foundation",,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,Gift of 96 posters executed in 1999,,https://forum.jstor.org/assets/26758583/representation-view
26758584,2000.103.jpg,"The HAV-N.O. Jam featuring Cubanismo, Friday October 8 - House of Blues","Frederick, Michael (1966-, born Chabanse, IL)",1999 CE,Graphic Arts-Printmaking,Letterpress print,21.75 x 13.5 in.,,United States,,Hatch Show Print - m.fred,,,,2000.103,2000,"Hatch Show Print, A division of the Country Music Foundation",,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,"On loan to Latin American Public Opinion Project, 304 Ingram Commons Center 08/31/11
Gift of 96 posters executed in 1999",,https://forum.jstor.org/assets/26758584/representation-view
26758585,2000.104.tif,"Mongrel Music, Alejandro Escovedo, The Backsliders, Big Sandy and his Fly-Rite Boys, Boozoo Chavis, Buddy & Julie Miller,  Chris Smither, Dave Alvin & The Guilty Men, Greg Trooper, The Iguanas (and more)","Bryant, Edan M. (1978-, born Nashville, TN)",1999 CE,Graphic Arts-Printmaking,Letterpress print,21.25 x 13.25 in.,,United States,,"Hatch Show Print - Nashville, TN - SYN",,,,2000.104,2000,"Hatch Show Print, A division of the Country Music Foundation",,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,Gift of 96 posters executed in 1999,,https://forum.jstor.org/assets/26758585/representation-view
26758586,2000.105.TIF,"Chang-e, the Moon Goddess",Artist Unknown,ca. 1600 CE,Sculpture,Bronze with gold plating,7 x 3.5 x 2.5 in.,Ming dynasty (1368-1644 CE),China,,,,,From Tomb to Temple: Unearthing Ancient China through the Vanderbilt Art Collection (06/19-10/12/14),2000.105,2000,Philip Pinsof,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Oct 13 00:00:00 EDT 2015,"See file for more information on the moon goddess, and other possible identifications.",,https://forum.jstor.org/assets/26758586/representation-view
26758587,2000-106.jpg,Horse and Rider,Artist Unknown,ca. 206 BCE - 220 CE,Sculpture,Earthenware with Pigment,13.5 x 11.75 x 4.5 in.,Western Han,China,,,,,"Beauty and Power (Summer 2007)|
From Tomb to Temple: Unearthing Ancient China through the Vanderbilt Art Collection (06/19-10/12/14)",2000.106,2000,Chauncey P. Lowe,,Collection of Vanderbilt University Fine Arts Gallery,"Francis Li, Chicago, ca. 1995",,Thu Oct 13 00:00:00 EDT 2016,"Authenticated by Virginia Bower, adjunct associate, The University of the Arts, October, 2013.",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758587/representation-view
26758588,2000.107.tif,Horse,Artist Unknown,ca. 680 - 720 CE,Sculpture,"Earthenware, white",16 x 15.25 x 5.25 in.,Tang (Chinese style),China,,,,,"Beauty and Power (Summer 2007)|
From Tomb to Temple: Unearthing Ancient China through the Vanderbilt Art Collection (06/19-10/12/14)",2000.107,2000,Chauncey P. Lowe,,Collection of Vanderbilt University Fine Arts Gallery,"Francis Li, Chicago, ca. 1995",,Tue Aug 28 00:00:00 EDT 2018,"Authenticated by Virginia Bower, adjunct associate, The University of the Arts, October, 2013. Date revised to early Tang",,https://forum.jstor.org/assets/26758588/representation-view
26758589,2000.108.tif,Horse Groom,Artist Unknown,ca. 618 - 907 CE,Sculpture,Earthenware with pigment,13.5 x 4.25 x 3.25 in.,Tang (Chinese style),China,,,,,"Beauty and Power (Summer 2007)|
From Tomb to Temple: Unearthing Ancient China through the Vanderbilt Art Collection (06/19-10/12/14)",2000.108,2000,Chauncey P. Lowe,,Collection of Vanderbilt University Fine Arts Gallery,"Francis Li, Chicago, ca. 1995",,Tue Aug 28 00:00:00 EDT 2018,"""Head and hair is supect"" according to Virginia Bower, adjunct associate, The University of the Arts, October, 2013.",,https://forum.jstor.org/assets/26758589/representation-view
26758590,2000-109.jpg,Court lady,Artist Unknown,ca. 618 - 907 CE,Sculpture,Earthenware with pigments,9.5 x 3.5 x 3.5 in.,Tang (Chinese style),China,,,,,"Beauty and Power (Summer 2007)|
From Tomb to Temple: Unearthing Ancient China through the Vanderbilt Art Collection (06/19-10/12/14)",2000.109,2000,Chauncey P. Lowe,,Collection of Vanderbilt University Fine Arts Gallery,"Francis Li, Chicago, ca. 1995
Sotheby’s, New York, ca. 1990",,Tue Aug 28 00:00:00 EDT 2018,"""Head is of a type/awkward --may not be original"" according to Virginia Bower, adjunct associate, The University of the Arts, October, 2013.",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758590/representation-view
26758591,2000-110.jpg,Ge halberd with a design in relief of a bird grasping a snake and cloud patterns,Artist Unknown,ca. 475 - 221 BCE,Sculpture,Bronze,6.5 x 13.25 x 1.25 in.,Warring States,China,,,,,Beauty and Power (Summer 2007),2000.110,2000,Chauncey P. Lowe,,Collection of Vanderbilt University Fine Arts Gallery,"Anunt Hengtrakul, New York,1997",,Thu Oct 13 00:00:00 EDT 2016,"This work is likely a reproduction, and should be assessed for authenticity.",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758591/representation-view
26758592,2000-111.jpg,Ge halberd with a design of a tiger and clouds,Artist Unknown,ca. 475 - 221 BCE,Sculpture,Bronze,6 x 9.75 x .5 in.,Warring States,China,,,,,,2000.111,2000,Chauncey P. Lowe,,Collection of Vanderbilt University Fine Arts Gallery,"Anunt Hengtrakul, New York,1997",,Thu Mar 22 00:00:00 EDT 2012,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758592/representation-view
26758593,2000-112.jpg,Jar with straight neck and two loop handles with eight sets of five vertical ribs,Artist Unknown,ca. 960 - 1127 CE,Ceramics,Porcelain,7.5 x 7.75 x 7.75 in.,Song (Chinese style),China,,,,,,2000.112,2000,Larry and Charlene Thompson,,Collection of Vanderbilt University Fine Arts Gallery,"Chauncey Lowe, Winter Park, Fl, 1998; Anunt Hengtrakul, New York,1997",,Thu Oct 13 00:00:00 EDT 2016,"Opinion of John Messamore 1.21.2016: Most likely a fake; originals do not have drips; too large; color is not quite right, nor is the paste",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758593/representation-view
26758594,2000.113.jpg,Bowl with a design of plum blossoms on the interior and blue-green glaze over brown on the exterior,Artist Unknown,ca. 960 - 1127 CE,Ceramics,Stoneware,2.5 x 4.5 x 4.5 in.,Northern Song,China,,,,,Beauty and Power (Summer 2007),2000.113,2000,Larry and Charlene Thompson,,Collection of Vanderbilt University Fine Arts Gallery,"Chauncey Lowe, Winter Park, Fl, 1998; Anunt Hengtrakul, New York,1997",,Thu Mar 22 00:00:00 EDT 2012,"Transitional piece, between Song and Jin",,https://forum.jstor.org/assets/26758594/representation-view
26758595,2000.114.jpg,Ding (vessel),Artist Unknown,,Decorative Arts,Bronze,10.25 x 10.75 x 10.25 in. ,Western Han,China,,,,,Beauty and Power (Summer 2007),2000.114,2000,Peter Ydeen,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Sep 05 00:00:00 EDT 2018,"Through Anunt Hengtrakul, New York
A ding is a tripod that was used to cook meats.",,https://forum.jstor.org/assets/26758595/representation-view
26758596,2000.115.tif,Guardian figure,Artist Unknown,ca. 907 - 1125 CE,Ceramics,earthenware,24.5 x 7.5 x 5 in.,Liao,China,,,,,From Tomb to Temple: Unearthing Ancient China through the Vanderbilt Art Collection (06/19-10/12/14),2000.115,2000,Peter Ydeen,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Jul 25 00:00:00 EDT 2017,"Through Anunt Hengtrakul, New York
""Glaze is problematic. Also very crude, thus atypical"" according to Virginia Bower, adjunct associate, The University of the Arts, October, 2013.
Jeremy Fan Zhang thinks this may have been a roof ornament (Fall 2014)",,https://forum.jstor.org/assets/26758596/representation-view
26758597,2000-116.jpg,Oil lamp in the form of a bird,Artist Unknown,,Decorative Arts,Bronze,7.25 x 8.5 x 7.25 in. ,Western Han,China,,,,,Beauty and Power (Summer 2007),2000.116,2000,Anunt Hengtrakul,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Oct 25 00:00:00 EDT 2017,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758597/representation-view
26758598,2000-117.jpg,Medicine steamer,Artist Unknown,,Decorative Arts,Bronze,6.75 x 12.5 x 7.5 in. ,Eastern Han,China,,,,,,2000.117,2000,Anunt Hengtrakul,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Aug 13 00:00:00 EDT 2013,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758598/representation-view
26758599,2000.118.tif,What a Golden Beak! (They Want War),"Coe, Sue (English painter, draftsman, and etcher, born 1951, active in the United States)",1999 CE,Graphic Arts-Printmaking,Etching with hand coloring,7.75 x 11.75 in. ,,"England, United Kingdom","""Coe; Murray"" embosed seal with image of a cat",Sue Coe 2000,,,"More Than One (Fall 2007)|
The Art of Protest at VU Divinity School (2/18/10)|
Reflections of War: Selections from the Vanderbilt University Fine Arts Gallery Collection, (March 14-May 13, 2011)",2000.118,2000,,"Galerie St. Etienne, New York, NY (Janice D. Forsythe Memorial Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"Galerie St. Etienne, New York, NY, 2000",,Mon Jun 26 00:00:00 EDT 2017,"The artist moved to New York in 1972, where she currently resides
Plate dimension (sheet dimensions are: 10-7/8"" x 13-7/8"")
The number ""8,"" llc, recto, along with title in pencil
Mat size: 16"" x 20""
Image taken from Google Images.",,https://forum.jstor.org/assets/26758599/representation-view
26758600,2000.119.tif,Der Künstler in der Dachstube (The Artist in the Attic),"Klinger, Max (German painter, sculptor, and printmaker, 1857-1920)",1882 CE,Graphic Arts-Printmaking,Etching and aquatint (on thin wove paper),5.75 x 2.5 in.,,Germany,,M. Klinger,,,"History's Shadow: German Art and the Formulation of Identity, (March 13 - June 5, 2014)",2000.119,2000,,"Garton & Co., Wiltshire, England (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"Garton & Co., Wiltshire, England, 2000",,Wed Nov 29 00:00:00 EST 2017,"Singer 261
Plate dimension (sheet dimensions are 12-5/8"" x 9"")",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758600/representation-view
26758601,2000.120.jpg,The Jolly Corner,"Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in.,,United States,"""F""",P. Milton,,,,2000.120,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Mon Oct 16 00:00:00 EDT 2017,"First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758601/representation-view
26758602,2000.120a.jpg,"The Jolly Corner, Chapter 1, plate I","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120a,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"Part of 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758602/representation-view
26758603,2000.120b.jpg,"The Jolly Corner, Chapter 1, plate II","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120b,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758603/representation-view
26758604,2000.120c.jpg,"The Jolly Corner, Chapter 1, plate III","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120c,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758604/representation-view
26758605,2000.120d.jpg,"The Jolly Corner, Chapter 1, plate IV","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120d,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758605/representation-view
26758606,2000.120e.jpg,"The Jolly Corner, Chapter 1, plate V","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120e,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758606/representation-view
26758607,2000.120f.jpg,"The Jolly Corner, Chapter 1, plate VI","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120f,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758607/representation-view
26758608,2000.120g.jpg,"The Jolly Corner, Chapter 1, plate VII","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120g,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758608/representation-view
26758609,2000.120h.jpg,"The Jolly Corner, Chapter 2, plate I","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120h,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758609/representation-view
26758610,2000.120i.jpg,"The Jolly Corner, Chapter 2, plate II","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120i,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758610/representation-view
26758611,2000.120j.jpg,"The Jolly Corner, Chapter 2, plate III","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120j,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758611/representation-view
26758612,2000.120k.jpg,"The Jolly Corner, Chapter 2, plate IV","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120k,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758612/representation-view
26758613,2000.120l.jpg,"The Jolly Corner, Chapter 2, plate V","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120l,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758613/representation-view
26758614,2000.120m.jpg,"The Jolly Corner, Chapter 2, plate VI","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120m,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758614/representation-view
26758615,2000.120n.jpg,"The Jolly Corner, Chapter 2, plate VII","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120n,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758615/representation-view
26758616,2000.120o.jpg,"The Jolly Corner, Chapter 3, plate I","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120o,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758616/representation-view
26758617,2000.120q.jpg,"The Jolly Corner, Chapter 3, plate II","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120q,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758617/representation-view
26758618,2000.120r.jpg,"The Jolly Corner, Chapter 3, plate III","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120r,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758618/representation-view
26758619,2000.120s.jpg,"The Jolly Corner, Chapter 3, plate IV","Milton, Peter and James, Henry",1971 CE,Artists' Books,Etching with aquatint (on Rives Buff paper),9.5 x 14.5 in. ,,United States,"""F""",P. Milton,,,,2000.120s,2000,,"The Old Print Shop, New York, NY (Dr. and Mrs. E. William Ewers Gift for Fine Arts Fund Purchase)",Collection of Vanderbilt University Fine Arts Gallery,"The Old Print Shop, New York, NY, 2000",,Tue Nov 29 00:00:00 EST 2016,"This is one af a 21 print portfolio
First published in 1908, this edition of Henry James' story was published by Aquarius Press, Baltimore, 1971; done in a regular edition of 150, AP edition of 5, collaborator's edition of 8 lettered from A to H, of which this is ""F,"" folio, loose as issued in brown linen portfolio with gilt stamped labels on cover.
Plate dimension (sheet dimensions are: 14-7/8"" x 19"")
 The entire portfolio is valued and insured at $2500.00",,https://forum.jstor.org/assets/26758619/representation-view
