inventory_number,string
#2008.075,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.076,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.077,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.078,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.079,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.080,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.081,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.082,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.083,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.084,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.085,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.086,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.087,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.088,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.089,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.090,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.091,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.092,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.093,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.094,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.095,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.096,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.097,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.098,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.099,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.100,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.101,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.102,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.103,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.104,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.105,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.106,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.107,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.108,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.109,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.110,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.111,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.112,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.113,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.114,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.115,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.116,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.117,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.118,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.119,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.120,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.121,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.122,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.123,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.124,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.125,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.126,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.127,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.128,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.129,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.130,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.131,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.132,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.133,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.134,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.135,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.136,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.137,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.138,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.139,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.140,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.141,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.142,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.143,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.144,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.145,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.146,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.147,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.148,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.149,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.150,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.151,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.152,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.153,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.154,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.155,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.156,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2008.157,"Guayasamín, Oswaldo (Ecuadorian painter and muralist, 1919-1999)"
#2008.158,Artist Unknown
#2008.159,"Taylor, Fred (English painter, illustrator, and poster artist, 1875-1963)"
#2008.160,"Taylor, Fred (English painter, illustrator, and poster artist, 1875-1963)"
#2008.161,"Taylor, Fred (English painter, illustrator, and poster artist, 1875-1963)"
#2008.162,"Metzl, Ervine (1899-)"
#2008.163,"Lingstrom, Freda (1893-1989, born Chelsea, London)"
#2008.164,"Bruegel, Pieter, I (Flemish painter, ca. 1525-1569) (after)"
#2008.165,"Guayasamín, Oswaldo (Ecuadorian painter and muralist, 1919-1999)"
#2009.001a,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001aa,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001b,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001bb,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001c,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001cc,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001d,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001dd,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001e,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001ee,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001f,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001ff,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001g,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001gg,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001h,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001hh,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001i,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001ii,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001j,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001jj,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001k,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001kk,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001l,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001ll,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001m,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001mm,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001n,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001nn,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001o,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001oo,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001p,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001pp,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001q,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001qq,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001r,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001rr,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001s,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001ss,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001t,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001tt,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001u,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001uu,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001v,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001vv,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001w,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001ww,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001x,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001y,"Korine, Harmony (American filmmaker, born 1974)"
#2009.001z,"Korine, Harmony (American filmmaker, born 1974)"
#2009.002a,"Felixmüller, Conrad (German painter and printmaker, 1897-1977)"
#2009.002b,"Felixmüller, Conrad (German painter and printmaker, 1897-1977)"
#2009.002d,"Felixmüller, Conrad (German painter and printmaker, 1897-1977)"
#2009.002e,"Felixmüller, Conrad (German painter and printmaker, 1897-1977)"
#2009.002f,"Felixmüller, Conrad (German painter and printmaker, 1897-1977)"
#2009.003a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003e ,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003q,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003r,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.003s,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004q,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004r,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004s,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.004t,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.005p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.006o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.007p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008aa,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008bb,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008cc,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008dd,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008ee,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008q,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008r,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008s,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008t,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008u,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008v,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008w,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008x,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008y,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.008z,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009q,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009r,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009s,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009t,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009u,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009v,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009w,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009x,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009y,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.009z,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.010h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.011p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012aa,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012p,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012q,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012r,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012s,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012t,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012u,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012v,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
