department,qid,name,labelEn,alias,description,orcidStatementUuid,orcid,orcidReferenceHash,orcidReferenceValue_nodeId,orcidReferenceValue_val,orcidReferenceValue_prec,employerStatementUuid,employer,employerReferenceHash,employerReferenceSourceUrl,employerReferenceRetrieved_nodeId,employerReferenceRetrieved_val,employerReferenceRetrieved_prec,affiliationStatementUuid,affiliation,affiliationReferenceHash,affiliationReferenceSourceUrl,affiliationReferenceRetrieved_nodeId,affiliationReferenceRetrieved_val,affiliationReferenceRetrieved_prec,instanceOfUuid,instanceOf,sexOrGenderUuid,sexOrGenderQId,gender,degree,category,wikidataStatus,role
bme,Q86839316,Justin Turner,Justin Turner,[],biomedical engineer,,,,,,,E431239C-0D34-4C7D-9700-9522BEAD79AA,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,DAC4BAA3-8AF1-46B9-9C96-62D53E65157F,Q84268104,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,3F3A0F39-B3AC-40D0-B165-EFAD6161378B,Q5,1C907A03-3210-41B2-8570-BDEA58BB0114,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Biomedical Engineering""}]"
teach,Q83568832,Justine Bruyère,Justine Bruyère,[],teaching and learning educator,,,,,,,86F05626-281C-4FE4-AEF6-7D740D985E25,Q29052,82bbb5dfb6716ad0c8be0788277cbd0be40bdd2d,https://peabody.vanderbilt.edu/people/tl/index.php?group=tl,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,A1010D0E-201B-426B-99EC-A1C153F4630D,Q83550321,82bbb5dfb6716ad0c8be0788277cbd0be40bdd2d,https://peabody.vanderbilt.edu/people/tl/index.php?group=tl,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,E9032528-86B5-442E-BE9F-52012C8DF774,Q5,1AA44786-3857-4188-A294-8CBFD162C867,Q6581072,f,,,7,"[{""title"": ""Lecturer, Reading Education Program, Department"", ""department"": ""Teaching and Learning""}, {""title"": """", ""department"": """"}]"
eecs,Q86851853,Justus Ndukaife,Justus Ndukaife,[],computer scientist,8CE9C95D-7A3F-4ACD-9A12-17A3C960E1CF,0000-0002-8524-0657,477dc06677990cc4ec0b35930a93d121daec528b,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,F1EB17B5-25CD-413F-8759-567418641945,Q29052,2723a56359f76373eeb64ab3e4e1c94d9d640248,https://engineering.vanderbilt.edu/eecs/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,A57D1EA3-20FF-41CE-B477-F58E375B5882,Q84270584,2723a56359f76373eeb64ab3e4e1c94d9d640248,https://engineering.vanderbilt.edu/eecs/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,B758678F-67CE-4154-AF6B-F406643AFF51,Q5,1DA25D6F-692A-4FAB-B9B9-EF2D9146DCAE,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Electrical Engineering and Computer Science""}]"
materials-science,Q86851853,Justus Ndukaife,Justus Ndukaife,[],computer scientist,8CE9C95D-7A3F-4ACD-9A12-17A3C960E1CF,0000-0002-8524-0657,477dc06677990cc4ec0b35930a93d121daec528b,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,F1EB17B5-25CD-413F-8759-567418641945,Q29052,2723a56359f76373eeb64ab3e4e1c94d9d640248,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,461C93D3-D8AA-400D-91B4-59580DE793CF,Q84270721,310f233216d3481b00240b805b3d1358afa14046,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,B758678F-67CE-4154-AF6B-F406643AFF51,Q5,1DA25D6F-692A-4FAB-B9B9-EF2D9146DCAE,Q6581097,,,,13,"[{""title"": ""faculty"", ""department"": ""Materials Science""}]"
wgs,Q86741178,K. Allison Hammer,K. Allison Hammer,[],women's and gender studies scholar,,,,,,,8EF05113-127C-4911-9F6F-99E628E4132F,Q29052,f4ea9946ccbc3c587ba5e7d290629ab424e461a2,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,3495A529-F9B5-4CD3-A24F-803FA70567BA,Q79117951,f4ea9946ccbc3c587ba5e7d290629ab424e461a2,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,1C4C4BA1-B3F3-41CC-B509-08DCCB014DB9,Q5,,,,,,7,[]
bme,Q86839111,K. Arthur Overholser,K. Arthur Overholser,[],biomedical engineer,,,,,,,6F328838-1760-4BC6-95C4-F31A6E511E7C,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,5552E79A-44E0-463F-B5BE-A2C48B2B6C14,Q84268104,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,9F86CCCD-3A6A-4BBD-B040-0D76729C2717,Q5,F4A1F217-FEBA-4603-A804-46C5F15BCE04,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Biomedical Engineering""}]"
nursing,Q97398117,K. Melissa Smith Hayes,K. Melissa Smith Hayes,[],nursing educator,,,,,,,BE8B7C40-DD5A-49EC-B537-5157ED424ED9,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,9AE15BBE-F79E-402D-B31B-4CFF5600B3EC,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,DD88C523-3970-4DE0-A556-315321752763,Q5,85649705-D8BE-44BB-A191-522BE8AF8AD1,Q6581072,f,"DNP, ANP-BC, CHFN",,7,"[{""title"": ""Assistant Professor of Nursing"", ""department"": ""Vanderbilt School of Nursing""}]"
pediatrics,Q91486298,Kaitlin C. James,Kaitlin C. James,[],pediatrician,,,,,,,85B7BD5F-429B-4C4E-8BC3-7E8BE9AE65C3,Q29052,6432e51c113ff946c82a0dbb1e39e0d091c71a12,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=J,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,16D0EF57-D916-41FD-983F-0B65E294ED0C,Q89953976,6432e51c113ff946c82a0dbb1e39e0d091c71a12,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=J,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,314AA3E3-7902-4332-B5A3-86FFFDEAE7A1,Q5,37852757-2687-443B-81CF-CCF13BE72C87,Q6581072,f,M.D.,J,7,"[{""title"": ""Assistant Professor"", ""department"": ""Pediatrics""}]"
chemistry,Q86531613,Kaitlyn Ledwitch,Kaitlyn Ledwitch,[],chemist,,,,,,,CDA01D69-3E8B-44E8-8492-54E43A7B37BF,Q29052,e10bc725758a88d639c9d0176e9f7f5f71113953,https://www.vanderbilt.edu/chemistry/people/postdoctoral-fellows.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,7F329718-03DA-449F-BFE7-0619B8BFEB77,Q45132727,e10bc725758a88d639c9d0176e9f7f5f71113953,https://www.vanderbilt.edu/chemistry/people/postdoctoral-fellows.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,0A20144E-F620-40CB-93E5-6054EC035CCD,Q5,E96BA902-23C5-4F7B-8C31-64CCDE3FE741,Q6581072,f,,people/postdoctoral-fellows.php,7,[]
physics,Q30069524,Kalman Varga,Kalman Varga,[],Hungarian-American physicist,,,,,,,CC92DFF5-7A9C-4917-B49B-6E053606D14E,Q29052,6615a10046bec4e6019a29706de32e7e75c2b599,https://as.vanderbilt.edu/physics/people/index.php?group=faculty,901e956c-5cc3-4956-8447-8792c8b203a4,2019-12-20T00:00:00Z,11,DAA26ADD-E008-46C9-AF90-914085209E2E,Q78779260,6615a10046bec4e6019a29706de32e7e75c2b599,https://as.vanderbilt.edu/physics/people/index.php?group=faculty,901e956c-5cc3-4956-8447-8792c8b203a4,2019-12-20T00:00:00Z,11,1B435B4F-A8E7-483D-B1E7-992226451C54,Q5,2D5EC490-97BB-4AE0-B333-563AD3EB9881,Q6581097,m,,faculty,11,"[{""title"": ""Professor, Director"", ""department"": ""Undergraduate Studies""}]"
materials-science,Q30069524,Kalman Varga,Kalman Varga,[],Hungarian-American physicist,,,,,,,CC92DFF5-7A9C-4917-B49B-6E053606D14E,Q29052,6615a10046bec4e6019a29706de32e7e75c2b599,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,F21FD0FB-A17A-48E3-962B-36C6A04DCD4E,Q84270721,310f233216d3481b00240b805b3d1358afa14046,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,1B435B4F-A8E7-483D-B1E7-992226451C54,Q5,2D5EC490-97BB-4AE0-B333-563AD3EB9881,Q6581097,,,,13,"[{""title"": ""faculty"", ""department"": ""Materials Science""}]"
economics,Q30070646,Kamal Saggi,Kamal Saggi,[],economist (Vanderbilt University),,,,,,,0101016C-6AA1-4702-A158-FC02FB801A90,Q29052,8d8f452e94d706f646bf4ba7bedb40b5760a609e,https://as.vanderbilt.edu/econ/people/index.php?group=faculty,b2a7be01-1d7a-4d47-b6e4-fab1c76e5f67,2020-01-20T00:00:00Z,11,82A18629-2454-4188-9C24-0BC3F523C9B8,Q79117810,8d8f452e94d706f646bf4ba7bedb40b5760a609e,https://as.vanderbilt.edu/econ/people/index.php?group=faculty,b2a7be01-1d7a-4d47-b6e4-fab1c76e5f67,2020-01-20T00:00:00Z,11,2BC0AC22-5947-49F9-952F-96D5D45D0DF7,Q5,5C6EBFBB-7F5A-403A-88D3-A775F9B1EF65,Q6581097,m,,faculty,11,"[{""title"": ""Frances and John Downing Family Chair and Professor"", ""department"": ""Economics""}, {""title"": ""Dean"", ""department"": ""Faculty Affairs, College""}]"
surgery,Q91547797,Kamran Idrees,Kamran Idrees,[],surgeon,,,,,,,CFE12D58-0479-4ADB-8EF1-55565F6A9745,Q29052,47b2d813538f893934078743ff957c7b5271fd67,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=I,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,D018B233-A15E-42D9-86A2-DB082A6BDD4C,Q89954010,47b2d813538f893934078743ff957c7b5271fd67,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=I,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,080CCC32-288F-4AD1-A2E3-B42B7E38EABB,Q5,7DC0113A-AD9D-4DA6-86BA-80A6DD91705F,Q6581097,m,M.B.B.S.,I,7,"[{""title"": ""Associate Professor"", ""department"": ""Surgery""}]"
nursing,Q97398141,Kanah May Lewallen,Kanah May Lewallen,[],nursing educator,,,,,,,6EABF41C-A300-4EC3-8E50-C402FE5481B8,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,8CCE3AED-7C12-4AE7-B91F-AACB5E0947AC,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,71831AC5-1503-4B01-8481-773467E53EC7,Q5,D5F2A3EF-101B-4971-B783-F9F3D7D4A331,Q6581072,f,"DNP, AGPCNP-BC",,7,"[{""title"": ""Instructor in Nursing"", ""department"": ""Vanderbilt School of Nursing""}]"
chbe,Q86843287,Kane Jennings,Kane Jennings,[],chemical/biomolecular engineer,F5240CB9-C49E-4B35-B5DC-A0742A047E31,0000-0002-3531-7388,477dc06677990cc4ec0b35930a93d121daec528b,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,714E04B2-12AA-4932-80F3-61AA4A56ACC5,Q29052,51219c624a8f82a2f1b7c6dd939cc5a2d3fd2610,https://engineering.vanderbilt.edu/chbe/FacultyResearch/faculty-directoy.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,0022B117-0838-43C6-9F1C-CA6742C1B302,Q84269864,51219c624a8f82a2f1b7c6dd939cc5a2d3fd2610,https://engineering.vanderbilt.edu/chbe/FacultyResearch/faculty-directoy.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,F2F72A5C-C605-4E6E-A44A-004C7C3CF1F2,Q5,487D639E-20A3-4FAD-84DD-75F3191BB4CA,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Chemical and Biomolecular Engineering""}]"
materials-science,Q86843287,Kane Jennings,Kane Jennings,[],chemical/biomolecular engineer,F5240CB9-C49E-4B35-B5DC-A0742A047E31,0000-0002-3531-7388,477dc06677990cc4ec0b35930a93d121daec528b,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,714E04B2-12AA-4932-80F3-61AA4A56ACC5,Q29052,51219c624a8f82a2f1b7c6dd939cc5a2d3fd2610,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,F9E928D8-2DF7-4A8F-8AC5-B7C071DFD28A,Q84270721,310f233216d3481b00240b805b3d1358afa14046,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,F2F72A5C-C605-4E6E-A44A-004C7C3CF1F2,Q5,487D639E-20A3-4FAD-84DD-75F3191BB4CA,Q6581097,,,,13,"[{""title"": ""faculty"", ""department"": ""Materials Science""}]"
neurology,Q91316907,Kanika Bagai,Kanika Bagai,[],neurologist,,,,,,,512D3159-1BC3-4C1D-890A-E2DA83D22BC6,Q29052,7d206b70ea767c1b279bcdecad0eb228fa577c3b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,f12d0c00-2758-4f80-beda-d269c0ad705c,2020-04-21T00:00:00Z,11,E87FE47C-FC89-45E0-A19B-D657B4D74390,Q89953944,7d206b70ea767c1b279bcdecad0eb228fa577c3b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,f12d0c00-2758-4f80-beda-d269c0ad705c,2020-04-21T00:00:00Z,11,EB8FB64B-379B-45EB-AF3E-89B498C4E944,Q5,4B6B4E95-8B51-4D52-8E70-845935BCEEBC,Q6581072,f,M.B.B.S.,B,7,"[{""title"": ""Associate Professor"", ""department"": ""Neurology""}]"
pharma,Q91511613,Kanzo Suzuki,Kanzo Suzuki,[],pharmacologist,,,,,,,8A2F5158-57A4-41E0-A04D-A36EA1F211CB,Q29052,122ab140267f6df49e6a0a8173cea55eca59a129,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,F6AA7E62-BE0D-43AE-9EF7-9C0EEF8CBADD,Q89953981,122ab140267f6df49e6a0a8173cea55eca59a129,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,EFA2B943-BE90-491C-A623-319D134BF3B0,Q5,0EB36C61-48EC-47CD-AD95-DA37ADCE37D7,Q6581097,m,Ph.D.,S,12,"[{""title"": ""Research Instructor"", ""department"": ""Pharmacology""}]"
anesthesiology,Q90143305,Kara Kimberly Siegrist,Kara Kimberly Siegrist,[],anesthesiologist,,,,,,,061472C6-140B-41EF-8B02-78DBEF55FEE7,Q29052,b41e41233c549606c4af9359ead2f1102ba6ec61,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,9319F0BF-CAD2-4A9D-B5E5-F4DEB1455E2A,Q89951871,b41e41233c549606c4af9359ead2f1102ba6ec61,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,C8D96A57-FFAF-492A-9F65-4F1E2EDE3BFB,Q5,E307CD9C-EFE7-4991-985B-AFCDB4999BB2,Q6581072,f,M.D.,S,7,"[{""title"": ""Assistant Professor"", ""department"": ""Anesthesiology""}]"
blair,Q83546440,Karen Ann Krieger,Karen Ann Krieger,[],musician educator,,,,,,,D1A1278B-5221-49F8-9921-F0BC04AEB018,Q29052,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,36A85977-DB53-4767-BBAD-2FC7E25DD3A6,Q4924165,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,3A5DE319-3E3E-4A75-86A1-C666D7A75F64,Q5,434C722E-08A6-48C1-849E-6541B32847A9,Q6581072,f,,,7,"[{""title"": ""Associate Professor"", ""department"": ""Piano and Piano Pedagogy; Chair""}, {""title"": """", ""department"": """"}]"
medicine,Q91134093,Karen C. Bloch,Karen C. Bloch,[],physician,,,,,,,6C0D62CC-EE6F-418A-B7BD-23FA11F95928,Q29052,0aa219fbc0ef8302ef0ebeb546d65a2f5cd68acd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,44BD33B7-8CC6-4D1F-A730-26807BDB6B95,Q89953931,0aa219fbc0ef8302ef0ebeb546d65a2f5cd68acd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,110D4520-BF0C-4354-8B4A-998662DC27EC,Q5,64C4F391-C8C4-42F4-BF0B-B53F6A89E004,Q6581072,f,M.D.,B,12,"[{""title"": ""Associate Professor"", ""department"": ""Medicine""}]"
physics,Q79275885,Karen Collins,Karen Collins,[],physics/astronomy researcher,,,,,,,30F79E02-6C55-48BF-8C32-E9A676CFFA35,Q29052,e5ddb84a9a1a4375c3b91376738fc063d52dbdc9,https://as.vanderbilt.edu/physics/people/index.php?group=academic-research-staff,901e956c-5cc3-4956-8447-8792c8b203a4,2019-12-20T00:00:00Z,11,72FBEC12-6CC0-488A-97E6-20FEC1F1E96B,Q78779260,e5ddb84a9a1a4375c3b91376738fc063d52dbdc9,https://as.vanderbilt.edu/physics/people/index.php?group=academic-research-staff,901e956c-5cc3-4956-8447-8792c8b203a4,2019-12-20T00:00:00Z,11,0EBAF6F2-D582-41E6-958A-0A2B6124C4AC,Q5,1DAC5847-AC26-4976-9240-750137B0672F,Q6581072,f,,academic-research-staff,7,"[{""title"": ""Research Associate"", ""department"": """"}]"
nursing,Q97398096,Karen D'Apolito,Karen D'Apolito,[],nursing educator,,,,,,,C9E5DC09-1BAD-4326-A8E7-6E863CEE3EAF,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,D2B0D7AB-8015-4CD6-AFFF-7BA0A85EC882,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,05AB2FBC-0828-44C7-997A-76A652D1026D,Q5,2AAFB291-01CE-4E8C-B670-E46622EB1FC9,Q6581072,f,"PhD, NNP-BC, FAAN",,7,"[{""title"": ""Director, Neonatal NP Specialty"", ""department"": ""Vanderbilt School of Nursing""}, {""title"": ""Professor"", ""department"": ""Vanderbilt School of Nursing""}]"
sociology,Q83492996,Karen E. Campbell,Karen E. Campbell,[],sociologist,,,,,,,901F5A87-74D2-4B62-9081-38AD887810A8,Q29052,9be2254e3bcd4f5dfdf6756b5aaaa94e17281275,https://as.vanderbilt.edu//sociology/people/?group=emeriti,1cdfd0a9-0cb8-4ad1-abd6-9318b95a4777,2020-01-23T00:00:00Z,11,D55F9B70-728D-4051-B5C8-E4567DF44D43,Q79117930,9be2254e3bcd4f5dfdf6756b5aaaa94e17281275,https://as.vanderbilt.edu//sociology/people/?group=emeriti,1cdfd0a9-0cb8-4ad1-abd6-9318b95a4777,2020-01-23T00:00:00Z,11,CB38D0A9-4920-44F9-A593-810E5D10B459,Q5,AB9FE61A-A16F-4308-836F-6798F1F995CE,Q6581072,f,,emeriti,12,"[{""title"": ""Associate Professor"", ""department"": ""Sociology Emerita""}, {""title"": """", ""department"": """"}]"
hod,Q83552043,Karen Enyedy,Karen Enyedy,[],human and organizational development educator,,,,,,,E0241F38-06A2-46FD-9963-80096B914FD9,Q29052,ab2b860c2c3c3897787d435e9ed397435cd4e0d9,https://peabody.vanderbilt.edu/people/hod/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,02E6F7D2-5033-4575-8ACF-78511105CE5F,Q83549841,ab2b860c2c3c3897787d435e9ed397435cd4e0d9,https://peabody.vanderbilt.edu/people/hod/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,11693BD8-811E-4231-90C5-8CCF37F692DA,Q5,72134641-670A-4EE6-A553-8686F5555CC6,Q6581072,f,,,7,"[{""title"": ""Lecturer, Department"", ""department"": ""Human and Organizational Development""}, {""title"": """", ""department"": """"}]"
obgyn,Q91327773,Karen F. Davis,Karen F. Davis,[],gynecologist,,,,,,,A31C13A2-990D-4939-B8BB-42636C106E8E,Q29052,dc8feb07eb695afdf5edaa61949461409dc77a50,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,f12d0c00-2758-4f80-beda-d269c0ad705c,2020-04-21T00:00:00Z,11,9FB28DC9-4836-43CD-9DFB-6CAFE2EC35B4,Q89953947,dc8feb07eb695afdf5edaa61949461409dc77a50,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,f12d0c00-2758-4f80-beda-d269c0ad705c,2020-04-21T00:00:00Z,11,7D8C648F-74B0-4696-B3DD-4D84C639B69E,Q5,38BD2093-7428-4F7D-AA50-7FFCEB02FDDA,Q6581072,f,M.D.,D,12,"[{""title"": ""Assistant Professor of Clinical"", ""department"": ""Obstetrics & Gynecology""}]"
emergency,Q90443690,Karen F. Miller,Karen F. Miller,[],emergency medicine associate,,,,,,,36AD7AEC-6D75-4F94-AC5B-AC477552002D,Q29052,1081f2430df778bf5792738d4506b61c125e0eaa,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,ac81730e-11f6-40d7-aff6-df8341973f08,2020-04-14T00:00:00Z,11,35A922A9-ACC5-4428-9C5E-738E450A5DB8,Q89953919,1081f2430df778bf5792738d4506b61c125e0eaa,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,ac81730e-11f6-40d7-aff6-df8341973f08,2020-04-14T00:00:00Z,11,183639CF-FB6C-4B18-8E9A-AB59621BDDEA,Q5,733D7AE9-8040-46C0-99B5-C64655DB8D75,Q6581072,f,M.P.A.,M,7,"[{""title"": ""Senior Associate in"", ""department"": ""Emergency Medicine""}]"
nursing,Q97398114,Karen Hande,Karen Hande,[],nursing educator,E16AEEAB-C754-4510-A363-0BE994CC2C21,0000-0003-1230-5672,fad55f41ed8a024ee9bd1f7ea1fdefa053a16e53,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,F58E1B6E-5B0B-435B-9AB1-D32D039C04BB,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,1B83D9BB-7B63-4047-858B-FAAAE5DD1D9E,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,247E1EDA-5907-4080-81EA-A6D674DFA900,Q5,FE5E27D4-A1C9-4D0D-BD72-DA18337EC59F,Q6581072,f,"DNP, ANP-BC, CNE, FAANP",,7,"[{""title"": ""Assistant Director, DNP Program"", ""department"": ""Vanderbilt School of Nursing""}, {""title"": ""Associate Professor of Nursing"", ""department"": ""Vanderbilt School of Nursing""}]"
bme,Q86839261,Karen Joos,Karen Joos,[],biomedical engineer,,,,,,,F53129F5-D47A-4664-B594-C9D1E83F151D,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,87CA7488-97C8-4CFA-A6A9-40D8DC6ABDE5,Q84268104,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,3C3D9571-A863-47B8-A94C-53F0B60FAF15,Q5,3B0E7FEA-EC79-4CDF-B649-281CD0485673,Q6581072,f,,,7,"[{""title"": ""faculty"", ""department"": ""Biomedical Engineering""}]"
opthalmology,Q86839261,Karen M. Joos,Karen M. Joos,[],opthalmologist,,,,,,,F53129F5-D47A-4664-B594-C9D1E83F151D,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,04C498CF-7A03-4D9B-BD53-EFD2CCB41EB4,Q89953948,6432e51c113ff946c82a0dbb1e39e0d091c71a12,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=J,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,3C3D9571-A863-47B8-A94C-53F0B60FAF15,Q5,3B0E7FEA-EC79-4CDF-B649-281CD0485673,Q6581072,f,"M.D., Ph.D.",J,13,"[{""title"": ""Professor"", ""department"": ""Ophthalmology & Visual Sciences""}]"
