RecordNumber,qid,filename,commons_uri,commons_page_url
46614,,"Barthélemy d'Eyck - Aix Verkündigung, ca. 1443–45.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Barth%C3%A9lemy%20d%27Eyck%20-%20Aix%20Verk%C3%BCndigung%2C%20ca.%201443%E2%80%9345.jpg,"https://commons.wikimedia.org/wiki/File:Barth%C3%A9lemy_d%27Eyck_-_Aix_Verk%C3%BCndigung,_ca._1443%E2%80%9345.jpg"
46404,Q20538162,Bartolomé Esteban Murillo - The Young Christ as the Good Shepherd - 58.1425 - Museum of Fine Arts.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Murillo%20-%20The%20Young%20Christ%20as%20the%20Good%20Shepherd%20-%2058.1425%20-%20Museum%20of%20Fine%20Arts.jpg,https://commons.wikimedia.org/wiki/File:Bartolom%C3%A9_Esteban_Murillo_-_The_Young_Christ_as_the_Good_Shepherd_-_58.1425_-_Museum_of_Fine_Arts.jpg
46610,,Bartolomé Esteban Perez Murillo - The Holy Family with a Bird - WGA16356.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20-%20The%20Holy%20Family%20with%20a%20Bird%20-%20WGA16356.jpg,https://commons.wikimedia.org/wiki/File:Bartolom%C3%A9_Esteban_Perez_Murillo_-_The_Holy_Family_with_a_Bird_-_WGA16356.jpg
55205,,Bartolomé Esteban Perez Murillo - The Young Beggar.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20-%20The%20Young%20Beggar.jpg,https://commons.wikimedia.org/wiki/File:Bartolom%C3%A9_Esteban_Perez_Murillo_-_The_Young_Beggar.jpg
46611,Q9396638,Bartolomé Esteban Perez Murillo 007.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20007.jpg,https://commons.wikimedia.org/wiki/File:Bartolom%C3%A9_Esteban_Perez_Murillo_007.jpg
46607,Q6102310,Bartolomé Esteban Perez Murillo 022.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20022.jpg,https://commons.wikimedia.org/wiki/File:Bartolom%C3%A9_Esteban_Perez_Murillo_022.jpg
56395,,Basaiti Call of the Sons of Zebedee.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Basaiti%20Call%20of%20the%20Sons%20of%20Zebedee.jpg,https://commons.wikimedia.org/wiki/File:Basaiti_Call_of_the_Sons_of_Zebedee.jpg
56869,,"Basilica of Saint Mary of the Immaculate Conception (Norfolk, Virginia), interior, wooden statue of the risen Christ, from Uganda.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Basilica%20of%20Saint%20Mary%20of%20the%20Immaculate%20Conception%20%28Norfolk%2C%20Virginia%29%2C%20interior%2C%20wooden%20statue%20of%20the%20risen%20Christ%2C%20from%20Uganda.jpg,"https://commons.wikimedia.org/wiki/File:Basilica_of_Saint_Mary_of_the_Immaculate_Conception_(Norfolk,_Virginia),_interior,_wooden_statue_of_the_risen_Christ,_from_Uganda.jpg"
57466,,"Basilica of Saint Mary of the Immaculate Conception (Norfolk, Virginia), interior, wooden statue of the risen Christ, from Uganda.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Basilica%20of%20Saint%20Mary%20of%20the%20Immaculate%20Conception%20%28Norfolk%2C%20Virginia%29%2C%20interior%2C%20wooden%20statue%20of%20the%20risen%20Christ%2C%20from%20Uganda.jpg,"https://commons.wikimedia.org/wiki/File:Basilica_of_Saint_Mary_of_the_Immaculate_Conception_(Norfolk,_Virginia),_interior,_wooden_statue_of_the_risen_Christ,_from_Uganda.jpg"
49940,,Basillica4.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Basillica4.JPG,https://commons.wikimedia.org/wiki/File:Basillica4.JPG
55726,,Basílica de São Francisco das Chagas (Canindé) - Casa dos Milagres 008.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Bas%C3%ADlica%20de%20S%C3%A3o%20Francisco%20das%20Chagas%20%28Canind%C3%A9%29%20-%20Casa%20dos%20Milagres%20008.JPG,https://commons.wikimedia.org/wiki/File:Bas%C3%ADlica_de_S%C3%A3o_Francisco_das_Chagas_(Canind%C3%A9)_-_Casa_dos_Milagres_008.JPG
46605,,Bayerischer Meister 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bayerischer%20Meister%20001.jpg,https://commons.wikimedia.org/wiki/File:Bayerischer_Meister_001.jpg
55529,Q20199436,"Beacon, off Mount Desert Island Frederic Edwin Church.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Beacon%2C%20off%20Mount%20Desert%20Island%20Frederic%20Edwin%20Church.jpg,"https://commons.wikimedia.org/wiki/File:Beacon,_off_Mount_Desert_Island_Frederic_Edwin_Church.jpg"
54942,Q3910081,"Beato angelico, incontro tra san domenicoe san francesco, 1430 ca..JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Beato%20angelico%2C%20incontro%20tra%20san%20domenicoe%20san%20francesco%2C%201430%20ca..JPG,"https://commons.wikimedia.org/wiki/File:Beato_angelico,_incontro_tra_san_domenicoe_san_francesco,_1430_ca..JPG"
56195,,"Beccafumi, cartone per pavimento duomo diena, 1529-1531, 03.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Beccafumi%2C%20cartone%20per%20pavimento%20duomo%20diena%2C%201529-1531%2C%2003.JPG,"https://commons.wikimedia.org/wiki/File:Beccafumi,_cartone_per_pavimento_duomo_diena,_1529-1531,_03.JPG"
55797,Q17341728,BegaPrayer.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/BegaPrayer.jpg,https://commons.wikimedia.org/wiki/File:BegaPrayer.jpg
57703,,Behemoth and Leviathan Butts set.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Behemoth%20and%20Leviathan%20Butts%20set.jpg,https://commons.wikimedia.org/wiki/File:Behemoth_and_Leviathan_Butts_set.jpg
54606,,Beli andjeo3.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Beli%20andjeo3.jpg,https://commons.wikimedia.org/wiki/File:Beli_andjeo3.jpg
57617,Q22008851,Bellegambe Noli me tangere.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bellegambe%20Noli%20me%20tangere.jpg,https://commons.wikimedia.org/wiki/File:Bellegambe_Noli_me_tangere.jpg
54948,Q1959777,Belles heures jean duc de berry annunciation.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Belles%20heures%20jean%20duc%20de%20berry%20annunciation.jpg,https://commons.wikimedia.org/wiki/File:Belles_heures_jean_duc_de_berry_annunciation.jpg
57876,,"Belén (Víctor y Richard Chaves, Perú).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Bel%C3%A9n%20%28V%C3%ADctor%20y%20Richard%20Chaves%2C%20Per%C3%BA%29.jpg,"https://commons.wikimedia.org/wiki/File:Bel%C3%A9n_(V%C3%ADctor_y_Richard_Chaves,_Per%C3%BA).jpg"
51103,Q20634496,Benjamin West - St. Peter Released from Prison - 58.974 - Museum of Fine Arts.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20West%20-%20St.%20Peter%20Released%20from%20Prison%20-%2058.974%20-%20Museum%20of%20Fine%20Arts.jpg,https://commons.wikimedia.org/wiki/File:Benjamin_West_-_St._Peter_Released_from_Prison_-_58.974_-_Museum_of_Fine_Arts.jpg
54982,,Benozzo Gozzoli - The Parable of the Holy Trinity (detail) - WGA10305.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Benozzo%20Gozzoli%20-%20The%20Parable%20of%20the%20Holy%20Trinity%20%28detail%29%20-%20WGA10305.jpg,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_-_The_Parable_of_the_Holy_Trinity_(detail)_-_WGA10305.jpg
56874,,Benozzo Gozzoli - Women at the Tomb (detail) - WGA10210.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Benozzo%20Gozzoli%20-%20Women%20at%20the%20Tomb%20%28detail%29%20-%20WGA10210.jpg,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_-_Women_at_the_Tomb_(detail)_-_WGA10210.jpg
46633,,Benozzo Gozzoli 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Benozzo%20Gozzoli%20001.jpg,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_001.jpg
46411,,Benozzo Gozzoli 004.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Benozzo%20Gozzoli%20004.jpg,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_004.jpg
46412,,Benozzo Gozzoli 005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Benozzo%20Gozzoli%20005.jpg,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_005.jpg
57171,,Berazategui-Caacupe-Poliptico-Trinidad.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Berazategui-Caacupe-Poliptico-Trinidad.jpg,https://commons.wikimedia.org/wiki/File:Berazategui-Caacupe-Poliptico-Trinidad.jpg
46639,,Beringarius 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Beringarius%20001.jpg,https://commons.wikimedia.org/wiki/File:Beringarius_001.jpg
55868,Q27990841,Bernaerd van Orley - Altarpiece of Saints Thomas and Matthias - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernaerd%20van%20Orley%20-%20Altarpiece%20of%20Saints%20Thomas%20and%20Matthias%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Bernaerd_van_Orley_-_Altarpiece_of_Saints_Thomas_and_Matthias_-_Google_Art_Project.jpg
46608,,Bernaerd van Orley 001FXD.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernaerd%20van%20Orley%20001FXD.jpg,https://commons.wikimedia.org/wiki/File:Bernaerd_van_Orley_001FXD.jpg
46291,Q29192681,Bernaerd van Orley 005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernaerd%20van%20Orley%20005.jpg,https://commons.wikimedia.org/wiki/File:Bernaerd_van_Orley_005.jpg
46609,,Bernaerd van Orley 006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernaerd%20van%20Orley%20006.jpg,https://commons.wikimedia.org/wiki/File:Bernaerd_van_Orley_006.jpg
57166,,Bernard Trebacz Argument of the scholars.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Trebacz%20Argument%20of%20the%20scholars.jpeg,https://commons.wikimedia.org/wiki/File:Bernard_Trebacz_Argument_of_the_scholars.jpeg
57637,,Bernard van Orley - Triptych of Virtue of Patience - WGA16693.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20van%20Orley%20-%20Triptych%20of%20Virtue%20of%20Patience%20-%20WGA16693.jpg,https://commons.wikimedia.org/wiki/File:Bernard_van_Orley_-_Triptych_of_Virtue_of_Patience_-_WGA16693.jpg
58357,,Bernardino Luini - Crucifixion and Scenes from the Life of Christ - WGA13751.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardino%20Luini%20-%20Crucifixion%20and%20Scenes%20from%20the%20Life%20of%20Christ%20-%20WGA13751.jpg,https://commons.wikimedia.org/wiki/File:Bernardino_Luini_-_Crucifixion_and_Scenes_from_the_Life_of_Christ_-_WGA13751.jpg
50502,Q20538260,Bernardino Luini - Salome with the Head of St John the Baptist - WGA13769.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardino%20Luini%20-%20Salome%20with%20the%20Head%20of%20St%20John%20the%20Baptist%20-%20WGA13769.jpg,https://commons.wikimedia.org/wiki/File:Bernardino_Luini_-_Salome_with_the_Head_of_St_John_the_Baptist_-_WGA13769.jpg
46634,,Bernardino Luini 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardino%20Luini%20001.jpg,https://commons.wikimedia.org/wiki/File:Bernardino_Luini_001.jpg
46413,,Bernardo Daddi 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Daddi%20001.jpg,https://commons.wikimedia.org/wiki/File:Bernardo_Daddi_001.jpg
46613,,Bernardo Daddi 003.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Daddi%20003.jpg,https://commons.wikimedia.org/wiki/File:Bernardo_Daddi_003.jpg
54744,,Bernardo Strozzi - Christ and the Samaritan Woman - WGA21931.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Strozzi%20-%20Christ%20and%20the%20Samaritan%20Woman%20-%20WGA21931.jpg,https://commons.wikimedia.org/wiki/File:Bernardo_Strozzi_-_Christ_and_the_Samaritan_Woman_-_WGA21931.jpg
55512,,Bernardo Strozzi - St. Lawrence Distributing the Riches of the Church.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Strozzi%20-%20St.%20Lawrence%20Distributing%20the%20Riches%20of%20the%20Church.jpg,https://commons.wikimedia.org/wiki/File:Bernardo_Strozzi_-_St._Lawrence_Distributing_the_Riches_of_the_Church.jpg
58394,,Bernardo Strozzi - The Incredulity of Saint Thomas.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Strozzi%20-%20The%20Incredulity%20of%20Saint%20Thomas.jpg,https://commons.wikimedia.org/wiki/File:Bernardo_Strozzi_-_The_Incredulity_of_Saint_Thomas.jpg
55995,Q28775701,Bernardo Strozzi - The Tribute Money - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Strozzi%20-%20The%20Tribute%20Money%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Bernardo_Strozzi_-_The_Tribute_Money_-_Google_Art_Project.jpg
56615,Q27980536,Bernardo Strozzi - The prophet Elias and the widow of Serepta.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Strozzi%20-%20The%20prophet%20Elias%20and%20the%20widow%20of%20Serepta.jpg,https://commons.wikimedia.org/wiki/File:Bernardo_Strozzi_-_The_prophet_Elias_and_the_widow_of_Serepta.jpg
46612,,Berner Nelkenmeister 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Berner%20Nelkenmeister%20001.jpg,https://commons.wikimedia.org/wiki/File:Berner_Nelkenmeister_001.jpg
58331,,Berner-Muenster-kluge-Jungfrauen-TipTom-P1000075.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Berner-Muenster-kluge-Jungfrauen-TipTom-P1000075.JPG,https://commons.wikimedia.org/wiki/File:Berner-Muenster-kluge-Jungfrauen-TipTom-P1000075.JPG
46587,Q637420,Bernhard Strigel 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernhard%20Strigel%20001.jpg,https://commons.wikimedia.org/wiki/File:Bernhard_Strigel_001.jpg
55284,,Bernhard Strigel 006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernhard%20Strigel%20006.jpg,https://commons.wikimedia.org/wiki/File:Bernhard_Strigel_006.jpg
46642,,Bernt Notke 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernt%20Notke%20001.jpg,https://commons.wikimedia.org/wiki/File:Bernt_Notke_001.jpg
46588,,Bernt Notke 002.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bernt%20Notke%20002.jpg,https://commons.wikimedia.org/wiki/File:Bernt_Notke_002.jpg
55928,,Bertel Thorvaldsen - Christ Giving the Keys to St. Peter - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bertel%20Thorvaldsen%20-%20Christ%20Giving%20the%20Keys%20to%20St.%20Peter%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Bertel_Thorvaldsen_-_Christ_Giving_the_Keys_to_St._Peter_-_Google_Art_Project.jpg
46410,Q20188721,Berthe Morisot 006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Berthe%20Morisot%20006.jpg,https://commons.wikimedia.org/wiki/File:Berthe_Morisot_006.jpg
46589,,Berthe Morisot 008.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Berthe%20Morisot%20008.jpg,https://commons.wikimedia.org/wiki/File:Berthe_Morisot_008.jpg
55337,Q20180268,Beuckelaer - The Miraculous Draught of Fishes.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Beuckelaer%20-%20The%20Miraculous%20Draught%20of%20Fishes.jpg,https://commons.wikimedia.org/wiki/File:Beuckelaer_-_The_Miraculous_Draught_of_Fishes.jpg
54759,,Biberach Pfarrkirche Decke Seitenschiff Jesus und Samariterin.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Biberach%20Pfarrkirche%20Decke%20Seitenschiff%20Jesus%20und%20Samariterin.jpg,https://commons.wikimedia.org/wiki/File:Biberach_Pfarrkirche_Decke_Seitenschiff_Jesus_und_Samariterin.jpg
56724,,Biberach Spital Relief img04.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Biberach%20Spital%20Relief%20img04.jpg,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg
57463,,Biberach Spital Relief img04.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Biberach%20Spital%20Relief%20img04.jpg,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg
57571,,Biberach Spital Relief img04.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Biberach%20Spital%20Relief%20img04.jpg,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg
58411,Q7589569,Bible moralisée de Tolède - Dieu pantocrator.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bible%20moralis%C3%A9e%20de%20Tol%C3%A8de%20-%20Dieu%20pantocrator.jpg,https://commons.wikimedia.org/wiki/File:Bible_moralis%C3%A9e_de_Tol%C3%A8de_-_Dieu_pantocrator.jpg
57438,,Biblia Pauperum Det Kongelige Bibliotek.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Biblia%20Pauperum%20Det%20Kongelige%20Bibliotek.jpg,https://commons.wikimedia.org/wiki/File:Biblia_Pauperum_Det_Kongelige_Bibliotek.jpg
57590,Q20537606,Bierstadt Albert A Rocky Mountain Sheep Ovis Montana.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bierstadt%20Albert%20A%20Rocky%20Mountain%20Sheep%20Ovis%20Montana.jpg,https://commons.wikimedia.org/wiki/File:Bierstadt_Albert_A_Rocky_Mountain_Sheep_Ovis_Montana.jpg
55522,,Bilhamer.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Bilhamer.jpeg,https://commons.wikimedia.org/wiki/File:Bilhamer.jpeg
57881,,Black Angels of Biddle Street 03.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Black%20Angels%20of%20Biddle%20Street%2003.jpg,https://commons.wikimedia.org/wiki/File:Black_Angels_of_Biddle_Street_03.jpg
57276,,BlackSheba-Text.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/BlackSheba-Text.jpg,https://commons.wikimedia.org/wiki/File:BlackSheba-Text.jpg
50210,,Blake - Creation of Eve 1808.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20-%20Creation%20of%20Eve%201808.jpg,https://commons.wikimedia.org/wiki/File:Blake_-_Creation_of_Eve_1808.jpg
57686,,Blake Book of Job Linell set 1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Book%20of%20Job%20Linell%20set%201.jpg,https://commons.wikimedia.org/wiki/File:Blake_Book_of_Job_Linell_set_1.jpg
55472,,Blake Book of Job Linell set 13.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Book%20of%20Job%20Linell%20set%2013.jpg,https://commons.wikimedia.org/wiki/File:Blake_Book_of_Job_Linell_set_13.jpg
57688,,Blake Book of Job Linell set 2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Book%20of%20Job%20Linell%20set%202.jpg,https://commons.wikimedia.org/wiki/File:Blake_Book_of_Job_Linell_set_2.jpg
57690,,Blake Book of Job Linell set 3.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Book%20of%20Job%20Linell%20set%203.jpg,https://commons.wikimedia.org/wiki/File:Blake_Book_of_Job_Linell_set_3.jpg
57692,,Blake Book of Job Linell set 4.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Book%20of%20Job%20Linell%20set%204.jpg,https://commons.wikimedia.org/wiki/File:Blake_Book_of_Job_Linell_set_4.jpg
57695,,Blake Book of Job Linell set 5.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Book%20of%20Job%20Linell%20set%205.jpg,https://commons.wikimedia.org/wiki/File:Blake_Book_of_Job_Linell_set_5.jpg
57712,,Blake Job 1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%201.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_1.jpg
57723,,Blake Job 12.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2012.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_12.jpg
57724,,Blake Job 13.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2013.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_13.jpg
57725,,Blake Job 14.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2014.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_14.jpg
57726,,Blake Job 15.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2015.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_15.jpg
57727,,Blake Job 16.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2016.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_16.jpg
57728,,Blake Job 17.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2017.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_17.jpg
57729,,Blake Job 18.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2018.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_18.jpg
57730,,Blake Job 19.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2019.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_19.jpg
57713,,Blake Job 2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%202.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_2.jpg
57731,,Blake Job 20.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2020.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_20.jpg
57732,,Blake Job 21.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%2021.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_21.jpg
57714,,Blake Job 3.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%203.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_3.jpg
57715,,Blake Job 4.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%204.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_4.jpg
57716,,Blake Job 5.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%205.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_5.jpg
57717,,Blake Job 6.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%206.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_6.jpg
57718,,Blake Job 7.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%207.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_7.jpg
57719,,Blake Job 8.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%208.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_8.jpg
57720,,Blake Job 9.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%209.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_9.jpg
57721,,Blake Job A10.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%20A10.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_A10.jpg
57722,,Blake Job A11.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%20A11.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_A11.jpg
57711,,Blake Job Evil Dreams Detail bb421 1 13-12 ps 300.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20Job%20Evil%20Dreams%20Detail%20bb421%201%2013-12%20ps%20300.jpg,https://commons.wikimedia.org/wiki/File:Blake_Job_Evil_Dreams_Detail_bb421_1_13-12_ps_300.jpg
57425,Q607715,Blake jacobsladder.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20jacobsladder.jpg,https://commons.wikimedia.org/wiki/File:Blake_jacobsladder.jpg
57344,,Blake soldiers casting lots.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blake%20soldiers%20casting%20lots.jpg,https://commons.wikimedia.org/wiki/File:Blake_soldiers_casting_lots.jpg
56039,Q23936184,Blasco de Grañén - Saint Martin Sharing his Cloak - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Blasco%20de%20Gra%C3%B1%C3%A9n%20-%20Saint%20Martin%20Sharing%20his%20Cloak%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Blasco_de_Gra%C3%B1%C3%A9n_-_Saint_Martin_Sharing_his_Cloak_-_Google_Art_Project.jpg
58781,,BnF MS Gr510 folio 440 recto - detail - Helena and the Invention of the True Cross.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/BnF%20MS%20Gr510%20folio%20440%20recto%20-%20detail%20-%20Helena%20and%20the%20Invention%20of%20the%20True%20Cross.jpg,https://commons.wikimedia.org/wiki/File:BnF_MS_Gr510_folio_440_recto_-_detail_-_Helena_and_the_Invention_of_the_True_Cross.jpg
57741,,BodasOroMartinezGarcia.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/BodasOroMartinezGarcia.JPG,https://commons.wikimedia.org/wiki/File:BodasOroMartinezGarcia.JPG
57330,,Bodleian Library MS. Arm. d.13. Armenian Gospels-0013-0.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bodleian%20Library%20MS.%20Arm.%20d.13.%20Armenian%20Gospels-0013-0.jpg,https://commons.wikimedia.org/wiki/File:Bodleian_Library_MS._Arm._d.13._Armenian_Gospels-0013-0.jpg
55356,,Boise State MSS 122 2 crop.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Boise%20State%20MSS%20122%202%20crop.jpeg,https://commons.wikimedia.org/wiki/File:Boise_State_MSS_122_2_crop.jpeg
55460,,"Boltraffio after Leonardo da Vinci, Head of Judas.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Boltraffio%20after%20Leonardo%20da%20Vinci%2C%20Head%20of%20Judas.jpg,"https://commons.wikimedia.org/wiki/File:Boltraffio_after_Leonardo_da_Vinci,_Head_of_Judas.jpg"
55688,,Bon pasteur BnF Ethiopien 389 fol 1v.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bon%20pasteur%20BnF%20Ethiopien%20389%20fol%201v.jpg,https://commons.wikimedia.org/wiki/File:Bon_pasteur_BnF_Ethiopien_389_fol_1v.jpg
55697,,BonegillaMigrantCampSculpture.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/BonegillaMigrantCampSculpture.JPG,https://commons.wikimedia.org/wiki/File:BonegillaMigrantCampSculpture.JPG
55471,,Bonnat02.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bonnat02.jpg,https://commons.wikimedia.org/wiki/File:Bonnat02.jpg
