qid,label_en,editor_uuid,editor,editor_series_ordinal,editor_stated_as,editor_ref1_hash,editor_ref1_referenceUrl,editor_ref1_retrieved_nodeId,editor_ref1_retrieved_val,editor_ref1_retrieved_prec
Q98690502,Speaking of Monks: Religious Biography in India and China,,,,,,,,,
Q98690503,Chinese mythology: an introduction,,,,,,,,,
Q98690504,Historian of the strange: Pu Songling and the Chinese classical tale,,,,,,,,,
Q98690505,Taoist ritual and popular cults of Southeast China,,,,,,,,,
Q98690506,Knowing Words: Wisdom and Cunning in the Classical Traditions of China and Greece,,,,,,,,,
Q98690507,Rethinking Scripture: Essays from a Comparative Perspective,,,,,,,,,
Q98690508,"Religion, Interpretation, and Diversity of Belief: The Framework Model from Kant to Durkheim to Davidson",,,,,,,,,
Q98690509,The Ghost Festival in Medieval China,,,,,,,,,
Q98690510,"Vision, Tradition, Interpretation: Theology, Religion and the Study of Religion",,,,,,,,,
Q98690511,Tradition and Creativity: Essays on East Asian Civilization,,,,,,,,,
Q98690512,Journey to the North: An Ethnohistorical Analysis and Annotated Translation of the Chinese Folk Novel Pei-yu-chi,,,,,,,,,
Q98690513,Buddhism under the T'ang,,,,,,,,,
Q98690514,The Flying Phoenix: Aspects of Chinese Sectarianism in Taiwan,,,,,,,,,
Q98690515,Comparative Religion: Its Genesis and Growth,,,,,,,,,
Q98690516,Research in Ritual Studies,,,,,,,,,
Q99082810,Ancient Mediterranean Religions,,,,,,,,,
Q99215683,Useless and Useful Survivals: A Reply To Robert A. Segal,,,,,,,,,
Q99215757,[Religious Visions during the Chinese High Middle Ages],,,,,,,,,
Q99533529,Shenxian zhuan 神仙傳,,,,,,,,,
Q99533531,Seekers of Transcendence and their Communities in this World (Pre-350 AD),,,,,,,,,
Q99533533,[Ingesting the Marvelous: The Practitioner's Relationship to Nature according to Ge Hong],,,,,,,,,
Q99533534,Eating Better than Gods and Ancestors,,,,,,,,,
Q99533536,Long-Distance Specialists in Early Medieval China,,,,,,,,,
Q99533537,The Real Presence,,,,,,,,,
Q99533539,Xunzi and Durkheim as Theorists of Ritual Practice,,,,,,,,,
Q99533540,Response to Peter C. Phan,,,,,,,,,
Q99533542,Chih-kuai,,,,,,,,,
Q99533544,Feng-shen yen-i,,,,,,,,,
Q99533546,Hsi-yu chi,,,,,,,,,
Q99533548,Hua-hu ching,,,,,,,,,
Q99533549,Summary Report 1,,,,,,,,,
Q99533550,Buddhist Ethics,,,,,,,,,
Q99767273,"Mortality in Traditional Chinese Thought. Edited by Amy Olberding and Philip J. Ivanhoe. Albany: State University of New York Press, 2011. ix, 313 pp. $85.00 (cloth); $26.95 (paper).",,,,,,,,,
Q99767274,Selfless Offspring: Filial Children and Social Order in Medieval China. By Keith Nathaniel Knapp,,,,,,,,,
Q99767275,Considering the End: Mortality in Early Medieval Chinese Poetic Representation. By Timothy Wai Keung Chan,,,,,,,,,
Q99767276,Patterns of Disengagement: The Practice and Portrayal of Reclusion in Early Medieval China (review),,,,,,,,,
Q99767277,The Impact of Buddhism on Chinese Material Culture by John Kieschnick,,,,,,,,,
Q99827239,"Auspicious Omens and Miracles in Ancient China: Han, Three Kingdoms, and Six Dynasties. By Tiziana Lippiello",,,,,,,,,
Q99827241,Writing and Authority in Early China by Mark Edward Lewis,,,,,,,,,
Q99827243,"In Search of the Supernatural: The Written Record, by Kenneth J. DeWoskin, J. I. Crump, Jr.",,,,,,,,,
Q99827245,"Religious Experience and Lay Society in T'ang China: A Reading of Tai Fu's ""Kuang-i chi"" by Glen Dudbridge",,,,,,,,,
Q99827247,Religion and Wine: A Cultural History of Wine Drinking in the United States. By Robert C. Fuller,,,,,,,,,
Q99827248,"Pilgrims and Sacred Sites in China, edited by by Susan Naquin, Chunfang Yu",,,,,,,,,
Q99827250,"Miraculous Retribution: A Study and Translation of T’ang Lin’s “Ming-pao chi"" by Donald B. Gjertson",,,,,,,,,
Q99827252,"Mingtang and Buddhist Utopias in the History of the Astronomical Clock: The Tower, Statue and Armillary Sphere Constructed by Empress Wu, Serie Orientale Roma, Volume LIX, by Antonino Forte",,,,,,,,,
Q99827254,"Written and Unwritten: A New History of the Buddhist Caves at Yungang, by James O. Caswell",,,,,,,,,
Q99827858,"The Confucian World Observed: A Discussion of Confucian Humanism in East Asia, edited by Tu Weiming, Milan Hejtmanek, and Alan Wachman",,,,,,,,,
