qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q109417664,Panel Response to Marcella Althaus-Reid's Indecent Theology,,,,,,,,
Q109417665,Mujerista Theology: Biblical Interpretation and Political Theology,,,,,,,,
Q109417666,"Book Review: Black Citymakers: How the Philadelphia Negro Changed Urban America, edited by Marcus Anthony Hunter",,,,,,,,
Q109417667,Between Jim Crow and the Swastika,,,,,,,,
Q109417668,Recovering Grief in the Age of Grief Recovery,,,,,,,,
Q109417669,Reclaiming Caritas in a Hyper-masculine World,,,,,,,,
Q109417670,Hegel's Self-Conscious Woman,,,,,,,,
Q109417671,Judenzopf/Chinesenzopf: Of Jews and Queues,,,,,,,,
Q109417672,"Not Solely Sola Scriptura, or, a Rejoinder to Brad S. Gregory's The Unintended Reformation",,,,,,,,
Q109417673,Con un pie a cada lado/With a Foot in Each Place,4238F0A7-5274-4D1F-BC68-816E8044276F,Laura Gillman,1,058076a7beaa7f541156bcacbb3356ed0995d287,http://doi.org/10.1215/15366936-2.1.158,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417674,An Intra-Ethnic Analysis of Social Affiliations Among Latinos in the United States,,,,,,,,
Q109417675,From the Co-editors' Keyboards,2926EF99-3F69-4D78-8BB7-B871EC768E51,Marie M. Fortune,1,ad8609c2d16f1dfc2f89d606fda80253ef336435,http://doi.org/10.1300/J154V04N01_01,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417938,"Book Review: The Johannine Approach to Mission, by Teresa Okure.; An Evolutionary Approach to Jesus of Nazareth, by Juan Luis Segundo.",,,,,,,,
Q109417940,'Of Snips . . . and Puppy Dog Tails': Freud's Sublimation of Judentum,,,,,,,,
Q109417941,Preface to The Wilkomirski Case: Fragments or Figments?,,,,,,,,
Q109417943,The Wilkomirski Case: Fragments or Figments?,,,,,,,,
Q109417944,Committed to Memory: Cultural Mediations of the Holocaust (review),,,,,,,,
Q109417945,Space and Spatiality in Modern German-Jewish History eds. by Simone Lässig and Miriam Rürup,,,,,,,,
Q109417946,The Bible and the Politics of Exegesis: Essays in Honor of Norman K. Gottwald on His Sixty-Fifth Birthday (review),,,,,,,,
Q109417948,A Cumulative Index to the Grammar and Syntax of Biblical Hebrew (review),,,,,,,,
Q109417951,Spinoza's Election of the Jews: The Problem of Jewish Persistence,,,,,,,,
Q109417952,The Discipline of Philosophy and the Invention of Modern Jewish Thought by Willi Goetschel,,,,,,,,
Q109417953,Got Ethics?: Envisioning and Evaluating the Future of Our Guild and Discipline,,,,,,,,
Q109417955,"The Place of Christ in Liturgical Prayer: Trinity, Christology, and Liturgical Theology (review)",,,,,,,,
Q109417956,Jewish Women in Greco-Roman Palestine (review),,,,,,,,
Q109417957,The First Modern Jew: Spinoza and the History of an Image by Daniel B. Schwartz,,,,,,,,
Q109417958,Gott und die Ökonomie des Heiligen Geistes,,,,,,,,
Q109417959,Theologie predigen,,,,,,,,
Q109417960,Pursuing the Intrinsic Relationship between Liturgy and Ethics: Practical-Theological Promise in Poverty of Spirit,,,,,,,,
Q109417961,Toward Greater Understanding of Practical Theology,,,,,,,,
Q109417963,Ter mundus accipit infinitum: The Dogmatic Coordinates of Schleiermacher's Trinitarian Treatise,,,,,,,,
Q109417964,"John 13 1–20, The Footwashing in the Johannine Tradition",,,,,,,,
Q109417965,The psychopathology of everyday Vienna: Psychoanalysis and Freud's familiars,,,,,,,,
Q109417966,A Relatively New Discovery in the Modern West: #BlackLivesMatter and the Evolution of Black Humanism,,,,,,,,
Q109417967,'The Whole Story is What I'm After': Womanist Revolutions and Liberation Feminist Revelations through Biomythography and Emancipatory Historiography,,,,,,,,
Q109417968,"Hamid Reza Kusha,Islam in American Prisons: Black Muslims' Challenge to American Penology.",,,,,,,,
Q109417969,"Shirley Elizabeth Thompson, Exiles at Home: The Struggle to Become American in Creole New Orleans",,,,,,,,
Q109417970,More Than Conquerors: Just War Theory and the Need for a Black Christian Antiwar Movement,,,,,,,,
Q109417971,Mourning the Loss of Cultural Selfobjects: Black Embodiment and Religious Experience afer Trauma,,,,,,,,
Q109417973,W. E. B. Du Bois: American Prophet. By Edward J. Blum.,,,,,,,,
Q109417975,"Episcopalians and Race: Civil War to Civil Rights by Gardiner H. Shattuck, Jr.",,,,,,,,
Q109417976,"A Kingdom on Earth: Anglo-American Social Christianity, 1880-1940 by Paul T. Phillips",,,,,,,,
Q109417977,Thoughts of Zimri-Lim,,,,,,,,
Q109417978,The Theology and Provenance of John 15:1-17,,,,,,,,
Q109417979,"The Structure, Tendenz, and Sitz im Leben of John 13:31-14:31",,,,,,,,
Q109417980,Johannine Polemic: The Role of Tradition and Theology,,,,,,,,
Q109417981,The Secret System: A Study in the Chronology of the Old Testament,,,,,,,,
Q109418012,A Short Note on a 'Mayor' Subject,,,,,,,,
Q109418013,Linguistic Evidence and the Dating of Qohelet,,,,,,,,
Q109418014,The Word in the World: The Cosmological Tale in the Fourth Gospel,,,,,,,,
Q109418015,Divine War in the Old Testament and in the Ancient near East,,,,,,,,
Q109418016,The Humanity of Jesus in the Fourth Gospel,,,,,,,,
Q109418017,Linguistic Evidence for the Northern Origin of Selected Psalms,,,,,,,,
Q109418018,The People Called: The Growth of Community in the Bible by Paul D. Hanson,,,,,,,,
Q109418019,Understanding the Fourth Gospel,,,,,,,,
Q109418020,Qohelet's Eschalotological Poem,,,,,,,,
Q109418021,Reading the Bible in the Global Village,,,,,,,,
Q109418022,Social-Science Commentary on the Gospel of John,,,,,,,,
Q109418023,Treatment of Criminals at Mari: A Survey,,,,,,,,
Q109418024,"Orthography, Textual Criticism, and the Poetry of Job",,,,,,,,
Q109418025,Some Comments on Archive Keeping at Mari,,,,,,,,
Q109418026,Mari Dreams,,,,,,,,
Q109418027,The Old Babylonian Tablets from Al-Rimah,,,,,,,,
Q109418028,The King and I a Mari King in Changing Perceptions,,,,,,,,
Q109418029,Women's Working Poverty: Feminist and Religious Alliances in the Living Wage Movement,,,,,,,,
Q109418030,Transing the Study of Religion: A (Christian) Theological Response,,,,,,,,
Q109418031,"Katie's Canon: Enfleshing Womanism, Mentoring, and the Soul of the Black Community",,,,,,,,
Q109418032,"Kevin R. Brine, Elena Ciletti and Henrike Lähnemann (eds.), The Sword of Judith: Judith Studies across the Disciplines",,,,,,,,
Q109418033,"'A Horse is a Horse, Of Course, Of Course,' or Some Nagging Suspicions about Some Jewish Writers",,,,,,,,
Q109418034,Teaching the Canon and Cannon Formation as Incarnation and Conjure: Dr. Katie Geneva Cannon as Womanist Mentor and Muse,,,,,,,,
Q109418035,Introduction to Hugoye 13: A Double Issue on Philoxenos of Mabbug,,,,,,,,
Q109418036,A Biblographic Clavis to the Works of Philoxenos of Mabbug,,,,,,,,
Q109418037,Not aGeistof a Chance: Laying to Rest an 'Unlaid Ghost'?,,,,,,,,
Q109418038,"Some More Additional ‘Day Residues': The First Review of Studien Uber Hysterie, Ilona Weiss and the Dream of Irma's Injection",,,,,,,,
Q109418039,"Postcolonial and Diasporic Criticism in Biblical Studies: Focus, Parameters, Relevance",,,,,,,,
Q109418040,'It is for this reason that i have not come down to my lord ...' visit obligations and vassal pretexts in the Mari archives,,,,,,,,
Q109418041,La théologie des sacrements comme théologie fondamentale,,,,,,,,
Q109418042,"Robert Strivens, Philip Doddridge and the Shaping of Evangelical Dissent",,,,,,,,
Q109418043,Le péché contre le sang : la syphilis et la construction de l’identité juive,,,,,,,,
Q109418044,The theory–practice distinction and the complexity of practical knowledge,,,,,,,,
Q109418045,Gaining One's Definition,,,,,,,,
Q109418046,An Examination of the Sexual Behavior of Middle-Class African American Female College Freshmen,ED76CB23-0788-4472-B93D-B49B1ADAAD3C,Mia Smith Bynum,2,57845a033538fb66167162758eb55430bd5e3e1c,http://doi.org/10.5406/BLACWOMEGENDFAMI.4.2.0001,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109418047,Black Megachurches and Gender Inclusivity,,,,,,,,
Q109418048,The Other Jewish QuestionIdentifying the Jew and Making Sense of Modernity,,,,,,,,
Q109418049,Appropriation and Reciprocity in the Doing of Feminist and Womanist Ethics,7D5DAFF0-3D07-4AA1-AD3B-B9647077B533,Kristine A. Culp,3,38773343ff37c5bc4ab558b5e1166283163a3f6c,http://doi.org/10.5840/ASCE19931310,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109418050,To Be Called Beloved,,,,,,,,
Q109418051,"Response to 'Social Science, Christian Ethics and Democratic Politics: Issues of Poverty and Wealth' by Mary Jo Bane",,,,,,,,
Q109418052,A New Discipline?,,,,,,,,
Q109418053,Waging Religious Ethics,,,,,,,,
Q109418054,‘Oh Say Can You See?’,,,,,,,,
Q109418055,Mary Marshall. The Portrayals of the Pharisees in the Gospels and Acts,,,,,,,,
Q109418056,Telling 'Short Stories by Jesus' – With Gratitude for the On-going Conversation,,,,,,,,
Q109418057,"Reflections on Reflections: Jesus, Judaism, and Jewish-Christian Relations",,,,,,,,
Q109418059,Between Athens and Berlin: The Theological Education Debate: By David H. Kelsey,,,,,,,,
Q109715471,Islam and the Devotional Object: Seeing Religion in Egypt and Syria,,,,,,,,
Q109715472,Sanctity and Mysticism in Medieval Egypt : The Wafāʼ Sufi Order and the Legacy of Ibn ʻArabī,,,,,,,,
Q109715549,Myth,,,,,,,,
Q109715738,"Mysticism, Islamic",,,,,,,,
Q109716490,Angels,,,,,,,,
Q109716500,Dhakara,,,,,,,,
Q109716512,Gabriel,,,,,,,,
Q109716722,Israfil,,,,,,,,
Q109716820,Preserved Tablet,,,,,,,,
Q109716860,Remembrance,,,,,,,,
Q109716933,Tawakkul,,,,,,,,
Q109717865,Wafa’iyya,,,,,,,,
Q109717910,"Al-Ansari, Zakariyya",,,,,,,,
Q109717919,Ali ibn Muhammad Wafa,,,,,,,,
Q109717932,"Dardir, Ahmad",,,,,,,,
Q109717941,Demirdashiyya,,,,,,,,
Q109717947,Friend of God (wali Allah),,,,,,,,
Q109717965,Grave Visitation/Grave Worship (ziyara),,,,,,,,
Q110415063,"Occupy Heaven Are God, Religion, and Politics beyond Rescue?",,,,,,,,
Q110503363,"Notes on Recent Publications - Ordinary Theology: Looking, Listening and Learning in Theology - By Jeff Astley",,,,,,,,
Q110503495,Review Essays: The Economy is Expanding: Theology to the Rescue.,,,,,,,,
Q110505628,An Ever Present Help: Black Megachurch Cultural Responses to Conflict,,,,,,,,
Q110506095,Determinants of Individual Neighborhood Ties and Social Resources in Poor Urban Neighborhoods,,,,,,,,
Q110521170,Plainfield's African-American: From Northern Slavery to Church Freedom. Edited by Leonard L. Bethel and Frederick A. Johnson.,,,,,,,,
Q110521439,Book Review: The Baptism of Early Virginia: How Christianity Created Race. By Rebecca Anne Goetz,,,,,,,,
Q110521882,Response to Review Article of The Trial of the Witnesses: The Rise and Decline of Postliberal Theology by William Placher,,,,,,,,
Q110523013,The Eclipse of the Divine Mind,,,,,,,,
Q110523307,"Islam in Black America: Identity, Liberation, and Difference in African-American Islamic Thought. By Edward E. Curtis IV.",,,,,,,,
Q110523440,Reviewed Work: American Prophecy: Race and Redemption in American Political Culture by George Shulman,,,,,,,,
Q110550678,The Search to Be Real: Why Psychotherapists Become Therapists,,,,,,,,
Q110550698,"The Rod of Discipline: Masochism, Sadism, and the Judeo-Christian Religion",,,,,,,,
Q110551021,book Review of Grant Us Courage: Travels Along the Mainline of American Protestantism,,,,,,,,
Q110612548,Review of Jurgen Moltmann's Systematic Contributions to Theology,,,,,,,,
Q110613023,Review of Gateway to the heavenly city: crusader Jerusalem and the Catholic West (1099-1187) by Sylvia Schein,,,,,,,,
Q110613225,"Review of The Sepulchre of Christ and the Medieval West: from the Beginning to 1600, Colin Morris",,,,,,,,
Q110622470,Book Review: Congregations in America,,,,,,,,
Q110622659,A new manifest destiny : the emerging theological voice of Hispanic Americans,,,,,,,,
Q110622786,Response: Postcolonial Biblical Criticism: Critiques and Challenges,,,,,,,,
Q110622911,Recent Research in the Johannine Letters,,,,,,,,
Q110622988,Review of Commentaire de la Première Epître de Jean,,,,,,,,
Q110623008,"Review of Hispanic Women, Prophetic Voice in the Church",,,,,,,,
Q110623052,Review of Plutarch's Ethical Writings and Early Christian Literature,,,,,,,,
Q110623077,Review of Profiles in Liberation,,,,,,,,
Q110623171,"Notes on Recent Publications: Love One Another, My Friends: St. Augustine's Homilies on 1st John",,,,,,,,
Q110628654,Notes on Recent Publications: Images of Moses by Daniel J Silver,,,,,,,,
Q110628761,Buddhism and Race in the United States,,,,,,,,
Q110628770,History of Consequences: The case of Gregory's Moralia in Iob,,,,,,,,
Q110628878,"Book Note, Sinai and Zion: An Entry into the Jewish Bible",,,,,,,,
Q110629463,Shorter Reviews: Solidarity ethics: transformation in a globalized world,,,,,,,,
Q110702543,Sufi Altruism,,,,,,,,
Q110702544,The Wafa'iyya of Cairo,,,,,,,,
Q110702545,Seeing is Believing: Sufi Vision and the Formation of the Ethical Subject,,,,,,,,
Q110702546,The Cosmopolitan Figure as Ethical Exemplar: Notes from a Tenth-Century Gulf Encyclopedia,,,,,,,,
Q110702547,Dressing the Kaʻba from Cairo: The Aesthetics of Pilgrimage to Mecca,,,,,,,,
Q110702548,Repetition and Relics: Tracing the Lives of Muhammad’s Sandal,,,,,,,,
Q110702549,"Networks, Processions, and the Disruptive Display of Religion",,,,,,,,
Q110702550,Sufi Iconoclasm and the Problem of Comparative Religion,,,,,,,,
Q110702551,Is this the End of Medieval Sufism? Strategies of Transversal Affiliation in Ottoman Egypt,,,,,,,,
Q110702553,A Fourteenth Century Inheritance of Ibn ‘Arabi's Hermeneutics -- the Nafa'is al-'Irfan of Muhammad Wafa',,,,,,,,
Q110702554,Conceptions of the Ultimate Saint in Mamluk Egypt,,,,,,,,
Q110702555,Akbarian Thought in a Branch of the Egyptian Shadhiliyya,,,,,,,,
Q110702556,Notes on the Transmission of Mystical Philosophy: Ibn ‘Arabî according to ‘Abd al-Wahhâb al-Sha’rânî,,,,,,,,
Q110702557,The Concept of Sainthood According to Ibn Bâkhila; a Shâdhili Shaykh of the 8th/14th Century,,,,,,,,
Q110702558,The Experience of Miracle and Metaphor in the Qur'an,,,,,,,,
Q110702559,Ibn al-Arabi,,,,,,,,
Q110702603,Ikhwan al-Safa,,,,,,,,
Q110714086,"Sufism in Ottoman Egypt: Circulation, Renewal, and Authority in the Seventeenth and Eighteenth Centuries",,,,,,,,
Q110714088,"How to Read the Qur'an: A New Guide, With Select Translations",,,,,,,,
Q110714089,The Prophet's Ascension: Cross-Cultural Encounters with the Islamic Mi'raj Tales,,,,,,,,
Q110714090,Islamisches Bilderverbot vom Mittel- bis ins Digitalzeitalter,,,,,,,,
Q110714091,Defining Islam: A Reader (Critical Categories in the Study of Religion),,,,,,,,
Q110714092,Islam and Global Dialogue: Religious Pluralism and the Pursuit of Peace - Edited by Roger Boase,,,,,,,,
Q110714094,The Cult of Saints among Muslims and Jews in Medieval Syria (Book),,,,,,,,
Q110714095,Representations of the Divine in Arabic Poetry,,,,,,,,
Q110714096,New Sources for the Study of Sufism in Mamluk Egypt,,,,,,,,
Q110714098,"Alef Is for Allah: Childhood, Emotion, and Visual Culture in Islamic Societies",,,,,,,,
Q110714099,"Un manuel' ifrîqiyen d'adab soufi: Paroles de sagesse de 'Abd al-Wahhab al-Mzughî (m. 675-1276) compagnon de Shâdhilî: Étude, notes et traduction partielle suivis du texte arabe",,,,,,,,
Q110714100,Intertext and Artworks - Reading Islamic Hagiography,,,,,,,,
Q110714101,"Sufism and Society: Arrangements of the Mystical in the Muslim World, 1200-1800",,,,,,,,
Q110714102,Notes on the Literature of Sufi Prayer Commentaries,,,,,,,,
Q110714103,Emanations of Grace: Mystical Poems by ʻĀʼishah al-Bāʻūnīyah (d. 923/1517),,,,,,,,
Q110714104,Objects of Translation: Material Culture and Medieval 'Hindu-Muslim' Encounter,,,,,,,,
Q110714105,The Problem of Sufism,,,,,,,,
Q110714106,Al-'Aqā' id al-Dīnīyah fī Miṣr al-Mamlūkīyah bayna al-Islām wa-al-Taṣawwuf,,,,,,,,
Q110714107,In the Footsteps of the Prophet: Lessons from the Life of Muhammad,,,,,,,,
Q110714108,Ibrahim al-Dasuqi (1255–1296): a Saint Invented,,,,,,,,
Q110714109,Anxious Muslims: The Struggle for the Soul of Islam,,,,,,,,
Q110714110,The Wine of Love and Life: Ibn al-Fāriḍ's al-Khamrīyah and al-Qayṣarī's Quest for Meaning,,,,,,,,
Q110714112,The Ulama in Contemporary Islam: Custodians of Change,,,,,,,,
Q110714113,The Development of the Islamic Understanding of Sanctity,,,,,,,,
Q110714114,From Virtue to Apocalypse: The Understanding of Sainthood in a Medieval Sufi Order,,,,,,,,
Q110714115,"Religions and the Religion of Animals: Ethics, Self, and Language in Tenth-Century Iraq",,,,,,,,
Q110714117,A Sufi Legacy in Tunis: Prayer and the Shadhiliyya,,,,,,,,
Q110714118,The Existential Dimension of the Spiritual Guide in the Thought of ‘Alî Wafâ’ (d.807/1404),,,,,,,,
Q110714120,A Medieval Saint on Sainthood,,,,,,,,
Q110714122,"Spiritual Wayfarers, Leaders in Piety: Sufis and the Dissemination of Islam in Medieval Palestine, by Dahphna Ephrat",,,,,,,,
Q110714123,"A Prayer for Spiritual Elevation and Protection; al-Dawr al-a'la, S. Taji-Farouki",,,,,,,,
Q110714125,A Rumi for All Seasons,,,,,,,,
Q110714126,"Review of Zwei Mystische Schriften des 'Ammār al-Bidlîsî, (Beiruter Texte und Studien, Band 68)",,,,,,,,
Q110714128,"Review of Consciousness and Reality: Studies in Memory of Toshihiko Izutsu, (Islamic Philosophy, Theology and Science, Vol. 38)",,,,,,,,
Q110714129,"The Medium and the Light: Reflections on Religion, by Marshall McLuhan",,,,,,,,
Q110714130,"The Way of Abu Madyan, V. Cornell and Ibn 'Ata Allah, The Key to Salvation, M. Danner trans.",,,,,,,,
Q110714131,"The Seal of the Saints, M. Chodkiewicz",,,,,,,,
Q110714263,Being and Knowing According to a 14th century Cairene Mystic,,,,,,,,
Q110779913,Review: Feminist Theory and Christian Theology: Cartographies of Grace,,,,,,,,
Q110910492,Economic Justice and Globalization in Black Church Studies: Confronting the “Malignant Kingship” in the Post-Civil Rights Era,,,,,,,,
Q110910493,The Private Lives of Women in Persian Egypt,,,,,,,,
Q110916224,Pragmatic Naturalism and Public Theology,,,,,,,,
Q110920768,Signs and Wonders Theology After Modernity,,,,,,,,
Q110920769,Creation and Transcendence Theological Essays on the Divine Sublime,,,,,,,,
Q110920770,The Origins of Black Humanism in America,,,,,,,,
Q110920771,"Just Traveling God, Leaving Home, and a Spirituality for the Road",,,,,,,,
Q110920772,Strangers and Friends at the Welcome Table Contemporary Christianities in the American South,,,,,,,,
Q110920774,"In Pursuit of Purity, Unity, and Liberty Richard Baxter's Puritan Ecclesiology in Its Seventeenth-Century Context",,,,,,,,
Q110920777,Pillars of Cloud and Fire The Politics of Exodus in African American Biblical Interpretation,,,,,,,,
Q110920778,The Practical Christology of Philoxenos of Mabbug,,,,,,,,
Q110920780,Opting for the Margins,,,,,,,,
Q110920783,"Toward Minority Biblical Criticism: Framework, Contours, Dynamics",5F79CD3D-B3AA-4511-916D-CA0CC8C7052A,Tat-siong Benny Liew,2,4d20109c40a2653b133eb35cbf52cb302bcdba97,http://doi.org/10.2307/J.CTV1FX4HDX.6,eddfc700f0007c0269c29bc15545afb3,2022-02-15T00:00:00Z,11
Q110920784,"Self, Culture, and Others in Womanist Practical Theology",,,,,,,,
Q110920785,Ecclesiastes A New Translation with Introduction and Commentary,,,,,,,,
Q110920786,Preaching the Headlines Possibilities and Pitfalls,,,,,,,,
Q110920787,Womanist Ethics and the Cultural Production of Evil,,,,,,,,
Q111089508,Visual Theology: Diagnosing Postmodernity,,,,,,,,
Q111089509,“Where Will Yehoyišmaʿ Go?”: A Reconsideration of TAD B3.8,,,,,,,,
Q111089512,“It Is Not the Custom of Our Syriac Language … ”: Reconsidering the Role of Translation in the Polemics of Philoxenos of Mabbug,,,,,,,,
Q111089513,Christian Theology and Empires,,,,,,,,
Q111089514,Friedrich Schleiermacher (1768-1834),,,,,,,,
Q111089515,Women of Elephantine and Women in the Land of Israel,,,,,,,,
Q111089516,Losing Confidence in Free-market Economics and Free-market Religion : Recovering True Hope,,,,,,,,
Q111089517,"Raced Bodies: Portraying Bodies, Reifying Racism",,,,,,,,
Q111089521,On the Contrary : Thomistic Second Thoughts on Analogy and Trinity in Eberhard JÜngel,,,,,,,,
Q111637722,The Mystical Aesthetic: Howard Thurman and the Art of Meaning,,,,,,,,
Q111639665,The Caged Bird's 21st Century Song: A Homiletic Practical Theology from the Preaching of African American Women,,,,,,,,
Q111731363,"“But to know it as we shou'd do”: Enthusiasm, Historicizing of the Charismata, and Cessationism in Enlightenment England",,,,,,,,
Q111731364,"“I Am Black and Beautiful, O Ye Daughters of Jerusalem …”: African American Virtue Ethics and a Womanist Hermeneutics of Redemption",,,,,,,,
Q111731365,"“Lest We Be Scattered Abroad”: Nimrod, Marcus Garvey, and Black Religious Humanism in Harlem",,,,,,,,
Q111731366,"“Though He cannot be eaten, we consume Him”: Appeals to Liturgical Practice in the Christological Polemic of Philoxenos of Mabbug",,,,,,,,
Q111731368,The State of Contemporary Mainline Protestantism,,,,,,,,
Q111731369,"Black Cultural Criticism, the New Politics of Difference, and Religious Criticism",,,,,,,,
Q111731370,Theorizing Black Religious Studies: A Genealogy,,,,,,,,
Q111731371,A Field of Study as a Field of Dreams: The Contours of Black Church Studies,,,,,,,,
Q111731372,Absolute Dependence or Infinite Desire: Subjective Alignment with God in Schleiermacher and Kierkegaard,,,,,,,,
Q111731373,African American Churches and Reproductive Health Rights,,,,,,,,
Q111731374,Afterword,,,,,,,,
Q111731375,"Beyond the God/Man Duo: Globalization, Feminist Theology, and Religious Subjectivity",,,,,,,,
Q111731376,Christianity and Sexuality,,,,,,,,
Q111731377,"Decolonizing Spectatorship: Photography, Theology, and New Media",,,,,,,,
Q111731378,Deep Solidarity: Dealing with Oppression and Exploitation Beyond Charity and Advocacy,,,,,,,,
Q111731379,Divine Justice in the Book of Job,,,,,,,,
Q111731380,Divining Differences: Irigaray and Religion,,,,,,,,
Q111731381,Economics,,,,,,,,
Q111731383,Exogamy and Divorce in Ezra and Nehemiah,,,,,,,,
Q111731384,For the Beauty of the World: Vision and Moral Order in Martin Luther King Jr.'s World House,5F780A27-5B80-4E4C-B35A-11609B2B7A1A,Teresa Delgado,2,0bbd904f9cfd796caa60f2f196a5bb52f9fe4f5d,http://doi.org/10.2307/J.CTVFXV9J2.6,cfe1549d09e860d21b629a479a93c39d,2022-04-26T00:00:00Z,11
Q111731385,"Foreword A Call to Personal, Transformative, Autobiographical Criticism: Reflections on the Work of Ingrid Rosa Kitzberger",,,,,,,,
Q111731386,From Mountain to Mountain: The Reign of God in Daniel 2,,,,,,,,
Q111731387,God,,,,,,,,
Q111731388,Grassroots Social Movements,,,,,,,,
Q111731389,"Herbert, Edward (Lord of Cherbury)",,,,,,,,
Q111731390,Hope In Two Keys: Musical Impact And The Poetics Of Job 14,,,,,,,,
Q111731391,Intercultural Bible Reading as Transformation for Liberation: Intercultural Hermeneutics and Biblical Studies,,,,,,,,
Q111731392,James I (King of England),,,,,,,,
Q111731393,Jesus Christ,,,,,,,,
Q111731394,"Job’s gō’ēl, again",,,,,,,,
Q111731395,Liberation in African American Theology,,,,,,,,
Q111731396,Marian Hymnology in the East and West,,,,,,,,
Q111731398,Option for the Poor,,,,,,,,
Q111731399,"Performative, Queer Theories for Religion: Judith Butler",,,,,,,,
Q111731400,Perspectives on a Pluriform Classic,,,,,,,,
Q111731401,PFAT 783: Fruit and the Bazikara,,,,,,,,
Q111731402,Philoxenos of Mabbug and the Simplicity of Evagrian Gnosis Competing Uses of Evagrius in the Early Sixth Century,,,,,,,,
Q111731404,Philoxenos of Mabbug: A Cappadocian Theologian on the Banks of the Euphrates?,,,,,,,,
Q111731405,Planetary Sightings? Negotiating Sexual Differences in Globalization's Shadow,,,,,,,,
Q111731406,Playing,,,,,,,,
Q111731407,Postcolonial Criticism and the Gospel of Matthew,,,,,,,,
Q111731408,Pursuing American Racial Justice and a Politically and Theologically Informed Black Church Praxis,,,,,,,,
Q111731410,Reformed Theology in North America,B8FF82B1-7A09-430D-9D20-B346DD618A57,Drew Martin,2,a7116a23beb2f6dda3cc273a8fc7e078bb478538,http://doi.org/10.1093/OXFORDHB/9780198723912.013.10,cfe1549d09e860d21b629a479a93c39d,2022-04-26T00:00:00Z,11
Q111731411,Religious Activism,,,,,,,,
Q111731412,Religious Thought: Womanist,,,,,,,,
Q111731413,"Responses to Miles, Perdue, West, and Boer",,,,,,,,
Q111731414,"Responsi/ability, after Derrida",,,,,,,,
Q111731415,Rethinking the New Materialism for Religion and Theology Why Movements Matter Most,,,,,,,,
Q111731416,Suburbanization and Religion,,,,,,,,
Q111731417,The Bible in the German Empire,,,,,,,,
Q111731418,The Empire as Visible in the Aramaic Documents from Persepolis,,,,,,,,
Q111731419,The Platonic Captivity of Primitive Christianity and the Enlightening of Augustine,,,,,,,,
Q111731420,The social world of Ecclesiastes,,,,,,,,
Q111731421,Theology and Exclusion: From Charity to Advocacy to Deep Solidarity,,,,,,,,
Q111731422,"Theology, Praxis, and Leadership: Paradigm for Black Churches",,,,,,,,
Q111731423,Uninterrogated Coloredness and Its Kin,,,,,,,,
Q111731424,Walking on the Rimbones of Nothingness: Embodied Scholarship for Those of Us Way Down Under the Sun,,,,,,,,
Q111731425,Welcome to the Great American Middle Class: From the American Dream to Deep Solidarity,,,,,,,,
Q111731426,West Semitic Sources,,,,,,,,
Q111731427,"Womanist Pastoral Theology and Black Women's Experience of Gender, Religion, and Sexuality",,,,,,,,
Q111731428,Working with environmental economists,ADE23B23-D340-4A20-A890-22D289297547,Annika Rieger,1,8bb08a0b0163c8b28040a2e2a5d2f909c2ec65e6,http://doi.org/10.5040/9780567675187.0013,cfe1549d09e860d21b629a479a93c39d,2022-04-26T00:00:00Z,11
Q111819988,Getting It Right,,,,,,,,
Q111819989,Queer theologies,F10FD965-9219-48BF-93D8-8979C574CF06,Carolyn Roncolato,2,,,,,
Q111819990,'Response' to Edward Butler's review of Beyond monotheism: a theology of multiplicity,,,,,,,,
Q111819991,Making sense of feminist theology today,1A807F51-9D3C-4B19-B4A3-8CC07C208C36,Cassie Trentaz,2,,,,,
Q111819992,'The call was not meant for you alone': Dietrich Bonhoeffer on discerning the call,,,,,,,,
Q111819993,'The call was not meant for you alone' addendum: a dialogue with Laurel C. Schneider,8EB1A6A4-53EF-4289-8EF7-673385BFECA3,Alison J. Patrick Patton,2,,,,,
Q111819994,What if it is a Choice?: Some Implications of the Homosexuality Debates for Theology,,,,,,,,
Q111819996,From New Being to Meta-Being: A Critical Analysis of Paul Tillich's Influence on Mary Daly,,,,,,,,
Q111819997,Religion’s Queer Comeback?: Some Preliminary Questions,,,,,,,,
Q111819998,Impure Thoughts: Reflections on the Possibility of Knowing From the Divine today,,,,,,,,
Q111819999,"When Hell Freezes Over: Feminism, Ontology, and Multiplicity",,,,,,,,
Q111820000,Globalization as a Feminist Issue,,,,,,,,
Q111820001,The Future of Disarmament,,,,,,,,
Q111820097,'God Bless America',,,,,,,,
Q111820128,Re-imagining the Divine: Challenges of the Backlash to Feminist Theology,,,,,,,,
Q112267023,"The Mechanism of Organic Preservation at Monte Verde, Chile, and One Use of Biomolecules in Archaeological Interpretation",61A9C9EC-4698-4D4C-9FA3-AC222747AE3F,Noreen Tuross,1,,,,,
