qid,commons_id,local_identifier,label_en,directory,local_filename,rank,image_name,iiif_manifest,notes
Q102966954,M122601428,1971.070,Knackers,1971,1971-070.tif,primary,Knackers - Vanderbilt Fine Arts Gallery - 1971-070.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.070.json,
Q102967090,M122601482,1970.031,L'Apparition,1970,1970.031.tif,primary,L'Apparition - Vanderbilt Fine Arts Gallery - 1970.031.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.031.json,
Q102967100,M122601525,1988.005,"L'Education Fait Tout (Education is the Key to All Success), after Honoré Fragonard",1988,1988.005.tif,primary,"L'Education Fait Tout (Education is the Key to All Success), after Honoré Fragonard - Vanderbilt Fine Arts Gallery - 1988.005.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.005.json,
Q102967115,M122602004,1981.005,L'incendie (The Fire) reproduction,1981,1981.005.tif,primary,L'incendie (The Fire) reproduction - Vanderbilt Fine Arts Gallery - 1981.005.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.005.json,
Q102967122,M122602025,2002.021,La Astronomie,2002,2002.021.tif,primary,La Astronomie - Vanderbilt Fine Arts Gallery - 2002.021.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.021.json,
Q102967140,M122602029,2002.017,La Dialectique,2002,2002.017.tif,primary,La Dialectique - Vanderbilt Fine Arts Gallery - 2002.017.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.017.json,
Q102967181,M122602034,2002.020,La Jurisprudence,2002,2002.020.tif,primary,La Jurisprudence - Vanderbilt Fine Arts Gallery - 2002.020.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.020.json,
Q102967188,M122602039,1971.053,La Malheureuse Family Calas,1971,1971.053.med.jpg,primary,La Malheureuse Family Calas - Vanderbilt Fine Arts Gallery - 1971.053.med.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.053.json,
Q102967201,M122602049,2002.018,La Physique,2002,2002.018.tif,primary,La Physique - Vanderbilt Fine Arts Gallery - 2002.018.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.018.json,
Q102967209,M122602057,1970.037,La Plaine Prés Du Lac (The Plains near the Lake),1970,1970.037.tif,primary,La Plaine Prés Du Lac (The Plains near the Lake) - Vanderbilt Fine Arts Gallery - 1970.037.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.037.json,
Q102967218,M122602074,2002.019,La Rhétorique,2002,2002.019.tif,primary,La Rhétorique - Vanderbilt Fine Arts Gallery - 2002.019.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.019.json,
Q102967223,M122602098,1972.084,La Sculpture,1972,1972.084.tif,primary,La Sculpture - Vanderbilt Fine Arts Gallery - 1972.084.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.084.json,
Q102967228,M122602115,2002.022,La Théology,2002,2002.022.tif,primary,La Théology - Vanderbilt Fine Arts Gallery - 2002.022.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.022.json,
Q102967263,M122602144,1999.172i,"Laissez appuyer moa-, from Album du Siége",1999,1999.172i.tif,primary,"Laissez appuyer moa-, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172i.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172i.json,
Q102967766,M122602160,2010.004,Landscape,2010,2010.004.tif,primary,Landscape - Vanderbilt Fine Arts Gallery - 2010.004.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2010/2010.004.json,
Q102967952,M122602221,1999.172t,"Le danger de manger, from Album du Siége",1999,1999.172t.tif,primary,"Le danger de manger, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172t.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172t.json,
Q102967978,M122602273,1975.043,Le Louvre et la Seine,1975,1975.043.tif,primary,Le Louvre et la Seine - Vanderbilt Fine Arts Gallery - 1975.043.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.043.json,
Q102967989,M122602298,1999.172ff,"Le revers de la Médaille de Sainte-Hélène. (The reverse side of the Medal of Sainte-Hélène.), from Album du Siége",1999,1999.172ff.tif,primary,"Le revers de la Médaille de Sainte-Hélène. (The reverse side of the Medal of Sainte-Hélène.), from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172ff.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172ff.json,
Q102968003,M122602315,1988.081,Least Bittern,1988,1988.081.tif,primary,Least Bittern - Vanderbilt Fine Arts Gallery - 1988.081.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.081.json,
Q102968023,M122602336,1999.172n,"Les fuyards se dissimulant, from Album du Siége",1999,1999.172n.tif,primary,"Les fuyards se dissimulant, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172n.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172n.json,
Q102968037,M122602366,1971.041,Les Plaisirs du Seigneur,1971,1971-041.tif,primary,Les Plaisirs du Seigneur - Vanderbilt Fine Arts Gallery - 1971-041.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.041.json,
Q102968043,M122602392,1999.172m,Les Prussiens m'ont donne un ciagre! from Album du Siége,1999,1999.172m.tif,primary,Les Prussiens m'ont donne un ciagre! from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172m.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172m.json,
Q102968055,M122602475,1972.087,Leur retour chez eux,1972,1972-087.tif,primary,Leur retour chez eux - Vanderbilt Fine Arts Gallery - 1972-087.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.087.json,
Q102968066,M122602520,1993.108,Lidded container with a design of the Seven Lucky Gods,1993,1993.108.tif,primary,Lidded container with a design of the Seven Lucky Gods - Vanderbilt Fine Arts Gallery - 1993.108.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.108.json,
Q102968078,M122602576,1978.039,Lidded jar,1978,1978.039.TIF,primary,Lidded jar - Vanderbilt Fine Arts Gallery - 1978.039.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.039.json,
Q102968105,M122602613,1987.038,Lidded seal ink container with a design of prawns and leaves,1987,1987.038.JPG,primary,Lidded seal ink container with a design of prawns and leaves - Vanderbilt Fine Arts Gallery - 1987.038.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.038.json,
Q102968142,M122603520,1994.106,Lidded teacup with a design in blue and red underglaze of peonies with gold enamel,1994,1994.106.tif,primary,Lidded teacup with a design in blue and red underglaze of peonies with gold enamel - Vanderbilt Fine Arts Gallery - 1994.106.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.106.json,
Q102968243,M122603731,1991.027,Longquan celadon ware charger,1991,1991.027.tif,primary,Longquan celadon ware charger - Vanderbilt Fine Arts Gallery - 1991.027.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1991/1991.027.json,
Q102968250,M122603932,1999.137,Longquan celadon ware dish with twin-fish motif,1999,1999.137.jpg,primary,Longquan celadon ware dish with twin-fish motif - Vanderbilt Fine Arts Gallery - 1999.137.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.137.json,
Q102968256,M122604028,2007.022,Love,2007,2007.022.JPG,primary,Love - Vanderbilt Fine Arts Gallery - 2007.022.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.022.json,
Q102968262,M122604215,2007.021,Love (trial proof),2007,2007.021.JPG,primary,Love (trial proof) - Vanderbilt Fine Arts Gallery - 2007.021.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.021.json,
Q102968302,M122604252,1999.172q,"Madame Putois, j'aurais tout de meme jamais, from Album du Siége",1999,1999.172q.tif,primary,"Madame Putois, j'aurais tout de meme jamais, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172q.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172q.json,
Q102968316,M122604505,1999.172r,"Maintenant j'adore les gens greles, from Album du Siége",1999,1999.172r.tif,primary,"Maintenant j'adore les gens greles, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172r.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172r.json,
Q102968478,M122604517,2007.032,"Massacre of the Innocents, after Jacopo Tintoretto",2007,2007.032.jpg,primary,"Massacre of the Innocents, after Jacopo Tintoretto - Vanderbilt Fine Arts Gallery - 2007.032.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.032.json,
Q102968507,M122604526,2000.117,Medicine steamer,2000,2000.117.TIF,primary,Medicine steamer - Vanderbilt Fine Arts Gallery - 2000.117.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.117.json,
Q102968568,M122604555,1983.003,Minamoto Yoshitsune Parting with his Wife Shizuka at Mt. Yoshino,1983,1983.003.tif,primary,Minamoto Yoshitsune Parting with his Wife Shizuka at Mt. Yoshino - Vanderbilt Fine Arts Gallery - 1983.003.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1983/1983.003.json,
Q102968623,M122604574,1994.152,Mirror with eight petaled rim with a design of a phoenix,1994,1994.152.JPG,primary,Mirror with eight petaled rim with a design of a phoenix - Vanderbilt Fine Arts Gallery - 1994.152.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.152.json,
Q102968635,M122604593,1994.207,Mishima ware mizusashi (lidded water jar) for the tea ceremony with inlay design of dragons and clouds with abstract borders with green glaze,1994,1994.207.tif,primary,Mishima ware mizusashi (lidded water jar) for the tea ceremony with inlay design of dragons and clouds with abstract borders with green glaze - Vanderbilt Fine Arts Gallery - 1994.207.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.207.json,
Q102968671,M122604621,1999.172x,"Modes Parisiennes en prévision-, from Album du Siége",1999,1999.172x.tif,primary,"Modes Parisiennes en prévision-, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172x.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172x.json,
Q102968675,M122604634,1999.172b,"Moi, je suis ravitaille!-, from Album du Siége",1999,1999.172b.tif,primary,"Moi, je suis ravitaille!-, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172b.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172b.json,
Q102968680,M122604644,1992.084,Momotarō Goes to Devil's Island from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi),1992,1992.084.jpg,primary,Momotarō Goes to Devil's Island from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi) - Vanderbilt Fine Arts Gallery - 1992.084.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.084.json,
Q102968687,M122604663,2010.005,Mont St. Michel: Interior of the Knights Hall,2010,2010.005.tif,primary,Mont St. Michel- Interior of the Knights Hall - Vanderbilt Fine Arts Gallery - 2010.005.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2010/2010.005.json,
Q102968700,M122604731,1965.038,Moonrise on the Ternin,1965,1965-038.tif,primary,Moonrise on the Ternin - Vanderbilt Fine Arts Gallery - 1965-038.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.038.json,
Q102968719,M122604743,1979.0915P,Mort de la Madeleine,1979,1979.0915P.tif,primary,Mort de la Madeleine - Vanderbilt Fine Arts Gallery - 1979.0915P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0915P.json,
Q102968753,M122604769,2004.039,"Mother and Children, Second State",2004,2004.039.tif,primary,"Mother and Children, Second State - Vanderbilt Fine Arts Gallery - 2004.039.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/2004/2004.039.json,
Q102968799,M122604808,2003.050,Muck Worms,2003,2003.050.tif,primary,Muck Worms - Vanderbilt Fine Arts Gallery - 2003.050.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/2003/2003.050.json,
Q102968807,M122604819,2007.051,"Mystic Marriage of St. Katherine, after Titian",2007,2007.051.jpg,primary,"Mystic Marriage of St. Katherine, after Titian - Vanderbilt Fine Arts Gallery - 2007.051.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.051.json,
Q102968838,M122604855,1996.201,"Natsume (tea caddy) with a design of salt making sheds, pines, and fish nets",1996,1996.201.tif,primary,"Natsume (tea caddy) with a design of salt making sheds, pines, and fish nets - Vanderbilt Fine Arts Gallery - 1996.201.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.201.json,
Q102968842,M122604883,1965.030,"Near Elche, Spain",1965,1965-030.tif,primary,"Near Elche, Spain - Vanderbilt Fine Arts Gallery - 1965-030.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.030.json,
Q102969030,M122604894,1977.013,No. 43 (after Claude Lorrain),1977,1977.013.tif,primary,No. 43 (after Claude Lorrain) - Vanderbilt Fine Arts Gallery - 1977.013.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.013.json,
Q102969081,M122604906,1999.172a,Nous ne nous serions - from Album du Siége,1999,1999.172a.tif,primary,Nous ne nous serions - from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172a.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172a.json,
Q102969121,M122604915,1987.014,Nymph and Cupids,1987,1987.014.jpg,primary,Nymph and Cupids - Vanderbilt Fine Arts Gallery - 1987.014.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.014.json,
Q102969152,M122604919,1994.131,Octagonal seal surmounted by a lion,1994,1994.131.JPG,primary,Octagonal seal surmounted by a lion - Vanderbilt Fine Arts Gallery - 1994.131.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.131.json,
Q102969208,M122604929,1965.016,"OH! from Interjections; as published in Le Figaro, March 17, 1839",1965,1965.016.tif,primary,"OH! from Interjections; as published in Le Figaro, March 17, 1839 - Vanderbilt Fine Arts Gallery - 1965.016.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.016.json,
Q102969216,M122604943,1994.174,Oil jar with gold lacquer repair and incised design with celadon glaze,1994,1994.174.JPG,primary,Oil jar with gold lacquer repair and incised design with celadon glaze - Vanderbilt Fine Arts Gallery - 1994.174.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.174.json,
Q102969225,M122604945,1994.173,Oil jar with gold lacquer repair and inlaid design of flowers and circles with celadon glaze,1994,1994.173.JPG,primary,Oil jar with gold lacquer repair and inlaid design of flowers and circles with celadon glaze - Vanderbilt Fine Arts Gallery - 1994.173.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.173.json,
Q102969230,M122605953,1994.175,Oil jar with gold lacquer repair with celadon glaze,1994,1994.175.JPG,primary,Oil jar with gold lacquer repair with celadon glaze - Vanderbilt Fine Arts Gallery - 1994.175.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.175.json,
Q102969245,M122605960,2000.116,Oil lamp in the form of a bird,2000,2000.116.TIF,primary,Oil lamp in the form of a bird - Vanderbilt Fine Arts Gallery - 2000.116.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.116.json,
Q102969283,M122605974,1999.172v,"On aurait pu profiter, from Album du Siége",1999,1999.172v.tif,primary,"On aurait pu profiter, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172v.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172v.json,
Q102969309,M122605993,1992.096,"Ono no Tōfu Watching a Frog, The Famous Calligrapher, Ono-no-Dofu , Looking at a Frog, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)",1992,1992.096.jpg,primary,"Ono no Tōfu Watching a Frog, The Famous Calligrapher, Ono-no-Dofu , Looking at a Frog, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi) - Vanderbilt Fine Arts Gallery - 1992.096.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.096.json,
Q102969398,M122606011,1993.210,Oribe ware tea cup with a design of three chrysanthemum flowers,1993,1993.210.tif,primary,Oribe ware tea cup with a design of three chrysanthemum flowers - Vanderbilt Fine Arts Gallery - 1993.210.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.210.json,
Q102969462,M122606066,1969.069,Overdoor Panel,1969,1969.069.tif,primary,Overdoor Panel - Vanderbilt Fine Arts Gallery - 1969.069.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.069.json,
Q102969553,M122606109,1975.042,Palais des Beaux-Arts,1975,1975.042.tif,primary,Palais des Beaux-Arts - Vanderbilt Fine Arts Gallery - 1975.042.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.042.json,
Q102969623,M122606161,1972.089,Peasant Village (after a painting by Focquer),1972,1972-089.tif,primary,Peasant Village (after a painting by Focquer) - Vanderbilt Fine Arts Gallery - 1972-089.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.089.json,
Q102969681,M122606193,1993.221,People on the Nihonbashi Bridge,1993,1993.221.tif,primary,People on the Nihonbashi Bridge - Vanderbilt Fine Arts Gallery - 1993.221.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.221.json,
Q102969711,M122606202,1994.336,Petrus und die Magd (Peter and the Maid),1994,1994.336.tif,primary,Petrus und die Magd (Peter and the Maid) - Vanderbilt Fine Arts Gallery - 1994.336.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.336.json,
Q102969811,M122606223,1978.023,Plate with a design in blue underglaze of a radish,1978,1978.023.TIF,primary,Plate with a design in blue underglaze of a radish - Vanderbilt Fine Arts Gallery - 1978.023.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.023.json,
Q102969817,M122606237,1978.012,Plate with a design in blue underglaze of a wagtail,1978,1978.012.TIF,primary,Plate with a design in blue underglaze of a wagtail - Vanderbilt Fine Arts Gallery - 1978.012.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.012.json,
Q102969889,M122606254,1999.172s,"Plus de viande!-, from Album du Siége",1999,1999.172s.tif,primary,"Plus de viande!-, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172s.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172s.json,
Q102969922,M122606273,2007.053,Portrait of a man,2007,2007.053.jpg,primary,Portrait of a man - Vanderbilt Fine Arts Gallery - 2007.053.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.053.json,
Q102970002,M122606290,1999.172l,"Pour ne pas etre blesse, from Album du Siége",1999,1999.172l.tif,primary,"Pour ne pas etre blesse, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172l.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172l.json,
Q102970011,M122606312,1999.172cc,"Préparant les étrennes pour son peuple. (Preparing New Year’s gifts for his people.), from Album du Siége",1999,1999.172cc.tif,primary,"Préparant les étrennes pour son peuple. (Preparing New Year’s gifts for his people.), from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172cc.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172cc.json,
Q102970022,M122606321,1970.017,Priest Rennyo Preaching at Yoshizaki,1970,1970.017.jpg,primary,Priest Rennyo Preaching at Yoshizaki - Vanderbilt Fine Arts Gallery - 1970.017.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.017.json,
Q102970050,M122606341,1984.040,"Prince Bishop's Palace, Würzburg",1984,1984.040.tif,primary,"Prince Bishop's Palace, Würzburg - Vanderbilt Fine Arts Gallery - 1984.040.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.040.json,
Q102970067,M122606367,1995.076,"Print no. 9 from, The Cultivation of Silkworms",1995,1995.076.tif,primary,"Print no. 9 from, The Cultivation of Silkworms - Vanderbilt Fine Arts Gallery - 1995.076.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.076.json,
Q102970149,M122606395,1998.014,Qingbai celadon ware bowl,1998,1998.014.TIF,primary,Qingbai celadon ware bowl - Vanderbilt Fine Arts Gallery - 1998.014.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1998/1998.014.json,
Q102970171,M122606403,1987.056,Quail-shaped box on a wooden stand (2 parts),1987,1987.056.JPG,primary,Quail-shaped box on a wooden stand (2 parts) - Vanderbilt Fine Arts Gallery - 1987.056.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.056.json,
Q102970176,M122606415,1999.172u,"Quand je pense que-, from Album du Siége",1999,1999.172u.tif,primary,"Quand je pense que-, from Album du Siége - Vanderbilt Fine Arts Gallery - 1999.172u.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.172u.json,
Q102970219,M122606428,2000.005,"Rakuchu-Rakugai (View of Daily Life in Kyoto), six panel screen",2000,2000.005.jpg,primary,"Rakuchu-Rakugai (View of Daily Life in Kyoto), six panel screen - Vanderbilt Fine Arts Gallery - 2000.005.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.005.json,
Q102970243,M122606430,1971.063,Rebecca (after Veronese),1971,1971.063.med.jpg,primary,Rebecca (after Veronese) - Vanderbilt Fine Arts Gallery - 1971.063.med.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.063.json,
Q102970306,M122606562,1972.026,Red Maple Leaves at Kaian-ji Temple (Kaian-ji kōyō),1972,1972.026.jpg,primary,Red Maple Leaves at Kaian-ji Temple (Kaian-ji kōyō) - Vanderbilt Fine Arts Gallery - 1972.026.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.026.json,
Q102970324,M122606576,1979.0796P,Relief of Five Arhats (disciples of Buddha),1979,1979.0796P.tif,primary,Relief of Five Arhats (disciples of Buddha) - Vanderbilt Fine Arts Gallery - 1979.0796P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0796P.json,
Q102970390,M122606598,1992.452A&B,Rice Cake Mold (2 parts) with a Design of a Diamond-Shaped Flower,1992,1992.452.tif,primary,Rice Cake Mold (2 parts) with a Design of a Diamond-Shaped Flower - Vanderbilt Fine Arts Gallery - 1992.452.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.452A%26B.json,
Q102970411,M122606605,1992.448,Rice Cake Mold with a Circular Design of Three Wisteria Blossoms,1992,1992.448.tif,primary,Rice Cake Mold with a Circular Design of Three Wisteria Blossoms - Vanderbilt Fine Arts Gallery - 1992.448.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.448.json,
Q102970524,M122606630,1970.036,Ring Out Wild Bells to the Wild Sky,1970,1970-036.tif,primary,Ring Out Wild Bells to the Wild Sky - Vanderbilt Fine Arts Gallery - 1970-036.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.036.json,
Q102970594,M122606662,1981.031,Roman Republic coin,1981,1981.031.tif,primary,Roman Republic coin - Vanderbilt Fine Arts Gallery - 1981.031.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.031.json,
Q102970613,M122606678,2007.038,"Rough seas harbor scene, after J. Vernet",2007,2007.038.jpg,primary,"Rough seas harbor scene, after J. Vernet - Vanderbilt Fine Arts Gallery - 2007.038.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.038.json,
Q102970619,M122606691,1989.010,Royal Fisherman,1989,1989.010.tif,primary,Royal Fisherman - Vanderbilt Fine Arts Gallery - 1989.010.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1989/1989.010.json,
Q102970636,M122606715,1971.048,Ruins,1971,1971-048.tif,primary,Ruins - Vanderbilt Fine Arts Gallery - 1971-048.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.048.json,
Q102970643,M122606717,2007.018,"Ruins of the Basilica of St. Paul's in Rome (image verso, view inside the Basilica of St. Paul's in Rome)",2007,2007.018.JPG,primary,"Ruins of the Basilica of St. Paul's in Rome (image verso, view inside the Basilica of St. Paul's in Rome) - Vanderbilt Fine Arts Gallery - 2007.018.JPG",https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.018.json,
Q102970691,M122606761,1972.020,"Sakanoshita: Fudesute Mountain (Sakanoshita, Fudesute mine)",1972,1972.020.tif,primary,"Sakanoshita- Fudesute Mountain (Sakanoshita, Fudesute mine) - Vanderbilt Fine Arts Gallery - 1972.020.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.020.json,
Q102970917,M122606802,2007.064,"Scarborough, London & North Eastern Railway of England and Scotland",2007,2007.064.jpg,primary,"Scarborough, London & North Eastern Railway of England and Scotland - Vanderbilt Fine Arts Gallery - 2007.064.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/2007/2007.064.json,
Q102970925,M122606808,1992.317,Scene #10 from The Lives of the Loyal Retainers (Chushingura),1992,1992.317.jpg,primary,Scene #10 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.317.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.317.json,
Q102970933,M122606825,1992.329,Scene #11 from The Lives of the Loyal Retainers (Chushingura),1992,1992.329.tif,primary,Scene #11 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.329.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.329.json,
Q102970941,M122606836,1992.318,Scene #11 from The Lives of the Loyal Retainers (Chushingura),1992,1992.318.tif,primary,Scene #11 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.318.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.318.json,
Q102970948,M122606850,1992.310,Scene #2 from The Lives of the Loyal Retainers (Chushingura),1992,1992.310.tif,primary,Scene #2 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.310.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.310.json,
Q102970954,M122606865,1992.321,Scene #3 from The Lives of the Loyal Retainers (Chushingura),1992,1992.321.tif,primary,Scene #3 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.321.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.321.json,
Q102970960,M122606881,1992.311,Scene #3 from The Lives of the Loyal Retainers (Chushingura),1992,1992.311.tif,primary,Scene #3 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.311.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.311.json,
Q102970984,M122606899,1992.312,Scene #5 from The Lives of the Loyal Retainers (Chushingura),1992,1992.312.tif,primary,Scene #5 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.312.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.312.json,
Q102970998,M122606911,1992.313,Scene #6 from The Lives of the Loyal Retainers (Chushingura),1992,1992.313.tif,primary,Scene #6 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.313.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.313.json,
Q102971008,M122606927,1992.325,Scene #7 from The Lives of the Loyal Retainers (Chushingura),1992,1992.325.tif,primary,Scene #7 from The Lives of the Loyal Retainers (Chushingura) - Vanderbilt Fine Arts Gallery - 1992.325.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.325.json,
