qid,label_en,label_zh,label_zh_hans,label_zh_hant,label_de,label_fr,description_en,description_zh,description_zh_hans,description_zh_hant,description_de,description_fr,title_en_uuid,title_en,title_en_subtitle,title_en_ref1_hash,title_en_ref1_statedIn,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec
Q15755753,Journal of American Ethnic History,,,,,Journal of American Ethnic History,journal,,,,wissenschaftliche Fachzeitschrift,,29044B6F-7B0B-4F31-B14F-14DF15FD27AB,Journal of American Ethnic History,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15755905,Studies in Philology,语言学研究,语言学研究,语言學研究,,Studies in Philology,academic journal,学术期刊,学术期刊,學術期刊,,,87649930-E7F6-4F9B-AD8C-DD7115120AB0,Studies in Philology,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15756224,Forum for Social Economics,社会经济论坛,社会经济论坛,社會經濟論壇,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,F64A9364-DFC6-4DC2-ABF8-AE68B0EB95F7,Forum for Social Economics,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15756233,Journal for the History of Modern Theology,现代神学历史期刊,现代神学历史期刊,現代神學歷史期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,D9FFC3D3-1AF3-4353-B841-E4A265342A85,Journal for the History of Modern Theology,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15756294,Practical Theology,实践神学,实践神学,實踐神學,,,academic journal,学术期刊,学术期刊,學術期刊,,,66396316-FD99-45D7-B25E-29735D086BA8,Practical Theology,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15756294,Practical Theology,实践神学,实践神学,實踐神學,,,academic journal,学术期刊,学术期刊,學術期刊,,,66396316-FD99-45D7-B25E-29735D086BA8,Practical Theology,,12551777034f1b7c93a556c29f9481fb8310794c,Q70460099,,,,
Q15756681,Journal of International Women's Studies,,,,,Journal of International Women's Studies,journal,,,,wissenschaftliche Fachzeitschrift,,59A843C9-0C80-4450-8CF4-F71523FDAD0F,Journal of International Women's Studies,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15757029,New Theology Review: an American Catholic journal for ministry,,,,,,journal,,,,,,B5F7B56A-CAB3-4B2A-948B-E83B4841792D,New Theology Review: an American Catholic journal for ministry,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15757029,New Theology Review: an American Catholic journal for ministry,,,,,,journal,,,,,,2CF286DC-5D2A-40A4-8A2F-5BC1F8099662,New theology review,,f31fc4e37772a3f75a46ca3f33129bf9f0a3ef17,Q70460099,,,,
Q15757109,Transversalites: revue de l'Institut Catholique de Paris,相截性：巴黎天主教协会评论,相截性：巴黎天主教协会评论,相截性：巴黎天主教協會評論,,Transversalités,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q15757115,La Maison - Dieu: revue de science liturgique,神的殿堂：崇拜仪式研究评论,神的殿堂：崇拜仪式研究评论,神的殿堂：崇拜儀式研究評論,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q15757675,Journal of Poverty,贫穷期刊,贫穷期刊,貧窮期刊,,Journal of Poverty,academic journal,学术期刊,学术期刊,學術期刊,,,555D4173-7552-42F6-9390-372AF21136F0,Journal of Poverty,"Innovations on social, political & economic inequalities",1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15758293,Lutheran Quarterly,路德季刊,路德季刊,路德季刊,,Lutheran Quarterly,academic journal,学术期刊,学术期刊,學術期刊,,,21171CB3-D016-4151-AB29-878F302047DF,Lutheran Quarterly,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15758971,Proceedings of the Annual Meeting of the North American Academy of Liturgy,北美宗教礼仪学院年会论文集,北美宗教礼仪学院年会论文集,北美宗教禮儀學院年會論文集,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,5DA36637-7A4E-46F2-9072-5C0C91233EF3,Proceedings of the Annual Meeting of the North American Academy of Liturgy,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15759600,Enchoria,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q15759659,Scriptura,经文,经文,經文,,Scriptura,academic journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,6C1F870A-184A-4AED-B7DD-259DFD2DC16D,"Scriptura: international journal of Bible, religion and theology in southern Africa",,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15759717,Review of Politics,政治评论,政治评论,政治評論,,Review of Politics,academic journal,学术期刊,学术期刊,學術期刊,,,FA31487F-B7B9-48BC-B96B-A8F620C6628E,Review of Politics,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15759761,Journal of Ecumenical Studies,普世基督教研究期刊,普世基督教研究期刊,普世基督教研究期刊,,Journal of Ecumenical Studies,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,059DB2D0-5295-47DB-889A-BF1F422822FF,Journal of Ecumenical Studies,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15759788,Bibliotheca Orientalis,东方研究的书库,东方研究的书库,東方研究的書庫,Bibliotheca Orientalis,Bibliotheca Orientalis,academic journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q15760054,"Black Women, Gender and Families",,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,68955D58-B4EA-4255-AB63-6F87E11D41FD,"Black Women, Gender and Families",,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15760154,Journal of Religious Ethics,宗教伦理期刊,宗教伦理期刊,宗教倫理期刊,,Journal of Religious Ethics,academic journal,学术期刊,学术期刊,學術期刊,,,498EB989-179A-4E32-9778-4FB7149F5EBF,Journal of Religious Ethics,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15760387,Studia Liturgica,,,,,Studia Liturgica,journal,,,,wissenschaftliche Fachzeitschrift,,AD6C11A1-088F-42B4-B051-A79B36FFB191,Studia Liturgica,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15760555,Hebrew Studies,希伯来语文研究,希伯来语文研究,希伯來語文研究,,Hebrew Studies,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,49F2C1AF-FA2B-47FD-A0B0-2493D2ED8B2A,Hebrew Studies: a journal devoted to Hebrew language and literature of all periods,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15760865,Journal of Medieval and Early Modern Studies,,,,,Journal of Medieval and Early Modern Studies,journal,,,,wissenschaftliche Fachzeitschrift,,85C40FEA-7613-4BA0-B00A-5EFC4B7AF737,Journal of Medieval and Early Modern Studies,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15761107,International Journal of Practical Theology,应用神学国际期刊,应用神学国际期刊,應用神學國際期刊,,International Journal of Practical Theology,scholarly journal,学术期刊,学术期刊,學術期刊,,,184757C2-95F6-4869-9C6A-69E101E1DF14,International Journal of Practical Theology,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15761170,Medievalia et Humanistica,中古的人文思想,中古的人文思想,中古的人文思想,,Medievalia et Humanistica,academic journal,学术期刊,学术期刊,學術期刊,,,E7CC6BEA-2AD3-4804-9E0C-BC4D5C2CF05B,Medievalia et Humanistica: studies in medieval and renaissance culture,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15761734,Iraq,伊拉克,伊拉克,伊拉克,,Iraq,cultural studies journal,文化研究期刊,文化研究期刊,文化研究期刊,wissenschaftliche Fachzeitschrift,,3B6BD0D3-D4D3-47C6-BC40-04C5199B21A4,Iraq,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15762030,Journal of Roman Archaeology,罗马考古学期刊,罗马考古学期刊,羅馬考古學期刊,Journal of Roman Archaeology,Journal of Roman Archaeology,academic journal,学术期刊,学术期刊,學術期刊,,,4A3C98BD-4599-417D-8D99-F0E18A33C939,Journal of Roman Archaeology,,,,,,,
Q15762047,Review of Religious Research,宗教研究评论,宗教研究评论,宗教研究評論,,Review of Religious Research,academic journal,学术期刊,学术期刊,學術期刊,,,4AD110A2-DB91-45F3-B251-6B96C2F02E9D,Review of Religious Research,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15762062,Revue d'Assyriologie,,,,,Revue d'Assyriologie,journal,,,,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q15762263,positions,,,,,positions,journal,,,,wissenschaftliche Fachzeitschrift,,EF6B896E-C265-48FA-A471-8FA5F2B1E2E7,Positions: east asia cultures critique,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15762464,Ugarit-Forschungen,乌加里特语言学,乌加里特语言学,烏加里特語言學,Ugarit-Forschungen,Ugarit-Forschungen,academic journal,学术期刊,学术期刊,學術期刊,Jahrbuch der auf dem Gebiet der Ugaritologie,,,,,,,,,,
Q15762548,Ecumenical Review,基督教普世评论,基督教普世评论,基督教普世評論,,Ecumenical Review,academic journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,71E5B7FA-D21E-41B5-94CE-66988A6DB16D,Ecumenical Review,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15763031,Modern Judaism,现代犹太教,现代犹太教,現代猶太教,,Modern Judaism,journal,学术期刊,学术期刊,學術期刊,,,D1FDFCB5-90BF-45A8-A764-BC4A7F8D29F1,Modern Judaism: a journal of Jewish ideas and experience,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15763170,Review for Religious: living our Catholic legacies,,,,,,journal,,,,,,2B549703-DDAC-4764-AA9A-3DDBEA159DC2,Review for Religious: living our Catholic legacies,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15763357,International Journal for Philosophy of Religion,宗教哲学国际期刊,宗教哲学国际期刊,宗教哲學國際期刊,,International Journal for Philosophy of Religion,journal,学术期刊,学术期刊,學術期刊,,,50AB7D6D-6C95-483E-9B0D-1E8F70562AE8,International Journal for Philosophy of Religion,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15763974,Review of Biblical Literature,圣经文学评论,圣经文学评论,聖經文學評論,,,academic journal,学术期刊,学术期刊,學術期刊,,,2E8EADE0-D1BE-4E7C-97A9-3271A390D282,Review of Biblical Literature,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15763977,Perspectives in Religious Studies,宗教研究视野,宗教研究视野,宗教研究視野,,,academic journal,学术期刊,学术期刊,學術期刊,,,7D096A48-B9F9-4BF5-B645-231917558F75,Perspectives in Religious Studies,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15764166,Horizons,地平线,地平线,地平线,,Horizons,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,FC779119-2DE3-4CE1-82B0-22348C9DD7C6,Horizons,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15764425,Sociology of Religion,宗教社会学,宗教社会学,宗教社會學,,Sociology of Religion,journal,学术期刊,学术期刊,學術期刊,,,17A18DEC-6BAB-49C2-9FF1-8981BDA5A051,Sociology of Religion: a quarterly review,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15764810,Prooftexts,,,,,Prooftexts,journal,,,,wissenschaftliche Fachzeitschrift,,0852C281-3235-47B9-8DC0-9924740BB08A,Prooftexts: a journal of Jewish literary history,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15765278,Peace Studies Journal,和平研究期刊,和平研究期刊,和平研究期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,989E9E48-282F-47D2-8156-71D26C1E28C1,Peace Studies Journal,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15765352,Revue Biblique,圣经评论,圣经评论,聖經評論,Revue Biblique,Revue Biblique,French academic journal,法国学术期刊,法国学术期刊,法國學術期刊,akademische Zeitschrift,"revue française d'exégèse biblique, de sciences religieuses, d'archéologie et de philologie",,,,,,,,,
Q15766254,Pastoral Psychology,牧师心理学,牧师心理学,牧師心理學,,Pastoral Psychology,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,A7CDB337-06B8-431F-9890-E45415FEEA19,Pastoral Psychology,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15766683,Teaching Theology and Religion,教导神学与宗教,教导神学与宗教,教導神學與宗教,,Teaching Theology and Religion,journal,期刊,期刊,期刊,,,2CCF53DF-57CE-4826-AF0F-4421A2B7506C,Teaching Theology and Religion,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15766739,The Germanic Review,,,,,The Germanic Review,journal,,,,wissenschaftliche Fachzeitschrift,,610EC027-D0B0-435C-9564-A2BA0837AF82,The Germanic Review,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15766750,Journal of Children and Poverty,,,,,Journal of Children and Poverty,journal,,,,wissenschaftliche Fachzeitschrift,,BAC0B88E-610F-4F8D-B735-9FBCB559EDAA,Journal of Children and Poverty,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15767078,Australian Biblical Review,澳洲神学评论期刊,澳洲神学评论期刊,澳洲神學評論期刊,,,journal,,,,wissenschaftliche Fachzeitschrift,,CEECFA96-7133-4712-A400-FCE3A67B4141,Australian Biblical Review,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15767222,Theology and Sexuality,,,,,,journal,,,,,,19017795-1039-4AE3-A010-2F7E7BAB413A,Theology and Sexuality,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15767535,Journal of the Society of Christian Ethics,基督教伦理学会的期刊,基督教伦理学会的期刊,基督教倫理學會的期刊,,Journal of the Society of Christian Ethics,academic journal,学术期刊,学术期刊,學術期刊,,,37CADFED-BD1E-46BF-9DC6-402B724D63AB,Journal of the Society of Christian Ethics,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15767635,Method and Theory in the Study of Religion,宗教研究的方法与原理,宗教研究的方法与原理,宗教研究的方法與原理,,Method and Theory in the Study of Religion,academic journal,学术期刊,学术期刊,學術期刊,,,8AF7FFA3-2C08-4ACC-A110-F0717310F6C3,Method and Theory in the Study of Religion,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q15816429,Dialog,对话,对话,對話,,Dialog,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,113D913B-6363-4763-A367-EEA33CCC055F,Dialog,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15816598,Homiletic,证道学,证道学,證道學,,,journal,,,,wissenschaftliche Fachzeitschrift,,19F90923-64F2-4FDD-9D28-A3556B531E43,Homiletic,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15816830,Black Theology,黑色神学,黑色神学,黑色神學,,,academic journal,学术期刊,学术期刊,學術期刊,,,3580B292-14BE-4DEF-B8B2-54785FFB8EAF,Black Theology,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15816920,Bulletin for the Study of Religion,宗教研究的公告,宗教研究的公告,宗教研究的公告,,,academic journal,学术期刊,学术期刊,學術期刊,,,5F19B809-E7B6-4E38-866C-9F6135C2DAF5,Bulletin for the Study of Religion,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15817029,Sociological Focus,,,,,Sociological Focus,journal,,,,wissenschaftliche Fachzeitschrift,,26C06F9E-4566-4CAC-8299-9A6C96853920,Sociological Focus,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15817589,International Journal of Africana Studies,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,F4A76A43-1120-419E-997C-E6E9441E8B65,International Journal of Africana Studies,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15817868,East European Jewish Affairs,东欧犹太事宜,东欧犹太事宜,東歐猶太事宜,,East European Jewish Affairs,academic journal,学术期刊,学术期刊,學術期刊,,,83A3154F-5982-4F4A-9E94-1D1FD871FEE6,East European Jewish Affairs,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15817924,Images: a journal of Jewish art and visual culture,形象：犹太艺术与视觉文化的期刊,形象：犹太艺术与视觉文化的期刊,形象：猶太藝術與視覺文化的期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,B8531C74-87A4-4406-8259-60F8A682C410,Images: a journal of Jewish art and visual culture,,cb027ec1dd27a771321740db85c04f34345e3922,Q15794938,,,,
Q15864016,Christian History Magazine,基督教历史杂志,基督教历史杂志,基督教歷史雜誌,,,magazine,杂志,杂志,,,,C43CAC74-97A7-4DFD-8C7D-9F199531338E,Christian History,,,,,,,
Q1592810,Hebrew Bible and Ancient Israel,希伯来圣经与古代以色列,希伯来圣经与古代以色列,希伯來聖經與古代以色列,,,German academic journal,德国学术期刊,德国学术期刊,德國學術期刊,,,457D8F46-FAF8-4DB9-BBB4-DEAF03EBB8E2,Hebrew Bible and Ancient Israel,,,,,,,
Q1667631,International Council of Christians and Jews,基督徒与犹太人的国际理事会,基督徒与犹太人的国际理事会,基督徒與猶太人的國際理事會,Internationaler Rat der Christen und Juden,Conseil international des chrétiens et des juifs,religion organization,宗教组织,宗教组织,宗教組織,,,,,,,,,,,
Q16857550,transversal,,,,Transversal,,Journal for Jewish Studies,,,,Zeitschrift für jüdische Studien,,,,,,,,,,
Q1709853,Journal of Late Antiquity,上古晚期期刊,上古晚期期刊,上古晚期期刊,,Journal of Late Antiquity,academic journal,学术期刊,学术期刊,學術期刊,,,0E63D2EE-1B91-4539-9700-3DD0100ADD86,Journal of Late Antiquity,,,,,,,
Q1713347,Junge Kirche,,,,Junge Kirche,,,,,,Wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q1766173,Choice: current reviews for academic libraries,选择：学术图书馆的现今评论,选择：学术图书馆的现今评论,選擇：學術圖書館的現今評論,Choice,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,972A3ED6-B41A-4DA4-A14E-1351C4968CD3,Choice,Current reviews for academic libraries,,,,,,
Q18215981,Sage Open,,,,,,"an open access, peer-reviewed, academic mega journal",,,,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q1825683,The Christian Century,基督徒世纪,基督徒世纪,基督徒世纪,,,Christian magazine based in Chicago,基督徒杂志,基督徒杂志,基督徒雜誌,,,B7456701-9DE2-416E-8A87-47367233F788,The Christian Century,,,,,,,
Q18350356,Humanity & Society,人类与社会,人类与社会,人類與社會,,,academic journal,学术期刊,学术期刊,學術期刊,,,d1729a9a-4e6e-30e7-fc48-47cbae88b09d,Humanity & Society,,,,,,,
Q18392457,Spring,,,,Spring,Spring,journal,,,,,,f07dfee8-485b-5e78-e42b-3374cb0fde66,Spring Journal,A journal of archetype and culture,,,,,,
Q186695,Zeitschrift fuer Kirchengeschichte,教会历史期刊,教会历史期刊,教會歷史期刊,Zeitschrift für Kirchengeschichte,Zeitschrift fuer Kirchengeschichte,academic journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q186800,Zeitschrift fuer die Alttestamentliche Wissenschaft,旧约圣经学术研究期刊,旧约圣经学术研究期刊,舊約聖經學術研究期刊,Zeitschrift für die Alttestamentliche Wissenschaft,Zeitschrift fuer die Alttestamentliche Wissenschaft,German academic journal,德国学术期刊,德国学术期刊,德國學術期刊,Wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q19392473,Tidsskrift for teologi og kirke,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,,,,,,,,,
Q1941982,Modern Austrian Literature,现代奥地利文学,现代奥地利文学,現代奧地利文學,,Modern Austrian Literature,academic journal,学术期刊,学术期刊,學術期刊,,,63BE438C-C438-459E-AB74-AEB6891EFD65,Modern Austrian Literature,,1643281ef6e577673e4272176fc12a9fcfa37747,Q15735759,,,,
Q1952131,The International Journal of Psychoanalysis,國際精神分析期刊,国际精神分析杂志,國際精神分析雜誌,,The International Journal of Psychoanalysis,journal for psychoanalysis,,,,wissenschaftliche Zeitschrift,Revue psychanalytique britannique,F0399330-DF4D-44E8-8FF1-BE88EE0F36D3,The International Journal of Psychoanalysis,,,,,,,
Q1953273,Nova Religio,新宗教,新宗教,新宗教,,Nova Religio,academic journal,学术期刊,学术期刊,學術期刊,,,08821311-7B11-42AE-9B8C-665D0E2B7762,Nova Religio,,,,,,,
Q20081140,Church History : Studies in Christianity and Culture,,,,,,Peer-reviewed journal covering the history of Christianity and its cultural contexts,,,,,,32c24dd9-4085-5fad-a5a8-d9392fcf4d1b,Church History: Studies in Christianity and Culture,,,,,,,
Q20925657,The American Historian,,,,,,magazine of the Organization of American Historians,,,,,,,,,,,,,,
Q2285224,Signs,迹象,迹象,跡象,Signs (Zeitschrift),Signs,academic journal,学术期刊,学术期刊,學術期刊,Wissenschaftliche Fachzeitschrift,,C7DBD4B7-8B4D-46B9-A272-1F782D8D6B59,Signs,,,,,,,
Q22907599,Currents in Theology and Mission,神学与宣教的潮流,神学与宣教的潮流,神學與宣教的潮流,,,journal,期刊,期刊,期刊,,,60c73209-4165-96aa-7130-bebb15b2b8f0,Currents in Theology and Mission,,,,,,,
Q22908629,Semeia,,,,,,scholarly journal,,,,,,d9cac645-4f3b-e036-0357-751b9482c348,Semeia,,,,,,,
Q24037678,H-Net Reviews,,,,,H-Net Reviews,journal,,,,wissenschaftliche Fachzeitschrift,Revue scientifique électronique,ba105bdd-480a-8832-392a-623e153be1be,H-Net Reviews,,919b489a742fc648674d0d84344feb1ced70db02,,https://networks.h-net.org/reviews,7786f290ae5ab0713853972a095d0c20,2020-11-12T00:00:00Z,11
Q2412214,The Jewish Quarterly Review,犹太季度评论,犹太季度评论,猶太季度評論,,Jewish Quarterly Review,academic journal,学术期刊,学术期刊,學術期刊,,,FE316578-87D3-465D-B3F4-F1343F520F0B,The Jewish Quarterly Review,,,,,,,
Q27711434,Health progress,健康进展,健康进展,健康進展,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,338DDD85-CD44-4E97-A380-9FC239D78542,Health Progress,Journal of the Catholic Health Association of the United States,,,,,,
Q27713170,"Second opinion (Park Ridge, Ill.)",第二个意见,第二个意见,第二個意見,,,journal,期刊,,期刊,wissenschaftliche Fachzeitschrift,,B7DF527D-88D3-468B-8B26-9387E0869A34,"Second opinion (Park Ridge, Ill.)",,,,,,,
Q27715539,Baptist history and heritage,浸信会历史与遗产,浸信会历史与遗产,浸信會歷史與遺產,,,academic journal,学术期刊,学术期刊,學術期刊,,,E6CAE40D-E581-4DA2-93C8-6252A6821FB9,Baptist history and heritage,,,,,,,
Q27715702,The Centennial review,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,7AC0F4A6-901A-48C2-99BE-E77BFF2BFF65,The Centennial review,,,,,,,
Q27715950,Koinonia,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,1C9AF0F3-55CC-42ED-B87B-91CCD72D7B01,Koinonia,,,,,,,
Q27716433,Soviet studies,苏俄研究,苏俄研究,蘇俄研究,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,7657D693-4D7A-4602-B2FE-3805B39F4538,Soviet studies,,,,,,,
Q27716914,Sh'ma : a journal of Jewish responsibility,犹太祈祷,犹太祈祷,猶太祈禱,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,9B31C930-61BC-4A05-9D72-8A3953E0686C,Sh'ma : a journal of Jewish responsibility,,,,,,,
Q27716917,Christianity and crisis,基督教与危机,基督教与危机,基督教與危機,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,30A3A797-BC67-450C-8BB9-F9106A5E33D3,Christianity and crisis,,,,,,,
Q27716963,U.S. Catholic,美国天主教期刊,美国天主教期刊,美國天主教期刊,,,journal,,,,wissenschaftliche Fachzeitschrift,,0FB2837E-80FD-4401-9FCD-A4FA50C8C1B1,U.S. Catholic,,,,,,,
Q27717019,Church and society,教会与社会,教会与社会,教會與社會,,,academic journal,学术期刊,学术期刊,學術期刊,,,53350982-7EEB-4239-9541-96FF6651B12D,Church and society,,,,,,,
Q27717126,Wesleyan theological journal,卫斯理神学期刊,卫斯理神学期刊,衛斯理神學期刊,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,8F92357C-9DF6-4C25-9323-969141258DE9,Wesleyan theological journal,,,,,,,
Q27717156,Criterion,标准,标准,標準,,,academic journal,学术期刊,学术期刊,學術期刊,,,3CA4CD7A-4452-4604-B093-4825752455AD,Criterion,,,,,,,
Q27717207,Encounter,相会,相会,相會,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,79DB6F59-89B5-4E41-8C73-5A032544BD79,Encounter,,,,,,,
Q27717700,Research in the sociology of health care,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,D5EFDE34-09C6-47CF-95B2-BA754524592D,Research in the sociology of health care,,,,,,,
Q27718682,The Western journal of black studies,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,299AF217-2115-4CED-BC8F-407EB5939483,The Western journal of black studies,,,,,,,
Q27719187,Bulletin of the Park Ridge Center,公园岭中心的布告,公园岭中心的布告,公園嶺中心的佈告,,,newsletter,时事通讯,时事通讯,时事通讯,,,23D957A6-A649-40F4-976B-950CDF2B98B7,Bulletin of the Park Ridge Center,,,,,,,
Q27719353,Conscience,良知,良知,良知,,,journal,期刊,期刊,期刊,wissenschaftliche Fachzeitschrift,,183090D5-6D93-4C27-8791-5CA632490701,Conscience,,,,,,,
Q27722157,Simulation in healthcare,健保模拟,健保模拟,健保模擬,,,academic journal,学术期刊,学术期刊,學術期刊,,,D0477272-4054-4B77-B169-2B7F895AEB53,Simulation in healthcare : journal of the Society for Simulation in Healthcare,,,,,,,
Q27723089,American Baptist quarterly,美国浸信会季刊,美国浸信会季刊,美國浸信會季刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,6F3CF7FE-E38F-4567-B2C0-86DB92D047D3,American Baptist quarterly,,,,,,,
Q27724813,Journal for social action in counseling and psychology,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,7edd79c5-43f9-0446-3238-c6889cb2e4ae,Journal for social action in counseling and psychology,,,,,,,
Q27724937,The journal of the Interdenominational Theological Center,跨教派神学中心期刊,跨教派神学中心期刊,跨教派神學中心期刊,,,academic journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,DE8EC545-55EC-47C7-884D-95CB0B166F76,The journal of the Interdenominational Theological Center.,,,,,,,
Q27725823,International journal of social science studies,,,,,,journal,,,,wissenschaftliche Fachzeitschrift,,BBEF3289-DBAF-49C9-ABF3-F4DF2A246B02,International journal of social science studies,,,,,,,
Q28152794,The Biblical Archaeologist,圣经的考古学者,圣经的考古学者,聖經的考古學者,,,academic journal,学术期刊,学术期刊,學術期刊,wissenschaftliche Fachzeitschrift,,2a4ac852-4eea-7416-f1fc-050c92c5437d,The Biblical Archaeologist,,,,,,,
Q2842807,America,美利坚,美利坚,美利坚,,America (revue),magazine published by Catholic Church,天主教发行的杂志,天主教发行的杂志,天主教發行的雜誌,,,3B8F9773-8FF6-45D8-982E-15D56D7A1958,America,,,,,,,
Q28872485,Revue germanique internationale,,,,,Revue germanique internationale,journal,,,,wissenschaftliche Fachzeitschrift,revue scientifique,,,,,,,,,
