local_filename,qid,commons_id,accession_number,rank,kilobytes,height,width,photo_inception,extension,directory,label_en,commons_image_name,iiif_manifest,manifest_label,upload_notes
1976.011.tif,Q103301452,M122660432,1976.011,primary,11457,2372,1644,2010-04-12,tif,1976,Illustration for The Memoirs of Jacques Casanova de Seingalt,Illustration for The Memoirs of Jacques Casanova de Seingalt - Vanderbilt Fine Arts Gallery - 1976.011.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.011.json,,
1976.014.tif,Q102964083,M122584184,1976.014,primary,31796,2733,3968,2010-03-10,tif,1976,David and Goliath,David and Goliath - Vanderbilt Fine Arts Gallery - 1976.014.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.014.json,,
1976.016.med.jpg,Q103300506,M122652218,1976.016,primary,2416,2287,2831,2010-02-10,jpg,1976,Gideon's Sacrifice (Judges 6:21),Gideon's Sacrifice (Judges 6-21) - Vanderbilt Fine Arts Gallery - 1976.016.med.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.016.json,,
1976.027.med.jpg,Q103299082,M122650025,1976.027,primary,5890,3546,2887,2011-01-31,jpg,1976,"Das Nest (The Nest), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 3, No. 1","Das Nest (The Nest), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 3, No. 1 - Vanderbilt Fine Arts Gallery - 1976.027.med.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.027.json,,
1976.028.med.jpg,Q106566739,M122707591,1976.028,primary,6301,3928,2746,2011-01-31,jpg,1976,"Figurliche Komposition (Figurative Composition), from Genius, Zeitschrift für werdende und alte Kunst","Figurliche Komposition (Figurative Composition), from Genius, Zeitschrift für werdende und alte Kunst - Vanderbilt Fine Arts Gallery - 1976.028.med.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.028.json,,
1976.029.med.jpg,Q103299250,M122650274,1976.029,primary,6180,3508,2239,2011-01-31,jpg,1976,"Die Bruder (The Brother), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art) Year 3, No. 1","Die Bruder (The Brother), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art) Year 3, No. 1 - Vanderbilt Fine Arts Gallery - 1976.029.med.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.029.json,,
1976.030.tif,Q103304801,M122664360,1976.030,primary,26531,3178,2137,2018-12-12,tif,1976,"Mädchenkopf (Girl's Head), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1","Mädchenkopf (Girl's Head), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1 - Vanderbilt Fine Arts Gallery - 1976.030.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.030.json,,
1976.031.med.jpg,Q102975484,M122614308,1976.031,primary,8029,2494,2983,2011-01-31,jpg,1976,"Trostung (Consolation), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1","Trostung (Consolation), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1 - Vanderbilt Fine Arts Gallery - 1976.031.med.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.031.json,,
1976.032.med.jpg,Q103297971,M122642097,1976.032,primary,3908,2569,2025,2011-01-31,jpg,1976,"Business-Man, ffrom Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1","Business-Man, ffrom Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1 - Vanderbilt Fine Arts Gallery - 1976.032.med.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.032.json,,
1977.003.tif,Q103297990,M124739130,1977.003,primary,104995,5184,3456,2013-01-28,tif,1977,Bust of Robert Burns,Bust of Robert Burns - Vanderbilt Fine Arts Gallery - 1977.003.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.003.json,,
1977.005.jpg,Q103310315,M122696214,1977.005,primary,223,558,360,2005-06-25,jpg,1977,Theseus Battling the Minotaur,Theseus Battling the Minotaur - Vanderbilt Fine Arts Gallery - 1977.005.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.005.json,,
1977.006.tif,Q103296642,M113160811,1977.006,primary,22986,3180,2464,2010-02-25,tif,1977,Adoration of the Magi,Adoration of the Magi - Vanderbilt Fine Arts Gallery - 1977.006.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.006.json,,
1977.007.med.jpg,Q103309573,M122688841,1977.007,primary,1934,1921,2718,2010-02-10,jpg,1977,The Bearing of the Cross,The Bearing of the Cross - Vanderbilt Fine Arts Gallery - 1977.007.med.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.007.json,,
1977.009.tif,Q102966055,M124742405,1977.009,primary,105005,3456,5184,2016-03-30,tif,1977,Head of John the Baptist,Head of John the Baptist - Vanderbilt Fine Arts Gallery - 1977.009.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.009.json,,
1977.010.tif,Q103297128,M113160867,1977.010,primary,88316,4628,3256,2012-06-26,tif,1977,At the Spring,At the Spring - Vanderbilt Fine Arts Gallery - 1977.010.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.010.json,,
1977.011.tif,Q103297795,M122642070,1977.011,primary,68334,3840,3036,2011-02-08,tif,1977,Brot! (Bread!),Brot! (Bread!) - Vanderbilt Fine Arts Gallery - 1977.011.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.011.json,,
1977.013.tif,Q102969030,M122604894,1977.013,primary,18411,2128,2953,2010-03-03,tif,1977,No. 43 (after Claude Lorrain),No. 43 (after Claude Lorrain) - Vanderbilt Fine Arts Gallery - 1977.013.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.013.json,,
1977.014.jpg,Q102963889,M122584147,1977.014,primary,201,708,987,2010-02-22,jpg,1977,Courtesans Walking on a Street in the New Yoshiwara,Courtesans Walking on a Street in the New Yoshiwara - Vanderbilt Fine Arts Gallery - 1977.014.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.014.json,,
1977.015.tif,Q103296598,M113160800,1977.015,primary,57482,3501,2801,2012-07-24,tif,1977,A Turkish Cafe,A Turkish Cafe - Vanderbilt Fine Arts Gallery - 1977.015.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.015.json,,
1978.001.TIF,Q102968630,M122197213,1978.001,primary,12260,2086,2000,2010-07-27,TIF,1978,Mirror with Engraved Design of the Buddhist Deity Zao Gongen,Mirror with Engraved Design of the Buddhist Deity Zao Gongen - Vanderbilt Fine Arts Gallery - 1978.001.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.001.json,,
1978.002.tif,Q102973741,M122197676,1978.002,primary,39242,2796,4788,2005-05-31,tif,1978,Suzuribako (writing case) consisting of seven parts,Suzuribako (writing case) consisting of seven parts - Vanderbilt Fine Arts Gallery - 1978.002.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.002.json,,
1978.003.TIF,Q105095980,M122200023,1978.003,primary,17651,3008,2000,2010-07-19,TIF,1978,Charcoal-shaped chaire (tea caddy) with cricket on lid,Charcoal-shaped chaire (tea caddy) with cricket on lid - Vanderbilt Fine Arts Gallery - 1978.003.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.003.json,,
1978.004.TIF,Q103301635,M122199391,1978.004,primary,17652,2000,3008,2010-07-19,TIF,1978,"Inro in four compartments with netsuke in the shape of a dog, including an ivory ojime on a silk cord","Inro in four compartments with netsuke in the shape of a dog, including an ivory ojime on a silk cord - Vanderbilt Fine Arts Gallery - 1978.004.TIF",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.004.json,,
1978.005.TIF,Q104032208,M122200058,1978.005,primary,17647,2000,3008,2010-07-21,TIF,1978,One of two sauce cups with a design of rabbits and waves and a lozenge border on inner rim,One of two sauce cups with a design of rabbits and waves and a lozenge border on inner rim - Vanderbilt Fine Arts Gallery - 1978.005.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.005.json,,
1978.006.TIF,Q104032209,M122202233,1978.006,primary,17647,2000,3008,2010-07-21,TIF,1978,One of two sauce cups with a design of rabbits and waves and a lozenge border on inner rim,One of two sauce cups with a design of rabbits and waves and a lozenge border on inner rim - Vanderbilt Fine Arts Gallery - 1978.006.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.006.json,,
1978.007.TIF,Q103301723,M122327344,1978.007,primary,17649,2000,3008,2010-07-21,TIF,1978,Ivory seal with an impression of a seated deity,Ivory seal with an impression of a seated deity - Vanderbilt Fine Arts Gallery - 1978.007.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.007.json,,
1978.008.TIF,Q104032091,M122337144,1978.008,primary,17647,2000,3008,2010-07-21,TIF,1978,Ivory seal with a design of a seated deity holding a lotus,Ivory seal with a design of a seated deity holding a lotus - Vanderbilt Fine Arts Gallery - 1978.008.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.008.json,,
1978.010.TIF,Q103301713,M122660611,1978.010,primary,17647,2000,3008,2010-07-21,TIF,1978,Ivory seal with a design of a reclining elephant,Ivory seal with a design of a reclining elephant - Vanderbilt Fine Arts Gallery - 1978.010.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.010.json,,
1978.011.TIF,Q102962315,M122570562,1978.011,primary,17647,2000,3008,2010-07-21,TIF,1978,Blue and white porcelain plate with a blue under-glaze of a wagtail perched on a rock,Blue and white porcelain plate with a blue under-glaze of a wagtail perched on a rock - Vanderbilt Fine Arts Gallery - 1978.011.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.011.json,,
1978.012.TIF,Q102969817,M122606237,1978.012,primary,17647,2000,3008,2010-07-21,TIF,1978,Plate with a design in blue underglaze of a wagtail,Plate with a design in blue underglaze of a wagtail - Vanderbilt Fine Arts Gallery - 1978.012.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.012.json,,
1978.013.tif,Q103298394,M113160890,1978.013,primary,77976,5532,2405,2010-06-21,tif,1978,Chinese Landscape,Chinese Landscape - Vanderbilt Fine Arts Gallery - 1978.013.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.013.json,,
1978.014.tif,Q102963263,M113034430,1978.014,primary,21022,1890,3790,2010-09-02,tif,1978,Chinese Winter Landscape,Chinese Winter Landscape - Vanderbilt Fine Arts Gallery - 1978.014.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.014.json,,
1978.016.TIF,Q104032583,M122706647,1978.016,primary,17647,2000,3008,2010-07-26,TIF,1978,Tea bowl,Tea bowl - Vanderbilt Fine Arts Gallery - 1978.016.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.016.json,,
1978.017.TIF,Q104032586,M122706663,1978.017,primary,17646,2000,3008,2010-07-26,TIF,1978,Tea bowl,Tea bowl - Vanderbilt Fine Arts Gallery - 1978.017.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.017.json,,
1978.019.TIF,Q102962463,M122576762,1978.019,primary,17646,2000,3008,2010-07-28,TIF,1978,Bowl with a design of bamboo in blue underglaze,Bowl with a design of bamboo in blue underglaze - Vanderbilt Fine Arts Gallery - 1978.019.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.019.json,,
1978.020.TIF,Q102962456,M122574631,1978.020,primary,17648,2000,3008,2010-07-21,TIF,1978,Bowl with a design of a landscape in blue underglaze,Bowl with a design of a landscape in blue underglaze - Vanderbilt Fine Arts Gallery - 1978.020.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.020.json,,
1978.021.TIF,Q103297298,M122641478,1978.021,primary,17649,3008,2000,2010-07-21,TIF,1978,Beckoning cat,Beckoning cat - Vanderbilt Fine Arts Gallery - 1978.021.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.021.json,,
1978.023.TIF,Q102969811,M122606223,1978.023,primary,17649,2000,3008,2010-07-21,TIF,1978,Plate with a design in blue underglaze of a radish,Plate with a design in blue underglaze of a radish - Vanderbilt Fine Arts Gallery - 1978.023.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.023.json,,
1978.024.TIF,Q102973969,M122611395,1978.024,primary,17649,2000,3008,2010-07-21,TIF,1978,Ten sided blue and white plate with crane and vase motif,Ten sided blue and white plate with crane and vase motif - Vanderbilt Fine Arts Gallery - 1978.024.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.024.json,,
1978.025.TIF,Q104030957,M122705393,1978.025,primary,17648,2000,3008,2010-07-21,TIF,1978,Bowl,Bowl - Vanderbilt Fine Arts Gallery - 1978.025.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.025.json,,
1978.027.tif,Q106577403,M124745131,1978.027,primary,103740,3549,4987,2010-06-21,tif,1978,Panel from a triptych of Kabuki actors enjoying a summer evening in Kyoto,Panel from a triptych of Kabuki actors enjoying a summer evening in Kyoto - Vanderbilt Fine Arts Gallery - 1978.027.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.027.json,,
1978.036.png,Q103312603,M122704713,1978.036,primary,580,632,474,2019-11-26,png,1978,Young Groom,Young Groom - Vanderbilt Fine Arts Gallery - 1978.036.png,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.036.json,,
1978.038.TIF,Q102966634,M122600954,1978.038,primary,17646,2000,3008,2010-07-21,TIF,1978,Jar,Jar - Vanderbilt Fine Arts Gallery - 1978.038.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.038.json,,
1978.039.TIF,Q102968078,M122602576,1978.039,primary,17648,2000,3008,2010-07-21,TIF,1978,Lidded jar,Lidded jar - Vanderbilt Fine Arts Gallery - 1978.039.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.039.json,,
1978.043.tif,Q103308386,M113161615,1978.043,primary,18852,2100,1530,2012-04-02,tif,1978,"Shinji Ando (Festival of Lanterns), Volume 4 of 5","Shinji Ando (Festival of Lanterns), Volume 4 of 5 - Vanderbilt Fine Arts Gallery - 1978.043.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.043.json,,
1978.044.tif,Q105092083,M113172967,1978.044,primary,45438,1950,3975,2012-04-05,tif,1978,Sanno Shinki (Views of Mt. Fuji),Sanno Shinki (Views of Mt. Fuji) - Vanderbilt Fine Arts Gallery - 1978.044.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.044.json,,
1978.045.tif,Q103302083,M113161154,1978.045,primary,17450,2052,1449,2012-04-02,tif,1978,"Keisai Ukiyo Gafu (The Book of Keisai's Popular Pictures), Volume 1 of 10","Keisai Ukiyo Gafu (The Book of Keisai's Popular Pictures), Volume 1 of 10 - Vanderbilt Fine Arts Gallery - 1978.045.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.045.json,,
1978.047.tif,Q106577505,M113176515,1978.047,primary,46150,2301,3421,2012-04-02,tif,1978,"Yesan Tokonoyama (Tokonoyama, The Poetical Expression of Pictures), Volume 2 of 5","Yesan Tokonoyama (Tokonoyama, The Poetical Expression of Pictures), Volume 2 of 5 - Vanderbilt Fine Arts Gallery - 1978.047.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.047.json,,
1978.048.tif,Q106577326,M113175175,1978.048,primary,45758,2325,3357,2012-04-02,tif,1978,Ehon Totoe-gusa (The Illustrated Book of Fables),Ehon Totoe-gusa (The Illustrated Book of Fables) - Vanderbilt Fine Arts Gallery - 1978.048.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.048.json,,
1978.050.tif,Q103305124,M113161252,1978.050,primary,20509,2163,1616,2012-04-02,tif,1978,Masu Kagami (A Manual for Young Girls),Masu Kagami (A Manual for Young Girls) - Vanderbilt Fine Arts Gallery - 1978.050.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.050.json,,
1978.051.tif,Q103301423,M113161044,1978.051,primary,29394,2574,1947,2012-04-02,tif,1978,Ikkyu Gaikotsu (The Teaching of Skeletons by Ikkyu),Ikkyu Gaikotsu (The Teaching of Skeletons by Ikkyu) - Vanderbilt Fine Arts Gallery - 1978.051.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.051.json,,
1978.052.tif,Q103308391,M113161624,1978.052,primary,18610,2069,1533,2012-04-02,tif,1978,Shinji Ando (Shohen) (Festival of Lanterns); first in series of five,Shinji Ando (Shohen) (Festival of Lanterns); first in series of five - Vanderbilt Fine Arts Gallery - 1978.052.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.052.json,,
1978.053.tif,Q103305869,M113161302,1978.053,primary,18708,2100,1518,2012-04-02,tif,1978,Nijushi-Ko Zue (Pictorial Accounts of the Four Examples of Filial Piety),Nijushi-Ko Zue (Pictorial Accounts of the Four Examples of Filial Piety) - Vanderbilt Fine Arts Gallery - 1978.053.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.053.json,,
1978.055.tif,Q105095976,M113173764,1978.055,primary,19299,2071,1588,2012-04-02,tif,1978,"Ehon Konrei Michi-Shirube (Guideposts to a Wedding), Last Volume in set of 2 or 3","Ehon Konrei Michi-Shirube (Guideposts to a Wedding), Last Volume in set of 2 or 3 - Vanderbilt Fine Arts Gallery - 1978.055.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.055.json,,
1978.056.tif,Q103312552,M113161960,1978.056,primary,23743,2287,1770,2012-04-02,tif,1978,"Yodogawa Ryogan Shokei Zue (Pictures of Celebrated Views Along the Banks of the Yodo River), Volume 2","Yodogawa Ryogan Shokei Zue (Pictures of Celebrated Views Along the Banks of the Yodo River), Volume 2 - Vanderbilt Fine Arts Gallery - 1978.056.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.056.json,,
1978.057.tif,Q105091607,M113164076,1978.057,primary,27216,2578,1800,2012-04-02,tif,1978,An Album of Japanese Figure Drawings,An Album of Japanese Figure Drawings - Vanderbilt Fine Arts Gallery - 1978.057.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.057.json,,
1978.061.tif,Q106577355,M113175431,1978.061,primary,54626,2521,3698,2012-04-05,tif,1978,"Kaido Kyoka Awase (Comparision of Comic Poems on the Highway), Volume 2 of 2; illustrations for poems in Volume 1","Kaido Kyoka Awase (Comparision of Comic Poems on the Highway), Volume 2 of 2; illustrations for poems in Volume 1 - Vanderbilt Fine Arts Gallery - 1978.061.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.061.json,,
1978.062.tif,Q106577461,M113176409,1978.062,primary,66666,2826,4026,2012-04-05,tif,1978,Toto Nijushi-ko (The Twenty-Four Chinese Paragons of Filial Piety),Toto Nijushi-ko (The Twenty-Four Chinese Paragons of Filial Piety) - Vanderbilt Fine Arts Gallery - 1978.062.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.062.json,,
1978.063.tif,Q106577284,M113174815,1978.063,primary,62365,2746,3876,2012-04-05,tif,1978,Artist's sketchbook,Artist's sketchbook - Vanderbilt Fine Arts Gallery - 1978.063.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.063.json,,
1978.064.tif,Q106577401,M113176088,1978.064,primary,64047,2734,3998,2012-04-05,tif,1978,Oson Gafu (Album of Pictures by Oson),Oson Gafu (Album of Pictures by Oson) - Vanderbilt Fine Arts Gallery - 1978.064.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.064.json,,
1978.065.tif,Q106577286,M113174903,1978.065,primary,67307,2861,4015,2012-04-05,tif,1978,Artist's sketchbook with figure sketches,Artist's sketchbook with figure sketches - Vanderbilt Fine Arts Gallery - 1978.065.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.065.json,,
1978.066.tif,Q106577285,M113174851,1978.066,primary,65841,2844,3951,2012-04-05,tif,1978,Artist's sketchbook,Artist's sketchbook - Vanderbilt Fine Arts Gallery - 1978.066.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.066.json,,
1978.067.tif,Q106577287,M113174940,1978.067,primary,60870,2769,3750,2012-04-05,tif,1978,"Artist's sketchbook with large figures and small landscapes, Volume 7","Artist's sketchbook with large figures and small landscapes, Volume 7 - Vanderbilt Fine Arts Gallery - 1978.067.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.067.json,,
1978.068.tif,Q103297085,M113160845,1978.068,primary,24514,2524,1656,2012-04-05,tif,1978,"Artist's sketchbook with small ink sketches of figures, animals, birds, flowers, and landscapes","Artist's sketchbook with small ink sketches of figures, animals, birds, flowers, and landscapes - Vanderbilt Fine Arts Gallery - 1978.068.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.068.json,,
1978.069.tif,Q106577364,M113175967,1978.069,primary,64792,2786,3969,2012-04-05,tif,1978,Kyochuzan (Mountains of the Heart),Kyochuzan (Mountains of the Heart) - Vanderbilt Fine Arts Gallery - 1978.069.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.069.json,,
1978.070.tif,Q103550902,M113162019,1978.070,primary,57454,2901,3380,2012-04-05,tif,1978,Artist's sketchbook with landscape drawings,Artist's sketchbook with landscape drawings - Vanderbilt Fine Arts Gallery - 1978.070.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.070.json,,
1978.071.tif,Q106577363,M113175491,1978.071,primary,50955,2451,3548,2012-04-05,tif,1978,"Kyo Warabe (Kyoto Boys), Volume 6 of 6","Kyo Warabe (Kyoto Boys), Volume 6 of 6 - Vanderbilt Fine Arts Gallery - 1978.071.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.071.json,,
1978.072.tif,Q106577352,M113175397,1978.072,primary,62328,2676,3975,2012-04-05,tif,1978,Itso Hyakutai (A Hundred Figures in a Single Sweep),Itso Hyakutai (A Hundred Figures in a Single Sweep) - Vanderbilt Fine Arts Gallery - 1978.072.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.072.json,,
1978.073.2.tif,Q106577387,M113176012,1978.073,primary,50251,2273,3773,2012-04-05,tif,1978,"Morokoshi Kinmo Zui (Illustrated Encyclopedia on China), Volumes 6 through 8 of 14 (bound together)","Morokoshi Kinmo Zui (Illustrated Encyclopedia on China), Volumes 6 through 8 of 14 (bound together) - Vanderbilt Fine Arts Gallery - 1978.073.2.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.073.json,,
1978.074.tif,Q106577356,M113175442,1978.074,primary,25369,2418,3581,2011-02-13,tif,1978,"Kaigwai Jinbusto Shoden (Lives of Men of the Other Side of the Sea), five volumes","Kaigwai Jinbusto Shoden (Lives of Men of the Other Side of the Sea), five volumes - Vanderbilt Fine Arts Gallery - 1978.074.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.074.json,,
1978.075.tif,Q106577299,M113175027,1978.075,primary,56883,2550,3807,2012-04-05,tif,1978,Bunpo Gafu (The Album of Drawings of Bunpo),Bunpo Gafu (The Album of Drawings of Bunpo) - Vanderbilt Fine Arts Gallery - 1978.075.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.075.json,,
1978.076.tif,Q106577300,M113175049,1978.076,primary,39712,2065,3282,2012-04-05,tif,1978,Bunpo Kanga (Chinese Style Drawings by Bunpo),Bunpo Kanga (Chinese Style Drawings by Bunpo) - Vanderbilt Fine Arts Gallery - 1978.076.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.076.json,,
1978.077.tif,Q106577327,M113175223,1978.077,primary,45740,2270,3437,2012-04-09,tif,1978,"Ehon-Asa Murasaki (The Picture Book, Light Purple), Volume 2 of 2","Ehon-Asa Murasaki (The Picture Book, Light Purple), Volume 2 of 2 - Vanderbilt Fine Arts Gallery - 1978.077.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.077.json,,
1978.078.tif,Q103302182,M113161159,1978.078,primary,14753,1800,1396,2012-04-05,tif,1978,Kojitsuke,Kojitsuke - Vanderbilt Fine Arts Gallery - 1978.078.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.078.json,,
1978.082.tif,Q106577398,M113176058,1978.082,primary,56585,2475,3900,2012-04-09,tif,1978,"Ogura Hyakushu Ruidai Hanashi (stories with the poems of Hyakunin Isshu taken as the titles), Volume 2 of 3","Ogura Hyakushu Ruidai Hanashi (stories with the poems of Hyakunin Isshu taken as the titles), Volume 2 of 3 - Vanderbilt Fine Arts Gallery - 1978.082.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.082.json,,
1978.086.tif,Q105095970,M113173747,1978.086,primary,32537,2739,2026,2012-04-09,tif,1978,Ryuko Meibutsu Shi (Noted Products of the Willow Street),Ryuko Meibutsu Shi (Noted Products of the Willow Street) - Vanderbilt Fine Arts Gallery - 1978.086.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.086.json,,
1978.087.tif,Q106577334,M113175245,1978.087,primary,36925,2099,3000,2012-04-09,tif,1978,Fukaku Ayumi Hajime,Fukaku Ayumi Hajime - Vanderbilt Fine Arts Gallery - 1978.087.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.087.json,,
1978.088.tif,Q105095967,M113173732,1978.088,primary,11117,1683,1125,2012-04-09,tif,1978,Katchu Chakuyo Ben (About Armour and How to Wear It),Katchu Chakuyo Ben (About Armour and How to Wear It) - Vanderbilt Fine Arts Gallery - 1978.088.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.088.json,,
1978.089.tif,Q103301924,M113161145,1978.089,primary,14468,1835,1343,2012-04-09,tif,1978,"Kabuki Kitohajime, Volume 1","Kabuki Kitohajime, Volume 1 - Vanderbilt Fine Arts Gallery - 1978.089.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.089.json,,
1978.090.tif,Q102975700,M113160761,1978.090,primary,16046,1350,2025,2012-04-09,tif,1978,Ukiyo Shizuki (Floating World Drips),Ukiyo Shizuki (Floating World Drips) - Vanderbilt Fine Arts Gallery - 1978.090.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.090.json,,
1978.091.tif,Q102965629,M113064403,1978.091,primary,31812,1338,4055,2012-04-12,tif,1978,Furyu Kyoken Shyami Sen,Furyu Kyoken Shyami Sen - Vanderbilt Fine Arts Gallery - 1978.091.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.091.json,,
1978.092.tif,Q103304858,M113161233,1978.092,primary,23269,2518,1575,2012-04-12,tif,1978,"Mai So Ho Taizen (On Physiognomy, Eyebrows, Eyes and Noses)","Mai So Ho Taizen (On Physiognomy, Eyebrows, Eyes and Noses) - Vanderbilt Fine Arts Gallery - 1978.092.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.092.json,,
1978.093.tif,Q103300321,M113160983,1978.093,primary,16739,1984,1437,2012-04-12,tif,1978,Furyu Dansen Gun,Furyu Dansen Gun - Vanderbilt Fine Arts Gallery - 1978.093.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.093.json,,
