qid,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
,Mosaic of Alpha and Omega and Christ monogram,,mosaic by artist unknown,,54974,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54974,,2022-04-04,,,,,,,,,,,,,,,,,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54974,,2022-04-04,,,,,,,,,,,,Roma San Clemente Abside Mosaico Dettaglio7.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54974,,2022-04-04,,,,,,,,
,Parable of the Sower,"St James the Less, Vauxhall Bridge Road, SW1 - Capital, near to Westminster, Great Britain.","artichetural element by artist unknown, photo by John Salmon",,54993,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q391414,,,,,,,,,,,,,,,,,,,,,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54993,,2022-04-04,,,,,,,,,,,,"St James the Less, Vauxhall Bridge Road, SW1 - Capital - geograph.org.uk - 1851192.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54993,,2022-04-04,,,,,,,,
,Good Samaritan,"St James the Less, Vauxhall Bridge Road, SW1 - Capital, near to Westminster, Great Britain.","artichetural element by artist unknown, photo by John Salmon",,54994,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q391414,,,,,,,,,,,,,,,,,,,,,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54994,,2022-04-04,,,,,,,,,,,,"St James the Less, Vauxhall Bridge Road, SW1 - Capital - geograph.org.uk - 1851197.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54994,,2022-04-04,,,,,,,,
,"Creation, Original Sin, Fall","The parable of paradise in three tables: The Creation : God represented as a Pope creates Eve from a Adam's rib while he is sleeping. (first strip) The original sin : Under the look of God, for having eaten the fruit of the tree of knowledge Adam and Eve discover their status ... (This strip is not commented.) The Fall : Adam and Eve expelled from Paradise by an angel brandishing a sword. (third strip).",Parafresco from the church of St. Anne of Casaus de Larbost,,55014,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q3305213,,,,,,,,,,,,,,,,,,,,,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55014,,2022-04-04,,,,,,,,,,,,Cazeaux de Larboust-Parabole du Paradis Terrestre.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55014,,2022-04-04,,,,,,,,
,Parable of the Good Samaritan,, stained glass by artist unknown,,55015,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q1473346,,,,,,,,,,,,,,,,,,,,,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55015,,2022-04-04,,,,,,,,,,,,Chartres - Vitrail de la Parabole du bon samaritain -1.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55015,,2022-04-04,,,,,,,,
,Death of the Rich Man - two demons seize his soul,,architectural structural by artist unknown,,55016,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q391414,,,,,,,,1150-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55016,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55016,,2022-04-04,,,,,,,,,,,,Vézelay Nef Chapiteau 230608 05.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55016,,2022-04-04,,,,,,,,
,"Soul of Lazarus rising to heaven , upheld by two angels",,architectural structural by artist unknown,,55017,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q391414,,,,,,,,1150-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55017,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55017,,2022-04-04,,,,,,,,,,,,Vézelay Nef Chapiteau 220608 O8.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55017,,2022-04-04,,,,,,,,
,Parable of the Good Samaritan,, stained glass by artist unknown,,55018,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q1473346,,,,,,,,,,,,,,,,,,,,,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55018,,2022-04-04,,,,,,,,,,,,Bourges - Cathédrale - Vitraux -33.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55018,,2022-04-04,,,,,,,,
,Window in Christ Church in Korntal - Footwashing,"Stained glass window in the the protestant Christ church in Korntal in Southern Germany. Foot washing, “If I do not wash your feet, you will no longer be my disciple” ( Joh 13:8). HDR .","stained glass window, photo by Künstler unbekannt",,55035,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q21061279,,,,,,,,,,,,,,,,,,,,,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55035,,2022-04-04,,,,,,,,,,,,Glasfenster Fußwaschung Korntal Christuskirche.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55035,,2022-04-04,,,,,,,,
,Consecration Cross,"All Saints Church - consecration cross Altogether eight consecration crosses have survived on the chancel wall - this one is usually hidden behind a curtain at the back of the altar.
It is believed that a wooden church once stood on the site of All Saints > https://www.geograph.org.uk/photo/1394893 - https://www.geograph.org.uk/photo/1394936 - https://www.geograph.org.uk/photo/1394971 since 630.  The building of the chancel > https://www.geograph.org.uk/photo/1394958 of the present church was completed in 1307.  Its C15 tower used to be much taller but when in 1755 the south buttress collapsed the top fell down and was never rebuilt to its full height.  The nave aisle windows contain sections of what is believed to be old Flemish glass.  A new south aisle chapel was consecrated in 1975. The Lady Chapel in the north aisle > https://www.geograph.org.uk/photo/1394967 contains a C16 altar table which once stood at the main altar and on its north wall are memorial plaques to the officers and men of the 389th and 453rd US Airforce Heavy Bombardment Groups who died in a mid-aid collisions over the village in 1945.  The church was extensively restored in the late 19th century and the furnishings date from this time.  The C15 rood screen dado > https://www.geograph.org.uk/photo/1394945 has survived, albeit restored, in its original position.  It depicts the 11 disciples > https://www.geograph.org.uk/photo/1394952 and St Paul in a style that can more often be seen in churches in North Norfolk > https://www.geograph.org.uk/photo/855667 .  Eight of the originally twelve consecration crosses remain on the chancel walls.  All Saints church is open every day.","fresco by artist unknown, photo by Evelyn Simak",,55037,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55037,,2022-04-04,,,,1307-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55037,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55037,,2022-04-04,,,,,,,,,,,,All Saints Church - consecration cross - geograph.org.uk - 1394962.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55037,,2022-04-04,,,,,,,,
,Abraham and Isaac return to Sarah,"Viborg Domkirke,","mural by artist unknown, photo by Heidiko Bondesen",,55119,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55119,,2022-04-04,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55119,,2022-04-04,,,,,,,,,,,,,,,,,,,"Nordside(16)Nordre sideskib nordvæg, Abraham og Isak vender hjem til Sarah.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55119,,2022-04-04,,,,,,,,
,Sarcophagus with scene of Moses receiving the Ten Commandments from the hand of God,"Sarcophagus with biblical scenes; c. 330 AD; marble; Museum: Liebieghaus, Frankfurt am Main, Inv. No. 1501. Detail: Moses receiving the Ten Commandments."," sculpture by artist unknown, photo by User:FA2010",,55129,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,,,,,,,0330-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55129,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55129,,2022-04-04,,,,,,,,,,,,Sarkophag mit biblischen Szenen Liebieghaus 1501 image04.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55129,,2022-04-04,,,,,,,,
,Moses repeated the commandments to the people,"Moses repeated the commandments to the people, detail by a Carolingian book illuminator circa 840",manuscript by a Carolingian book illuminator circa 840,,55130,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55130,,2022-04-04,,,,0840-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55130,,2022-04-04,,,,,,,,,,,,,,,,,,,Moses repeated the commandments to the people (detail).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55130,,2022-04-04,,,,,,,,
,Moses receiving the tablets of the law on Mount Sinai,,manuscript by Meister der Bibel des Patrice Léon,,55133,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55133,,2022-04-04,,,,0920-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55133,,2022-04-04,,,,,,,,,,,,,,,,,,,Meister der Bibel des Patrice Léon 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55133,,2022-04-04,,,,,,,,
,Prophet Hannah in the temple; Samuel's prayer testing,"The prophet Hannah in the temple, Samuel's prayer testing",painting by Workshop of Rembrandt,,55160,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55160,,2022-04-04,,,,1650-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55160,,2022-04-04,,,,,,,,,,,,,,,,,,,"Hannah in the temple, Samuel's prayer testing.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55160,,2022-04-04,,,,,,,,
,Ezekiel in the Valley of the Dry Bones,"St. Nicholas' Church, Deptford Green, SE8 - carved panel representing Ezekiel in the Valley of the Dry Bones. This panel was for many years fixed in the open air over the entrance door of the 1501611, covered with glass to protect it. The carving is of exceptional quality, indicating that if it is not by Grinling Gibbons himself, it must have been by one of his best craftsmen - see http://www.britainexpress.com/History/gibbons.htm . {Source: Leaflet ""St Nicholas' Church, Deptford Green"". }","carving by artist unknown, photo by Mike Quinn",,55163,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q97570030,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55163,,2022-04-04,,,,,,,,,,,,,,,,,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55163,,2022-04-04,,,,,,,,,,,,"St. Nicholas' Church, Deptford Green, SE8 - carved panel representing Ezekiel in the Valley of the Dry Bones - geograph.org.uk - 1501992.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55163,,2022-04-04,,,,,,,,
,Baptism in the River Jordan during pilgrimage,"January 20, 2011. Last Tuesday (January 18th), the Christian holiday of the Epiphany was celebrated by thousands at the Qasr Al-Yahud baptism site in the  Jordan River Valley. The site is widely considered by Christians to be the place where Jesus was once baptized by John the Baptist. Around 11,000 Christians arrived at the site, among them Israelis, Palestinians, and many who made the pilgrimage to the Jordan River Valley from all corners of the world. For the first time, the pilgrims were allowed to dip themselves in the flowing waters of the Jordan River, as the Civil Administration had made the necessary arrangements to accommodate the mass pilgrimage to the site over the past year. The main ceremony of the Epiphany took place midday, led by the Greek Orthodox Patriarch of Jerusalem, Theophilos III. The ceremony was organized by the Civil Administration, and security was provided by the Israeli Border Police and the IDF. For more details, see our website . Pictured here: A pilgrim wearing a robe dips into the banks of the Jordan River, a site considered to be the third holiest in Christianity. Photography: Staff Sgt. Alon Lefler, IDF Spokesperson's Unit. ביום שלישי האחרון התקיים טקס של העדה הנוצרית ב""אתר הטבילה"" בבקעת ירדן, אשר נחשב למקום טבילתו של ישו. לאתר הגיעו כ-11 אלף צליינים בינהם ישראלים, פלסטינים ומכל קצוות תבל. לראשונה הורשו הצליינים לטבול במימי נהר הירדן הזורם במקום, לאחר עבודות הסדרה של האתר שנערכו בשנה האחרונה. בשעות הצהריים התקים הטקס המרכזי, בנוכחות הפטריארכך היווני האורתודוקסי תיאופלוס השלישי. 
הטקס נוהל על ידי אנשי המנהל האזרחי ביהודה ושומרון ואובטח על ידי משמר הגבול וצה""ל. צילום: סמ""ר אלון לפלר, דובר צה""ל",photograph by Israel Defense Forces,,55206,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55206,,2022-04-04,,,,2011-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55206,,2022-04-04,,,Q801,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55206,,2022-04-04,,,,,,,,,,,,"Flickr - Israel Defense Forces - Christian Pilgrims Celebrate the Epiphany in the Jordan Valley, Jan 2011 (1).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55206,,2022-04-04,,,,,,,,
,Millennium Chapel of Peace and Forgiveness,"The Millennium Chapel of Peace and Forgiveness, at the National Memorial Arboretum, Alrewas, Staffordshire. This photograph was taken on the 4th February 2008, at the National Memorial Arboretum. An Act of Homage is observed every day of the year, once a day, when the Last post and Reveille is played, and a two minute silence is observed.","architectural structure, photo by Chris' Buet",,55216,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55216,,2022-04-04,,,,2000-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55216,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55216,,2022-04-04,,,,,,,,,,,,"The Millennium Chapel of Peace and Forgiveness, at the National Memorial Arboretum, Alrewas, Staffordshire. - geograph.org.uk - 814782.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55216,,2022-04-04,,,,,,,,
,God the Father with the Dead Christ,"God the Father with the Dead Christ, Netherlands (?), 15th century, limewood, old colours","sculpture by artist unknown, photo by Andreas Praefcke",,55218,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55218,,2022-04-04,,,,1450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55218,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55218,,2022-04-04,,,,,,,,,,,,Gottvater mit dem Leichnam Christi 15 Jh.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55218,,2022-04-04,,,,,,,,
,"God, enthroned, holding his martyred son","God, enthroned, is holding his martyred Son. Originally formed the central part of the altarpiece of Tystrup Church in Sjaelland, c. 1500. Copenhagen, National Museum of Denmark. Picture by Stefano Bolognini .","wood carving by artist unknown, photo by Stefano Bolognini",,55219,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q337907,,,,,,,,1500-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55219,,2022-04-04,,,,,,,,,,,,,,,,,,,Nationalmuseet - Cophenaghne - God.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55219,,2022-04-04,,,,,,,,
,Rest on the Flight into Egypt,"The Rest on The Flight into Egypt label QS:Lit,""Riposo durante la fuga in Egitto"" label QS:Lhu,""Pihenés Egyiptomba menekülés közben"" label QS:Lru,""Отдых Святого Семейства на пути в Египет"" label QS:Lde,""Ruhe auf der Flucht nach Ägypten"" label QS:Lpt,""Descanso na fuga para o Egito"" label QS:Len-gb,""The Rest on The Flight into Egypt"" label QS:Lsl,""Počitek na begu v Egipt"" label QS:Lja,""エジプトへの逃避途上の休息"" label QS:Lpt-br,""Descanso na fuga para o Egito"" label QS:Lpl,""Odpoczynek w czasie ucieczki do Egiptu"" label QS:Lnl,""Rust op de vlucht naar Egypte"" label QS:Les,""Descanso en la Huida a Egipto"" label QS:Len,""The Rest on The Flight into Egypt"" label QS:Leo,""La fuĝo al Egiptujo"" label QS:Lcs,""Odpočinek na útěku do Egypta"" label QS:Lfr,""Le Repos pendant la fuite en Égypte""",painting by Anonymous (Northern Italy),,55251,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55251,,2022-04-04,,,,1520-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55251,,2022-04-04,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55251,,2022-04-04,,,,,,,,,,,,Anoniem - Rust op de vlucht naar Egypte.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55251,,2022-04-04,,,,,,,,
,Ten Commandments,"The Ten Commandments, illustration from a Bible card published by the Providence Lithograph Company",print by the Providence Lithograph Company,,55252,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55252,,2022-04-04,,,,1907-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55252,,2022-04-04,,,,,,,,,,,,,,,,,,,The Ten Commandments (Bible Card).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55252,,2022-04-04,,,,,,,,
,Hand of God,"Detail of the vault of the apse of Sant Climent de Taüll. Fresco transferred to canvas. Museu Nacional D'Art de Catalunya, Barcelona, Spain.",fresco by artist unknown,,55257,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55257,,2022-04-04,,,,1123-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55257,,2022-04-04,,,,,,,,,,,,,,,,,,,Hand gottes.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55257,,2022-04-04,,,,,,,,
,God reigning in majesty,Apse of Sant Climent de Taüll (detail),fresco by Master of Taüll,,55258,,,2022-04-04,,,015966-000,Q861252,,https://commons.wikimedia.org/wiki/File:Pantocr%C3%A0tor_de_Ta%C3%BCll.jpg,,2022-04-04,,,,,,,,,,_:,Q4233718,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55258,,2022-04-04,,,,1123-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55258,,2022-04-04,,,,,,,,,,,,,,,,,,,Pantocràtor de Taüll.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55258,,2022-04-04,,,Q861252,,https://commons.wikimedia.org/wiki/File:Pantocr%C3%A0tor_de_Ta%C3%BCll.jpg,,2022-04-04,
,Central part of the ceiling of the Galerie des Batailles at the Palace of Versailles.,Central part of the ceiling of the Galerie des Batailles at the Palace of Versailles . Eesti: Galerie des Batailles. Versailles' loss. Prantsusmaa.,architectural structure by artist unknown,,55277,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55277,,2022-04-04,,,,2006-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55277,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55277,,2022-04-04,,,,,,,,,,,,Schlachtengalerie Decke.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55277,,2022-04-04,,,,,,,,
,"Christ in front of the high priest Annas, from the Passion of Christ",Brøns parish church. Passion of Christ ( 15th century ): Christ in front of the high priest Annas.,"fresco by artist unknown, photo by Wolfgang Sauber",,55281,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55281,,2022-04-04,,,,1450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55281,,2022-04-04,,,,,,,,,,,,,,,,,,,Brøns kirke - Wandmalerei 2 - Christus vor Hohempriester Annas.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55281,,2022-04-04,,,,,,,,
,Christ in Glory,"Saint Charles Seminary (Carthagena, Ohio), Chapel of the Assumption, tabernacle and mosaic",mosaic,,55288,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55288,,2022-04-04,,,,,,,,,,,,,,,,,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55288,,2022-04-04,,,,,,,,,,,,"Saint Charles Seminary (Carthagena, Ohio), Chapel of the Assumption, tabernacle and mosaic.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55288,,2022-04-04,,,,,,,,
,Jesus before Caiaphas and the Sanhedrin,"Jesus before Caiaphas and the Sanhedrin label QS:Len,""Jesus before Caiaphas and the Sanhedrin"" label QS:Lde,""Jesus vor Kaiphas und dem Hohen Rate""",painting by Oswalt Kreusel,,55295,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55295,,2022-04-04,,,,1591-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55295,,2022-04-04,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55295,,2022-04-04,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Oswalt_Kreusel_-_Millst%C3%A4tter_Fastentuch_-_Jesus_vor_Kaiphas_und_dem_Hohen_Rate.jpeg,,2022-04-04,,,Oswalt Kreusel - Millstätter Fastentuch - Jesus vor Kaiphas und dem Hohen Rate.jpeg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55295,,2022-04-04,,,,,,,,
,Gospel of Lazarus,"Matenadaran - Het manuscriptenmuseum. Voor het museum bevindt zich een standbeeld van Mesrop Mashtots, de ontwerper van het Armeens alfabet. Het museum herbergt 16000 oude en verlichte manuscripten. Het oudste ""Het evangelie van Lazarus"" uit 887. Het grootste: 34 kg wegend en gemaakt van 700 koeievellen en tevens het kleinste evangelie: 12 gram wegend en 3x4cm groot. Zie ook: www.armenica.org/cgi-bin/armenica.cgi?47608475041673=2=l","manuscript by artist unknown, photo by Rita Willaert",,55309,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55309,,2022-04-04,,,,0887-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55309,,2022-04-04,,,,,,,,,,,,,,,,,,,Matenadaran Armenian manuscript 01.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55309,,2022-04-04,,,,,,,,
,Washing of the Feet,"Gospel, 1470, artist Zakaré, Washing of the Feet (Venice, San Lazzaro, Mekhitarist Library, MS 133/1251)","manuscript by artist unknown, photo by Zakare",,55311,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55311,,2022-04-04,,,,1470-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55311,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55311,,2022-04-04,,,,,,,,,,,,"Gospel, 1470, artist Zakaré.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55311,,2022-04-04,,,,,,,,
,Heavenly window,,stained glass window by artist unknown,,55313,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q21061279,,,,,,,,,,,,,,,,,,,,,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55313,,2022-04-04,,,,,,,,,,,,Villeneuve-sur-Lot - Chapelle du Bout-du-Pont -090.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55313,,2022-04-04,,,,,,,,
