qid,label,title1,language1,probability1
Q103297873,Brownish-green cup,Brownish-green cup,en,0.999996714603391
Q103297892,Buddha on a dais,Buddha on a dais,cy,0.571427256064698
Q103297906,Buddha seated on a dais,Buddha seated on a dais,en,0.857138305494528
Q103297912,Buddha seated on lotus dais,Buddha seated on lotus dais,et,0.999996179772942
Q103297932,Buddhist Votive print,Buddhist Votive print,sq,0.571427303305733
Q103297948,"Burle Marx, Rio de Janeiro, Brazil","Burle Marx, Rio de Janeiro, Brazil",pt,0.714282472677944
Q103297957,Burlesque II,Burlesque II,fr,0.99999323334839
Q103297965,Burma,Burma,ro,0.999993735956547
Q103297990,Bust of Robert Burns,Bust of Robert Burns,en,0.571427042483647
Q103297996,"Butti, carved magical figure with cloth torso filled with pebbles","Butti, carved magical figure with cloth torso filled with pebbles",en,0.999997142615522
Q103298024,Calendar,Calendar,tr,0.571426480817062
Q103298059,Camargue Sunset,Camargue Sunset,ca,0.999996494445653
Q103298077,Candleholder,Candleholder,da,0.999998750014474
Q103298090,Cardinal Point,Cardinal Point,ro,0.427780258391629
Q103298301,Champion vase,Champion vase,en,0.57142758608173
Q103298588,Cloisonne vase,Cloisonne vase,fi,0.571426158407595
Q103298626,Club,Club,ro,0.999995728195312
Q103298665,Come Let Us...,Come Let Us...,fr,0.999996569484283
Q103298672,Commit. Act. Demand. We CAN end violence against women.,Commit. Act. Demand. We CAN end violence against women.,en,0.857140201645437
Q103298699,Composition 3,Composition 3,fr,0.742955994352251
Q103298783,"Continue Your Studies, Nursing","Continue Your Studies, Nursing",fr,0.857137898007732
Q103298791,"Continue Your Studies, Office Occupations","Continue Your Studies, Office Occupations",en,0.571380726183744
Q103298798,"Continue Your Studies, Salesmanship","Continue Your Studies, Salesmanship",fr,0.571428719150553
Q103298813,"Copacabana Walk, Rio de Janeiro, Brazil","Copacabana Walk, Rio de Janeiro, Brazil",pt,0.999995193928764
Q103298832,Corinne,Corinne,no,0.714284849056931
Q103298841,Corner Fruit Stand,Corner Fruit Stand,nl,0.999995488600371
Q103298875,Coucou Bazar,Coucou Bazar,fr,0.714282188412984
Q103298901,Court lady,Court lady,fr,0.9999944272738
Q103298922,Cream lace,Cream lace,ro,0.999995666329658
Q103298936,Crib,Crib,ca,0.724534691547375
Q103298968,Crusaders,Crusaders,pt,0.999995841969331
Q103298974,Culture Hero,Culture Hero,ro,0.999995776115009
Q103298994,Cypriano,Cypriano,cy,0.999997622247434
Q103299002,"Damár and Tofifirár, Sa-Er / Asmat, Papua, 21-11-2011, #4","Damár and Tofifirár, Sa-Er / Asmat, Papua, 21-11-2011, #4",en,0.428570319799377
Q103299049,Dancing Deity Relief,Dancing Deity Relief,en,0.428569990195116
Q103299090,David,David,lt,0.857139522583202
Q103299264,Dish,Dish,en,0.428572122025221
Q103299294,Doll,Doll,it,0.857137647833224
Q103299311,Don't Blame Eve!,Don't Blame Eve!,en,0.571426756820038
Q103299359,Dressing Room,Dressing Room,en,0.714282789392982
Q103299490,"Edison, from the suite ""Cinq Américains"" (Five Americans)","Edison, from the suite ""Cinq Américains"" (Five Americans)",en,0.999994329752532
Q103299543,"El Greco, from the suite Cinq Portraits espagnols (Five Spanish Portraits)","El Greco, from the suite Cinq Portraits espagnols (Five Spanish Portraits)",en,0.999997941052364
Q103299697,Eyeglass Case,Eyeglass Case,en,0.571424699576264
Q103299725,Fabian,Fabian,id,0.999957627691875
Q103299743,Family,Family,en,0.571427226640442
Q103299765,Female deity,Female deity,de,0.999996215569577
Q103299773,Female Figure,Female Figure,de,0.999996721413775
Q103299779,Female Figure,Female Figure,de,0.571427482547215
Q103299804,Female standing figurine,Female standing figurine,it,0.428571614671147
Q103299852,Ferragunous Thrush,Ferragunous Thrush,en,0.857139870310198
Q103299887,Figure fragment,Figure fragment,fr,0.735562352249907
Q103299925,Figure vessel,Figure vessel,no,0.999995180930125
Q103299983,Fish Hawk or Osprey,Fish Hawk or Osprey,en,0.999995966480517
Q103300077,Fontenelle,Fontenelle,it,0.999997390759116
Q103300095,Footed bowl with dragon handle,Footed bowl with dragon handle,en,0.85714184484537
Q103300109,Foreign Fields,Foreign Fields,de,0.714284635273255
Q103300116,Forest Scene,Forest Scene,de,0.714283692846
Q103300150,Four Women,Four Women,en,0.999995850778739
Q103300178,Fragment of a sculpture of a male figure,Fragment of a sculpture of a male figure,en,0.857142035829139
Q103300201,Fred Hughes/Kentucky Derby,Fred Hughes/Kentucky Derby,en,0.857139127876346
Q103300206,"Frederic Henrik, Prince van Orange","Frederic Henrik, Prince van Orange",nl,0.999995793391815
Q103300226,Frog pendant,Frog pendant,da,0.571427038214694
Q103300259,Furashiki with a design of the character kotobuki,Furashiki with a design of the character kotobuki,en,0.999996849950667
Q103300516,Gilded head of a Buddha,Gilded head of a Buddha,en,0.57142901705319
Q103300524,"Gin Lane, state 3","Gin Lane, state 3",it,0.999993580894751
Q103300547,Girl in a Brown Dress (after Agnolo Bronzino),Girl in a Brown Dress (after Agnolo Bronzino),en,0.999997018080805
Q103300555,Girl Walking (Elevated),Girl Walking (Elevated),en,0.999994421508754
Q103300595,Glass Vase,Glass Vase,et,0.99999605740065
Q103300627,Globular cup with a lotus petal design,Globular cup with a lotus petal design,en,0.71428479301825
Q103300639,Globular Storage Jar,Globular Storage Jar,sv,0.571426139030413
Q103300655,Goddess with Headdress,Goddess with Headdress,en,0.857140542279646
Q103300696,Grass Orchids,Grass Orchids,de,0.999996004100546
Q103300728,Guardian figure,Guardian figure,id,0.857140346651639
Q103300759,Gypsy Girl,Gypsy Girl,cy,0.999996688128047
Q103300873,"Hand to Niemeyer, Niteroi, Brazil","Hand to Niemeyer, Niteroi, Brazil",en,0.857138542539616
Q103301130,Hercules Overcoming Envy (after Peter Paul Rubens),Hercules Overcoming Envy (after Peter Paul Rubens),en,0.999997096475887
Q103301173,Hindu Deity on Horseback,Hindu Deity on Horseback,en,0.571427304166802
Q103301268,Hook Fetish,Hook Fetish,en,0.999995141596285
Q103301277,Horse Groom,Horse Groom,af,0.999993373568266
Q103301328,Human-headed bird,Human-headed bird,en,0.857140054694301
Q103301401,Ichikawa Kodanji IV as Torii Matasuke clenching a sword between his teeth,Ichikawa Kodanji IV as Torii Matasuke clenching a sword between his teeth,en,0.857138684431695
Q103301463,Illustration from Derriere le Miroir,Illustration from Derriere le Miroir,fr,0.857139378809734
Q103301469,Illustration from Ise Monogatari,Illustration from Ise Monogatari,it,0.714281528936659
Q103301476,"Illustration to Dante's La Divine Comédie,  Le Paradis (Paradise): Chant 33: ""Prière de Saint Bernard"" (Canto 33: ""Saint Bernard's Prayer"")","Illustration to Dante's La Divine Comédie,  Le Paradis (Paradise): Chant 33: ""Prière de Saint Bernard"" (Canto 33: ""Saint Bernard's Prayer"")",fr,0.999995124458336
Q103301485,"Illustration to Dante's La Divine Comédie,  Le Paradis (Paradise): Chant 9: ""Le Ciel de Vénus"" (Canto 9: ""The Sphere of Venus"")","Illustration to Dante's La Divine Comédie,  Le Paradis (Paradise): Chant 9: ""Le Ciel de Vénus"" (Canto 9: ""The Sphere of Venus"")",fr,0.857139000056458
Q103301493,"Illustration to Dante's La Divine Comédie, L'Enfer (Hell): Chant 15: Les Margelles du Phlégéton (Canto 15: The Hard Margins)","Illustration to Dante's La Divine Comédie, L'Enfer (Hell): Chant 15: Les Margelles du Phlégéton (Canto 15: The Hard Margins)",fr,0.999996437085233
Q103301500,"Illustration to Dante's La Divine Comédie, Le Paradis (Paradise): Chant 31: L'Archange Gabriel (Canto 31: The Archangel Gabriel)","Illustration to Dante's La Divine Comédie, Le Paradis (Paradise): Chant 31: L'Archange Gabriel (Canto 31: The Archangel Gabriel)",fr,0.714283924391749
Q103301506,"Illustration to Dante's La Divine Comédie, Le Paradis: Chant 30: ""A l'empyré (Canto 30: ""To the Empyrean"")","Illustration to Dante's La Divine Comédie, Le Paradis: Chant 30: ""A l'empyré (Canto 30: ""To the Empyrean"")",fr,0.999994101102016
Q103301510,"Illustration to Dante's La Divine Comédie, Le Purgatoire (Purgatory) Chant 22: La Prodigalité (Canto 22:The Prodigality)","Illustration to Dante's La Divine Comédie, Le Purgatoire (Purgatory) Chant 22: La Prodigalité (Canto 22:The Prodigality)",fr,0.57142723358103
Q103301631,Inro (medicine container) and netsuke,Inro (medicine container) and netsuke,en,0.857139392131867
Q103301651,Interior in Pink,Interior in Pink,en,0.999995845244939
Q103301656,"Interior of the Studio in Palma de Mallorca, from Creación Miró 1961","Interior of the Studio in Palma de Mallorca, from Creación Miró 1961",es,0.71428201590573
Q103301677,Irori (Sunken Hearth),Irori (Sunken Hearth),en,0.857140896474773
Q103301728,J. Catrin,J. Catrin,en,0.436679283788089
Q103301735,Jackal figure,Jackal figure,sv,0.99999582679945
Q103301740,Jade Cong,Jade Cong,pt,0.999996349944505
Q103301747,Jade wedding pipe stem,Jade wedding pipe stem,af,0.999993597321163
Q103301777,Japanese Sutra,Japanese Sutra,id,0.999995391250067
Q103301876,Jubilation,Jubilation,tl,0.571426330857394
Q103301889,Juggler,Juggler,da,0.999992916644154
Q103301905,"Kabuki Actor (possibly Kikugoro III) as Yamagawaya Gonroku, and a Child Actor as Monzai Wakadayu","Kabuki Actor (possibly Kikugoro III) as Yamagawaya Gonroku, and a Child Actor as Monzai Wakadayu",id,0.428570761676162
Q103301910,Kabuki actor as a geisha playing a stringed instrument,Kabuki actor as a geisha playing a stringed instrument,en,0.999995247193456
Q103301918,Kabuki actor Ichikawa Mennosuke II,Kabuki actor Ichikawa Mennosuke II,id,0.714283614699967
Q103301944,Kanzashi (Woman's Hair Ornament),Kanzashi (Woman's Hair Ornament),en,0.428572302573575
Q103301955,Karen Lerner (1 of 10),Karen Lerner (1 of 10),da,0.857136319478999
Q103301963,Karen Lerner (10 of 10),Karen Lerner (10 of 10),da,0.999994502854775
Q103301968,Karen Lerner (2 of 10),Karen Lerner (2 of 10),da,0.857139835256245
Q103301982,Karen Lerner (3 of 10),Karen Lerner (3 of 10),da,0.714281780690919
Q103302000,Karen Lerner (4 of 10),Karen Lerner (4 of 10),da,0.571427423610334
Q103302009,Karen Lerner (5 of 10),Karen Lerner (5 of 10),da,0.714281125822575
Q103302020,Karen Lerner (6 of 10),Karen Lerner (6 of 10),da,0.714283231989292
Q103302029,Karen Lerner (7 of 10),Karen Lerner (7 of 10),da,0.85712734596761
Q103302036,Karen Lerner (8 of 10),Karen Lerner (8 of 10),da,0.857139963090275
Q103302046,Karen Lerner (9 of 10),Karen Lerner (9 of 10),da,0.714283183984028
Q103302120,Kneeling female figure,Kneeling female figure,et,0.571425931541861
Q103302142,Kneeling female human effigy,Kneeling female human effigy,da,0.85713991276233
Q103302357,Landscape,Landscape,ca,0.714282087259956
Q103304626,"Lidded, Four-Legged Censer","Lidded, Four-Legged Censer",da,0.999991807438787
Q103304644,Limoge candle stick,Limoge candle stick,it,0.714283118230996
Q103304674,"Logo Suite Grey, C","Logo Suite Grey, C",af,0.571426746599865
Q103304719,Louis Guillaume de Cambrai Ecuyer,Louis Guillaume de Cambrai Ecuyer,fr,0.999994956013006
Q103304730,Louis XVI Style Credenza,Louis XVI Style Credenza,en,0.57142543884264
Q103304751,Luluwa (carved magical figure),Luluwa (carved magical figure),ro,0.9999954452511
Q103304756,Lumber Yard,Lumber Yard,id,0.999995166320183
Q103304863,Male Ancestral Portrait,Male Ancestral Portrait,fr,0.999994728109351
Q103304869,Male figure,Male figure,ro,0.999992702570498
Q103304880,"Male Head, after Leonardo","Male Head, after Leonardo",en,0.571426376051845
Q103304887,Male standing figurine,Male standing figurine,it,0.519364801631461
Q103304930,Man and Woman Talking,Man and Woman Talking,en,0.428571700453179
Q103304939,Man holding a dog,Man holding a dog,cy,0.999997928678674
Q103304944,"Man in White, Rio de Janeiro, Brazil","Man in White, Rio de Janeiro, Brazil",it,0.428572061983859
Q103304956,"Man Standing in a Boat, Holding a Rope","Man Standing in a Boat, Holding a Rope",en,0.999997496770222
Q103304974,Man Writing,Man Writing,tl,0.999995805495407
Q103305004,Mandolin,Mandolin,sw,0.714281391078742
Q103305017,Mango Calla Lily from Intimacy,Mango Calla Lily from Intimacy,en,0.857137923691703
Q103305044,Margie Doll,Margie Doll,af,0.714283966760308
Q103305101,Marynka Pregnant,Marynka Pregnant,tl,0.999998126739535
Q103305107,Mask,Mask,sw,0.99999463131832
Q103305119,Mask,Mask,sw,0.999997435987058
Q103305277,Miniature pipe in human form,Miniature pipe in human form,ro,0.713658394417626
Q103305393,Mme. Charles De Pauw,Mme. Charles De Pauw,nl,0.857138286746523
Q103305401,"Modern Art Museum, Niteroi, Brazil","Modern Art Museum, Niteroi, Brazil",de,0.99999629046572
Q103305430,Mono (monkey) figurine,Mono (monkey) figurine,en,0.714283995248911
Q103305488,Moses,Moses,et,0.999992691170227
Q103305616,Multi-Generational Family Portrait,Multi-Generational Family Portrait,en,0.999995860499109
Q103305767,Netsuke depicting a man holding a book,Netsuke depicting a man holding a book,en,0.999996865732551
Q103305790,Netsuke depicting a standing man,Netsuke depicting a standing man,en,0.714284749135849
Q103305797,Neville Chamberlain,Neville Chamberlain,en,0.563909186291321
Q103305946,Noon,Noon,af,0.999993962585106
Q103305974,Not Manet's Type,Not Manet's Type,no,0.99999403908519
Q103306004,Nude Back,Nude Back,de,0.571425275252918
Q103306021,"Nude on a Beach, Camargue","Nude on a Beach, Camargue",en,0.999995752858604
Q103306029,Number 38,Number 38,de,0.571428046544905
Q103306045,O.J. Simpson,O.J. Simpson,pt,0.999994040244978
Q103306053,Obelisk,Obelisk,da,0.99999473789247
Q103306108,Op 93,Op 93,hr,0.714282929611335
Q103306115,Open Fantasy,Open Fantasy,id,0.999995994263874
Q103306119,Opus 123,Opus 123,lv,0.886067413546618
Q103306124,Opus 37,Opus 37,lv,0.754624371493681
Q103306128,Opus 6,Opus 6,lv,0.573326293234501
Q103306135,Opus 95,Opus 95,lv,0.715720882827279
Q103306196,Owl,Owl,cy,0.999995178452398
Q103306211,"Pablo Picasso, Cannes","Pablo Picasso, Cannes",it,0.999994444878587
Q103306305,Pale grey-green celadon ware bowl with incised decoration,Pale grey-green celadon ware bowl with incised decoration,en,0.9999944418613
Q103306439,Peasant Leaning on His Doorway,Peasant Leaning on His Doorway,en,0.857142234558616
Q103306449,Peasant Woman of Boulogne,Peasant Woman of Boulogne,en,0.999997206979047
Q103306462,Peasants Drinking Under an Arbor,Peasants Drinking Under an Arbor,en,0.857139649475688
Q103306530,Pilgrim's flask,Pilgrim's flask,lt,0.728870021978175
Q103306543,Pincer,Pincer,it,0.999992689527022
Q103306576,Pipe Smoker,Pipe Smoker,sl,0.999993854127943
Q103306773,Poppy Bouquet from Intimacy,Poppy Bouquet from Intimacy,en,0.85714060040206
Q103306836,Portrait,Portrait,pt,0.857138774279115
Q103306844,Portrait,Portrait,pt,0.857138916573416
Q103307038,"Portrait of Jean Delpech, Chevalier Marquis de Mereville (see Notes)","Portrait of Jean Delpech, Chevalier Marquis de Mereville (see Notes)",nl,0.571427181950721
Q103307059,Portrait of Jules Aimé Dalou,Portrait of Jules Aimé Dalou,fr,0.857137992682923
Q103307064,Portrait of Kabuki actor,Portrait of Kabuki actor,en,0.857139773730006
Q103307095,Portrait of Lorenzo Bernini,Portrait of Lorenzo Bernini,en,0.99999710970068
Q103307108,Portrait of Nicolas Fouquet,Portrait of Nicolas Fouquet,en,0.857139736646254
Q103307113,Portrait of Oribe Yasubei Takeiyasu,Portrait of Oribe Yasubei Takeiyasu,en,0.714283135323905
Q103307121,Portrait of Queen Ludovica Maria Gonzaga,Portrait of Queen Ludovica Maria Gonzaga,en,0.714284859712404
Q103307152,Portrait Painting,Portrait Painting,fr,0.857139161212806
Q103307170,"Portrait, To Miss Webb","Portrait, To Miss Webb",en,0.855034375920286
Q103307189,Poster,Poster,pt,0.999993904789271
Q103307195,Pot with bear effigy,Pot with bear effigy,en,0.714284166528832
Q103307212,Primaries,Primaries,lt,0.857138355939668
Q103307224,"Procession, Rio de Contas, Brazil, 2004","Procession, Rio de Contas, Brazil, 2004",it,0.857139251739269
Q103307255,Qingbai ware ewer,Qingbai ware ewer,af,0.999997883266285
Q103307280,Raffia fiber textile,Raffia fiber textile,en,0.999994208520402
Q103307291,"Raleigh Tavern, Williamsburg","Raleigh Tavern, Williamsburg",en,0.714284238967408
Q103307388,Rectangular Pi Ring (fang pi) with display stand,Rectangular Pi Ring (fang pi) with display stand,en,0.714282265408819
Q103307407,Red glazed vase,Red glazed vase,sl,0.999994488579841
Q103307439,"Reeds in Vaccares, Camargue","Reeds in Vaccares, Camargue",en,0.714284035286856
Q103307484,Relief rubbing,Relief rubbing,af,0.999993621310789
Q103307536,Resurrection,Resurrection,en,0.855812309923931
Q103307579,Rip Van Winkle at Home,Rip Van Winkle at Home,af,0.99999451750298
Q103307608,Rockingham Pottery Brown Cookie Jar,Rockingham Pottery Brown Cookie Jar,en,0.714283002766141
Q103307625,Rocks Nevada,Rocks Nevada,et,0.999996909754963
Q103307632,Roma (Bust in a Garden),Roma (Bust in a Garden),de,0.999994451447186
Q103307663,Rose Bud I,Rose Bud I,et,0.714283031417101
Q103307667,Rose Bud II,Rose Bud II,et,0.549941868767816
Q103307720,Royal guard doll,Royal guard doll,ca,0.999994915929196
Q103307797,Saint Barbara (reliquary),Saint Barbara (reliquary),ca,0.857140256849041
Q103307803,Saint Roch,Saint Roch,fr,0.857139059790423
Q103307811,Saint Sebastian,Saint Sebastian,id,0.999996049919976
Q103307826,Sam Bolton,Sam Bolton,it,0.999996265799028
Q103307834,Samuel Beckett,Samuel Beckett,sv,0.85713982979973
Q103307845,Samuel Nelson,Samuel Nelson,ca,0.999997224743314
Q103307853,"San Juan, Ibiza, from Fotografias de los Anõs 40, Volumen I","San Juan, Ibiza, from Fotografias de los Anõs 40, Volumen I",es,0.857138997375476
Q103307858,"San Vicente, from Fotografias de los Anõs 40, Volumen I","San Vicente, from Fotografias de los Anõs 40, Volumen I",pt,0.714284909230718
Q103307948,Scituate Harbor,Scituate Harbor,ro,0.818519456650091
Q103307955,Sculpture,Sculpture,ro,0.999994447472595
Q103307961,Sculpture fragment,Sculpture fragment,fr,0.571429121388628
Q103307988,Seascape,Seascape,ro,0.89757956208043
Q103308004,Seated Bodhisattva,Seated Bodhisattva,en,0.999995863112095
Q103308083,Seated Lakshmi,Seated Lakshmi,et,0.714282802093078
Q103308136,Seated nude,Seated nude,en,0.999996343683402
Q103308222,"See Sunday Dinner a Week Before It's Sunday Dinner! Aug 19-29, 1999","See Sunday Dinner a Week Before It's Sunday Dinner! Aug 19-29, 1999",en,0.7142840087063
Q103308265,Sepik Ancestral Mask,Sepik Ancestral Mask,en,0.857138040058514
Q103308278,Sepik Figurine,Sepik Figurine,et,0.857141039866601
Q103308321,Seven Male and Female Dancers (reproduction),Seven Male and Female Dancers (reproduction),en,0.857141106541488
Q103308440,Siena,Siena,de,0.999997109259547
Q103308552,Sir Edward J. Poynter,Sir Edward J. Poynter,cy,0.857140115860183
Q103308561,Sistie Fischer (1 of 6),Sistie Fischer (1 of 6),de,0.999996833508602
Q103308570,Sistie Fischer (2 of 6),Sistie Fischer (2 of 6),de,0.999997269240801
Q103308577,Sistie Fischer (3 of 6),Sistie Fischer (3 of 6),de,0.999998388018778
Q103308584,Sistie Fischer (4 of 6),Sistie Fischer (4 of 6),de,0.999996318228405
Q103308589,Sistie Fischer (5 of 6),Sistie Fischer (5 of 6),de,0.857142183287452
Q103308595,Sistie Fischer (6 of 6),Sistie Fischer (6 of 6),de,0.999994853224404
Q103308605,"Sketch for ""Devil Says Hello #3""","Sketch for ""Devil Says Hello #3""",en,0.714282540410806
Q103308608,"Sketch for ""Devil Says Hello #5""","Sketch for ""Devil Says Hello #5""",en,0.857139750895406
Q103308613,"Sketch for ""Devil Says Hello #7""","Sketch for ""Devil Says Hello #7""",no,0.714283296939401
Q103308621,"Sketch for ""Devil Says Hello #8""","Sketch for ""Devil Says Hello #8""",no,0.5714260498712
Q103308625,"Sketch for ""Devil Says Hello #9""","Sketch for ""Devil Says Hello #9""",en,0.857138801181582
Q103308637,Ski Jumpers,Ski Jumpers,id,0.999997503011595
Q103308646,Small globular vase with glaze,Small globular vase with glaze,en,0.999998216176809
Q103308654,Small grey pot,Small grey pot,en,0.71428548928042
Q103308701,Sounding No. 6,Sounding No. 6,en,0.714282124649168
Q103308768,St Thomas (after Georges Lallemand),St Thomas (after Georges Lallemand),en,0.857136516750469
Q103308784,St. Bruno,St. Bruno,de,0.999995793471133
Q103308863,Stabbed Pig,Stabbed Pig,da,0.999993776699772
Q103308887,Standing female figure,Standing female figure,en,0.857121469475122
Q103308898,Standing figure,Standing figure,en,0.714284076434656
Q103308910,Standing figure with pan pipes,Standing figure with pan pipes,en,0.999997531393406
Q103308934,Standing human figure,Standing human figure,id,0.857141064348574
Q103308978,Standing Nude,Standing Nude,id,0.71428390387828
Q103308992,Standing Vishnu,Standing Vishnu,de,0.999995456777398
Q103309002,Standing Woman,Standing Woman,id,0.571427724946588
Q103309027,Statue,Statue,ro,0.85713918603211
Q103309064,Still-life,Still-life,da,0.576603201259548
Q103309070,Stirrup-spout vessel,Stirrup-spout vessel,fr,0.57142956332518
Q103309076,Stone handle,Stone handle,da,0.999993606684904
Q103309095,Stone seal,Stone seal,it,0.8571416957321
Q103309152,"Street Scene 1, Portfolio","Street Scene 1, Portfolio",en,0.999996754733488
Q103309160,Street Vendors,Street Vendors,nl,0.746126996291687
Q103309178,"Study for ""Devil Says Hello #6""","Study for ""Devil Says Hello #6""",en,0.857138525867108
Q103309204,Study for Sculpture I,Study for Sculpture I,en,0.571428852167143
Q103309210,Study for Sculpture II,Study for Sculpture II,en,0.571427667480872
Q103309244,Subway,Subway,sw,0.999996264326834
Q103309264,"Sugar Loaf & Plastic Balls, Rio de Janiero, Brazil","Sugar Loaf & Plastic Balls, Rio de Janiero, Brazil",es,0.428570501987839
Q103309272,Suiteki (water dropper) with a Design of a Frog,Suiteki (water dropper) with a Design of a Frog,en,0.999995475964253
Q103309282,Suiteki (water dropper) with a design of fans,Suiteki (water dropper) with a design of fans,af,0.714280992488089
Q103309309,"Summer Suite E ""Torso""","Summer Suite E ""Torso""",af,0.714282261811233
Q103309316,"Sunrise, San Remo","Sunrise, San Remo",id,0.428567788097265
Q103309322,Superdrag - Rock Show,Superdrag - Rock Show,en,0.714283473629129
Q103309341,SWF27,SWF27,da,0.999994905404083
Q103309346,SWF97,SWF97,da,0.999995567935436
Q103309373,Sylvia Miles,Sylvia Miles,fi,0.999997643883473
Q103309399,Tantra design and calligraphy (Tantric Mandala),Tantra design and calligraphy (Tantric Mandala),en,0.999995121368957
Q103309445,"Tennessee Titans Opening Day, 09.12.1999, Nashville, TN","Tennessee Titans Opening Day, 09.12.1999, Nashville, TN",en,0.999993352570654
Q103309557,The Basque Boy,The Basque Boy,en,0.71428507330847
Q103309618,"The Conversation, Rio de Contas, Brazil","The Conversation, Rio de Contas, Brazil",it,0.571428148667576
Q103309753,The Giddiest Grew Pale,The Giddiest Grew Pale,en,0.85714012707516
Q103309820,The Kabuki Actor Bando Mitsugoro as Honcho Tsunagoro,The Kabuki Actor Bando Mitsugoro as Honcho Tsunagoro,en,0.999994419773522
Q103309831,The Kabuki Actor Ichikawa Danjuro IV,The Kabuki Actor Ichikawa Danjuro IV,sw,0.714282057955209
Q103309842,The Kabuki Actor Ichikawa Danjuro VIII as Kazusa Shichibei,The Kabuki Actor Ichikawa Danjuro VIII as Kazusa Shichibei,sw,0.999997238162353
Q103309850,The Kabuki Actor Ichikawa Kyuzo as Hakamaiwa No Yasusuke,The Kabuki Actor Ichikawa Kyuzo as Hakamaiwa No Yasusuke,sw,0.714283365672066
Q103309859,The Kabuki Actor Kawarazaki Gonjuri as Omon,The Kabuki Actor Kawarazaki Gonjuri as Omon,id,0.857139819546122
Q103309867,The Kabuki Actor Matsumoto Koshiro as Omi Kotota,The Kabuki Actor Matsumoto Koshiro as Omi Kotota,en,0.571429433733469
Q103309875,The Kabuki Actor Nakamura Shikan as Shigeki Masaemon,The Kabuki Actor Nakamura Shikan as Shigeki Masaemon,id,0.99999704528188
Q103309888,The Kabuki Actors Ichikawa Danjuro VIII as Kasugaya Tokijuro and Bando,The Kabuki Actors Ichikawa Danjuro VIII as Kasugaya Tokijuro and Bando,id,0.999995582264944
Q103309895,"The Kabuki Actors Ichikawa Ebijuro as Katsuma Takubei, Ichikawa Ichizo","The Kabuki Actors Ichikawa Ebijuro as Katsuma Takubei, Ichikawa Ichizo",sw,0.99999526307433
Q103309901,The Knifegrinder,The Knifegrinder,de,0.857141030902131
Q103309925,"The Laughing Rembrandt, after Rembrandt","The Laughing Rembrandt, after Rembrandt",da,0.571427358502209
Q103310014,The Pear (La Poire d'Erik Satie),The Pear (La Poire d'Erik Satie),de,0.714282914333148
Q103310035,The Pickett Guard,The Pickett Guard,en,0.71428631923538
Q103310115,The Sculptor Zacharie Astruc,The Sculptor Zacharie Astruc,en,0.857140503372535
Q103310140,The Starline Rhythm Boys in Person,The Starline Rhythm Boys in Person,en,0.999994634922914
Q103310248,The Weight Lifter,The Weight Lifter,en,0.714284754171594
Q103310330,"Thomas Moore, after Sir Martin Archer Shee","Thomas Moore, after Sir Martin Archer Shee",en,0.999996720551158
Q103310505,Totem,Totem,en,0.999994772368413
Q103310522,Transitional Side Chair,Transitional Side Chair,en,0.999994833153741
Q103310694,Turkish Musik,Turkish Musik,sw,0.714283722791526
Q103310733,Two Kabuki Actors as Matasuke and the Moneylender Kanekashi Ganroku,Two Kabuki Actors as Matasuke and the Moneylender Kanekashi Ganroku,en,0.714282954773515
Q103310819,"U - DO - IT Copies 10 cents, Legal size 12 cents","U - DO - IT Copies 10 cents, Legal size 12 cents",ca,0.999994348082395
Q103310833,U.S. Navy,U.S. Navy,sk,0.714280869896286
Q103311384,Untitled (Beijing),Untitled (Beijing),en,0.85713917078706
Q103311422,Untitled (Four male figures),Untitled (Four male figures),en,0.857142258730862
Q103311512,Untitled abstract sculpture,Untitled abstract sculpture,en,0.571428790756962
Q103311519,Untitled from L'Histoire de France (Crack),Untitled from L'Histoire de France (Crack),en,0.857140849265184
Q103311535,Untitled from L'Histoire de France (Stairs),Untitled from L'Histoire de France (Stairs),en,0.999995886903193
Q103311890,Vase,Vase,et,0.999997013339027
Q103311900,Vase (tokoname ware),Vase (tokoname ware),af,0.99999655923739
Q103312055,Vessel with figure designed into handle,Vessel with figure designed into handle,en,0.999997080173279
Q103312093,Virgin,Virgin,lt,0.571427106188225
Q103312146,Waldo Pierce,Waldo Pierce,pl,0.857140172910627
Q103312153,Walking Man,Walking Man,tl,0.999995989491652
Q103312200,Water Plants,Water Plants,de,0.857138249719382
Q103312294,Whistle,Whistle,en,0.714283149860793
Q103312353,"Willy Weber, Galeria Carl van der Voort, Ibiza","Willy Weber, Galeria Carl van der Voort, Ibiza",nl,0.999995378025486
Q103312367,Windows,Windows,pl,0.999998631496069
Q103312386,"Wires, Santa Tereza, Rio de Janeiro, Brazil","Wires, Santa Tereza, Rio de Janeiro, Brazil",pt,0.999995774958845
Q103312405,Woman Looking to Right,Woman Looking to Right,en,0.857138959748118
Q103312430,Woman Smoking,Woman Smoking,tl,0.571427910959835
Q103312440,Woman Winding Yarn,Woman Winding Yarn,id,0.999994941550776
Q103312506,Woven bag (Togari),Woven bag (Togari),id,0.571425666362488
Q103312547,Yatate (Ink Horn),Yatate (Ink Horn),en,0.857139972451653
Q103312603,Young Groom,Young Groom,en,0.571426724513949
Q103550975,"Catherine Oxenberg, George Hamilton, Woman and Man","Catherine Oxenberg, George Hamilton, Woman and Man",en,0.999997342870716
Q103550982,China: Two Young Men,China: Two Young Men,en,0.999997483825966
