RecordNumber,dimension,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,Language,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,part_of,SubjectLC,RelScriptureVerse,Subject,Institution,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,Collection,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
26384,3D,2022-06-19 16:05:47.0,2002-03-21 00:00:00.0,France,,"Figures (Mary, Elizabeth, and Daniel) on right side of  left portal  in north transept. Mary and Elizabeth are depicted in the Visitation. Daniel points to them (the reference is to his prophecy of the stone cut out of the mountain without hands, which was understood to predict the virgin conception). Mary's base is the burning bush of Exodus; Elizabeth's is probably the prophet Habbakuk filling a water jar (in Bel and the Dragon, Habbakuk brings food to Daniel sealed in the lions' den without breaking the seals, the image of the virgin conception); Daniel's base is the dragon idol he killed in Bel and the Dragon.  The Daniel figure could also be Zechariah [see Villette, pg. 162].Third Sunday in Advent, Year A:This image is of the Annunciation and Visitation, and it specifically connects with the lectionary reading of the Magnificat in Luke. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1204-1210,||||,AVis,,"20 C48 CND 14N,001 B5",Luke 1:39-57,Cathédrale de Chartres,141,,"Chartres Cathedral; Mary, Elizabeth, Daniel (Zechariah); right embrasure, left portal, north transept",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Dragons|Visitation,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,73A6|71P125|73E1142,,2,,999,Creative Commons BY-SA 4.0
26366,3D,2022-06-17 14:21:42.0,2002-03-21 00:00:00.0,France,,"Moses holding scroll of the law and wearing Jewish-style clothing. [Villette, pg. 64] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,AProp25,Educational Use Permitted,"20 C48 CND 14W,001","Leviticus 19:1-2, 15-18",Cathédrale de Chartres,123,,"Chartres Cathedral; Moses; right embrasure jamb figure, left portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,Moses (Biblical figure),Chartres,,Art in the Christian Tradition,11I62(MOSES),,2,,999,Creative Commons BY-SA 4.0
26294,3D,2022-06-17 13:55:15.0,2002-03-21 00:00:00.0,France,,"Jamb figures identified from left to right: a prophet (Samuel?), David, Queen of Sheba, Solomon.  [Villette, pg. 66-67] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,122,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,002 C",,Cathédrale de Chartres,51,,"Chartres Cathedral; Samuel, David, Queen of Sheba, Solomon; right embrasure jamb figures, central portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Samuel (Biblical figure) |David, King of Israel (Biblical figure) |Solomon, King of Israel (Biblical figure) |Queen of Sheba (Biblical figure)",Chartres,,Art in the Christian Tradition,11I62(DAVID)|11I63(SHEBA)|11I62(SOLOMON),,2,,999,Creative Commons BY-SA 4.0
26281,3D,2022-06-17 13:48:53.0,2002-03-21 00:00:00.0,France,,"Detail of  archivolts of Ascension (left portal, west facade), depicting labors of months:  April (- Allegory of Spring - man wearing garland of flowers and holding branches of blossoming tree), May (hunter with falcon on wrist holding horse by bridle), June (man mowing hay with scythe), July (man wearing cap cutting grass with sickle), August (man untying sheaves) and September (men treading grapes in vat), accompanied by signs of zodiac, Aries (Ram), Taurus (Bull), Cancer (Crab) and Leo (Lion). <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 B2",,Cathédrale de Chartres,38,,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Zodiac|Labors of the months,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,23O|23K,,2,,999,Creative Commons BY-SA 4.0
26358,3D,2022-06-17 14:18:23.0,2002-03-21 00:00:00.0,France,,"Detail of archivolts showing the signs of the zodiac (Leo and Taurus) and the labors of the months (August preparing the harvest and May hunting). <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1145,||||,,,"20 C48 CND 14W,001 B2",,Cathédrale de Chartres,115,,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Zodiac|Leo the Lion|Taurus the Bull|Labors of the months,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,23O22|23O32|23K22|23K32,,2,,999,Creative Commons BY-SA 4.0
26359,3D,2022-06-17 14:18:47.0,2002-03-21 00:00:00.0,France,,"Detail of archivolts depicting the signs of the zodiac and the labors of the months.  The figure in the center is Scorpio. The signs of the zodiac represent the passage of celestial time; the labors of the months represent the passage of terrestrial time. The juxtaposition of the two cycles began to appear on church portals in the twelfth century. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 B2",,Cathédrale de Chartres,116,,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Scorpio|Zodiac|Labors of the months,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,23O42,,2,,999,Creative Commons BY-SA 4.0
26360,3D,2022-06-17 14:19:15.0,2002-03-21 00:00:00.0,France,,"Detail of archivolts depicting the signs of the zodiac and the labors of the months.  January is on the left bottom, cutting the King's Cake.  Capricorn is above.  October is on the right bottom, harvesting acorns by hitting the tree.  Above is Libra. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1145,||||,,Educational Use Permitted,"20 C48 CND 14W,001 B2",,Cathédrale de Chartres,117,,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",Q180274,"Christian art and symbolism -- France -- Chartres -- Medieval, 500-1500",||||,Libra|Janus|Capricorn|Labors of the months|Zodiac,Vanderbilt University,on,,,,Chartres,,Art in the Christian Tradition,23O11|23O41|23K11|23K41,,2,,999,Creative Commons BY-SA 4.0
51553,3D,2022-06-19 16:06:54.0,2007-06-08 00:00:00.0,France,Wood,"Mary, the mother of Jesus, is included in the scene, based upon the text from Acts 1: 12-14. In the actual Acts 2 text, Mary is not mentioned directly. Early Christian tradition frequently included Mary, and the first known illustrated instance is the 6th century Gospel Book of Rabbula, now in the Biblioteca Laurenziana in Florence, Italy. This beautifully animated wooden choir stall carving continues that tradition, separated by almost a millenia. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,129,Choir stalls,1508-1519,||||,APDay,Educational Use Permitted,,Acts 2:1-21,Cathédrale d'Amiens,Amiens09,,"Choirstall woodcarving of the Pentecost, with tongues of fire descending upon the apostles, 1508-1519.",Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Pentecost|Fire,Vanderbilt University,on,Relief sculpture,,,Amiens,,Art in the Christian Tradition,7300000,,2,1508,1,Creative Commons BY-SA 4.0
51555,3D,2022-06-14 12:18:12.0,2007-06-08 00:00:00.0,France,Wood,"""The divine self-disclosure at Pentecost was a dramatic theophany, accompanied by the sound of wind and tongues of fire.  Pentecost was an event that not only harkened back to the dramatic events of the giving of the law at Sinai and the presence of God for the prophets, but also centred in God's self-disclosure in the Incarnation, death and resurrection of Jesus Christ.  The Pentecost theophany not only inaugurates the kingdom, but also looks forward to the final theophany of God in the parousia, when the Lord comes in judgement with signs of blood, fire and smoke (Acts 2:19-20). Tongues, like the kairos event of the Pentecost theophany, is a vehicle of divine self-disclosure that transforms language and hints at the future transformation of the world."" (Althouse, 100) <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,197,Choir stalls,1508-1519,||||,APDay|BPDay|CPDay,Educational Use Permitted,,Acts 2:1-21,Cathédrale d'Amiens,Amiens09a,,"Choirstall woodcarving of the Pentecost, with tongues of fire descending upon the apostles, detail, 1508-1519.",Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Pentecost|Fire,Vanderbilt University,on,Carving,,,Amiens,,Art in the Christian Tradition,7300000,,2,1508,1,Creative Commons BY-SA 4.0
29444,3D,2022-06-20 18:55:01.0,2003-04-29 00:00:00.0,France,Stone,"West facade, central portal, tympanum: Christ in judgment with Mary and John the Baptist. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1220-1240,||||,ANYDy,Educational Use Permitted,"20 A51 CND 14W,001 A2-A3",Matthew 25:31-46,Cathédrale d'Amiens,1422,,Christ at Last Judgment with Mary and John the Baptist,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Last Judgment,Vanderbilt University,on,Relief sculpture,,,Amiens,,Art in the Christian Tradition,11U4,,2,1220,999,Creative Commons BY-SA 4.0
42411,2D,2022-06-20 19:13:30.0,2004-10-27 00:00:00.0,France,Other,"Located in apse <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,APass|BPass|CPass,Educational Use Permitted,"31 V6647 Ch05, 001 A2",Luke 23:1-49,"Saint-Martin (Church : Nohant-Vicq, France)",957,,Christ before Herod Antipas,Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Herod Antipas, tetrarch of Galilee, ca.20 BC-40 AD |Jesus Christ (Biblical figure)",Nohant-Vic,,Art in the Christian Tradition,73 D324,,2,1140,999,Creative Commons BY-SA 4.0
46357,3D,2022-06-23 16:03:30.0,2006-07-13 00:00:00.0,Vatican City,,"Sarcophagus fragment, scene from lindel-type sarcophagus frontal. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,4th century,||||,AHoly05,Educational Use Permitted,,John 18:1-19:42,Vatican City. Direzione generale dei musei,DSC00282,,"Scenes of Passion, Christ before Pilate",Q182955,,||||,Passion of Jesus Christ: Jesus before Pilate,Vanderbilt University,on,,,"Jesus Christ (Biblical figure) |Pontius Pilate, 1st century",,,Art in the Christian Tradition,11Q762,,2,300,25,Creative Commons BY-SA 4.0
46389,3D,2022-06-23 16:11:48.0,2006-07-14 00:00:00.0,Vatican City,,"Sarcophagus fragment. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,4th century,||||,AHoly05,Educational Use Permitted,,John 18:1-19:42,Vatican City. Direzione generale dei musei,DSC00322,,Christ before Pilate,Q182955,,||||,Passion of Jesus Christ: Jesus before Pilate,Vanderbilt University,on,,,"Jesus Christ (Biblical figure) |Pontius Pilate, 1st century",,,Art in the Christian Tradition,11Q762,,2,300,21,Creative Commons BY-SA 4.0
46343,3D,2022-06-23 15:59:46.0,2006-07-13 00:00:00.0,Vatican City,,"Fragment from the Vatican Museum. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,CEpip02|BAllS,Educational Use Permitted,,John 2:1-11|John 11:32-44,Vatican City. Direzione generale dei musei,DSC00264,,Christ Performing Miracles,Q182955,,||||,Marriage at Cana|Healing|Miracles,Vanderbilt University,on,,,,,,Art in the Christian Tradition,73C611|73C6,,2,300,999,Creative Commons BY-SA 4.0
46397,3D,2022-06-23 16:14:07.0,2006-07-14 00:00:00.0,Vatican City,,"""Talitha cum."" Fragment from the Vatican Museum.  Orant figure is likely Christ. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,BProp08,Educational Use Permitted,,Mark 5:21-43,Vatican City. Direzione generale dei musei,DSC00265,,Christ Performing Miracles,Q182955,,||||,Miracles,Vanderbilt University,on,,,,,,Art in the Christian Tradition,,,2,300,999,Creative Commons BY-SA 4.0
46366,3D,2022-06-23 16:05:58.0,2006-07-13 00:00:00.0,Vatican City,,"Fragment from the Vatican Museum.  Woman with the Issue of Blood. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,,Educational Use Permitted,,,Vatican City. Direzione generale dei musei,DSC00293,,"Christ Performing Miracles, Healing Scenes",Q182955,,||||,Healing|Miracles,Vanderbilt University,on,,,,,,Art in the Christian Tradition,73C464,,2,300,999,Creative Commons BY-SA 4.0
46381,3D,2022-06-23 16:09:55.0,2006-07-13 00:00:00.0,Vatican City,,"Fragment from the Vatican Museum.  Curing the Lame; Woman who spoke of crumbs and wanted healing for her daughter. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,BProp18,Educational Use Permitted,,Mark 7:24-37,Vatican Museums,DSC00314,,"Christ Performing Miracles, Healing Scenes",Q182955,,||||,Healing|Miracles,Vanderbilt University,on,,,,,,Art in the Christian Tradition,73C464,,2,300,999,Creative Commons BY-SA 4.0
46391,3D,2022-06-23 16:12:20.0,2006-07-14 00:00:00.0,Vatican City,,"Fragment from the Vatican Museum.  Woman with the Issue of Blood. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p> A short essay on the artistic and spiritual meaning of this artwork is available from <i>The Visual Commentary on Scripture</i>, <a href=""https://thevcs.org/woman-issue-blood/surprise-encounters"" target=""_blank"" >https://thevcs.org/woman-issue-blood/surprise-encounters</a>.",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,BProp08,Educational Use Permitted,,Matthew 9:20-22|Mark 5:21-43|Luke 8:43-47,Vatican City. Direzione generale dei musei,DSC00296,,"Christ Performing Miracles, Healing Scenes",Q182955,,||||,Healing|Miracles|Visual Commentary on Scripture,Vanderbilt University,on,Relief sculpture,,Woman who touched the cloak of Jesus (Biblical figure),,,Art in the Christian Tradition,73C464,,2,300,2,Creative Commons BY-SA 4.0
42426,2D,2022-06-20 19:17:03.0,2004-10-28 00:00:00.0,France,Other,"Located on south choir wall<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,103,,1135-1140,||||,APalm|BPalm|CPalm,Educational Use Permitted,"31 V6647 Ch05, 001C|Vic:Church",Matthew 21:1-11|Mark 11:1-11|John 12:12-16|Luke 19:28-40,"Saint-Martin (Church : Nohant-Vicq, France)",948,,"Christ's Entry into Jerusalem, Saint-Martin (Church : Nohant-Vicq, France)",Q2315620,"Christian art and symbolism -- France -- Nohant-Vic -- Medieval, 500-1500",||||,Entry into Jerusalem,Vanderbilt University,on,,,,Nohant-Vic,,Art in the Christian Tradition,73D14,,2,1140,998,Creative Commons BY-SA 4.0
46392,3D,2022-06-23 16:12:33.0,2006-07-14 00:00:00.0,Vatican City,,"Fragment from the Vatican Museum.<p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,APalm|BPalm|CPalm,Educational Use Permitted,,Matthew 21:1-11|Mark 11:1-11|John 12:12-16|Luke 19:28-40,Vatican City. Direzione generale dei musei,DSC00258,,Fragment from the Vatican Museum. Christ's Entry into Jerusalem,Q182955,,||||,Entry into Jerusalem,Vanderbilt University,on,,,,,,Art in the Christian Tradition,73D14,,2,300,29,Creative Commons BY-SA 4.0
47159,3D,2022-06-19 16:31:53.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay001,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,Church,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47160,3D,2022-06-19 16:31:37.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay002,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,Church,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47161,3D,2022-06-19 16:31:09.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay003,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,Church,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47162,3D,2022-06-19 16:30:52.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay004,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47163,3D,2022-06-19 16:30:39.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay005,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47164,3D,2022-06-19 16:30:25.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay006,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47165,3D,2022-06-19 16:30:13.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay007,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47166,3D,2022-06-19 16:29:57.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay008,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47167,3D,2022-06-19 16:29:45.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay009,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47168,3D,2022-06-19 16:29:25.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay010,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47169,3D,2022-06-19 16:29:08.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay011,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47170,3D,2022-06-19 16:28:50.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay012,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47171,3D,2022-06-19 16:28:33.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay013,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47172,3D,2022-06-19 16:28:02.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay014,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47173,3D,2022-06-19 16:27:48.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay015,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47174,3D,2022-06-19 16:27:29.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay016,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
47175,3D,2022-06-19 16:27:17.0,2006-09-14 00:00:00.0,France,,"As a pilgrimage church from the early 12th century, Aulnay has preserved through its sculpture a remarkable record of regional iconographic interests. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1125,||||,,Educational Use Permitted,20 Au533 ChPe,,St. Pierre d'Aulnay,Aulnay017,,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",Q222501,"Christian art and symbolism -- France -- Aulnay -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Aulnay de Saintonge,,Art in the Christian Tradition,,,,1125,999,Creative Commons BY-SA 4.0
