RecordNumber,dimension,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,Language,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,part_of,SubjectLC,RelScriptureVerse,Subject,Institution,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,Collection,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
27151,3D,2022-06-19 16:55:14.0,2002-08-01 00:00:00.0,France,,"From left to right, St. Florent, an apostle, St. Eutropia, St. John, St. Rigobert (?), Queen of Sheba, Isaiah (?), Joseph the father of Jesus, Virgin Mary holding the infant Christ, Simeon (partial view).  The last three depict the Presentation in the Temple. [Demouy 44] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,BXmas01,Educational Use Permitted,,Luke 2:22-40,Notre-Dame de Reims (Cathedral),264,,"Reims; Florent, Eutropia, John, Rigobert, Queen of Sheba, Isaiah, Joseph the father of Jesus, Virgin Mary, Jesus Christ, Simeon; jamb figures flanking the buttress between the north and the central portals, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27153,3D,2022-06-19 16:55:45.0,2002-08-01 00:00:00.0,France,,"This stained-glass window is by Jacques Simon (early 20th century). [Diblik 76] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,127,Identify?,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),266,,"Reims; stained-glass window on the tympanum of the south portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,Stained glass,Jacques Simon,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27154,3D,2022-06-19 16:55:58.0,2002-08-01 00:00:00.0,France,,"The central portal is dedicated to the Coronation of Virgin Mary. [Demouy 40-41] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),267,,"Reims; Coronation of the Virgin; top portion of the archivolts of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Coronation of the Virgin,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27155,3D,2022-06-19 16:56:16.0,2002-08-01 00:00:00.0,France,,"From left to right, Stephen (?), Nicholas (?), Helen, an angel, Denis (?), and the angel of the smile. [Demouy 44] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),268,,"Reims; Stephen, Nicholas, Helen, Denis, angel; left jamb figures of the north portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angels|Angel of the Smile,Vanderbilt University,on,,,"Denis, Archbishop of Paris, 3rd century |Nicholas, Bishop of Myra, 270-343",Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27156,3D,2022-06-19 16:56:32.0,2002-08-01 00:00:00.0,France,,"The gable depicts Christ seated on his judgment seat. [Demouy 42] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,ANYDy,Educational Use Permitted,,Matthew 25:31-46,Notre-Dame de Reims (Cathedral),269,,"Reims; Last Judgment, Jesus Christ; gable above the south portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Last Judgment,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,11U1 ; 73C841,,2,,999,Creative Commons BY-SA 4.0
27157,3D,2022-06-19 16:56:49.0,2002-08-01 00:00:00.0,France,,"The Rose Window of the north transept depicts Creation: God the Creator in the center surrounded first by a corolla depicting the stories of Adam and Eve and Cain and Abel, and secondly by living creatures of land and sea.  The corner piece under the vault shows Virgin Mary, as the new Eve, suckling the baby Jesus. [Demouy 12-13] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,ATrin,Educational Use Permitted,,Genesis 1:1-2:4a,Notre-Dame de Reims (Cathedral),270,,"Reims; Creation, God the Creator, Adam, Eve, Cain, Abel, Virgin Mary, Jesus Christ; Rose of the north transept",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Rose window|Creation of the World,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27158,3D,2022-06-19 16:57:04.0,2002-08-01 00:00:00.0,France,,"<p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,Identify?,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),271,,Reims; statues of kings in restoration at Tau Museum,Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27159,3D,2022-06-19 16:57:20.0,2002-08-01 00:00:00.0,France,,"The north portal is dedicated to the Passion of Christ. [Demouy  40-41] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,APass|BPass|CPass,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56,Notre-Dame de Reims (Cathedral),272,,"Reims; Passion of Christ; right side of the archivolts of the north portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Passion of Jesus Christ,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27160,3D,2022-06-19 16:58:24.0,2002-08-01 00:00:00.0,France,,"The figures of Virgin Mary and Elizabeth (from left to right) depict the scene of the Visitation. [Demouy  44-45].Third Sunday in Advent, Year A:This image is of the Annunciation and Visitation, and it specifically connects with the lectionary reading of the Magnificat in Luke. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,AVis,Educational Use Permitted,,Luke 1:39-57,Notre-Dame de Reims (Cathedral),273,,"Reims; Visitation, Virgin Mary, Elizabeth; right jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Visitation,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27161,3D,2022-06-19 16:58:42.0,2002-08-01 00:00:00.0,France,,"The first archivolt (outer) depicts St. John writing the Book of Revelation dictated by an angel.  The second one shows angels. [Diblik 123] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,127,,1211,||||,,Educational Use Permitted,"20 R36 CND 14W,001 C3a",Revelation 1:9-20,Notre-Dame de Reims (Cathedral),274,,"Reims; Book of Revelation, St. John, angels; left side of the archivolts of the south portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angels,Vanderbilt University,on,,,"John, of Revelation (Biblical figure)",Reims,,Art in the Christian Tradition,73G11,,2,,999,Creative Commons BY-SA 4.0
27162,3D,2022-06-19 16:58:56.0,2002-08-01 00:00:00.0,France,,"The figures are, from left to right, St. Florent, an apostle, St. Eutropia, and St. John. [Demouy 44] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),275,,"Reims; St. Florent, St. Eutropia, St. John; right jamb figures of the north portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,"Eutropia (martyr), died 350 |John, the Apostle (Biblical figure)",Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27163,3D,2022-06-19 16:59:10.0,2002-08-01 00:00:00.0,France,,"The embrasure figures, from left to right, are an angel, St. Nicaisius, and St. Eutropia.  The archivolts, from outer to inner, depict bishops, patriarchs and popes.  Tympanum narrates, from bottom up, the martyrdom of St. Nicaisius, St. Remi's healing of the blind hermit, the story of Job (his three friends), and St. Remi's resuscitation of a young girl. [Demouy 32] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),276,,"Reims; St. Nicaisius, St. Eutropia, St. Remi, Job, angels, bishops, patriarchs and popes; left side of the central portal, north transept (Portal of Saints)",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angels|Bishops,Vanderbilt University,on,,,"Eutropia (martyr), died 350 |Job (Biblical figure) |Remi, Bishop of Reims, 437-533",Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27164,3D,2022-06-19 16:59:23.0,2002-08-01 00:00:00.0,France,,"The figures are, from left to right, St. Florent, an apostle, St. Eutropia, St. John, St. Rigobert (?), Queen of Sheba, and Isaiah (?). [Demouy 44] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),277,,"Reims; St. Florent, St. Eutropia, St. John, St. Rigobert, Queen of Sheba, Isaiah; right jamb figures of the north portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27165,3D,2022-06-19 16:59:39.0,2002-08-01 00:00:00.0,France,,"The figures, from left to right, are Gabriel and Mary (Annunciation), Mary and Elizabeth (Visitation), David (?), Solomon, Bishop Remi, an apostle, Callixtus, and an apostle. [Demouy 44].  Third Sunday in Advent, Year A:This image is of the Annunciation and Visitation, and it specifically connects with the lectionary reading of the Magnificat in Luke. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,AVis,Educational Use Permitted,"20 R36 CND 14W,001 A6|20 R36 CND 14W,001 C7",Luke 1:39-57,Notre-Dame de Reims (Cathedral),278,,"Reims; Annunciation, Visitation, Gabriel and Mary, Elizabeth, David, Solomon, Bishop Remi, Callixtus; jamb figures between the central and the south portals, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Visitation,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,73A52|73A6|11I62(DAVID)|11I62(SOLOMON)|11H(REMIGIUS)|11H(CALLISTUS),,2,,999,Creative Commons BY-SA 4.0
27166,3D,2022-06-19 16:59:56.0,2002-08-01 00:00:00.0,France,,"<p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,identify,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),279,,"Reims; figure on a butress, south facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27167,3D,2022-06-19 17:00:11.0,2002-08-01 00:00:00.0,France,,"The statues within the recesses depict, from the bottom row up, three prophets (John the Baptist, Isaiah, and David), the angel's annunciation of the birth of Mary to Anne and Joachim, and Anne and Joachim meeting at the Golden Gate. [Demouy 10-11] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),280,,"Reims; John the Baptist, Isaiah, David, Virgin Mary, Anne, Joachim, angel; left reverse side of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angels,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27169,3D,2022-06-19 17:00:36.0,2002-08-01 00:00:00.0,France,,"The gable depicts Gabriel announcing to Mary the birth of Jesus. [Demouy 35] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,Luke 1:26-38,Notre-Dame de Reims (Cathedral),282,,Reims; Annunciation; gable of the north transept,Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,73A52,,2,,999,Creative Commons BY-SA 4.0
27171,3D,2022-06-19 17:01:11.0,2002-08-01 00:00:00.0,France,,"The figures are, from left to right, an angel, St. Nicaisius, and St. Eutropia. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),284,,"Reims; St. Nicaisius, St. Eutropia, angel; left jamb figures of the central portal, north transept (Portal of Saints)",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angels,Vanderbilt University,on,,,"Eutropia (martyr), died 350 |Eustace (martyr), died 118",Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27172,3D,2022-06-19 17:01:32.0,2002-08-01 00:00:00.0,France,,"This portal is dedicated to the protectors of the Church of Rheims. On the trumeau is St. Calixtus, and the jamb figures depict, from left to right, an angel, Nicaisius, Eutropia, Clovis, Remi, and an angel.  The tympanum depict, from bottom up, the martyrdom of Nicaisius and Clovis' baptism;  Remi's healing of the blind hermit, exorcizing of the girl and casting out of demons; the story of Job (from left to right, Job's three friends, three messengers, Job's wife, Job and Satan, and Job's relatives); St. Remi's resurrection of the girl and the miracle of the cask; the Christ.  The archivolts depict bishops, patriarchs and popes.[Demouy 32] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),285,,"Reims; Calixtus, Nicaisius, Eutropia, Clovis, Remi, Job, Jesus Christ, bishops, patriarchs, popes, angels, demons; central portal of the north transept (Portal of Saints)",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angels|Bishops|Demons,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27173,3D,2022-06-19 17:01:48.0,2002-08-01 00:00:00.0,France,,"This portal is dedicated to the Last Judgment. [Demouy  40, 42] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,ANYDy,Educational Use Permitted,,Matthew 25:31-46,Notre-Dame de Reims (Cathedral),286,,"Reims; Last Judgment; left side of the archivolts of the south portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Last Judgment,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,11U1 ; 73C841,,2,,999,Creative Commons BY-SA 4.0
27174,3D,2022-06-19 17:02:08.0,2002-08-01 00:00:00.0,France,,"The figure is Joseph the husband of Mary, presenting the infant Jesus in the Temple. [Demouy 44-45] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,BXmas01,Educational Use Permitted,,Luke 2:22-40,Notre-Dame de Reims (Cathedral),287,,"Reims; Presentation in the Temple, Joseph the father of Jesus; left jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Presentation of Jesus at the Temple,Vanderbilt University,on,,,"Joseph, the husband of Mary (Biblical figure)",Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27175,3D,2022-06-19 17:02:24.0,2002-08-01 00:00:00.0,France,,"The statues within the recesses depict, from bottom up, Anne and Joachim meeting at the Golden Gate, Isaiah presenting the Christmas crib, the Massacre of the Innocents (the third and fourth rows), and the Flight into Egypt and the two symbols of Mary's virginity, Gideon's fleece and the Burning Bush. [Demouy 10-11] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,AXmas01|AProp17,Educational Use Permitted,"20 R36 CND 02,001 A3f-A3g|20 R36 CND 02,001 A3a-A3c",Matthew 2:13-23|Exodus 3:1-15,Notre-Dame de Reims (Cathedral),288,,"Reims; Christmas crib, Massacre of the Innocents, Flight into Egypt, Gideon's Fleece, Burning Bush, Anne, Joachim, Isaiah, Virgin Mary; left reverse side of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Burning bush|Christmas crib|Flight into Egypt|Massacre of the Innocents,Vanderbilt University,on,,,Gideon (Biblical figure),Reims,,Art in the Christian Tradition,73A235|11I62(ISAIAH)|73B6|71F2143|71E1142,,2,,999,Creative Commons BY-SA 4.0
27176,3D,2022-06-19 17:02:40.0,2002-08-01 00:00:00.0,France,,"On the trumeau is Christ (head missing) or Beau Dieu.  The right jamb figures are, from left to right, St. Paul, St. James, and St. John.  On the tympanum, from bottom up, the elect and the damned, Virtues and Vices, the resurrection of the bodies, and Christ the Judge.  The archivolts depict the foolish virgins, deacons and angels.  [Kurmann plate 275 and Demouy 31] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,126,,1211,||||,ANYDy,Educational Use Permitted,,Matthew 25:31-46,Notre-Dame de Reims (Cathedral),289,,"Reims; Last Judgment, Virtues and Vices, the resurrection of the bodies, Jesus Christ (Beau Dieu), St. Paul, St. James, St. John, the elect and the damned, the foolish virgins, deacons, angels; right side of the north portal of the north transept",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Last Judgment|Beau Dieu|Resurrection of the Bodies|Virtues and Vices,Vanderbilt University,on,,,"James the Elder, the Apostle (Biblical figure) |John, the Apostle (Biblical figure) |Paul, the Apostle (Biblical figure)",Reims,,Art in the Christian Tradition,11U1 ; 73C841,,2,,999,Creative Commons BY-SA 4.0
27178,3D,2022-06-19 17:02:57.0,2002-08-01 00:00:00.0,France,,"The figures are, from left to right, Mary presenting the infant Jesus (headless) and Simeon [Demouy, 44-45] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,BXmas01,Educational Use Permitted,,Luke 2:22-40,Notre-Dame de Reims (Cathedral),291,,"Reims; Presentation in the temple, Mary, the infant Jesus, Simeon; left jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Presentation of Jesus at the Temple,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27179,3D,2022-06-19 17:03:29.0,2002-08-01 00:00:00.0,France,,"The figures are, from left to right, Helen, an angel, Denis (?), and the angel of the smile. [Demouy 44] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),292,,"Reims; Helen, Denis, the angel of the smile; left jamb figures of the north portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angel of the Smile,Vanderbilt University,on,,,"Helena, Empress of Constantinople, ca.246-330 |Denis, Archbishop of Paris, 3rd century",Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27180,3D,2022-06-19 17:03:43.0,2002-08-01 00:00:00.0,France,,"This portal is dedicated to the protectors of the Church of Reims.  On the trumeau is Calixtus.  The right jamb figures are, from left to right, Clovis, Remi, and an angel.  The tympanum depict, from bottom up, Clovis' baptism, Remi's exorcising of the girl and casting out of demons, the story of Job (from left to right, Job's three friends, three messengers, Job's wife, Job and Satan, and Job's relatives), the miracle of the cask, and Christ.  Archivolts depict bishops, patriarchs, and popes. [Demouy 32] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),293,,"Reims; Calixtus, Clovis, Remi, Job, Jesus Christ, bishops, patriarchs, popes, angels, demons; right side of the central portal of the north transept (Portal of Saints)",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Angels|Bishops|Demons,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27181,3D,2022-06-19 17:04:00.0,2002-08-01 00:00:00.0,France,,"The central portal is dedicated to the Coronation of Virgin Mary, and the Rose Window, to her Assumption. [Demouy 16, 32] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),294,,"Reims; Coronation of the Virgin, Assumption of the Virgin; central portal and the Rose Window of the west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Assumption of Mary|Rose window|Coronation of the Virgin,Vanderbilt University,on,,,"Mary, the mother of Jesus (Biblical figure)",Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27182,3D,2022-06-19 17:04:41.0,2002-08-01 00:00:00.0,France,,"<p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,Identify?,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),295,,Reims; sculptures on the buttress of the south tower,Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27183,3D,2022-06-19 17:05:03.0,2002-08-01 00:00:00.0,France,,"The figures are Gabriel (left) and Mary depicting the scene of Annunciation. [Demouy 44-45] -- ""The artist responsible for the Annunciation [at Reims]...had a much fuller comprehension of the nature and workings of the human body and the techniques to render it realistically.  The form of the Virgin's body, visible through the layers of heavy cloth, and the potential for movement that the figure exudes make for a remarkable new vivacity and energy.  Both the smiling angel and the animate Virgin of the Reims Annunciation are among the first examples of the revival of realism that so characterized the next century."" (Cole/Gealt, 70) <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,226,,1211,||||,BAdvt04,Educational Use Permitted,"20 R36 CND 14W,001 A6",Luke 1:26-38,Notre-Dame de Reims (Cathedral),296,,"Reims; Annunciation, Gabriel and Mary; right jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Annunciation to Mary,Vanderbilt University,on,"Sculpture, freestanding",,"Mary, the mother of Jesus (Biblical figure)",Reims,,Art in the Christian Tradition,73A52,,2,,10,Creative Commons BY-SA 4.0
27184,3D,2022-06-19 17:05:20.0,2002-08-01 00:00:00.0,France,,"The figures are, from left to right, Gabriel, Mary, Mary, Elizabeth, and David (?).  [Demouy 44-45].Third Sunday in Advent, Year A:This image is of the Annunciation and Visitation, and it specifically connects with the lectionary reading of the Magnificat in Luke. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,BAdvt04|AVis,Educational Use Permitted,"20 R36 CND 14W,001 A6",Luke 1:26-38|Luke 1:39-57,Notre-Dame de Reims (Cathedral),297,,"Reims; Annunciation and Visitation: Gabriel, Mary, Elizabeth, David; right jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Annunciation to Mary|Visitation,Vanderbilt University,on,,,"David, King of Israel (Biblical figure)|Mary, the mother of Jesus (Biblical figure)",Reims,,Art in the Christian Tradition,73A52|73A6|11I62(DAVID),,2,,999,Creative Commons BY-SA 4.0
27185,3D,2022-06-19 17:05:41.0,2002-08-01 00:00:00.0,France,,"The north portal is dedicated to the Passion of Christ, the central portal to the Coronation of the Virgin, and the left portal to the Last Judgment. [Demouy 40] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,ANYDy|APass|BPass|CPass,Educational Use Permitted,,Matthew 25:31-46|Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56,Notre-Dame de Reims (Cathedral),298,,"Reims; Passion, Coronation of the Virgin, Last Judgment; portals of the western facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Coronation of the Virgin|Last Judgment|Passion of Jesus Christ,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,11U1|73C841,,2,,999,Creative Commons BY-SA 4.0
27186,3D,2022-06-19 17:05:57.0,2002-08-01 00:00:00.0,France,,"The figures are, from left to right, Gabriel, Mary, Mary, Elizabeth (depicting the scenes of Annunciation and Visitation), David (?), Solomon, Bishop Remi (?), an apostle, Calixtus, an apostle, and an apostle. [Demouy 44, 45, 47] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,BAdvt04|AVis,Educational Use Permitted,"20 R36 CND 14W,001 A6|20 R36 CND 14W,001 C7",Luke 1:26-38|Luke 1:39-57,Notre-Dame de Reims (Cathedral),299,,"Reims; Annunciation and Visitation: Gabriel, Mary, Elizabeth, David, Solomon, Bishop Remi, Calixtus, apostles; jamb figures flanking the buttress between the central and the south portals",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Visitation|Annunciation to Mary,Vanderbilt University,on,,,"Mary, the mother of Jesus (Biblical figure)",Reims,,Art in the Christian Tradition,73A52|73A6|11I62(DAVID)|11I62(SOLOMON)|11H(REMIGIUS)|11H(CALLISTUS),,2,,999,Creative Commons BY-SA 4.0
27187,3D,2022-06-19 17:06:21.0,2002-08-01 00:00:00.0,France,,"The archvolt 5 (the innermost) depicts the seven plagues of the seven cups; on the archivolt 4, top down, are shown the angel standing on the sun and the horseman of the Apocalypse called Faithful and True; on the archivolt 3, the angel at the grindstone and the birds invited to the feast of God; on the archivolt 2, the birds invited to the feast of God and the scorpion of the fifth trumpet torturing a man; the archivolt 1 depicts the angel locking up the devil (the thousand-year reign) and the devil bound by the angel and cast into the bottomless pit. [Kurman plates 731 736, 738, 737, 740, 733, 735, 729, 749] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,126,,1211,||||,,Educational Use Permitted,,,Notre-Dame de Reims (Cathedral),300,,"Reims; Seven Plagues of the Seven Cups, Horsemen of the Apocalypse, Trumpets of the Judgment, Thousand Year Reign; top portion of the right archivolts of the south portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Apocalypse: Revelation|Horsemen of the Apocalypse,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,11U1 ; 73C841,,2,,999,Creative Commons BY-SA 4.0
