qid,commons_id,local_identifier,label_en,directory,local_filename,rank,image_name,iiif_manifest,notes
Q122960125,M140190102,47159,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay001.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay001.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47159.json,
Q122960126,M140190106,47160,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay002.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay002.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47160.json,
Q122960127,M140190110,47161,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay003.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay003.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47161.json,
Q122960128,M140190116,47162,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay004.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay004.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47162.json,
Q122960129,M140190120,47163,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay005.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay005.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47163.json,
Q122960130,M140190124,47164,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay006.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay006.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47164.json,
Q122960131,M140190128,47165,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay007.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay007.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47165.json,
Q122960132,M140190131,47166,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay008.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay008.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47166.json,
Q122960133,M140190135,47167,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay009.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay009.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47167.json,
Q122960134,M140190140,47168,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay010.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay010.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47168.json,
Q122960135,M140190144,47169,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay011.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay011.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47169.json,
Q122960136,M140190147,47170,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay012.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay012.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47170.json,
Q122960137,M140190150,47171,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay013.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay013.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47171.json,
Q122960138,M140190154,47172,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay014.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay014.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47172.json,
Q122960139,M140190157,47173,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay015.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay015.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47173.json,
Q122960140,M140190166,47174,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay016.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay016.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47174.json,
Q122960141,M140190177,47175,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay017.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay017.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47175.json,
Q122960142,M140190189,47176,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay018.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay018.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47176.json,
Q122960143,M140190195,47177,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay019.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay019.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47177.json,
Q122960144,M140190201,47178,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay020.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay020.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47178.json,
Q122960145,M140190210,47179,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay021.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay021.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47179.json,
Q122960147,M140190216,47180,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay022.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay022.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47180.json,
Q122960148,M140190220,47181,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay023.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay023.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47181.json,
Q122960149,M140190224,47182,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay024.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay024.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47182.json,
Q122960150,M140190228,47183,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay025.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay025.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47183.json,
Q122960152,M140190231,47184,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay026.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay026.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47184.json,
Q122960153,M140190234,47185,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay027.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay027.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47185.json,
Q122960154,M140190237,47186,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay028.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay028.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47186.json,
Q122960156,M140190240,47187,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay029.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay029.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47187.json,
Q122960157,M140190244,47188,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay030.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay030.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47188.json,
Q122960158,M140190247,47189,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture",,Aulnay031.jpg,primary,"Church of St. Pierre, Aulnay, France; exterior and interior sculpture - Vanderbilt ACT - Aulnay031.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47189.json,
Q122960160,M140190249,47190,"Church of St. Pierre, Aulnay, France; stained glass",,Aulnay032.jpg,primary,"Church of St. Pierre, Aulnay, France; stained glass - Vanderbilt ACT - Aulnay032.jpg",https://iiif-manifest.library.vanderbilt.edu/act/47190.json,
Q122960208,M140190253,53870,"Temptation of Christ, Cathedral of St. Lazare, Autun, France",,Autun01.jpg,primary,"Temptation of Christ, Cathedral of St. Lazare, Autun, France - Vanderbilt ACT - Autun01.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53870.json,
Q122960209,M140190258,53871,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun02.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun02.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53871.json,
Q122960210,M140190262,53872,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun03.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun03.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53872.json,
Q122960211,M140190264,53873,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun04.jpg,primary,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun04.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53873.json,
Q122960213,M140190268,53874,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France",,Autun05.jpg,primary,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France - Vanderbilt ACT - Autun05.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53874.json,
Q122960215,M140190272,53875,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun06.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun06.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53875.json,
Q122960219,M140190275,53877,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun07.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun07.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53877.json,
Q122960222,M140190280,53878,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun08.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun08.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53878.json,
Q122960224,M140190283,53879,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun09.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun09.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53879.json,
Q122960226,M140190289,53881,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun10.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun10.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53881.json,
Q122960227,M140190291,53882,"Annunciation to the Shepherds, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun11.jpg,primary,"Annunciation to the Shepherds, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun11.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53882.json,
Q122960228,M140190296,53885,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun12.jpg,primary,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun12.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53885.json,
Q122960229,M140190304,53886,"Birth of Jesus, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun13.jpg,primary,"Birth of Jesus, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun13.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53886.json,
Q122960230,M140190309,53887,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun14.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun14.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53887.json,
Q122960231,M140190316,53888,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun15.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun15.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53888.json,
Q122960232,M140190321,53889,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun16.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun16.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53889.json,
Q122960233,M140190325,53890,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun17.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun17.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53890.json,
Q122960234,M140190330,53891,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun18.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun18.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53891.json,
Q122960235,M140190333,53892,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun19.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun19.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53892.json,
Q122960236,M140190338,53893,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun20.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun20.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53893.json,
Q122960238,M140190342,53894,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun21.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun21.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53894.json,
Q122960239,M140190349,53897,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun27.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun27.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53897.json,
Q122960240,M140190352,53898,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun26.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun26.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53898.json,
Q122960242,M140190359,53899,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun25.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun25.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53899.json,
Q122960244,M140190364,53900,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun24.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun24.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53900.json,
Q122960246,M140190370,53902,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun28.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun28.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53902.json,
Q122960247,M140190374,53903,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun29.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun29.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53903.json,
Q122960248,M140190377,53904,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun31.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun31.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53904.json,
Q122960249,M140190379,53905,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun32.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun32.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53905.json,
Q122960250,M140190383,53906,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun33.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun33.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53906.json,
Q122960251,M140190388,53907,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun30.jpg,primary,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun30.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53907.json,
Q122960252,M140190393,53908,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun34.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun34.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53908.json,
Q122960253,M140190395,53909,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun35.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun35.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53909.json,
Q122960254,M140190399,53910,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun36.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun36.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53910.json,
Q122960255,M140190408,53911,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun37.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun37.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53911.json,
Q122960256,M140190412,53912,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun38.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun38.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53912.json,
Q122960257,M140190419,53913,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun39.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun39.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53913.json,
Q122960258,M140190432,53915,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun41.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun41.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53915.json,
Q122960259,M140190441,53916,"Tympanum, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun42.jpg,primary,"Tympanum, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun42.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53916.json,
Q122960260,M140190453,53918,"Fight of a Pygmy and a Crane Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun43.jpg,primary,"Fight of a Pygmy and a Crane Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun43.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53918.json,
Q122960261,M140190456,53919,"Presentation of the Autun Cathederal Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun44.jpg,primary,"Presentation of the Autun Cathederal Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun44.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53919.json,
Q122960262,M140190466,53920,"Adoration of the Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun45.jpg,primary,"Adoration of the Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun45.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53920.json,
Q122960263,M140190471,53921,"Three Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun46.jpg,primary,"Three Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun46.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53921.json,
Q122960266,M140190475,53922,"The Hanging of Judas, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun48.jpg,primary,"The Hanging of Judas, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun48.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53922.json,
Q122960267,M140190477,53923,"The Death of Cain Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun49.jpg,primary,"The Death of Cain Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun49.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53923.json,
Q122960268,M140190481,53925,"Adam and Eve Tempted by the Evil, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun51.jpg,primary,"Adam and Eve Tempted by the Evil, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun51.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53925.json,
Q122960269,M140190487,53926,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun52.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun52.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53926.json,
Q122960270,M140190492,53927,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun54.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun54.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53927.json,
Q122960271,M140190497,53928,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun55.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun55.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53928.json,
Q122960272,M140192040,53929,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun56.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun56.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53929.json,
Q122960273,M140192046,53930,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun57.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun57.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53930.json,
Q122960274,M140192055,53931,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun58.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun58.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53931.json,
Q122960275,M140192063,53932,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun59.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun59.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53932.json,
Q122960276,M140192071,53933,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun60.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun60.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53933.json,
Q122960277,M140192076,53934,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun61.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun61.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53934.json,
Q122960278,M140192085,53935,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun62.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun62.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53935.json,
Q122960279,M140192091,53936,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun63.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun63.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53936.json,
Q122960281,M140192095,53937,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun64.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun64.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53937.json,
Q122960283,M140192100,53938,"Jesus Washing Feet, Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun65.jpg,primary,"Jesus Washing Feet, Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun65.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53938.json,
Q122960284,M140192104,53939,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun66.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun66.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53939.json,
Q122960285,M140192111,53940,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun68.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun68.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53940.json,
Q122960286,M140192117,53941,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun69.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun69.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53941.json,
Q122960287,M140192125,53942,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun70.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun70.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53942.json,
Q122960288,M140192128,53943,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun71.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun71.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53943.json,
Q122960289,M140192133,53944,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun72.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun72.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53944.json,
Q122960291,M140192137,53945,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",,Autun73.jpg,primary,"Cathedral of St. Lazare, Autun, France -- Relief sculpture - Vanderbilt ACT - Autun73.jpg",https://iiif-manifest.library.vanderbilt.edu/act/53945.json,
