qid,label,doi,pmid
Q110714125,A Rumi for All Seasons,,
Q110714126,"Review of Zwei Mystische Schriften des 'Ammār al-Bidlîsî, (Beiruter Texte und Studien, Band 68)",,
Q110714128,"Review of Consciousness and Reality: Studies in Memory of Toshihiko Izutsu, (Islamic Philosophy, Theology and Science, Vol. 38)",,
Q110714129,"The Medium and the Light: Reflections on Religion, by Marshall McLuhan",10.1111/J.1748-0922.2002.TB00377.X,
Q110714130,"The Way of Abu Madyan, V. Cornell and Ibn 'Ata Allah, The Key to Salvation, M. Danner trans.",,
Q110714131,"The Seal of the Saints, M. Chodkiewicz",,
Q110714263,Being and Knowing According to a 14th century Cairene Mystic,,
Q110779913,Review: Feminist Theory and Christian Theology: Cartographies of Grace,10.1093/JAAR/71.1.212,
Q110910492,Economic Justice and Globalization in Black Church Studies: Confronting the “Malignant Kingship” in the Post-Civil Rights Era,10.1057/9781137534552_26,
Q110910493,The Private Lives of Women in Persian Egypt,10.1515/9781575068589,
Q110916224,Pragmatic Naturalism and Public Theology,10.4324/9781315228907-16,
Q110920768,Signs and Wonders Theology After Modernity,10.7312/ARMO17248,
Q110920769,Creation and Transcendence Theological Essays on the Divine Sublime,10.5040/9780567698728,
Q110920770,The Origins of Black Humanism in America,10.1057/9780230615823,
Q110920771,"Just Traveling God, Leaving Home, and a Spirituality for the Road",10.2307/J.CTV1KHDP3T,
Q110920772,Strangers and Friends at the Welcome Table Contemporary Christianities in the American South,10.5149/NORTHCAROLINA/9781469640372.001.0001,
Q110920773,The Future of Mainline Protestantism in America,10.7312/HUDN18360,
Q110920774,"In Pursuit of Purity, Unity, and Liberty Richard Baxter's Puritan Ecclesiology in Its Seventeenth-Century Context",10.1163/9789047405214,
Q110920775,The Cambridge Companion to Puritanism,10.1017/CCOL9780521860888,
Q110920777,Pillars of Cloud and Fire The Politics of Exodus in African American Biblical Interpretation,10.18574/NYU/9781479835966.001.0001,
Q110920778,The Practical Christology of Philoxenos of Mabbug,10.1093/ACPROF:OSO/9780198722960.001.0001,
Q110920779,Religious Experience and New Materialism Movement Matters,10.1007/978-1-137-56844-1,
Q110920780,Opting for the Margins,,
Q110920781,"Latino/a Biblical Hermeneutics Problematics, Objectives, Strategies",10.2307/J.CTT9QH241,
Q110920782,The Future of the Biblical Past envisioning biblical studies on a global key,10.2307/J.CTT32C046,
Q110920783,"Toward Minority Biblical Criticism: Framework, Contours, Dynamics",10.2307/J.CTV1FX4HDX.6,
Q110920784,"Self, Culture, and Others in Womanist Practical Theology",10.1057/9780230118027,
Q110920785,Ecclesiastes A New Translation with Introduction and Commentary,10.5040/9780300261295,
Q110920786,Preaching the Headlines Possibilities and Pitfalls,10.2307/J.CTVP7D5C9,
Q110920787,Womanist Ethics and the Cultural Production of Evil,10.1057/9780230601628,
Q110920788,Religion in the Age of Obama,10.5040/9781350041073,
Q111083723,Empire and the Christian Tradition New Readings of Classical Theologians,10.2307/J.CTV1HQDJ3M,
Q111088307,Conundrums in Practical Theology,,
Q111089508,Visual Theology: Diagnosing Postmodernity,10.4324/9781315261676-21,
Q111089509,“Where Will Yehoyišmaʿ Go?”: A Reconsideration of TAD B3.8,10.1163/9789004227163_002,
Q111089512,“It Is Not the Custom of Our Syriac Language … ”: Reconsidering the Role of Translation in the Polemics of Philoxenos of Mabbug,10.4324/9781315243191-8,
Q111089513,Christian Theology and Empires,10.2307/J.CTV1HQDJ3M.6,
Q111089514,Friedrich Schleiermacher (1768-1834),10.2307/J.CTV1HQDJ3M.24,
Q111089515,Women of Elephantine and Women in the Land of Israel,10.1163/9789004240841_002,
Q111089516,Losing Confidence in Free-market Economics and Free-market Religion : Recovering True Hope,10.5040/9781472594662.CH-014,
Q111089517,"Raced Bodies: Portraying Bodies, Reifying Racism",10.1163/9789004324244_011,
Q111089521,On the Contrary : Thomistic Second Thoughts on Analogy and Trinity in Eberhard JÜngel,10.5040/9780567659644.CH-004,
Q111637722,The Mystical Aesthetic: Howard Thurman and the Art of Meaning,,
Q111639665,The Caged Bird's 21st Century Song: A Homiletic Practical Theology from the Preaching of African American Women,,
Q111724597,They Were All Together in One Place? Toward Minority Biblical Criticism,10.2307/J.CTV1FX4HDX,
Q111725107,The Wiley Blackwell Companion to Practical Theology,10.1002/9781444345742,
Q111731363,"“But to know it as we shou'd do”: Enthusiasm, Historicizing of the Charismata, and Cessationism in Enlightenment England",10.2307/J.CTVPJ7BGB.14,
Q111731364,"“I Am Black and Beautiful, O Ye Daughters of Jerusalem …”: African American Virtue Ethics and a Womanist Hermeneutics of Redemption",10.1057/9780230610507_4,
Q111731365,"“Lest We Be Scattered Abroad”: Nimrod, Marcus Garvey, and Black Religious Humanism in Harlem",10.1057/9780230610507_5,
Q111731366,"“Though He cannot be eaten, we consume Him”: Appeals to Liturgical Practice in the Christological Polemic of Philoxenos of Mabbug",10.31826/9781463214814-022,
Q111731368,The State of Contemporary Mainline Protestantism,10.7312/HUDN18360-003,
Q111731369,"Black Cultural Criticism, the New Politics of Difference, and Religious Criticism",10.7312/KING14542-054,
Q111731370,Theorizing Black Religious Studies: A Genealogy,10.7312/KING14542-055,
Q111731371,A Field of Study as a Field of Dreams: The Contours of Black Church Studies,10.1057/9781137534552_5,
Q111731372,Absolute Dependence or Infinite Desire: Subjective Alignment with God in Schleiermacher and Kierkegaard,10.5040/9780567698728.CH-002,
Q111731373,African American Churches and Reproductive Health Rights,10.2307/J.CTV125JG5X.10,
Q111731374,Afterword,10.1093/OSO/9780190280192.003.0010,
Q111731375,"Beyond the God/Man Duo: Globalization, Feminist Theology, and Religious Subjectivity",10.1093/OXFORDHB/9780199273881.003.0018,
Q111731376,Christianity and Sexuality,10.1007/978-1-4614-6086-2_9040,
Q111731377,"Decolonizing Spectatorship: Photography, Theology, and New Media",10.2307/J.CTV1M46FSX.9,
Q111731378,Deep Solidarity: Dealing with Oppression and Exploitation Beyond Charity and Advocacy,10.5325/J.CTV14GP64T.12,
Q111731379,Divine Justice in the Book of Job,10.1017/9781108562072.022,
Q111731380,Divining Differences: Irigaray and Religion,10.4324/9781315010823-4,
Q111731381,Economics,10.1002/9781444324082.CH8,
Q111731383,Exogamy and Divorce in Ezra and Nehemiah,10.1093/OXFORDHB/9780190261160.013.38,
Q111731384,For the Beauty of the World: Vision and Moral Order in Martin Luther King Jr.'s World House,10.2307/J.CTVFXV9J2.6,
Q111731385,"Foreword A Call to Personal, Transformative, Autobiographical Criticism: Reflections on the Work of Ingrid Rosa Kitzberger",10.2307/J.CTVRS8Z3V.5,
Q111731386,From Mountain to Mountain: The Reign of God in Daniel 2,10.1515/9781575065366-026,
Q111731387,God,10.2307/J.CTV1HQDHMW.6,
Q111731388,Grassroots Social Movements,10.1002/9781119133759.CH40,
Q111731389,"Herbert, Edward (Lord of Cherbury)",10.1515/EBR.HERBERTEDWARDLORDOFCHERBURY,
Q111731390,Hope In Two Keys: Musical Impact And The Poetics Of Job 14,10.1163/EJ.9789004179776.I-640.112,
Q111731391,Intercultural Bible Reading as Transformation for Liberation: Intercultural Hermeneutics and Biblical Studies,10.2307/J.CTT18Z4H3G.4,
Q111731392,James I (King of England),10.1515/EBR.JAMESIKINGOFENGLAND,
Q111731393,Jesus Christ,10.2307/J.CTV1HQDHMW.9,
Q111731394,"Job’s gō’ēl, again",10.1515/9783110910001.689,
Q111731395,Liberation in African American Theology,10.1093/OXFORDHB/9780199755653.013.0014,
Q111731396,Marian Hymnology in the East and West,10.2307/J.CTV14GPJGT.20,
Q111731398,Option for the Poor,10.4135/9781412956215.N636,
Q111731399,"Performative, Queer Theories for Religion: Judith Butler",10.5040/9781350023772.CH-009,
Q111731400,Perspectives on a Pluriform Classic,10.5040/9780567687357.0014,
Q111731401,PFAT 783: Fruit and the Bazikara,10.2307/J.CTV1Q26JHJ.4,
Q111731402,Philoxenos of Mabbug and the Simplicity of Evagrian Gnosis Competing Uses of Evagrius in the Early Sixth Century,10.2307/J.CTVPJ7DSK.12,
Q111731404,Philoxenos of Mabbug: A Cappadocian Theologian on the Banks of the Euphrates?,10.1484/M.CELAMA-EB.5.108243,
Q111731405,Planetary Sightings? Negotiating Sexual Differences in Globalization's Shadow,10.5422/FSO/9780823233250.003.0013,
Q111731406,Playing,10.1002/9781444345742.CH3,
Q111731407,Postcolonial Criticism and the Gospel of Matthew,10.1017/CBO9780511627118.009,
Q111731408,Pursuing American Racial Justice and a Politically and Theologically Informed Black Church Praxis,10.14325/MISSISSIPPI/9781628462005.003.0010,
Q111731410,Reformed Theology in North America,10.1093/OXFORDHB/9780198723912.013.10,
Q111731411,Religious Activism,10.4135/9781412956215.N732,
Q111731412,Religious Thought: Womanist,10.4135/9781608712427.N332,
Q111731413,"Responses to Miles, Perdue, West, and Boer",10.2307/J.CTT1B7X69M.15,
Q111731414,"Responsi/ability, after Derrida",10.5422/FORDHAM/9780823249923.003.0007,
Q111731415,Rethinking the New Materialism for Religion and Theology Why Movements Matter Most,10.1007/978-1-137-56844-1_6,
Q111731416,Suburbanization and Religion,10.1017/CHOL9780521871082.006,
Q111731417,The Bible in the German Empire,10.1093/OXFORDHB/9780190888459.013.27,
Q111731418,The Empire as Visible in the Aramaic Documents from Persepolis,10.2307/J.CTVCKQ4GQ.13,
Q111731419,The Platonic Captivity of Primitive Christianity and the Enlightening of Augustine,10.1093/ACPROF:OSO/9780190267070.003.0006,
Q111731420,The social world of Ecclesiastes,10.1017/CBO9781107337695.010,
Q111731421,Theology and Exclusion: From Charity to Advocacy to Deep Solidarity,10.4324/9781315209456-7,
Q111731422,"Theology, Praxis, and Leadership: Paradigm for Black Churches",10.5040/9780567675477.CH-024,
Q111731423,Uninterrogated Coloredness and Its Kin,10.1057/9781137311825.0013,
Q111731424,Walking on the Rimbones of Nothingness: Embodied Scholarship for Those of Us Way Down Under the Sun,10.2307/J.CTT22NM96R.21,
Q111731425,Welcome to the Great American Middle Class: From the American Dream to Deep Solidarity,10.1057/9781137372215_7,
Q111731426,West Semitic Sources,10.2307/J.CTVKWNNG3.16,
Q111731427,"Womanist Pastoral Theology and Black Women's Experience of Gender, Religion, and Sexuality",10.1002/9781119292586.CH6,
Q111731428,Working with environmental economists,10.5040/9780567675187.0013,
Q111819988,Getting It Right,10.1111/MOTH.12125,
Q111819989,Queer theologies,10.1111/J.1749-8171.2011.00315.X,
Q111819990,'Response' to Edward Butler's review of Beyond monotheism: a theology of multiplicity,,
Q111819991,Making sense of feminist theology today,10.1111/J.1749-8171.2008.00096.X,
Q111819992,'The call was not meant for you alone': Dietrich Bonhoeffer on discerning the call,,
Q111819993,'The call was not meant for you alone' addendum: a dialogue with Laurel C. Schneider,,
Q111819994,What if it is a Choice?: Some Implications of the Homosexuality Debates for Theology,,
Q111819996,From New Being to Meta-Being: A Critical Analysis of Paul Tillich's Influence on Mary Daly,,
Q111819997,Religion’s Queer Comeback?: Some Preliminary Questions,,
Q111819998,Impure Thoughts: Reflections on the Possibility of Knowing From the Divine today,,
Q111819999,"When Hell Freezes Over: Feminism, Ontology, and Multiplicity",,
Q111820000,Globalization as a Feminist Issue,,
Q111820001,The Future of Disarmament,,
Q111820097,'God Bless America',,
Q111820128,Re-imagining the Divine: Challenges of the Backlash to Feminist Theology,,
Q112267023,"The Mechanism of Organic Preservation at Monte Verde, Chile, and One Use of Biomolecules in Archaeological Interpretation",10.1179/009346995791547714,
Q112774351,Review of A Critical Edition of 'Umdat Al-Nāzir 'alā Al-Ashbāh wa'l-Nazā 'ir,,
Q112774584,Foreword,,
Q112774699,Illumination Philosophy as a Resource for Mutual Understanding: A Study of the Literature of Jalāluddīn Rūmī and Farīduddīn ʿAṭṭār,,
Q112774862,Ṣaḥīḥ Al-Bukhari’s Criteria: An Epistemological Perspective,,
Q112775014,"Review of Sarah Risha, Education and Curricular Perspectives in the Qurʾān",10.1086/687793,
Q112775500,The Rise of Syrian Salafism: From Denial to Recognition,,
Q112775541,Confession in the Public Sphere: A Trusteeship Criticism of Foucault’s Concepts of Confession and Power,,
Q112777258,The Development of Uṣūl al-Ḥadīth During the Seljuk Era,,
Q112919125,On the Origins of Hadith Terminology: the Dividing Line Between Early and Late Hadith Scholars,,
Q112919222,Early Ḥadīth Scholars and their criteria of Ḥadīth Criticism,,
Q113028863,A resumptive formulation of modern science,,
Q113030886,"Review of Carrying on the Tradition: A Social and Intellectual History of Hadith Transmission across a Thousand Years, by Garrett A. Davidson",10.1093/JIS/ETAC002,
Q113030924,Ḥanafī’s Criteria of Ḥadīth Criticism: the Role of Islamic Legal Maxims,,
Q113152281,Religious Groups and Scholars of Islam in the Syrian Revolution,,
Q113152434,Canons: Specific and General aṣl,,
Q113152519,Lived or Non-Lived Ḥadīth? Content vs. Narrator Criteria in Early Ḥanafī Law,,
Q113152594,"Early Ḥanafī Jurists, Court Practice, and the Authority of General Afflictions (ʿUmūm al-Balwā)",,
Q113152646,Tools for Interpreting Ḥadīth in Shaybānī’s Ḥujja,,
Q113152703,Al-Buti: al-Fatwa and Revolution,,
Q113292450,[The Description of Ḥadīth Science (uṣūl al-ḥadīth) and the Characteristics of its Scholars],,
Q113292514,[The Efforts of Contemporary Ḥadīth Scholars in Uṣūl al-Ḥadīth: Characteristics of the Modern Era and Its Most Important Books],,
Q113292532,[Significant Obstacles to Verfying Ḥadīth in the Contemporary Era],,
Q113292561,The Syrian Uprising: Reopening the Theological Question,,
Q113292708,The Sunnah,,
Q113383843,[The Qur’anic Manuscript Race: Western Controversy and Reception Controversies],,
Q113384098,[Martin Lings: The Prophet’s Life and Western Islam],,
Q113384163,[The Arab Uprising: the Conflict of Values and Fractured Groups],,
Q113384169,[The End of Revisionism: Patricia Crone (1945-2015)],,
Q113384231,[ISIS: The Explosion of Narratives],,
Q113384276,ISIS: The Explosion of Narratives - The Land of the Revolution Between Political and Metaphysical Eternities,,
Q113535350,"I May Not Get There with You: The True Martin Luther King, Jr.",,
Q115564466,Faith on Earth: An Inquiry into the Structure of Human Faith,,
Q115564467,Dialogical Interrogations,,
Q115633054,Spirituality and capitalism,,
Q115633055,Telling God's stories with power,,
Q115633056,Frustrated Fellowship: The Black Baptist Quest for Social Power,,
Q115633057,Soul theology: the heart of American black culture,,
Q115633058,Face to face : becoming a pastor to children,,
Q115633059,African American Religious Thought and Pragmatism,,
Q115648806,A Reasonable Belief: Why God and Faith Make Sense by William Greenway (review),10.1353/SCE.2017.0042,
Q115649449,Changing conversions: reliigous reflection and cultural analysis,,
Q115649450,Nuts and Bolts of Culture-Sensitive Sermons,,
Q115649451,TED Talks: The Official Guide to Public Speaking,,
Q115649452,Preserving the Blessing of God's Powerful Presence,,
Q115649453,Flesh-Stuff: The Matter of the Reality of God(s),10.2979/AMERRELI.2.2.03,
Q115649456,"New Proclamation: Advent through Holy Week, Year A 2004-2005",,
Q115649457,Practical theology for Black churches: bridging Black theology and African American folk religion,,
Q115649458,"Preaching God's transforming justice: a lectionary commentary, year C",,
Q115649460,"Preaching God's transforming justice: a lectionary commentary, year B",,
Q115649461,Teaching Black Preaching: Encounter and Re-encounter,,
Q115649463,Teaching Black Preaching: Homiletic Instruction as Pre-Encounter,,
Q115649464,Hope in pastoral care and counseling,,
Q115649465,Faithful change: the personal and public challenges of postmodern life,,
Q115649467,Another day's journey: Black churches confronting the American crisis,,
Q115649468,The heart of Black preaching,,
Q115649470,Matthew,,
Q115649892,Spirit speech: lament and celebration in preaching,,
Q115649893,Teaching preaching as a Christian practice: a new approach to homiletical pedagogy,,
Q115649894,Black practical theology,,
Q115649895,"Introduction: Afrofuturism in Black Theology – Race, Gender, Sexuality, and the State of Black Religion in the Black Metropolis",10.1080/14769948.2015.1131499,
Q115649896,More power in the pulpit: how America's most effective black preachers prepare their sermons,,
Q115649897,A covenant model of ecclesiology for black practical theology: spanning the chasm between black theology and African American folk religion,,
Q115649898,Listening to listeners: homiletical case studies,,
Q115649899,"Easter/Resurrection of the Lord: March 27, 2005",,
Q115649900,"Passion/Palm Sunday: March 20, 2005",,
Q115649902,"Fifth Sunday in Lent: March 13, 2005",,
Q115649904,"Fourth Sunday in Lent: March 6, 2005",,
Q115649905,The Legacy of Martin Luther King Jr.'s Proclamation Ministry,,
Q115649906,Queering the Subject,,
Q115649907,Recent French feminist works,,
Q115649925,“Man” and his “Others”,10.5195/JFFP.2005.248,
Q115649926,Border Crossing,,
Q115649929,"Deconstruction, feminist theology, and the problem of difference : subverting the race/gender divide",,
Q115649932,Deconstruction and feminist theology : toward forging an alliance with Derrida and Irigaray,,
Q115650141,"Writing/reading Selves, Writing/reading Race",,
Q115650143,"Blinding me with (queer) science: religion, sexuality, and (post?) modernity",10.1007/S11153-010-9246-5,
Q115650144,"Review of Powers and Submissions: Spirituality, Philosophy, and Gender",,
Q115650145,Feminist Theology in Retrospect and in Anticipation,10.1086/683834,
Q115650146,Review of Transcending Boundaries: Multi-Disciplinary Approaches to the Study of Gender,,
Q115650147,Review of Knowing Other-wise,,
Q115650148,Review of Feminist Interpretations of Søren Kierkegaard,,
Q115650149,"Review of Feminism, Sexuality and the Return of Religion",,
Q115650150,Bodily citations: religion and Judith Butler,,
Q115650151,Questions of Proximity: “Woman's Place” in Derrick and Irigaray,10.1111/J.1527-2001.1997.TB00171.X,
Q115650152,Poetics of the Flesh,10.1080/00497878.2017.1264232,
Q115650153,Response to Griffiths,10.1093/JAAREL/LFJ016,
Q115650154,Theology in modernity's wake,10.1093/JAAREL/LFJ006,
Q115650155,Reply to Ochs,10.1093/JAAREL/LFJ008,
Q115650156,"Queer bibles, queer scriptures? An introductory response",,
Q115650157,"Justice for Alan Kurdi? Philosophy, photography, and the (cosmo)politics of life and death",10.5840/PHILTODAY201981267,
Q115650158,"Powers and submissions: spirituality, philosophy and gender",,
Q115650159,An Achaemenid Loanword in the Legal Code of Hermopolis: 3bykrm,,
Q115650160,Women and Property in Persian Egypt and Mesopotamia,,
Q115650161,Un giuramento ebraico ad Elefantina d’Egitto,,
Q115650162,"Review of Filologia storica della Bibbia ebraica. Vol. 1, Da Origene al Medioevo; Filologia storica della Bibbia ebraica. Vol. 2, Dall'età moderna ai nostri giorni",,
Q115650666,Filologia storica della Bibbia ebraica Vol. 1 and 2 Da Origene al Medioevo,,
Q115650668,"Private Regard, Identity Protection and Perceived Racism among African American Males",10.1007/S12111-008-9038-5,
Q115650671,"Toward a History of Slavery in Small Places: Agrarian Diversity, Demographic Expansion, and Economic Stability in Fajardo, Puerto Rico, 1812-1838",,
Q115650674,Repositioning race: prophetic research in a post-racial Obama age,,
Q115650676,"The cost of being poor: a comparative study of life in poor urban neighborhoods in Gary, Indiana",,
Q115650677,Live long and prosper: how Black megachurches address HIV/AIDS and poverty in the age of prosperity theology,,
Q115650678,Subverting the power of prejudice: resources for individual and social change,,
Q115650679,On the market: strategies for a successful academic job search,,
Q115650680,Black megachurch culture: models for education and empowerment,,
Q115650681,Then and now: a comparative analysis of the urban black church in America,,
Q115650683,Du Bois on religion,,
Q115650684,"Religion in the lives of African Americans: social, psychological, and health perspectives",,
Q115650685,Religion and rap music: an analysis of Black church usage,,
Q115650686,Black church sponsorship of economic programs: a test of survival and liberation strategies,10.1007/S13644-011-0005-6,
Q115650687,Achievement or Ascription Ideology? An Analysis of Attitudes about Future Success for Residents in Poor Urban Neighborhoods,10.1080/00380237.2002.10570698,
Q115650688,Practicing What You Preach: An Analysis of Racial Attitudes of Two Christian Churches,,
Q115650689,Debunking Deficiency Theories: Evaluating Non-Traditional Attitudes and Behavior among Residents in Poor Urban Neighborhoods,10.1300/J134V05N01_03,
Q115650690,"Stressors and Strengths: A Theoretical and Practical Examination of Nuclear, Single-Parent, and Augmented African American Families",,
Q115650691,"The Clustering of Poor Urban, Chicago Residents: An Empirical Analysis of Social Differentiation",,
Q115650692,Ebonics and Public Awareness: Who Knows? Who Cares?,10.1177/002193479802900102,
Q115650693,"Attitudes, Behavior, and Social Networks in Poor Urban Neighborhoods: Challenges for More Comprehensive Research and Teaching",,
Q115650694,Black Church Culture and Community Action,10.1353/SOF.2006.0003,
Q115650695,Streets of Glory: Church and Community in a Black Urban Neighborhood,,
Q115650696,A Sociological Examination of Du Bois's The Souls of Black Folk,,
Q115650697,Romantic and Familial Relationships with Black Males:,,
Q115650699,Youth ministry in the Black church: centered in hope,,
Q115650700,"Competition, Race, and the Measurement of Female Labor Activity",10.1111/1475-682X.00063,
Q115650701,"Black sexualities: probing powers, passions, practices, and policies",,
Q115650703,The Black Family: Essays and Studies (6th edition),,
Q115650704,Black Church Culture: How Clergy Frame Social Problems and Solutions,,
Q115650705,An Analysis Of Black Church Usage Of Black Liberation And Womanist Theologies: Implications For Inclusivity,,
Q115650707,Becoming a Man: A Duboisian Examination of the Experiences of Black Men Who Have Sex with Men,10.1093/SOCPRO/SPAA063,
Q115650709,Whosoever will let her come: social activism and gender inclusivity in the Black church,10.1111/J.1468-5906.2006.00312.X,
Q115650710,The “american dream” in poor urban neighborhoods: An analysis of home ownership attitudes and behavior and financial saving behavior*,10.1080/00380237.2003.10570725,
Q115650711,Priestly and prophetic influences on black church social services,10.1525/SP.2004.51.2.202,
Q115650712,"Academics in action!: A model for community-engaged research, teaching, and service",,
Q115650714,Leadership Amidst Poverty: a Mixed-Methodological Analysis of the Shack Dweller Federation of Namibia,10.1007/S12111-017-9356-6,
Q115650715,"The kings of Mississippi: Race, religious education, and the making of a middle-class black family in the segregated south",10.1017/9781108539654,
Q115650746,From Mari to Jerusalem and back: Assyriological and Biblical studies in honor of Jack Murad Sasson,,
Q115650747,“The alpha and omega of our people” : a sociological examination of the promise and problems of the contemporary Black church,,
Q115661361,Compiling Narratives: The Visual Strategies of Early Christian Visual Art,10.1353/EARL.2015.0010,
Q115661367,Material and Documentary Evidence for the Practice of Early Christian Baptism,10.1353/EARL.2012.0019,
Q115661390,Early Christian Art and Divine Epiphany,10.3138/TJT.28.1.125,
Q115661400,"Ashes, Shadows, and Crosses: Visualizing Lent",10.1177/002096431006400104,
Q115661410,Reconsidering the Ancient Algerian Basilica of Chlef and its Mosaics,10.5617/ACTA.5808,
Q115661741,Understanding early Christian art,,
Q115661754,The art of empire: Christian art in its imperial context,,
Q115661763,"The substance of things seen: art, faith, and the Christian community",,
Q115661770,Face to face: portraits of the divine in early Christianity,,
Q115661778,"Baptismal imagery in early Christianity: ritual, visual, and theological dimensions",,
Q115661786,"The cross: history, art, and controversy",,
Q115661796,From idols to icons: the rise of the devotional image in early Christianity,,
Q115661801,The Routledge handbook of early Christian art,,
Q115661819,Visual theology: forming and transforming the community through the arts,,
Q115673393,I Feel Blacker: Applying a Black Feminist Paradigm to an Intervention Program for Black Men Who Have Sex with Men in the South,10.1007/S12119-019-09598-3,
Q115673394,Applying the Structure Versus Agency Discourse to the Challenges of Black Men Who Have Sex with Men,10.1007/S12119-020-09777-7,
Q115673395,Review of Resonant Witness: Conversations between Music and Theology,,
Q115673396,A selected bibliography on liturgy and ecumenism (1990-2009),,
Q115673398,I Spirit and Truth: a vision of episcopal worship.,,
Q115673399,"Religion and Intersex: perspectives from science, law, culture, and theology.",,
Q115673401,Hymns in periodical literature [64 no 2 Spr 2013],,
Q115673402,Hymns in periodical literature [64 no 3 Sum 2013],,
Q115673403,Hymns in periodical literature [64 no 1 Wint 2013],,
Q115673404,Sing to the Lord a new song: psalm paraphrases and new hymnals,,
Q115673405,Hymns in periodical literature [65 no 3 Sum 2014],,
Q115673408,Hymns in periodical literature [65 no 2 Spr 2014],,
Q115673409,Hymns in periodical literature [65 no 4 Aut 2014],,
Q115673411,Hymns in periodical literature [65 no 1 Wint 2014],,
Q115673412,Saint Wilgefortis: A Queer Image for Today,10.3390/REL13070616,
Q115673414,The slave spiritual as apocalyptic discourse,,
Q115673415,College Theology Society and National Association of Baptist Professors of Religion Share Meeting,,
Q115673417,The uneasy center: reformed Christianity in antebellum America,,
Q115673418,"Neither king nor prelate: religion and the new nation, 1776-1826",,
Q115673419,Fighting for liberty and virtue: political and cultural wars in 18th-century America,,
Q115673420,Disorderly women: sexual politics and evangelicalism in revolutionary New England,,
Q115673422,Religion in American history: a reader,,
Q115673423,Makers of Christian theology in America,,
Q115673424,Dictionary of heresy trials in American Christianity,,
Q115673426,"Rebel with a just cause: a political journey against the winds of the 20th century: reminiscences, 1922-1951",,
Q115673427,"Revolution within the revolution: the First Amendment in historical context, 1612-1789",,
Q115673428,Jacob Green's Revolution: Radical Religion and Reform in a Revolutionary Age,10.1093/AHR/120.5.1882,
Q115673430,The Book of Exodus: A Biography,10.1017/S0009640721001220,
Q115673432,"What is not, was not, and will never be: creaturely possibility, divine ideas and the creator’s will in Thomas Aquinas",,
Q115673433,Beyond the necessary God : Trinitarian faith and philosophy in the thought of Eberhard Jüngel,,
Q115673434,"Doctrine of creation, creation of doctrine (or, natural theology in the island)",,
Q115673435,Unspeakable cults: an essay in Christology,,
Q115673436,"'Draw a Wider Circle- or; Perhaps, Erase': Queer(ing) Hymnody 1",,
Q115673438,Roger Williams,,
Q115674343,The Rigor of Things: Conversations with Dan Arbib,,
Q115674344,Understanding Religious Conversion,,
Q115674345,The altars where we worship: the religious significance of popular culture,10.1080/10649867.2018.1513897,
Q115674346,On the Pleasures of Owning Persons: The Hidden Face of American Slavery,10.1080/10649867.2017.1296664,
Q115674347,Review of Pastoral Care in Context: An Introduction to Pastoral Care,,
Q115674349,The switching hour : kids of divorce say good-bye again,,
Q115674350,"Review of The Papers of Howard Washington Thurman. Volume 1: My People Need Me, June 1918-March 1936",,
Q115674351,"Review of Mary Pat Fisher, Religions Today: An Introduction",,
Q115674352,Liberating Black church history : making it plain / Juan M. Floyd-Thomas.,,
Q115674354,Seeing red in the black church: Marxist thought and African American Christianity,,
Q115674355,"Review of Clarence E. Hardy III, James Baldwin's God: sex, hope, and the crisis in black holiness culture",,
Q115674356,Origen,,
Q115674357,Transaction Periodicals Consortium,,
Q115674358,Black church studies: an introduction,,
Q115674361,The altars where we worship: the religious significance of popular culture,,
Q115674362,"Review of The Papers of Howard Washington Thurman. Volume 3: The Bold Adventure, September 1943 May 1949",10.1353/SOH.2017.0227,
Q115674363,"Review of The Papers of Howard Washington Thurman, vol 4, The Soundless Passion of a Single Mind, June 1949-December 1962",10.1353/SOH.2019.0152,
Q115674364,Racial Migrations: New York City and the Revolutionary Politics of the Spanish Caribbean,10.1093/JAHIST/JAAB008,
Q115674366,Finding Faith Among Black New Yorkers: Religion and the Cultural Landscape of Harlem,10.1111/RSR.16109,
Q115674367,Making America Possible Again: Toward a New Social Gospel in the Twenty-First Century,,
Q115674368,After Trump: Achieving a New Social Gospel,10.1080/14769948.2021.1895458,
Q115674369,The Problem That ‘Lies’ Within: How ‘Collegiality’ Undermines the Academy,,
Q115674374,Mining the mother lode: methods in womanist ethics,,
Q115674375,Facing the Medusa: Confronting the Ongoing Impossibility of Women’s Studies,,
Q115674377,A womanist model for black leadership,,
Q115674378,Deeper shades of purple: womanism in religion and society,,
Q115674381,Liberation theologies in the United States an introduction,,
Q115678330,"Religion, Race, and COVID-19: Confronting White Supremacy in the Pandemic",10.18574/NYU/9781479810277.001.0001,
Q115678331,"The faith we love and the facts we abhor: a response to Lisa Sowle Cahill's 'Catholic feminists and traditions: renewal, reinvention, replacement'",,
Q115678332,Setting the Context,,
Q115678333,"Review of Glorious, Accursed Europe. An Essay on Jewish Ambivalence (Tauber Institute Series for the Study of European Jewry)",,
Q115678334,Freud and the Legacy of Moses,,
Q115678335,"Hegel, Schlegel, and the Sexual Division of Labor",,
Q115678336,On Freud's Jewish body : mitigating circumcisions,,
Q115678337,"Disciplines of faith : studies in religion, politics and patriarchy",,
Q115678338,"Identifying ""Someone Who Is Himself One of Them"" : Recent Studies of Freud's Jewish Identity",,
Q115678339,"Betrayal of spirit: Jew-hatred, the Holocaust, and Christianity",,
