RecordNumber,filename,template_type,artist,author,title,description,depicted people,depicted place,date,medium,dimensions,institution,department,accession number,place of creation,place of discovery,object history,exhibition history,credit line,inscriptions,notes,references,source,permission,other_versions,wikidata,other fields,other versions,photographer,camera coord,attribution,collection,genre,object type,source/photographer,current location
57725,Blake Job 14.jpg,information,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""14th print from"", ""William Blake's Illustrations of the Book of Job"", "", \""When the morning Stars sang together... \""""]",[],[],"[""\n1826""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""\nMuseum of the Shenandoah Valley""]","[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],[],[]
57726,Blake Job 15.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""15th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""1826"", ""date QS:P571,+1826-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57727,Blake Job 16.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""16th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""1826"", ""date QS:P571,+1826-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57728,Blake Job 17.jpg,information,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""17th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""\n1826""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]","[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],[],[]
57729,Blake Job 18.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""18th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""1826"", ""date QS:P571,+1826-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57730,Blake Job 19.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""19th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""1826"", ""date QS:P571,+1826-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57713,Blake Job 2.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""2nd print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""\npub. 1826""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57731,Blake Job 20.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""20th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""1826"", ""date QS:P571,+1826-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57732,Blake Job 21.jpg,information,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""21st print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""\n1826""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]","[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],[],[]
57714,Blake Job 3.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""3rd print from"", ""William Blake's Illustrations of the Book of Job"", "", \""Thy Sons & thy Daughters were eating & drinking Wine... \""""]",[],[],"[""\npub. 1826""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""\nMuseum of the Shenandoah Valley""]",[]
57715,Blake Job 4.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""4th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""\npub. 1826""]",[],[],[],[],[],[],[],[],[],[],[],"[""Further record for this work available from the William Blake Archive""]",[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57716,Blake Job 5.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""5th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""1826"", ""date QS:P571,+1826-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
57717,Blake Job 6.jpg,artwork,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""6th print from"", ""William Blake's Illustrations of the Book of Job""]",[],[],"[""1826"", ""date QS:P571,+1826-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],[],[],[],"[""The William Blake Archive"", ""Location"", ""Digital Collection hosted on servers at"", ""UNC Chapel Hill"", ""Established"", ""1996"", ""Web page"", ""http://www.blakearchive.org/"", ""Authority control"", "":"", ""Q7774989"", ""institution QS:P195,Q7774989"", ""http://www.blakearchive.org/exist/blake/archive/copy.xq?copyid=bb421.1&java=no""]",[]
